Store,Format,City,State,Rx Freq,July DEA,August DEA,September DEA,Service Provider,Phone Number
5376,SUP,Tawas City,MI,180,,,,Clean Earth,877-406-5295
5385,SUP,Defiance,OH,180,,,,CLEAN EARTH,877-406-5295
5386,SUP,Grand Haven,MI,180,,,,Clean Earth,877-406-5295
5387,SUP,Middlefield,OH,180,,,,CLEAN EARTH,877-406-5295
5396,SUP,ALBANY,OR,180,,,,Clean Earth,877-406-5295
5398,SUP,ROCKFORD,IL,180,,,,CLEAN EARTH,877-406-5295
5399,SUP,DIXON,IL,180,,,,CLEAN EARTH,877-406-5295
5402,SUP,CHICAGO,IL,180,,,,CLEAN EARTH,877-406-5295
5403,SUP,URBANA,IL,180,,,,CLEAN EARTH,877-406-5295
5408,NHM,INDIANAPOLIS,IN,180,,,,Clean Earth,877-406-5295
5409,SUP,CLAYTON,OH,180,,,,CLEAN EARTH,877-406-5295
5410,SUP,CANTON (C),OH,180,,,,CLEAN EARTH,877-406-5295
5411,SUP,Ionia,MI,180,,,,Clean Earth,877-406-5295
5417,SUP,Louisville,KY,180,,,,CLEAN EARTH,877-406-5295
5418,SUP,LOUISVILLE,KY,180,,,,CLEAN EARTH,877-406-5295
5421,WNM,ST PETERS ,MO,180,,,,CLEAN EARTH,877-406-5295
5423,NHM,LAS VEGAS,NV,180,,,,Clean Earth,877-406-5295
5424,SUP,EAGLE POINT,OR,180,,,,Clean Earth,877-406-5295
5427,WNM,ST PETERS ,MO,180,,,,CLEAN EARTH,877-406-5295
5428,SUP,MESA,AZ,180,,,,Clean Earth,877-406-5295
5429,SUP,SURPRISE,AZ,180,,,,Clean Earth,877-406-5295
5440,WMT,HAPPY VALLEY,OR,180,,,,Clean Earth,877-406-5295
5441,SUP,TOPEKA,KS,180,,,,CLEAN EARTH,877-406-5295
5442,SUP,ADDISON,IL,180,,,,CLEAN EARTH,877-406-5295
5443,SUP,INDIANAPOLIS,IN,180,,,,Clean Earth,877-406-5295
5444,SUP,Ironwood,MI,180,,,,Clean Earth,877-406-5295
5452,WNM,EVANSVILLE,IN,180,,,,Clean Earth,877-406-5295
5466,SUP,Grove City,OH,180,,,,CLEAN EARTH,877-406-5295
5467,NHM,Morristown,TN,180,,,,CLEAN EARTH,877-406-5295
5471,SUP,Mansfield,OH,180,,,,CLEAN EARTH,877-406-5295
5472,SUP,Saline,MI,180,,,,Clean Earth,877-406-5295
5477,SUP,JEFFERSON CITY,MO,180,,,,CLEAN EARTH,877-406-5295
5483,SUP,GREENWOOD,IN,180,,,,Clean Earth,877-406-5295
5485,SUP,EVERGREEN PARK,IL,180,,,,CLEAN EARTH,877-406-5295
5486,SUP,COUNTRY CLUB HILLS,IL,180,,,,CLEAN EARTH,877-406-5295
5494,SUP,IDAHO FALLS,ID,180,,,,Clean Earth,877-406-5295
5499,SUP,Milford,OH,180,,,,CLEAN EARTH,877-406-5295
5616,SUP,Nashville,TN,180,,,,CLEAN EARTH,877-406-5295
5617,SUP,Chicago (Hermosa),IL,180,,,,CLEAN EARTH,877-406-5295
5626,SUP,TUCSON,AZ,180,,,,Clean Earth,877-406-5295
5627,NHM,GRESHAM,OR,180,,,,Clean Earth,877-406-5295
5692,NHM,SPRINGFIELD,MO,180,,,,CLEAN EARTH,877-406-5295
5693,NHM,SPRINGFIELD,MO,180,,,,CLEAN EARTH,877-406-5295
5725,NHM,Tucson,AZ,180,,,,Clean Earth,877-406-5295
5728,SUP,NEWBURGH,IN,180,,,,Clean Earth,877-406-5295
5734,NHM,Kingsport,TN,180,,,,CLEAN EARTH,877-406-5295
5761,SUP,Canton,MI,180,,,,Clean Earth,877-406-5295
5763,SUP,SOUTH JORDAN,UT,180,,,,Clean Earth,877-406-5295
5767,NHM,FISHERS,IN,180,,,,Clean Earth,877-406-5295
5768,SUP,TEMPE,AZ,180,,,,Clean Earth,877-406-5295
5791,WNM,PITTSBURG,KS,180,,,,CLEAN EARTH,877-406-5295
5799,SUP,Tucson (Golf Links),AZ,No Rx,,,,Clean Earth,877-406-5295
5804,WNM,INDIANAPOLIS,IN,180,,,,Clean Earth,877-406-5295
5806,SUP,GRAND FORKS,ND,No Rx,,,,CLEAN EARTH,877-406-5295
5835,SUP,CAVE CREEK,AZ,180,,,,Clean Earth,877-406-5295
5839,SUP,MEDFORD,OR,180,,,,Clean Earth,877-406-5295
5841,SUP,MERIDIAN,ID,180,,,,Clean Earth,877-406-5295
5842,SUP,Southgate,MI,180,,,,Clean Earth,877-406-5295
5844,SUP,Livonia,MI,180,,,,Clean Earth,877-406-5295
5855,NHM,WICHITA,KS,180,,,,CLEAN EARTH,877-406-5295
5857,SUP,Westerville,OH,180,,,,CLEAN EARTH,877-406-5295
5858,SUP,TUCSON,AZ,180,,,,Clean Earth,877-406-5295
5861,SUP,WARRENTON,OR,180,,,,Clean Earth,877-406-5295
5864,SUP,GARDNERVILLE,NV,180,,,,Clean Earth,877-406-5295
5869,WMT,MOSCOW,ID,180,,,,Clean Earth,877-406-5295
5893,SUP,Novi,MI,180,,,,Clean Earth,877-406-5295
5908,NHM,Sevierville,TN,180,,,,CLEAN EARTH,877-406-5295
5927,WMT,FLORISSANT,MO,180,,,,CLEAN EARTH,877-406-5295
5935,SUP,TIGARD,OR,180,,,,Clean Earth,877-406-5295
5965,SUP,CHICAGO,IL,180,,,,CLEAN EARTH,877-406-5295
5990,NHM,WICHITA,KS,180,,,,CLEAN EARTH,877-406-5295
5991,NHM,WICHITA,KS,180,,,,CLEAN EARTH,877-406-5295
5993,NHM,BEAVERTON,OR,180,,,,Clean Earth,877-406-5295
5994,NHM,WEST LINN,OR,180,,,,Clean Earth,877-406-5295
6172,WNM,KANSAS CITY (ARGENTINE),KS,180,,,,CLEAN EARTH,877-406-5295
6205,SAM,YUMA,AZ,180,,,,Clean Earth,877-406-5295
6213,SAM,CHANDLER,AZ,180,,,,Clean Earth,877-406-5295
6228,SAM,VERNON HILLS,IL,180,,,,CLEAN EARTH,877-406-5295
6242,SAM,Dublin,OH,180,,,,CLEAN EARTH,877-406-5295
6247,SAM,KANSAS CITY,MO,180,,,,CLEAN EARTH,877-406-5295
6249,SAM,Franklin,TN,180,,,,CLEAN EARTH,877-406-5295
6252,SAM,CHESTERFIELD,MO,180,,,,CLEAN EARTH,877-406-5295
6256,SAM,Memphis,TN,180,,,,CLEAN EARTH,877-406-5295
6257,SAM,LAS VEGAS(C),NV,180,,,,Clean Earth,877-406-5295
6260,SAM,Bartlett,TN,180,,,,CLEAN EARTH,877-406-5295
6261,SAM,LAS VEGAS(S),NV,180,,,,Clean Earth,877-406-5295
6275,SAM,WICHITA,KS,180,,,,CLEAN EARTH,877-406-5295
6302,SAM,Oakwood Village,OH,180,,,,CLEAN EARTH,877-406-5295
6304,SAM,INDIANAPOLIS,IN,180,,,,Clean Earth,877-406-5295
6305,SAM,Cleveland,OH,180,,,,CLEAN EARTH,877-406-5295
6307,SAM,Columbus,OH,180,,,,CLEAN EARTH,877-406-5295
6308,SAM,Columbus,OH,180,,,,CLEAN EARTH,877-406-5295
6313,SAM,FT. WAYNE,IN,180,,,,Clean Earth,877-406-5295
6314,SAM,Sheffield Village,OH,180,,,,CLEAN EARTH,877-406-5295
6315,SAM,MISHAWAKA,IN,180,,,,Clean Earth,877-406-5295
6317,SAM,Canton,OH,180,,,,CLEAN EARTH,877-406-5295
6319,SAM,Kentwood,MI,180,,,,Clean Earth,877-406-5295
6322,SAM,Boardman (Youngstown),OH,180,,,,CLEAN EARTH,877-406-5295
6325,SAM,GREENWOOD,IN,180,,,,Clean Earth,877-406-5295
6326,SAM,Reynoldsburg,OH,180,,,,CLEAN EARTH,877-406-5295
6327,SAM,Warren,OH,180,,,,CLEAN EARTH,877-406-5295
6328,SAM,CICERO,IL,180,,,,CLEAN EARTH,877-406-5295
6334,SAM,DECATUR,IL,No Rx,,,,CLEAN EARTH,877-406-5295
6339,SAM,CRYSTAL LAKE,IL,180,,,,CLEAN EARTH,877-406-5295
6345,SAM,IDAHO FALLS,ID,180,,,,Clean Earth,877-406-5295
6349,SAM,EVERGREEN PARK,IL,180,,,,CLEAN EARTH,877-406-5295
6358,SAM,NORTHLAKE,IL,180,,,,CLEAN EARTH,877-406-5295
6359,SAM,Comstock Park,MI,180,,,,Clean Earth,877-406-5295
6370,SUP,Morristown,TN,180,,,,CLEAN EARTH,877-406-5295
6373,SAM,Vienna,WV,180,,,,CLEAN EARTH,877-406-5295
6375,SAM,Lima,OH,180,,,,CLEAN EARTH,877-406-5295
6379,SAM,GREAT FALLS,MT,180,,,,CLEAN EARTH,877-406-5295
6380,SAM,Dayton,OH,180,,,,CLEAN EARTH,877-406-5295
6382,SAM,LAS VEGAS(W),NV,180,,,,Clean Earth,877-406-5295
6384,SAM,HODGKINS,IL,180,,,,CLEAN EARTH,877-406-5295
6385,SAM,GRAND FORKS,ND,No Rx,,,,CLEAN EARTH,877-406-5295
6388,SAM,MONTGOMERY,IL,180,,,,CLEAN EARTH,877-406-5295
6390,WNM,INDIANAPOLIS,IN,180,,,,Clean Earth,877-406-5295
6392,SUP,TOPEKA,KS,180,,,,CLEAN EARTH,877-406-5295
6404,SAM,Fairlawn,OH,180,,,,CLEAN EARTH,877-406-5295
6407,SAM,Mansfield,OH,No Rx,,,,CLEAN EARTH,877-406-5295
6410,SAM,PEARL CITY,HI,180,,,,CLEAN EARTH,877-406-5295
6412,SAM,Southgate,MI,180,,,,Clean Earth,877-406-5295
6415,SAM,JOPLIN,MO,180,,,,CLEAN EARTH,877-406-5295
6417,SAM,Holland,MI,No Rx,,,,Clean Earth,877-406-5295
6418,SAM,WICHITA,KS,180,,,,CLEAN EARTH,877-406-5295
6419,SAM,Traverse City,MI,180,,,,Clean Earth,877-406-5295
6424,SAM,KOKOMO,IN,No Rx,,,,Clean Earth,877-406-5295
6426,SAM,SALINA,KS,180,,,,CLEAN EARTH,877-406-5295
6429,SAM,Battle Creek,MI,180,,,,Clean Earth,877-406-5295
6437,SAM,BLOOMINGTON,IN,180,,,,Clean Earth,877-406-5295
6444,SAM,EVANSTON,IL,180,,,,CLEAN EARTH,877-406-5295
6449,SAM,Paducah,KY,180,,,,CLEAN EARTH,877-406-5295
6450,SAM,Cincinnati,OH,180,,,,CLEAN EARTH,877-406-5295
6454,SAM,Southfield,MI,180,,,,Clean Earth,877-406-5295
6457,SAM,South Charleston,WV,180,,,,CLEAN EARTH,877-406-5295
6464,SAM,DES PLAINES,IL,180,,,,CLEAN EARTH,877-406-5295
6470,WNM,PLAINFIELD,IN,180,,,,Clean Earth,877-406-5295
6474,SAM,MAPLEWOOD,MO,180,,,,CLEAN EARTH,877-406-5295
6476,SUP,DANVILLE,IN,180,,,,Clean Earth,877-406-5295
6477,SUP,PHOENIX,AZ,180,,,,Clean Earth,877-406-5295
6479,SAM,CAPE GIRARDEAU,MO,180,,,,CLEAN EARTH,877-406-5295
6480,SUP,CHADLER,AZ,180,,,,Clean Earth,877-406-5295
6485,SAM,TINLEY PARK,IL,No Rx,,,,CLEAN EARTH,877-406-5295
6487,SAM,ADDISON,IL,180,,,,CLEAN EARTH,877-406-5295
6489,SAM,CALUMET CITY,IL,180,,,,CLEAN EARTH,877-406-5295
6500,WNM,INDEPENDENCE,MO,180,,,,CLEAN EARTH,877-406-5295
6501,SAM,Murfreesboro,TN,180,,,,CLEAN EARTH,877-406-5295
6505,SAM,JEFFERSON CITY,MO,180,,,,CLEAN EARTH,877-406-5295
6507,SAM,Jackson,TN,180,,,,CLEAN EARTH,877-406-5295
6512,SAM,Clarksville,TN,180,,,,CLEAN EARTH,877-406-5295
6517,SAM,Beavercreek,OH,180,,,,CLEAN EARTH,877-406-5295
6528,SAM,Cincinnati,OH,180,,,,CLEAN EARTH,877-406-5295
6556,SAM,St. Clairsville,OH,180,,,,CLEAN EARTH,877-406-5295
6562,SAM,Muskegon,MI,180,,,,Clean Earth,877-406-5295
6565,SAM,RAPID CITY,SD,180,,,,CLEAN EARTH,877-406-5295
6572,SAM,Knoxville,TN,180,,,,CLEAN EARTH,877-406-5295
6585,WNM,TOPEKA,KS,180,,,,CLEAN EARTH,877-406-5295
6604,SAM,FLAGSTAFF,AZ,180,,,,Clean Earth,877-406-5295
6605,SAM,GILBERT,AZ,180,,,,Clean Earth,877-406-5295
6606,SAM,PHOENIX,AZ,180,,,,Clean Earth,877-406-5295
6608,SAM,PHOENIX,AZ,180,,,,Clean Earth,877-406-5295
6657,SAM,Novi,MI,180,,,,Clean Earth,877-406-5295
6658,SAM,Jackson,MI,180,,,,Clean Earth,877-406-5295
6659,SAM,Madison Heights,MI,180,,,,Clean Earth,877-406-5295
6660,SAM,Port Huron,MI,180,,,,Clean Earth,877-406-5295
6661,SAM,Portage,MI,180,,,,Clean Earth,877-406-5295
6662,SAM,Roseville,MI,180,,,,Clean Earth,877-406-5295
6663,SAM,Saginaw,MI,180,,,,Clean Earth,877-406-5295
6664,SAM,Utica,MI,180,,,,Clean Earth,877-406-5295
6666,SAM,Canton,MI,180,,,,Clean Earth,877-406-5295
6667,SAM,Ypsilanti,MI,180,,,,Clean Earth,877-406-5295
6682,SAM,LAYTON,UT,180,,,,Clean Earth,877-406-5295
6683,SAM,MURRAY,UT,180,,,,Clean Earth,877-406-5295
6684,SAM,RIVERDALE,UT,180,,,,Clean Earth,877-406-5295
6685,SAM,PROVO,UT,180,,,,Clean Earth,877-406-5295
6686,SAM,SALT LAKE CITY,UT,180,,,,Clean Earth,877-406-5295
6692,SAM,TUCSON,AZ,180,,,,Clean Earth,877-406-5295
6807,SUP,Memphis,TN,180,,,,CLEAN EARTH,877-406-5295
6931,SUP,Louisville,KY,180,,,,CLEAN EARTH,877-406-5295
6951,SUP,Sutton,WV,180,,,,CLEAN EARTH,877-406-5295
7020,SUP,La Vergne,TN,180,,,,CLEAN EARTH,877-406-5295
7043,WNM,RIVERTON,UT,180,,,,Clean Earth,877-406-5295
7072,WNM,CAPE GIRARDEAU,MO,180,,,,CLEAN EARTH,877-406-5295
7087,SUP,SALEM,IN,180,,,,Clean Earth,877-406-5295
7127,WNM,POPLAR BLUFF,MO,180,,,,CLEAN EARTH,877-406-5295
7168,WNM,HERRIMAN,UT,180,,,,Clean Earth,877-406-5295
7199,WMT,GREAT FALLS,MT,180,,,,CLEAN EARTH,877-406-5295
7249,SUP,MOUNT VERNON,MO,180,,,,CLEAN EARTH,877-406-5295
7256,WMT,Buffalo,WV,180,,,,CLEAN EARTH,877-406-5295
7259,WMT,Georgetown,KY,180,,,,CLEAN EARTH,877-406-5295
7266,WMT,Princeton,NJ,120,,,12,,877-406-5295
7290,SUP,Crestwood,KY,180,,,,CLEAN EARTH,877-406-5295
7320,WNM,YUMA,AZ,180,,,,Clean Earth,877-406-5295
8111,SAM,Jeffersontown,KY,180,,,,CLEAN EARTH,877-406-5295
8112,SAM,Chattanooga,TN,180,,,,CLEAN EARTH,877-406-5295
8123,SAM,EVANSVILLE,IN,180,,,,Clean Earth,877-406-5295
8125,SAM,SAINT LOUIS,MO,180,,,,CLEAN EARTH,877-406-5295
8128,SAM,PEORIA,IL,180,,,,CLEAN EARTH,877-406-5295
8132,SAM,Springdale,OH,180,,,,CLEAN EARTH,877-406-5295
8133,SAM,Florence,KY,180,,,,CLEAN EARTH,877-406-5295
8135,SAM,TERRE HAUTE,IN,180,,,,Clean Earth,877-406-5295
8136,SAM,Dayton,OH,180,,,,CLEAN EARTH,877-406-5295
8139,SAM,Holland,OH,180,,,,CLEAN EARTH,877-406-5295
8152,SAM,South Point,OH,180,,,,CLEAN EARTH,877-406-5295
8163,SAM,COLUMBIA,MO,180,,,,CLEAN EARTH,877-406-5295
8165,SAM,SIOUX FALLS,SD,180,,,,CLEAN EARTH,877-406-5295
8168,SAM,INDIANAPOLIS,IN,180,,,,Clean Earth,877-406-5295
8169,SAM,LAFAYETTE,IN,180,,,,Clean Earth,877-406-5295
8172,SAM,FARGO,ND,No Rx,,,,CLEAN EARTH,877-406-5295
8174,SAM,MERRILLVILLE,IN,180,,,,Clean Earth,877-406-5295
8176,SAM,TOPEKA,KS,180,,,,CLEAN EARTH,877-406-5295
8177,SAM,LAS VEGAS,NV,180,,,,Clean Earth,877-406-5295
8180,SAM,MARION,IL,180,,,,CLEAN EARTH,877-406-5295
8182,SAM,SAINT LOUIS,MO,180,,,,CLEAN EARTH,877-406-5295
8184,SAM,GURNEE,IL,180,,,,CLEAN EARTH,877-406-5295
8188,SAM,Lexington,KY,180,,,,CLEAN EARTH,877-406-5295
8189,SAM,Clarksburg,WV,180,,,,CLEAN EARTH,877-406-5295
8197,SAM,CHAMPAIGN,IL,180,,,,CLEAN EARTH,877-406-5295
8205,SAM,SAINT LOUIS,MO,180,,,,CLEAN EARTH,877-406-5295
8207,SAM,KANSAS CITY,MO,180,,,,CLEAN EARTH,877-406-5295
8208,SAM,LENEXA,KS,180,,,,CLEAN EARTH,877-406-5295
8215,SAM,SPRINGFIELD,IL,180,,,,CLEAN EARTH,877-406-5295
8222,SAM,Johnson City,TN,180,,,,CLEAN EARTH,877-406-5295
8243,SAM,RAYMORE,MO,180,,,,CLEAN EARTH,877-406-5295
8251,SAM,SAINT CHARLES,MO,180,,,,CLEAN EARTH,877-406-5295
8254,SAM,WICHITA,KS,180,,,,CLEAN EARTH,877-406-5295
8256,SAM,Knoxville,TN,180,,,,CLEAN EARTH,877-406-5295
8257,SAM,Hendersonville,TN,180,,,,CLEAN EARTH,877-406-5295
8276,SAM,Louisville,KY,180,,,,CLEAN EARTH,877-406-5295
8285,SAM,O FALLON,IL,180,,,,CLEAN EARTH,877-406-5295
8291,SAM,Flint,MI,180,,,,Clean Earth,877-406-5295
8292,SAM,Memphis,TN,180,,,,CLEAN EARTH,877-406-5295
8293,SAM,INDEPENDENCE,MO,180,,,,CLEAN EARTH,877-406-5295
8294,SAM,Nashville,TN,180,,,,CLEAN EARTH,877-406-5295
8296,SAM,SPRINGFIELD,MO,180,,,,CLEAN EARTH,877-406-5295
8297,SAM,ROCKFORD,IL,180,,,,CLEAN EARTH,877-406-5295
8298,SAM,JOLIET,IL,180,,,,CLEAN EARTH,877-406-5295
5062,WNM,Auburn,AL,90,   ,1,   ,CHES,844-367-5240
1124,SUP,Hartselle,AL,180,   ,    ,   ,CHES,844-367-5240
5197,SUP,Owens Cross Roads,AL,180,   ,    ,   ,CHES,844-367-5240
5100,WNM,Center Point,AL,90,   ,1,   ,CHES,844-367-5240
4673,WNM,Auburn,AL,90,   ,8,   ,CHES,844-367-5240
5248,WNM,Northport,AL,90,   ,15,   ,CHES,844-367-5240
604,SUP,Dothan,AL,180,   ,    ,   ,CHES,844-367-5240
740,SUP,Ozark,AL,180,   ,    ,   ,CHES,844-367-5240
1638,SUP,Eufaula,AL,180,   ,    ,   ,CHES,844-367-5240
726,SUP,Alexander City,AL,180,   ,    ,   ,CHES,844-367-5240
930,SUP,Montgomery,AL,180,   ,    ,   ,CHES,844-367-5240
863,SUP,Roanoke,AL,180,   ,    ,   ,CHES,844-367-5240
5098,WNM,Mobile,AL,90,   ,1,   ,CHES,844-367-5240
4504,WNM,Birmingham,AL,90,   ,29,   ,CHES,844-367-5240
4657,WNM,Mobile,AL,90,   ,1,   ,CHES,844-367-5240
3184,WNM,Hoover,AL,90,   ,22,   ,CHES,844-367-5240
4648,WNM,Mobile,AL,90,   ,15,   ,CHES,844-367-5240
4210,WNM,Mobile,AL,180,   ,    ,   ,CHES,844-367-5240
3424,WNM,Birmingham,AL,90,   ,29,   ,CHES,844-367-5240
5740,WNM,Mobile,AL,90,   ,15,   ,CHES,844-367-5240
4776,SAMS,Huntsville,AL,90,   ,15,   ,CHES,844-367-5240
8107,SAMS,Huntsville,AL,90,   ,15,   ,CHES,844-367-5240
7342,WNM,Madison,AL,90,   ,22,   ,CHES,844-367-5240
5744,WNM,Theodore,AL,90,   ,8,   ,CHES,844-367-5240
1174,SUP,Thomasville,AL,180,   ,    ,   ,CHES,844-367-5240
2760,SUP,Jackson,AL,180,   ,    ,   ,CHES,844-367-5240
356,SUP,Auburn,AL,180,   ,    ,   ,CHES,844-367-5240
733,SUP,Valley,AL,180,   ,    ,   ,CHES,844-367-5240
1462,SUP,Greenville,AL,180,   ,    ,   ,CHES,844-367-5240
355,SUP,Opelika,AL,180,   ,    ,   ,CHES,844-367-5240
409,SUP,Haleyville,AL,180,   ,    ,   ,CHES,844-367-5240
1100,SUP,Hamilton,AL,180,   ,    ,   ,CHES,844-367-5240
4581,SUP,Mobile,AL,180,   ,    ,   ,CHES,844-367-5240
5716,WNM,Huntsville,AL,90,   ,22,   ,CHES,844-367-5240
1057,SUP,Tallassee,AL,180,   ,    ,   ,CHES,844-367-5240
4672,WNM,Montgomery,AL,90,   ,22,   ,CHES,844-367-5240
5903,WNM,Phenix City,AL,90,   ,8,   ,CHES,844-367-5240
4691,WNM,Montgomery,AL,90,   ,22,   ,CHES,844-367-5240
5925,WNM,Huntsville,AL,90,   ,22,   ,CHES,844-367-5240
7254,SDS,Huntsville,AL,90,   ,    ,5,CHES,844-367-5240
8192,SAMS,Dothan,AL,90,   ,15,   ,CHES,844-367-5240
1052,SUP,Fayette,AL,180,   ,    ,   ,CHES,844-367-5240
5653,WNM,Orange Beach,AL,180,   ,    ,   ,CHES,844-367-5240
4756,WNM,Alabaster,AL,90,   ,    ,5,CHES,844-367-5240
5769,WNM,Dothan,AL,90,   ,15,   ,CHES,844-367-5240
424,SUP,Clanton,AL,180,   ,    ,   ,CHES,844-367-5240
700,SUP,Selma,AL,180,   ,    ,   ,CHES,844-367-5240
483,SUP,Prattville,AL,180,   ,    ,   ,CHES,844-367-5240
938,SUP,Montgomery,AL,180,   ,    ,   ,CHES,844-367-5240
681,SUP,Guntersville,AL,180,   ,    ,   ,CHES,844-367-5240
662,SUP,Decatur,AL,180,   ,    ,   ,CHES,844-367-5240
1101,SUP,Wetumpka,AL,180,   ,    ,   ,CHES,844-367-5240
5348,SUP,Montgomery,AL,180,   ,    ,   ,CHES,844-367-5240
2488,WNM,Decatur,AL,90,   ,    ,12,CHES,844-367-5240
4407,SUP,Montgomery,AL,180,   ,    ,   ,CHES,844-367-5240
4318,SUP,Millbrook,AL,180,   ,    ,   ,CHES,844-367-5240
4580,WNM,Vestavia Hills,AL,90,   ,    ,12,CHES,844-367-5240
4189,WNM,Helena,AL,180,   ,    ,   ,CHES,844-367-5240
5256,WNM,Tuscaloosa,AL,180,   ,    ,   ,CHES,844-367-5240
2713,SUP,Birmingham,AL,180,   ,    ,   ,CHES,844-367-5240
1481,SUP,Homewood,AL,180,   ,    ,   ,CHES,844-367-5240
2690,SUP,Madison,AL,180,   ,    ,   ,CHES,844-367-5240
762,SUP,Birmingham,AL,180,   ,    ,   ,CHES,844-367-5240
1158,SUP,Birmingham,AL,180,   ,    ,   ,CHES,844-367-5240
712,SUP,Scottsboro,AL,180,   ,    ,   ,CHES,844-367-5240
1201,SUP,Gardendale,AL,180,   ,    ,   ,CHES,844-367-5240
2111,SUP,Hoover,AL,180,   ,    ,   ,CHES,844-367-5240
5703,SUP,Madison,AL,180,   ,    ,   ,CHES,844-367-5240
1229,SUP,Hoover,AL,180,   ,    ,   ,CHES,844-367-5240
4188,WNM,Florence,AL,90,   ,    ,12,CHES,844-367-5240
1711,SUP,Birmingham,AL,180,   ,    ,   ,CHES,844-367-5240
734,SUP,Enterprise,AL,180,   ,    ,   ,CHES,844-367-5240
723,SUP,Troy,AL,180,   ,    ,   ,CHES,844-367-5240
2534,SUP,Dothan,AL,180,   ,    ,   ,CHES,844-367-5240
332,SUP,Huntsville,AL,180,   ,    ,   ,CHES,844-367-5240
432,SUP,Talladega,AL,180,   ,    ,   ,CHES,844-367-5240
661,SUP,Athens,AL,180,   ,    ,   ,CHES,844-367-5240
730,SUP,Sylacauga,AL,180,   ,    ,   ,CHES,844-367-5240
434,SUP,Huntsville,AL,180,   ,    ,   ,CHES,844-367-5240
5262,SUP,Pelham,AL,180,   ,    ,   ,CHES,844-367-5240
433,SUP,Huntsville,AL,180,   ,    ,   ,CHES,844-367-5240
5113,SUP,Pell City,AL,180,   ,    ,   ,CHES,844-367-5240
1091,SUP,Andalusia,AL,180,   ,    ,   ,CHES,844-367-5240
4330,SUP,Chelsea,AL,180,   ,    ,   ,CHES,844-367-5240
375,SUP,Huntsville,AL,180,   ,    ,   ,CHES,844-367-5240
4497,SUP,Hueytown,AL,180,   ,    ,   ,CHES,844-367-5240
6878,SUP,Hazel Green,AL,180,   ,    ,   ,CHES,844-367-5240
7247,SUP,Atmore,AL,180,   ,    ,   ,CHES,844-367-5240
7324,SUP,Huntsville,AL,180,   ,    ,   ,CHES,844-367-5240
1063,WM,Geneva,AL,180,   ,    ,   ,CHES,844-367-5240
329,SUP,Anniston,AL,180,   ,    ,   ,CHES,844-367-5240
904,SUP,Foley,AL,180,   ,    ,   ,CHES,844-367-5240
715,SUP,Tuscaloosa,AL,180,   ,    ,   ,CHES,844-367-5240
2306,SUP,Northport,AL,180,   ,    ,   ,CHES,844-367-5240
934,SUP,Daphne,AL,180,   ,    ,   ,CHES,844-367-5240
764,SUP,Bessemer,AL,180,   ,    ,   ,CHES,844-367-5240
766,SUP,Florence,AL,180,   ,    ,   ,CHES,844-367-5240
315,SUP,Oneonta,AL,180,   ,    ,   ,CHES,844-367-5240
1212,SUP,Saraland,AL,180,   ,    ,   ,CHES,844-367-5240
691,SUP,Fort Payne,AL,180,   ,    ,   ,CHES,844-367-5240
866,SUP,Mobile,AL,180,   ,    ,   ,CHES,844-367-5240
2723,SUP,Sumiton,AL,180,   ,    ,   ,CHES,844-367-5240
2739,SUP,Bay Minette,AL,180,   ,    ,   ,CHES,844-367-5240
3271,SUP,Calera,AL,180,   ,    ,   ,CHES,844-367-5240
853,SUP,Mobile,AL,180,   ,    ,   ,CHES,844-367-5240
562,SUP,Leeds,AL,180,   ,    ,   ,CHES,844-367-5240
1284,SUP,Phenix City,AL,180,   ,    ,   ,CHES,844-367-5240
660,SUP,Muscle Shoals,AL,180,   ,    ,   ,CHES,844-367-5240
809,SUP,Oxford,AL,180,   ,    ,   ,CHES,844-367-5240
287,SUP,Jasper,AL,180,   ,    ,   ,CHES,844-367-5240
991,SUP,Mobile,AL,180,   ,    ,   ,CHES,844-367-5240
306,SUP,Arab,AL,180,   ,    ,   ,CHES,844-367-5240
5126,SUP,Centre,AL,180,   ,    ,   ,CHES,844-367-5240
298,SUP,Boaz,AL,180,   ,    ,   ,CHES,844-367-5240
670,SUP,Cullman,AL,180,   ,    ,   ,CHES,844-367-5240
2748,SUP,Gulf Shores,AL,180,   ,    ,   ,CHES,844-367-5240
316,SUP,Attalla,AL,180,   ,    ,   ,CHES,844-367-5240
5174,SUP,Semmes,AL,180,   ,    ,   ,CHES,844-367-5240
300,SUP,Jacksonville,AL,180,   ,    ,   ,CHES,844-367-5240
394,SUP,Moulton,AL,180,   ,    ,   ,CHES,844-367-5240
403,SUP,Russellville,AL,180,   ,    ,   ,CHES,844-367-5240
301,SUP,Gadsden,AL,180,   ,    ,   ,CHES,844-367-5240
423,SUP,Alabaster,AL,180,   ,    ,   ,CHES,844-367-5240
3386,SUP,Springville,AL,180,   ,    ,   ,CHES,844-367-5240
731,SUP,Demopolis,AL,180,   ,    ,   ,CHES,844-367-5240
4333,SUP,Fairhope,AL,180,   ,    ,   ,CHES,844-367-5240
362,SUP,Winfield,AL,180,   ,    ,   ,CHES,844-367-5240
425,SUP,Brent,AL,180,   ,    ,   ,CHES,844-367-5240
1620,SUP,Brewton,AL,180,   ,    ,   ,CHES,844-367-5240
1493,SUP,Monroeville,AL,180,   ,    ,   ,CHES,844-367-5240
4187,SUP,Florence,AL,180,   ,    ,   ,CHES,844-367-5240
