Store Number,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
600,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
600,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
755,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
755,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
793,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
793,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
812,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
812,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
822,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
822,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
900,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
900,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
1516,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1516,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
3383,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3383,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
3384,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3384,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
5216,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5216,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
861,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
861,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
927,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
927,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
945,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
945,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
1051,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1051,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
3826,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3826,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
4299,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4299,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
821,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
2653,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
6898,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6898,Scott Lankford,PLAINS PRODUCE LTD ,458793,806-372-9287,Same Day DELIVERY if ordered by 8am,,,,,
549,Estela or Nick,QF&V LLC,466011,915-544-1185,Next Day DELIVERY only,,,,,
513,Call Center,CH Robinson,14012,877-344-3491,Next Day DELIVERY only,can only deliver on Tues or Friday,,,,
513,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
537,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
537,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
608,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
608,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
626,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
626,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
897,Call Center,CH Robinson,14012,877-344-3491,Next Day DELIVERY only,can only deliver on Tues or Friday,,,,
897,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
898,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
898,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2891,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
2891,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3645,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
3645,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
438,Call Center,CH Robinson,14012,877-344-3491,Next Day DELIVERY only,,,,,
438,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
535,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,,,,,
535,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
536,Call Center,CH Robinson,14012,877-344-3491,Next Day DELIVERY only,,,,,
536,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
601,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
601,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1078,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
1078,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1249,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
1249,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1257,Call Center,CH Robinson,14012,877-344-3491,Next Day DELIVERY only,,,,,
1257,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1272,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
1272,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3381,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
3381,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7281,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
7281,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
211,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
211,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
248,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
248,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
320,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
320,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
561,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
561,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
610,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
610,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
746,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
746,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
939,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
939,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1254,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1254,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5389,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5389,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6929,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
6929,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7156,Call Center,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Same Day DELIVERY if ordered by 8am,,,,,
7156,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
290,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
290,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
465,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
465,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
478,,"Div 1 Store, must confirm",,,D1,,,,,
478,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
757,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
757,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
901,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
901,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1313,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1313,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3112,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3112,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3279,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3279,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4103,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4103,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5144,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5144,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5245,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5245,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
440,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
440,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
442,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
442,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
458,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
458,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
464,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
464,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
470,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
470,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
490,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
490,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
791,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
791,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1494,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1494,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5460,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5460,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5898,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5898,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
395,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
395,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
397,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
397,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
429,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
429,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
452,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
452,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
1958,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1958,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
3320,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3320,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
3567,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3567,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
3886,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3886,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
4508,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4508,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
5165,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5165,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
5809,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5809,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,,,,,
381,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
381,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
407,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
407,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
476,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
476,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
781,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
781,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
813,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
813,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
917,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
917,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1073,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1073,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1232,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1232,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1303,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1303,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3319,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3319,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6286,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
6286,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1129,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1129,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1253,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1253,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2133,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2133,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2991,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2991,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4130,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4130,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4163,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4163,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4219,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4219,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4554,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4554,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5317,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5317,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
77,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
77,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
280,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
280,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
475,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
475,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1185,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1185,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3169,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3169,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3170,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3170,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3569,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3569,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5479,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5479,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5480,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5480,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
330,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
330,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
385,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
385,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
437,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
437,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
463,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
463,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
503,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
503,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
524,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
524,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1067,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
1067,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1098,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1098,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4194,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4194,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
293,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
293,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
321,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
321,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
322,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
322,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
446,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
446,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
473,,"Div 1 Store, must confirm",,,D1,,,,,
473,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
567,,"Div 1 Store, must confirm",,,D1,,,,,
567,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
846,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
846,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
951,,"Div 1 Store, must confirm",,,D1,,,,,
951,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1042,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1042,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1150,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1150,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4183,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4183,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
999,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
999,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1235,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1235,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2239,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2239,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2599,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2599,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3058,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3058,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
