Store,Current GM Delivery Window,Updated GM Delivery Window,Delivery Window Change?
6966,10:00-16:00,10:00-16:00,No
6967,14:00-18:00,14:00-18:00,No
6968,16:00-20:00,16:00-20:00,No
7004,16:00-20:00,16:00-20:00,No
7043,16:00-20:00,16:00-20:00,No
7062,16:00-20:00,16:00-20:00,No
7072,10:00-16:00,10:00-16:00,No
7099,10:00-16:00,10:00-16:00,No
7146,16:00-20:00,16:00-20:00,No
7168,16:00-20:00,16:00-20:00,No
7180,16:00-20:00,16:00-20:00,No
7209,10:00-16:00,10:00-16:00,No
7221,16:00-20:00,16:00-20:00,No
7222,16:00-20:00,16:00-20:00,No
7233,10:00-16:00,10:00-16:00,No
7235,16:00-20:00,16:00-20:00,No
7241,10:00-16:00,10:00-16:00,No
7251,10:00-16:00,10:00-16:00,No
7262,10:00-16:00,10:00-16:00,No
7296,16:00-20:00,16:00-20:00,No
7298,16:00-20:00,16:00-20:00,No
7299,16:00-20:00,16:00-20:00,No
7304,16:00-20:00,16:00-20:00,No
7307,16:00-20:00,16:00-20:00,No
7308,10:00-16:00,10:00-16:00,No
7309,10:00-16:00,10:00-16:00,No
7315,16:00-20:00,16:00-20:00,No
7320,16:00-20:00,16:00-20:00,No
7329,10:00-16:00,10:00-16:00,No
7334,16:00-20:00,16:00-20:00,No
7340,16:00-20:00,16:00-20:00,No
7347,10:00-16:00,10:00-16:00,No
7349,10:00-16:00,10:00-16:00,No
7357,10:00-16:00,10:00-16:00,No
7361,10:00-16:00,10:00-16:00,No
7362,10:00-16:00,10:00-16:00,No
7601,06:00-10:00,06:00-10:00,No
8861,10:00-16:00,10:00-16:00,No
8958,16:00-20:00,16:00-20:00,No
2983,10:00-16:00,10:00-16:00,No
