Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
1253,AUSTIN,TX,78704,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2133,AUSTIN,TX,78735,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4554,AUSTIN,TX,78757,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5317,AUSTIN,TX,78748,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4219,BUDA,TX,78610,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2991,CEDAR PARK,TX,78613,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4163,CEDAR PARK,TX,78613,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4130,KYLE,TX,78640,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1185,AUSTIN,TX,78753,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3569,AUSTIN,TX,78753,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3170,ELGIN,TX,78621,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3169,MANOR,TX,78653,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5479,PFLUGERVILLE,TX,78660,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
280,ROCKDALE,TX,76567,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
475,ROUND ROCK,TX,78664,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5480,ROUND ROCK,TX,78665,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
77,TAYLOR,TX,76574,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4102,CASTROVILLE,TX,78009,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
999,SAN ANTONIO,TX,78242,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1235,SAN ANTONIO,TX,78229,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2239,SAN ANTONIO,TX,78245,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2599,SAN ANTONIO,TX,78249,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3058,SAN ANTONIO,TX,78228,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3106,SAN ANTONIO,TX,78211,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3888,SAN ANTONIO,TX,78253,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5145,SAN ANTONIO,TX,78213,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4115,CIBOLO,TX,78108,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
292,LOCKHART,TX,78644,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
865,NEW BRAUNFELS,TX,78130,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
765,SAN ANTONIO,TX,78247,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1347,SAN ANTONIO,TX,78209,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1803,SAN ANTONIO,TX,78217,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2404,SAN ANTONIO,TX,78216,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2769,SAN ANTONIO,TX,78218,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
404,SAN MARCOS,TX,78666,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3391,SCHERTZ,TX,78154,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4055,UNIVERSAL CITY,TX,78148,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
447,DEL RIO,TX,78840,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
461,EAGLE PASS,TX,78852,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
443,HONDO,TX,78861,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3518,LAREDO,TX,78043,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3623,LAREDO,TX,78046,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5713,LAREDO,TX,78045,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
782,UVALDE,TX,78801,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1126,BOERNE,TX,78006,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1154,FREDERICKSBURG,TX,78624,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3057,HELOTES,TX,78023,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
508,KERRVILLE,TX,78028,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1198,SAN ANTONIO,TX,78232,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2864,SAN ANTONIO,TX,78254,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3107,SAN ANTONIO,TX,78257,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4131,SAN ANTONIO,TX,78251,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4162,SAN ANTONIO,TX,78231,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5146,SAN ANTONIO,TX,78250,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3056,SPRING BRANCH,TX,78070,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
240,COMMERCE,TX,75428,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
427,GREENVILLE,TX,75402,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
148,PARIS,TX,75462,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
417,SULPHUR SPRINGS,TX,75482,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
513,BIG SPRING,TX,79720,Call Center,CH Robinson,014012,877-344-3491,Next Day DELIVERY only,can only deliver on Tues or Friday,,,,
897,FORT STOCKTON,TX,79735,Call Center,CH Robinson,014012,877-344-3491,Next Day DELIVERY only,can only deliver on Tues or Friday,,,,
536,ABILENE,TX,79601,Call Center,CH Robinson,014012,877-344-3491,Next Day DELIVERY only,,,,,
438,BRECKENRIDGE,TX,76424,Call Center,CH Robinson,014012,877-344-3491,Next Day DELIVERY only,,,,,
1257,STAMFORD,TX,79553,Call Center,CH Robinson,014012,877-344-3491,Next Day DELIVERY only,,,,,
271,BOWIE,TX,76230,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
414,WICHITA FALLS,TX,76302,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
420,WICHITA FALLS,TX,76306,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1148,WICHITA FALLS,TX,76308,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
158,BONHAM,TX,75418,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
147,DENISON,TX,75020,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
185,GAINESVILLE,TX,76240,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
947,SHERMAN,TX,75092,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5715,ABILENE,TX,79601,Call Center,CH Robinson,14012,877-344-3491,Next Day DELIVERY only,"Dels We, Th, Fr, Sa",,,,
2977,ARLINGTON,TX,76017,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3870,ARLINGTON,TX,76017,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5613,ARLINGTON,TX,76011,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3392,BEDFORD,TX,76021,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
3653,BURLESON,TX,76028,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5614,COLLEYVILLE,TX,76034,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
2979,FORT WORTH,TX,76137,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
3043,FORT WORTH,TX,76244,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
3135,FORT WORTH,TX,76110,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3419,FORT WORTH,TX,76116,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7251,FORT WORTH,TX,76123,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7347,HURST,TX,76053,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
2981,KELLER,TX,76248,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
2397,MANSFIELD,TX,76063,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3594,PANTEGO,TX,76013,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
6578,RICHLAND HILLS,TX,76118,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
3574,ALLEN,TX,75002,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4104,DENTON,TX,76210,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
5624,FARMERS BRANCH,TX,75234,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5963,FLOWER MOUND,TX,75022,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
4453,GREENVILLE,TX,75401,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3287,LEWISVILLE,TX,75077,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
6966,MCKINNEY,TX,75071,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2995,PLANO,TX,75025,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3199,PLANO,TX,75074,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5657,PLANO,TX,75075,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
6851,SACHSE,TX,75048,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3521,SHERMAN,TX,75092,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
6078,WYLIE,TX,75098,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4056,CONVERSE,TX,78109,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
6459,HARKER HEIGHTS,TX,76548,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3449,KILLEEN,TX,76542,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3450,KILLEEN,TX,76549,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2835,SAN ANTONIO,TX,78250,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5224,SAN ANTONIO,TX,78249,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5226,SAN ANTONIO,TX,78251,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5290,SAN ANTONIO,TX,78245,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5490,SAN ANTONIO,TX,78254,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4114,LONGVIEW,TX,75604,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4674,NACOGDOCHES,TX,75961,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4193,TYLER,TX,75703,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4605,TYLER,TX,75703,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5700,TYLER,TX,75701,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3198,CARROLLTON,TX,75007,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,"2nd option:   Sai, ven# 012559, 214-929-6247 for SAME DAY DEL",,,,
3204,CEDAR HILL,TX,75104,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3015,DALLAS,TX,75227,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3341,DALLAS,TX,75204,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5021,DALLAS,TX,75228,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7232,DESOTO,TX,75115,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2433,GARLAND,TX,75040,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2975,GARLAND,TX,75043,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4046,GARLAND,TX,75040,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7224,LANCASTER,TX,75146,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2976,MESQUITE,TX,75150,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5824,MESQUITE,TX,75149,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,ALSO:  SIA can service SAME DAY. Ven#12559 ph# 972 612 9637,,,,
4182,PLANO,TX,75093,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2974,RICHARDSON,TX,75081,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3530,ROCKWALL,TX,75087,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7240,ROWLETT,TX,75088,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4465,CYPRESS,TX,77433,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7357,CYPRESS,TX,77433,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3452,HOUSTON,TX,77084,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3509,HOUSTON,TX,77072,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3542,HOUSTON,TX,77071,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5094,HOUSTON,TX,77096,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7309,HUMBLE,TX,77346,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4468,KATY,TX,77450,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7310,KATY,TX,77494,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3579,KINGWOOD,TX,77339,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4618,LEAGUE CITY,TX,77573,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7361,PEARLAND,TX,77584,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5353,SPRING,TX,77373,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4466,SUGAR LAND,TX,77478,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3506,CYPRESS,TX,77429,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
949,DALLAS,TX,75237,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4661,SAN ANTONIO,TX,78239,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4670,SAN ANTONIO,TX,78223,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5324,SAN ANTONIO,TX,78221,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2249,CHEHALIS,WA,98532,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2469,LONGVIEW,WA,98632,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5853,LONGVIEW,WA,98632,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2450,BELLINGHAM,WA,98226,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5195,EVERETT,WA,98204,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,Fresh Plus,,,,
2594,LYNNWOOD,WA,98087,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2317,BREMERTON,WA,98311,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,Fresh Plus,,,,
2319,OAK HARBOR,WA,98277,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2241,SUNNYSIDE,WA,98944,Call Center,CH Robinson,014012,877-344-3491,Next Day DELIVERY only,,,,,
5929,BATTLE GROUND,WA,98604,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2550,VANCOUVER,WA,98664,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5461,VANCOUVER,WA,98682,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5462,VANCOUVER,WA,98683,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3742,WOODLAND,WA,98674,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5939,BELLEVUE,WA,98006,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5073,COVINGTON,WA,98042,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2571,FEDERAL WAY,WA,98003,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3145,VANCOUVER,WA,98661,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3052,VANCOUVER,WA,98662,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2532,BELOIT,WI,53511,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
802,MONROE,WI,53566,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1551,FRANKLIN,WI,53132,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5668,GREENDALE,WI,53129,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1394,GREENFIELD,WI,53228,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1167,KENOSHA,WI,53144,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2828,MILWAUKEE,WI,53215,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4677,MUSKEGO,WI,53150,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5667,SOUTH MILWAUKEE,WI,53172,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2668,STURTEVANT,WI,53177,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5669,WEST MILWAUKEE,WI,53215,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1305,JANESVILLE,WI,53546,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1138,MADISON,WI,53719,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2335,MADISON,WI,53714,Call Center,CH Robinson,014012,877-344-3491,Next Day DELIVERY only,CHR can't do same day/Alsum can't do same day,,,,
3857,MONONA,WI,53713,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1267,SUN PRAIRIE,WI,53590,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1274,WHITEWATER,WI,53190,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3488,BURLINGTON,WI,53105,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
