Store Number,Invoice Number,Date of Invoice,Total Amount,Out of Scope,Area of Machine,Memo,Comments
3570,INV168084-01255A,2/21/2025,1485.27,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/11/2024 12:21
1448,INV168084-01255A,2/21/2025,454.75,IMPROPER HANDLING - CASSETTES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/10/2024 18:04
1027,INV168084-01255A,2/21/2025,1942.45,IMPROPER HANDLING - GAS SPRING,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/11/2024 6:26
668,INV168084-01255A,2/21/2025,329.25,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/11/2024 9:51
1486,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/11/2024 14:17
5090,INV168084-01255A,2/21/2025,316.5,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/11/2024 13:16
5988,INV168084-01255A,2/21/2025,1044.55,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/11/2024 18:03
6343,INV168084-01255A,2/21/2025,339.24,IMPROPER HANDLING - OTHER,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,12/12/2024 15:57
5605,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/11/2024 17:37
5605,INV168084-01255A,2/21/2025,2819.57,IMPROPER HANDLING - COIN SORTER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/12/2024 6:39
1153,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/12/2024 17:19
5189,INV168084-01255A,2/21/2025,300.19,NON DEVICE RELATED ISSUES,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,12/12/2024 15:32
1153,INV168084-01255A,2/21/2025,608.72,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/14/2024 20:14
1747,INV168084-01255A,2/21/2025,425,REFUSED ACCESS TO DEVICE,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/12/2024 20:10
5129,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/13/2024 8:50
756,INV168084-01255A,2/21/2025,300,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/13/2024 11:18
3601,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/13/2024 16:08
5495,INV168084-01255A,2/21/2025,450.5,IMPROPER HANDLING - OTHER,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/14/2024 8:28
756,INV168084-01255A,2/21/2025,1133,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/14/2024 19:26
2652,INV168084-01255A,2/21/2025,323.63,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/16/2024 15:17
3724,INV168084-01255A,2/21/2025,133.24,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,12/18/2024 10:25
1375,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - SHUTTER,BNR,MISC: MISC:  Issue was due to incorrect site input.,12/9/2024 10:56
2761,INV168084-01255A,2/21/2025,391.92,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,12/9/2024 8:14
6218,INV168084-01255A,2/21/2025,511.29,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/11/2024 11:32
6382,INV168084-01255A,2/21/2025,1796.9,IMPROPER HANDLING - CASSETTES,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,12/23/2024 16:30
101,INV168084-01255A,2/21/2025,491.48,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/20/2024 10:53
1016,INV168084-01255A,2/21/2025,329.4,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/20/2024 15:27
1035,INV168084-01255A,2/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/21/2024 11:09
1035,INV168084-01255A,2/21/2025,1114.39,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/22/2024 16:08
1072,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/12/2024 12:52
1086,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/17/2024 8:28
113,INV168084-01255A,2/21/2025,425,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/21/2024 11:29
1142,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/20/2024 12:36
1163,INV168084-01255A,2/21/2025,1629.49,IMPROPER HANDLING - CASSETTES,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,12/23/2024 16:30
1163,INV168084-01255A,2/21/2025,328.35,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/26/2024 15:40
1173,INV168084-01255A,2/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/21/2024 9:52
1173,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/24/2024 9:54
1185,INV168084-01255A,2/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/17/2024 13:05
1211,INV168084-01255A,2/21/2025,425,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/14/2024 15:59
1259,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/19/2024 11:56
1270,INV168084-01255A,2/21/2025,425,IMPROPER HANDLING - CASSETTES,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/17/2024 19:32
1313,INV168084-01255A,2/21/2025,324.75,IMPROPER HANDLING - HOPPERS,BCR,MISC: MISC:  Issue was due to incorrect site input.,12/17/2024 10:37
1313,INV168084-01255A,2/21/2025,324.75,IMPROPER HANDLING - COIN SORTER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/16/2024 6:12
133,INV168084-01255A,2/21/2025,473.35,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/14/2024 10:17
133,INV168084-01255A,2/21/2025,2896.84,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/17/2024 16:54
1339,INV168084-01255A,2/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/26/2024 16:36
1355,INV168084-01255A,2/21/2025,320.25,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/10/2024 10:50
360,INV168084-01255A,2/21/2025,454.75,IMPROPER HANDLING - CASSETTES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/14/2024 7:55
1398,INV168084-01255A,2/21/2025,425,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/15/2024 14:34
1465,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/24/2024 10:48
1485,INV168084-01255A,2/21/2025,315,IMPROPER HANDLING - CASSETTES,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/19/2024 13:10
1511,INV168084-01255A,2/21/2025,1193.91,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,12/15/2024 17:20
1511,INV168084-01255A,2/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/26/2024 11:46
518,INV168084-01255A,2/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/19/2024 13:33
1524,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/16/2024 11:18
1558,INV168084-01255A,2/21/2025,321,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/24/2024 8:11
1613,INV168084-01255A,2/21/2025,320.25,IMPROPER HANDLING - OTHER,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/20/2024 16:36
1613,INV168084-01255A,2/21/2025,3102.45,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/21/2024 15:13
617,INV168084-01255A,2/21/2025,446.25,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/14/2024 9:26
1677,INV168084-01255A,2/21/2025,462.19,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/15/2024 13:42
1679,INV168084-01255A,2/21/2025,316.5,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/16/2024 16:18
1766,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/19/2024 14:32
177,INV168084-01255A,2/21/2025,329.25,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/24/2024 14:58
1775,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/24/2024 12:57
1781,INV168084-01255A,2/21/2025,324,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/17/2024 12:23
1782,INV168084-01255A,2/21/2025,321,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/26/2024 16:22
1805,INV168084-01255A,2/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/20/2024 10:33
1806,INV168084-01255A,2/21/2025,324,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/17/2024 17:21
1840,INV168084-01255A,2/21/2025,425,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/15/2024 6:20
1840,INV168084-01255A,2/21/2025,300,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/17/2024 15:57
1877,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/23/2024 10:58
1909,INV168084-01255A,2/21/2025,324,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/24/2024 11:48
1916,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/23/2024 5:36
1926,INV168084-01255A,2/21/2025,324,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/16/2024 11:20
1964,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/20/2024 9:40
1969,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/24/2024 12:03
1983,INV168084-01255A,2/21/2025,324.67,IMPROPER HANDLING - GAS SPRING,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,12/17/2024 15:37
1983,INV168084-01255A,2/21/2025,323.1,IMPROPER HANDLING - GAS SPRING,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,12/19/2024 16:24
1997,INV168084-01255A,2/21/2025,324,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/16/2024 9:38
1998,INV168084-01255A,2/21/2025,425,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/9/2024 16:01
2000,INV168084-01255A,2/21/2025,320.25,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/23/2024 10:00
2014,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/27/2024 8:27
204,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - CASSETTES,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/18/2024 9:15
211,INV168084-01255A,2/21/2025,324.75,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/17/2024 12:07
2116,INV168084-01255A,2/21/2025,321,IMPROPER HANDLING - CASSETTES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/11/2024 8:55
125,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - CASSETTES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/12/2024 9:56
2127,INV168084-01255A,2/21/2025,316.5,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/20/2024 10:44
2134,INV168084-01255A,2/21/2025,321.75,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/13/2024 15:40
134,INV168084-01255A,2/21/2025,455.82,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/24/2024 11:12
2156,INV168084-01255A,2/21/2025,461.65,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/22/2024 7:28
2180,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/16/2024 6:49
96,INV168084-01255A,2/21/2025,1818,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/20/2024 16:09
2285,INV168084-01255A,2/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/18/2024 12:26
341,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/9/2024 6:50
237,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/23/2024 9:29
2471,INV168084-01255A,2/21/2025,322.5,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/27/2024 9:54
477,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/17/2024 10:40
PR02501,INV168084-01255A,2/21/2025,574.91,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/19/2024 9:24
2502,INV168084-01255A,2/21/2025,318,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/6/2024 9:40
2575,INV168084-01255A,2/21/2025,326.25,IMPROPER HANDLING - COIN SORTER,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/17/2024 14:25
2706,INV168084-01255A,2/21/2025,464.1,IMPROPER HANDLING - TOUCH SCREEN,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/22/2024 9:14
2747,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/18/2024 8:39
275,INV168084-01255A,2/21/2025,324.75,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/26/2024 12:24
2808,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/9/2024 13:27
2844,INV168084-01255A,2/21/2025,321,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/24/2024 12:25
2862,INV168084-01255A,2/21/2025,535.57,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,12/27/2024 8:30
2880,INV168084-01255A,2/21/2025,425,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/19/2024 18:58
2881,INV168084-01255A,2/21/2025,531.78,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/19/2024 15:15
2905,INV168084-01255A,2/21/2025,460.59,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/21/2024 21:02
907,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/23/2024 12:12
2968,INV168084-01255A,2/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/19/2024 21:03
3013,INV168084-01255A,2/21/2025,447.81,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/17/2024 13:31
3014,INV168084-01255A,2/21/2025,460.06,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/23/2024 19:14
3035,INV168084-01255A,2/21/2025,318,IMPROPER HANDLING - CASSETTES,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/23/2024 15:39
3044,INV168084-01255A,2/21/2025,324.75,IMPROPER HANDLING - CASSETTES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/23/2024 14:37
88,INV168084-01255A,2/21/2025,1278.36,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/11/2024 17:40
3088,INV168084-01255A,2/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/27/2024 15:08
#N/A,INV168084-01255A,2/21/2025,318,IMPROPER HANDLING - VAULT,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/13/2024 17:21
239,INV168084-01255A,2/21/2025,300,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/17/2024 13:31
60,INV168084-01255A,2/21/2025,460.71,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/21/2024 14:03
260,INV168084-01255A,2/21/2025,1368.68,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/22/2024 8:59
296,INV168084-01255A,2/21/2025,610.61,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/7/2024 17:54
329,INV168084-01255A,2/21/2025,324,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/27/2024 14:32
417,INV168084-01255A,2/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/16/2024 12:09
423,INV168084-01255A,2/21/2025,324.57,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/24/2024 11:39
432,INV168084-01255A,2/21/2025,1577.13,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/20/2024 17:50
433,INV168084-01255A,2/21/2025,324.75,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/27/2024 8:51
348,INV168084-01255A,2/21/2025,329.25,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/10/2024 10:12
3608,INV168084-01255A,2/21/2025,321,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/23/2024 16:56
3765,INV168084-01255A,2/21/2025,321,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/12/2024 10:23
3781,INV168084-01255A,2/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/23/2024 13:50
825,INV168084-01255A,2/21/2025,320.25,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,12/9/2024 8:07
826,INV168084-01255A,2/21/2025,324.75,IMPROPER HANDLING - CASSETTES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/9/2024 16:59
3912,INV168084-01255A,2/21/2025,1298.6,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/22/2024 14:42
40,INV168084-01255A,2/21/2025,701.89,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,12/20/2024 9:00
402,INV168084-01255A,2/21/2025,313.35,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/26/2024 8:20
4112,INV168084-01255A,2/21/2025,884.08,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,12/17/2024 6:50
4176,INV168084-01255A,2/21/2025,1171.55,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,12/26/2024 13:33
4233,INV168084-01255A,2/21/2025,1378.71,FOREIGN OBJECT - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/18/2024 12:24
