Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
1083,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1084,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1085,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1086,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1087,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1088,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),3
1089,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1090,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1091,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),28
1093,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),35
1094,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1095,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1096,TBD,7 am - 6 pm,Vital Records Control (VRC),46
1097,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1098,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1099,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1100,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1101,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),139
1102,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1103,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
1104,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),143
1105,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1106,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1107,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1108,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1109,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1110,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1111,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1112,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1113,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1114,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1115,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1116,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1117,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1118,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1119,TBD,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1120,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1121,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1122,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),235
1123,TBD,7 am - 6 pm,Vital Records Control (VRC),47
1124,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),32
1125,9/4/2023,7 am - 6 pm,Vital Records Control (VRC),70
1126,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1128,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1129,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),154
1130,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),67
1131,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1132,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1133,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1134,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1135,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),28
1136,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1137,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1138,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
1139,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1140,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1141,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1142,TBD,7 am - 6 pm,Vital Records Control (VRC),147
1143,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),27
1144,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1146,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1147,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1148,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),9
1149,TBD,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
1150,TBD,7 am - 6 pm,Vital Records Control (VRC),41
1151,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1152,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),49
1153,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1154,TBD,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
1155,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),39
1156,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1157,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),80
1158,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1159,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1160,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1161,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),112
1162,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
1163,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1164,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1165,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1166,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1167,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),83
1168,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),27
1169,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1170,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1171,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),107
1172,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),86
1173,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),99
1174,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1175,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1176,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
1177,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1178,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1179,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1180,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1181,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1182,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),66
1183,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1184,TBD,7 am - 6 pm,Vital Records Control (VRC),153
1185,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1186,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
1187,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1188,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1189,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1190,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1191,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1192,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1193,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1194,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),86
1195,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1196,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1197,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1198,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1199,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1200,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1201,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),31
1202,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1203,TBD,7 am - 6 pm,Vital Records Control (VRC),33
1204,TBD,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
1205,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),98
1206,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1207,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),98
1209,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),22
1210,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1211,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1212,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1213,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),28
1214,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1215,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1216,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1217,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1218,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1219,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1220,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),85
1221,TBD,7 am - 6 pm,Vital Records Control (VRC),19
1222,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1223,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),66
1224,TBD,7 am - 6 pm,Vital Records Control (VRC),50
1225,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1226,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),39
1227,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1228,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1229,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),16
1230,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1231,TBD,7 am - 6 pm,Vital Records Control (VRC),265
1232,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),186
1233,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),69
1234,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),52
1235,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
1236,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1237,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1238,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1239,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),92
1240,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1241,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1242,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1243,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1244,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1245,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),38
1247,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1248,TBD,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
1249,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1252,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1253,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),11
1254,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1255,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1256,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1257,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1259,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),43
1260,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),48
1261,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1263,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1264,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1265,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1266,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1267,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1268,9/20/2023,TBD,TBD,NOT ON SCHEDULE FOR 2023
1270,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1271,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1272,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1273,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),145
1274,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),5
1275,TBD,7 am - 6 pm,Vital Records Control (VRC),51
1276,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1277,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1279,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),116
1280,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1281,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),44
1282,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1283,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1284,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1285,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1286,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1287,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1288,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1289,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),32
1290,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1291,TBD,7 am - 6 pm,Vital Records Control (VRC),93
1292,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1293,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
1294,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1295,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1296,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),75
1297,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1298,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1299,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1300,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1301,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1302,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1303,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1304,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1305,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),18
1306,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1307,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1308,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1309,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1310,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1311,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1312,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1313,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1314,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1315,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1316,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1317,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1318,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
1319,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1320,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1321,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1322,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1323,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),44
1324,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),68
1325,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1326,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1327,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1328,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1329,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),57
1330,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1331,TBD,7 am - 6 pm,Vital Records Control (VRC),26
1332,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),75
1333,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),27
1334,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1335,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1336,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1337,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1338,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),24
1339,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),30
1340,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1341,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),293
1342,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1344,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1345,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),12
1346,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),46
1347,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1348,TBD,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1349,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1350,TBD,7 am - 6 pm,Vital Records Control (VRC),5
1351,TBD 2024,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1352,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1353,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1354,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),23
1355,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),45
1356,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1357,TBD,7 am - 6 pm,Vital Records Control (VRC),150
1358,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),84
1359,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1360,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1361,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1362,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1363,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1364,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1365,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1366,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1367,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1368,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1369,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),66
1370,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),35
1371,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),6
1372,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1373,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1374,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1375,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1376,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),108
1377,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),23
1378,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),72
1379,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1380,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),53
1381,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),22
1382,TBD,7 am - 6 pm,Vital Records Control (VRC),62
1383,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1384,TBD,7 am - 6 pm,Vital Records Control (VRC),17
1385,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1386,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1387,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1388,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1389,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1390,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1391,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1392,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1393,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1394,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1395,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1396,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1397,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1398,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1399,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),83
1400,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1401,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1403,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1404,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),23
1405,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1406,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),108
1407,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1408,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1409,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),11
1410,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1411,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),58
1412,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1413,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),34
1414,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1415,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),72
1416,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1417,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1418,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1419,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1420,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1421,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),50
1422,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),8
1423,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),36
1424,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),6
1425,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1426,TBD,7 am - 6 pm,Vital Records Control (VRC),7
1427,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),97
1428,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1429,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),109
1430,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1431,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1432,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),9
1433,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),100
1434,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1435,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1436,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1437,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1438,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),140
1439,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1440,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1441,TBD,7 am - 6 pm,Vital Records Control (VRC),78
1442,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1443,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1444,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1445,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1446,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),45
1447,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1448,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1449,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),20
1450,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1452,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1453,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1454,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1455,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1456,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),121
1457,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1458,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1459,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1460,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),110
1461,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),40
1462,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1463,TBD,7 am - 6 pm,Vital Records Control (VRC),75
1464,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1465,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
1466,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1467,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),90
1468,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),238
1469,TBD,7 am - 6 pm,Vital Records Control (VRC),85
1470,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),77
1471,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1472,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1473,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),128
1474,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1475,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1476,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1477,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1478,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1479,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),194
1480,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1481,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1482,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1483,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1485,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
