Store ID,First Assigned Carrier,Fulfillment Type,Weeks with Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
2292,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202341,83.60%,93.10%,14.3,93.20%,78.80%,79.70%,82.20%
2592,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202341,84.20%,93.30%,18.1,80.10%,92.50%,94.60%,70.60%
1584,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,91.50%,91.80%,11.9,85.60%,96.10%,96.00%,89.10%
3220,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202341,80.30%,75.50%,18.8,77.10%,84.90%,82.80%,76.00%
1699,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202341,81.40%,82.60%,20.8,75.70%,80.50%,89.70%,79.90%
3366,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,78.30%,73.30%,23.2,67.30%,82.90%,79.30%,82.90%
3589,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202341,75.50%,79.70%,20.5,65.60%,84.80%,87.00%,64.90%
5235,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202341,69.90%,54.10%,21.4,67.50%,78.90%,60.70%,73.00%
5334,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202341,83.90%,79.00%,15.7,87.60%,78.00%,85.10%,84.70%
953,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202341,88.00%,85.80%,10.3,94.60%,83.90%,89.50%,83.60%
4284,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202341,79.30%,83.70%,12.9,85.10%,67.60%,84.60%,81.60%
3533,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,57.50%,68.40%,35.9,43.50%,53.20%,52.20%,79.00%
984,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,86.10%,81.90%,12.1,96.30%,73.70%,88.60%,84.90%
1434,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,81.40%,79.70%,14.6,88.70%,79.50%,82.60%,75.10%
1581,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202341,87.00%,80.40%,11.8,84.10%,84.00%,89.30%,89.50%
1943,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202341,87.20%,93.50%,14,81.60%,86.60%,90.80%,90.40%
3278,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,84.80%,87.70%,16.5,85.30%,83.90%,80.90%,88.40%
1956,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,72.90%,71.40%,11.9,87.40%,77.40%,48.70%,80.20%
1901,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,72.90%,81.50%,16.9,69.90%,71.50%,70.10%,79.90%
867,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202341,94.70%,96.30%,11.6,97.10%,87.50%,98.00%,97.00%
1807,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202341,90.70%,95.00%,13,86.60%,94.50%,93.50%,88.10%
2108,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202341,94.60%,96.10%,10.6,97.80%,93.40%,97.90%,88.90%
3422,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,89.60%,94.20%,15.3,85.70%,88.60%,91.70%,93.10%
2641,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,88.60%,96.60%,11.8,92.40%,95.50%,91.00%,74.90%
3564,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202341,86.60%,96.40%,11.5,92.00%,84.70%,82.40%,86.80%
2195,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202341,90.90%,92.70%,15.1,93.70%,94.10%,88.80%,86.80%
1850,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,87.60%,93.40%,12.7,84.70%,87.20%,92.90%,85.60%
2574,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202341,91.90%,97.20%,12.4,94.50%,93.20%,93.90%,86.00%
1860,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202341,89.90%,94.30%,12.5,88.40%,90.00%,89.30%,92.10%
2041,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202341,89.90%,93.80%,10.2,91.00%,93.00%,88.80%,86.50%
5436,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,81.10%,76.90%,20.2,78.00%,82.50%,80.30%,82.90%
2141,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,90.60%,95.50%,11.5,88.10%,92.80%,91.00%,90.50%
5495,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,86.60%,94.80%,10.1,88.10%,84.80%,87.40%,86.50%
2263,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,91.40%,96.60%,11.1,96.20%,93.30%,93.10%,82.90%
3475,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202341,90.80%,90.70%,12.3,87.40%,93.40%,91.40%,91.10%
4687,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202341,87.00%,82.40%,13,87.30%,84.10%,91.10%,86.00%
2535,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202341,88.50%,86.10%,13.9,86.60%,89.10%,91.40%,87.20%
2945,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,86.70%,86.00%,13.1,87.50%,84.10%,91.70%,83.30%
1970,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,88.00%,83.80%,13.3,86.60%,93.10%,87.70%,85.00%
2095,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,88.50%,85.30%,10.3,84.90%,96.40%,88.50%,84.70%
2157,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,90.30%,97.70%,10.8,87.70%,92.40%,91.70%,89.60%
2184,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202341,91.00%,98.10%,10.1,95.50%,91.00%,89.10%,88.40%
2399,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,87.50%,76.10%,15.4,90.80%,92.40%,86.50%,80.70%
1940,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202341,90.40%,98.60%,12.4,90.80%,86.90%,93.50%,91.00%
5095,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202341,80.90%,92.30%,14.2,67.10%,78.90%,89.30%,89.30%
4184,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202341,73.70%,75.30%,18.3,89.30%,74.60%,63.90%,65.00%
1835,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202341,91.40%,94.10%,13.4,79.90%,95.60%,96.50%,98.00%
2166,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,84.40%,98.50%,14.2,70.30%,87.80%,92.00%,87.60%
2581,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,87.30%,98.20%,12.5,89.80%,82.90%,86.10%,90.40%
1813,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202341,82.70%,74.30%,9.3,84.00%,74.90%,84.90%,87.30%
3842,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202341,84.80%,69.20%,10.8,75.60%,88.20%,95.20%,78.50%
2355,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,89.80%,96.70%,10.7,87.30%,91.60%,95.90%,84.10%
2586,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,88.80%,93.20%,12.3,83.70%,88.70%,94.80%,87.50%
1656,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,86.10%,88.00%,14.2,86.10%,89.20%,91.20%,77.70%
2278,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202341,92.80%,94.70%,12.1,89.90%,89.80%,97.60%,94.30%
2247,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202341,91.50%,89.10%,13.7,93.40%,91.80%,92.40%,88.50%
5046,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202341,83.30%,76.70%,14.3,78.70%,74.00%,90.20%,91.20%
1464,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,74.20%,76.30%,22.3,57.40%,85.70%,83.40%,66.30%
5481,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,79.80%,74.70%,18.4,71.50%,82.50%,87.30%,79.10%
5745,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,91.50%,89.50%,14.7,90.40%,95.00%,95.00%,85.80%
1027,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202341,91.40%,89.80%,11.4,89.20%,93.00%,93.70%,89.80%
1156,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202341,90.00%,82.10%,12.2,87.00%,82.30%,96.70%,94.10%
5879,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202341,88.10%,95.00%,16,80.20%,95.30%,92.80%,84.20%
877,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202341,93.00%,91.80%,10.9,95.30%,98.40%,90.50%,87.60%
1097,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202341,80.60%,88.70%,15.4,78.00%,81.80%,79.90%,82.70%
1255,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,91.30%,96.70%,10,93.60%,94.80%,93.30%,83.40%
5063,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,92.00%,95.00%,11.8,94.40%,92.80%,92.50%,87.60%
1674,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202341,89.80%,84.90%,9.7,95.80%,90.50%,93.00%,79.30%
2357,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202341,91.50%,98.40%,12.3,94.90%,91.60%,88.40%,90.00%
4423,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202341,91.50%,84.30%,10,92.10%,92.90%,92.70%,88.40%
1985,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202341,92.50%,93.30%,10.3,93.10%,95.00%,93.70%,88.20%
1544,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202341,87.70%,90.40%,10.7,81.80%,92.60%,91.30%,85.20%
1287,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,90.40%,94.10%,15.7,88.90%,90.90%,92.40%,89.40%
2256,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202341,89.30%,95.70%,10.6,91.20%,85.10%,90.50%,0.00%
5346,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,92.40%,92.90%,11.5,93.60%,94.40%,89.70%,91.60%
1614,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202341,88.20%,94.40%,15.7,85.00%,88.50%,88.70%,92.00%
2058,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202341,77.60%,82.20%,16.2,61.00%,83.60%,88.50%,81.50%
4250,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202341,81.50%,76.70%,18.2,67.60%,87.40%,84.50%,86.50%
5292,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202341,93.70%,95.10%,12.2,97.10%,95.90%,93.40%,87.70%
1344,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,86.50%,91.00%,10.3,76.70%,85.40%,92.60%,90.70%
1523,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202341,88.60%,87.10%,8.6,95.50%,88.30%,85.20%,84.20%
1525,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202341,90.30%,91.70%,10.5,85.60%,93.40%,94.10%,89.40%
7032,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,78.80%,85.90%,16.2,75.30%,78.80%,88.40%,74.30%
3265,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202341,91.60%,98.10%,15.2,93.60%,93.50%,94.20%,85.00%
5488,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,84.30%,76.60%,16.2,80.70%,79.20%,88.60%,87.10%
1424,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,86.20%,94.10%,20.1,74.90%,87.90%,93.90%,88.70%
1524,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,91.20%,97.60%,14,88.70%,91.60%,98.00%,86.90%
4638,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202341,85.10%,86.90%,14.3,78.60%,90.40%,83.90%,87.70%
2577,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,89.90%,94.80%,11.5,89.40%,93.10%,87.30%,89.50%
5344,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,85.40%,85.30%,8.3,86.70%,88.00%,82.10%,83.40%
1875,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202341,88.20%,91.60%,13.7,89.10%,88.70%,90.60%,84.50%
2279,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,82.50%,88.20%,16.1,85.20%,88.80%,83.30%,73.10%
2435,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,90.50%,94.50%,12.4,87.10%,89.90%,92.10%,92.30%
2412,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202341,84.50%,92.00%,16.4,77.10%,84.40%,89.30%,87.20%
2850,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,90.80%,94.80%,10.9,92.20%,92.10%,90.00%,88.40%
3720,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,80.60%,95.00%,15.9,77.70%,86.60%,81.20%,74.80%
3804,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202341,87.10%,91.10%,15.5,81.20%,92.00%,83.90%,89.70%
1183,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,89.70%,85.70%,13.6,81.60%,91.70%,95.10%,91.50%
1286,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,75.20%,62.10%,19,70.50%,77.00%,87.70%,64.10%
4506,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202341,90.50%,91.40%,11.3,89.90%,88.10%,93.20%,91.00%
4521,,Scheduled Delivery Standard,12,At Risk,Degrading,Store Focus,202341,94.10%,95.40%,12.1,89.50%,96.10%,96.70%,94.20%
585,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202341,92.90%,97.70%,13.1,95.60%,95.00%,93.40%,87.80%
1179,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202341,67.20%,77.50%,17.3,79.00%,52.00%,70.30%,65.40%
1242,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,82.00%,78.90%,10.7,76.10%,87.70%,83.20%,81.30%
1317,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202341,83.30%,90.30%,12,93.50%,90.50%,74.70%,74.40%
4334,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,70.00%,70.00%,19.2,74.30%,79.00%,54.30%,68.00%
1011,,Scheduled Delivery Standard,14,At Risk,Recovering,Store Focus,202341,91.70%,90.90%,10.6,96.00%,93.00%,90.50%,86.90%
1383,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,90.70%,90.40%,10.8,85.70%,92.90%,91.20%,93.30%
2832,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202341,88.10%,87.30%,8.9,92.00%,89.00%,86.50%,84.30%
2860,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202341,86.90%,79.30%,11.5,89.50%,84.80%,86.70%,86.50%
6395,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202341,89.70%,85.00%,11.3,93.90%,79.90%,89.30%,95.80%
632,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,83.30%,87.80%,18.4,79.90%,77.90%,89.70%,86.10%
1037,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,71.10%,78.70%,19.8,40.10%,68.40%,86.30%,85.10%
2928,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,79.60%,77.20%,22.7,68.00%,76.80%,90.10%,82.60%
3367,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202341,83.70%,90.40%,11.7,78.30%,80.40%,95.70%,81.20%
4384,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,88.10%,81.90%,13.3,87.80%,84.80%,89.90%,90.00%
1270,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202341,91.90%,95.00%,11.4,92.40%,93.90%,91.70%,89.60%
6174,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202341,89.80%,84.90%,8.4,95.60%,86.10%,87.10%,89.80%
616,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202341,87.10%,92.30%,14.4,85.10%,94.20%,90.20%,79.80%
630,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202341,89.50%,86.50%,13.6,83.50%,92.90%,96.00%,86.80%
634,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,89.40%,81.20%,12.8,89.40%,87.50%,94.60%,86.20%
1348,,Scheduled Delivery Standard,37,Executive Review,Recovering,Store Focus,202341,87.10%,85.00%,14,94.90%,89.50%,79.90%,81.90%
3724,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202341,92.80%,91.80%,10,87.40%,95.50%,96.60%,90.40%
5383,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,92.40%,89.30%,10.2,92.70%,95.50%,89.10%,91.80%
