Store #,Market:,Store Type, Volume Classification
2906,171,W/M,M
2907,103,WNM,L
2908,309,SUP,L
2909,228,SUP,L
2910,208,SUP,M
2911,191,SUP,L
2912,197,SUP,H
2913,129,SUP,L
2914,215,SUP,M
2915,171,W/M,H
2916,172,W/M,M
2917,171,W/M,H
2918,51,SUP,M
2919,542,WNM,L
2920,101,SUP,M
2921,401,SUP,M
2922,366,SUP,M
2923,382,SUP,M
2924,384,SUP,M
2925,452,SUP,L
2926,56,SUP,M
2927,476,SUP,M
2928,36,SUP,M
2929,310,SUP,M
2930,103,WNM,L
2931,285,SUP,M
2932,122,SUP,H
2933,317,SUP,L
2934,273,SUP,L
2935,413,,L
2937,419,SUP,L
2938,132,SUP,M
2939,140,SUP,M
2940,542,WNM,L
2941,24,SUP,M
2944,549,WNM,L
2945,167,SUP,M
2946,109,SUP,M
2947,476,W/M,M
2948,484,SUP,H
2950,448,SUP,M
2951,448,SUP,M
2952,460,W/M,H
2953,160,SUP,H
2954,173,W/M,H
2955,362,SUP,H
2956,262,SUP,M
2957,412,SUP,L
2958,439,SUP,M
2959,206,SUP,H
2962,108,SUP,H
2963,108,SUP,M
2964,156,SUP,M
2965,163,W/M,H
2966,215,SUP,M
2967,225,SUP,H
2968,243,SUP,L
2973,51,SUP,H
2974,504,WNM,L
2975,561,WNM,L
2976,561,WNM,L
2977,561,WNM,L
2978,44,SUP,M
2979,58,WNM,L
2980,479,SUP,H
2981,58,WNM,L
2984,533,WNM,L
2985,449,SUP,H
2986,439,SUP,M
2987,109,SUP,M
2988,120,SUP,L
2989,511,W/M,M
2990,430,SUP,L
2991,82,SUP,M
2992,190,SUP,L
2993,62,SUP,H
2994,360,SUP,L
2995,504,WNM,L
2996,53,SUP,H
2998,515,WNM,L
3004,268,SUP,H
3011,488,WNM,L
3013,548,WNM,L
3014,49,SUP,M
3015,561,WNM,L
3017,151,SUP,M
3018,389,SUP,M
3019,490,WNM,L
3022,552,WNM,M
3023,512,WNM,L
3026,515,WNM,L
3035,283,SUP,H
3042,543,WNM,L
3043,58,WNM,L
3044,50,SUP,M
3046,512,WNM,L
3047,512,WNM,L
3049,9,WNM,L
3050,550,WNM,L
3053,471,SUP,L
3055,345,SUP,M
3056,506,SUP,L
3057,506,SUP,M
3058,86,SUP,M
3059,140,SUP,L
3060,140,SUP,L
3061,340,SUP,H
3062,538,WNM,L
3066,102,WNM,L
3067,23,SUP,M
3070,554,WNM,L
3071,554,WNM,L
3072,554,WNM,L
3074,554,WNM,L
3075,15,SUP,M
3077,292,SUP,M
3078,175,SUP,H
3081,454,SUP,M
3082,490,WNM,L
3083,490,WNM,L
3084,551,WNM,L
3087,446,W/M,M
3088,424,SUP,L
3090,552,WNM,L
3093,399,SUP,M
3094,557,WNM,L
3098,550,WNM,L
3099,551,WNM,L
3101,551,WNM,L
3102,424,SUP,L
3103,409,SUP,L
3104,488,WNM,M
3106,86,SUP,M
3107,506,SUP,L
3110,494,WNM,M
3111,538,WNM,L
3112,77,SUP,M
3114,157,SUP,H
3118,20,SUP,M
3119,15,SUP,L
3123,512,WNM,L
3126,490,WNM,L
3127,490,WNM,L
3128,490,WNM,L
3131,515,WNM,L
3132,515,WNM,L
3133,515,WNM,L
3135,58,WNM,L
3136,505,SUP,M
3137,149,SUP,L
3138,481,WNM,L
3139,481,WNM,L
3140,481,WNM,L
3141,481,WNM,L
3143,9,WNM,L
3144,550,WNM,L
3145,550,WNM,L
3146,550,WNM,L
3147,481,WNM,L
3150,432,SUP,M
3151,432,SUP,M
3152,491,WNM,L
3153,491,WNM,L
3154,491,WNM,L
3155,491,WNM,L
3156,502,WNM,L
3157,502,WNM,L
3159,577,SUP,H
3161,548,WNM,L
3162,96,WNM,L
3163,553,SUP,H
3164,534,WNM,L
3167,125,SUP,M
3168,537,WNM,L
3169,83,SUP,L
3170,83,SUP,L
3172,491,WNM,L
3173,491,WNM,L
3175,490,WNM,L
3176,490,WNM,L
3177,378,SUP,M
3178,550,WNM,L
3179,481,WNM,L
3180,446,SUP,H
3182,296,SUP,L
3183,103,WNM,L
3184,544,WNM,L
3185,566,WNM,L
3188,23,SUP,M
3191,35,SUP,L
3192,35,SUP,L
3197,112,SUP,H
3198,504,WNM,L
3199,504,WNM,L
3200,159,W/M,H
3201,19,SUP,M
3202,533,WNM,L
3204,561,WNM,L
3205,22,SUP,H
3206,222,SUP,M
3207,94,SUP,H
3208,582,SUP,M
3209,424,SUP,M
3210,275,SUP,M
3212,165,SUP,H
3213,68,SUP,M
3214,288,SUP,M
3215,320,SUP,M
3216,289,SUP,M
3217,473,SUP,L
3218,467,SUP,M
3219,288,SUP,M
3220,405,SUP,M
3221,190,SUP,L
3222,35,SUP,M
3223,229,SUP,M
3224,583,SUP,M
3225,583,SUP,M
3226,65,SUP,H
3227,391,SUP,L
3228,231,SUP,M
3229,349,SUP,L
3230,324,SUP,M
3231,321,SUP,L
3232,403,SUP,M
3233,419,SUP,L
3234,123,SUP,L
3235,553,SUP,H
3236,178,SUP,M
3237,430,SUP,M
3238,538,WNM,L
3239,478,SUP,M
3241,369,SUP,H
3243,312,SUP,M
3245,436,SUP,L
3247,442,SUP,L
3248,464,SUP,H
3250,209,SUP,M
3251,218,SUP,L
3252,166,W/M,H
3253,228,SUP,L
3254,392,SUP,M
3255,273,SUP,L
3258,478,SUP,L
3259,383,SUP,M
3260,473,SUP,L
3261,475,SUP,M
3262,216,SUP,L
3265,288,SUP,M
3266,178,W/M,H
3267,432,SUP,M
3268,440,SUP,L
3269,180,,L
3270,311,SUP,L
3271,13,SUP,L
3273,362,SUP,M
3274,50,SUP,M
3275,533,WNM,L
3276,445,W/M,H
3277,392,SUP,L
3278,433,SUP,M
3279,77,SUP,M
3280,192,SUP,H
3281,228,SUP,L
3282,218,SUP,L
3283,409,SUP,M
3284,44,SUP,H
3285,44,SUP,M
3286,52,SUP,M
3287,504,WNM,L
3288,131,SUP,M
3289,124,SUP,L
3290,470,W/M,L
3291,174,W/M,M
3292,176,W/M,H
3293,209,SUP,L
3294,242,SUP,H
3295,356,SUP,M
3296,64,SUP,H
3297,67,SUP,H
3298,60,SUP,M
3299,502,WNM,L
3300,222,SUP,L
3301,161,W/M,H
3302,64,SUP,H
3304,298,SUP,M
3305,298,SUP,L
3307,97,SUP,L
3308,101,SUP,M
3309,98,SUP,H
3310,94,SUP,M
3311,553,SUP,H
3313,376,SUP,M
3314,510,WNM,L
3315,510,WNM,L
3317,570,WNM,L
3319,81,SUP,M
3320,80,SUP,M
3322,442,W/M,M
3324,444,SUP,M
3327,533,WNM,L
3328,200,SUP,L
3329,187,SUP,L
3330,502,WNM,L
3331,327,SUP,L
3332,191,SUP,M
3334,187,SUP,L
3336,197,SUP,H
3337,165,SUP,L
3338,497,WNM,L
3339,165,SUP,M
3340,507,WNM,L
3341,58,WNM,L
3342,225,SUP,L
3344,286,SUP,M
3347,116,SUP,H
3348,107,SUP,L
3349,118,SUP,M
3350,394,SUP,H
3351,394,SUP,H
3352,452,SUP,M
3354,397,WNM,L
3355,397,WNM,L
3356,397,WNM,L
3357,9,WNM,L
3359,499,WNM,L
3360,373,SUP,M
3362,253,SUP,L
3363,254,SUP,M
3364,422,SUP,M
3366,401,SUP,L
3367,36,SUP,M
3370,115,SUP,M
3371,309,SUP,M
3372,111,SUP,H
3377,9,WNM,L
3379,366,SUP,L
3380,475,SUP,M
3381,74,SUP,L
3382,389,SUP,L
3383,70,SUP,M
3384,70,SUP,L
3385,570,WNM,L
3386,3,SUP,L
3387,118,SUP,M
3388,25,SUP,M
3389,25,SUP,M
3390,68,SUP,M
3391,87,SUP,M
3392,58,WNM,L
3394,413,SUP,L
3395,429,SUP,M
3397,553,SUP,H
3400,265,SUP,H
3401,20,SUP,M
3402,19,SUP,M
3403,26,SUP,H
3404,422,SUP,H
3406,51,SUP,M
3407,368,SUP,M
3408,455,SUP,M
3409,156,SUP,M
3411,500,WNM,L
3412,232,SUP,L
3414,548,WNM,L
3415,104,SUP,H
3417,105,SUP,L
3418,112,SUP,H
3419,58,WNM,L
3420,172,W/M,H
3422,558,SUP,H
3423,385,SUP,L
3424,544,WNM,L
3425,63,SUP,M
3427,387,SUP,L
3428,375,SUP,L
3429,228,SUP,M
3430,352,SUP,M
3431,48,SUP,M
3432,49,SUP,H
3433,49,SUP,M
3434,270,SUP,M
3435,249,SUP,M
3436,201,SUP,H
3439,15,SUP,M
3442,516,WNM,L
3443,577,W/M,H
3445,207,SUP,M
3447,219,SUP,H
3449,528,WNM,L
3450,528,WNM,L
3452,562,WNM,L
3453,200,SUP,M
3454,401,SUP,L
3455,452,-,M
3456,500,WNM,L
3457,507,WNM,L
3458,200,SUP,L
3459,278,SUP,M
3460,278,SUP,M
3461,16,SUP,M
3462,24,SUP,H
3463,114,SUP,H
3464,462,SUP,H
3465,369,SUP,M
3469,175,SUP,H
3471,26,SUP,M
3472,474,SUP,M
3473,394,SUP,M
3474,115,SUP,H
3475,167,SUP,H
3476,197,SUP,H
3477,465,SUP,H
3478,470,W/M,M
3479,534,WNM,L
3480,311,SUP,L
3481,282,W/M,H
3482,51,SUP,H
3483,129,SUP,M
3484,14,SUP,M
3485,18,SUP,L
3486,218,SUP,L
3487,206,SUP,M
3488,435,SUP,L
3489,281,SUP,H
3490,282,W/M,H
3491,184,W/M,H
3492,409,SUP,M
3493,452,W/M,M
3494,459,W/M,M
3495,149,SUP,M
3497,444,SUP,L
3498,422,SUP,M
3499,442,SUP,L
3500,60,SUP,H
3501,167,SUP,L
3502,221,SUP,L
3503,308,SUP,M
3504,499,WNM,L
3505,441,SUP,L
3508,507,WNM,L
3509,562,WNM,L
3510,62,SUP,H
3511,474,SUP,M
3512,570,WNM,L
3513,423,SUP,M
3514,228,SUP,L
3515,218,SUP,L
3516,458,SUP,M
3517,570,WNM,L
3518,88,SUP,L
3520,577,SUP,H
3521,504,WNM,L
3522,484,SUP,H
3523,448,SUP,M
3525,514,SUP,H
3526,104,SUP,M
3527,107,SUP,M
3528,143,SUP,L
3529,249,SUP,M
3530,561,WNM,L
3531,467,SUP,M
3533,585,SUP,M
3534,425,SUP,L
3535,157,SUP,M
3537,467,SUP,M
3538,92,SUP,H
3541,167,SUP,M
3542,562,WNM,L
3543,173,W/M,M
3545,163,W/M,H
3546,173,W/M,L
3548,173,W/M,H
3549,184,W/M,L
3560,160,SUP,H
3561,160,W/M,L
3562,577,W/M,H
3563,168,W/M,H
3564,170,SUP,H
3566,380,SUP,M
3567,80,SUP,L
3568,403,SUP,M
3569,83,SUP,M
3570,30,SUP,M
3571,221,SUP,M
3572,62,SUP,M
3573,286,SUP,M
3574,504,WNM,L
3579,562,WNM,L
3580,219,SUP,M
3581,216,SUP,L
3582,391,SUP,M
3583,188,SUP,M
3584,64,SUP,H
3585,68,SUP,M
3587,455,SUP,M
3588,291,SUP,H
3589,403,SUP,M
3590,426,SUP,L
3591,68,SUP,L
3593,492,WNM,L
3594,58,WNM,L
3595,310,SUP,H
3596,384,SUP,L
3597,270,SUP,L
3598,176,W/M,H
3599,492,WNM,L
3600,500,WNM,L
3601,266,SUP,H
3602,275,SUP,M
3603,498,WNM,L
3604,510,WNM,L
3605,498,WNM,L
3606,549,WNM,L
3607,195,SUP,L
3608,209,SUP,L
3609,19,SUP,M
3611,26,SUP,H
3612,296,SUP,M
3614,498,WNM,L
3615,533,WNM,L
3616,128,SUP,L
3617,559,WNM,L
3619,554,WNM,L
3620,403,SUP,M
3621,23,SUP,M
3622,498,WNM,L
3623,88,SUP,L
3624,424,SUP,L
3625,109,SUP,H
3626,308,SUP,M
3627,21,SUP,M
3628,497,WNM,L
3629,549,WNM,L
3630,415,SUP,M
3631,44,SUP,M
3632,205,SUP,L
3633,234,SUP,M
3634,232,SUP,M
3635,554,WNM,L
3637,533,WNM,L
3638,516,WNM,L
3639,292,SUP,H
3640,65,SUP,M
3641,223,SUP,M
3643,440,,L
3644,289,SUP,L
3645,73,SUP,M
3646,496,WNM,L
3648,427,SUP,M
3650,446,W/M,L
3652,453,SUP,M
3653,58,WNM,L
3654,534,WNM,L
3655,397,WNM,L
3658,298,SUP,M
3659,119,SUP,M
3660,120,SUP,M
3661,526,WNM,L
3700,309,SUP,M
3701,302,SUP,L
3702,98,SUP,M
3703,543,WNM,M
3705,467,SUP,L
3708,453,SUP,M
3709,20,SUP,H
3710,20,SUP,M
3712,455,SUP,H
3713,496,WNM,L
3716,811,SUP,L
3717,153,SUP,M
3720,293,SUP,H
3722,208,SUP,H
3723,537,WNM,L
3724,496,WNM,L
3725,267,SUP,H
3726,205,SUP,M
3727,541,WNM,L
3728,394,SUP,H
3729,392,SUP,M
3730,364,SUP,L
3731,385,SUP,M
3732,385,SUP,M
3733,42,SUP,M
3734,430,SUP,L
3736,541,WNM,L
3738,227,SUP,H
3739,399,SUP,M
3740,490,WNM,L
3741,22,SUP,M
3742,476,SUP,L
3743,542,WNM,L
3745,542,WNM,L
3746,542,WNM,L
3747,239,SUP,M
3748,26,SUP,M
3749,225,SUP,M
3750,32,SUP,H
3751,373,SUP,M
3752,542,WNM,L
3754,473,,L
3757,471,SUP,L
3758,412,,L
3760,421,SUP,L
3761,412,SUP,L
3762,413,SUP,M
3763,505,SUP,M
3764,45,SUP,L
3765,223,SUP,L
3768,314,SUP,L
3770,312,,L
3771,371,SUP,L
3772,311,SUP,L
3773,479,SUP,M
3774,165,SUP,H
3777,56,SUP,H
3778,381,SUP,L
3780,281,SUP,M
3781,482,SUP,H
3782,91,SUP,H
3783,223,SUP,M
3784,221,SUP,M
3785,14,SUP,M
3786,25,SUP,M
3788,397,WNM,L
3789,401,SUP,M
3790,265,SUP,M
3791,202,SUP,L
3792,219,SUP,L
3794,514,SUP,M
3795,577,SUP,H
3796,462,SUP,H
3799,371,SUP,M
3801,471,SUP,L
3802,284,SUP,M
3803,173,W/M,H
3804,293,SUP,H
3805,391,SUP,L
3806,421,SUP,L
3807,367,SUP,L
3809,213,SUP,L
3810,168,SUP,M
3812,217,SUP,M
3817,559,WNM,L
3823,433,SUP,M
3824,585,SUP,M
3825,302,SUP,L
3826,71,SUP,M
3827,64,SUP,H
3828,46,SUP,M
3829,124,SUP,H
3830,178,SUP,L
3831,288,SUP,M
3833,373,SUP,M
3835,119,SUP,M
3837,263,SUP,M
3838,227,SUP,H
3840,222,SUP,L
3842,192,SUP,M
3843,285,SUP,L
3844,510,WNM,L
3845,510,WNM,L
3846,510,WNM,L
3847,405,SUP,L
3848,401,SUP,M
3850,467,SUP,M
3851,246,SUP,M
3852,124,SUP,L
3853,430,SUP,L
3857,441,SUP,H
3858,108,SUP,M
3860,208,SUP,H
3861,373,SUP,M
3862,549,WNM,L
3864,302,SUP,M
3867,379,SUP,M
3868,127,SUP,M
3869,287,SUP,M
3870,561,WNM,L
3872,430,SUP,L
3874,18,SUP,M
3875,427,SUP,L
3876,200,SUP,L
3877,93,SUP,M
3880,502,WNM,L
3883,470,W/M,L
3884,367,SUP,M
3886,80,SUP,M
3887,115,SUP,M
3888,86,SUP,M
3889,299,SUP,H
3891,269,SUP,M
3893,269,SUP,M
3894,259,SUP,M
3896,368,SUP,M
3897,400,SUP,M
3899,496,WNM,L
3912,176,SUP,M
3935,103,WNM,L
3947,458,SUP,H
3959,498,WNM,L
3988,557,WNM,L
3990,544,WNM,L
4046,561,WNM,L
4048,541,WNM,L
4049,266,SUP,H
4053,494,WNM,L
4054,494,WNM,L
4055,87,SUP,M
4056,528,WNM,L
4057,538,WNM,L
4063,105,SUP,L
4064,289,SUP,M
4065,300,SUP,M
4068,582,SUP,M
4100,557,WNM,L
4101,465,SUP,H
4102,86,SUP,L
4103,77,SUP,L
4104,504,WNM,L
4105,526,WNM,L
4108,323,SUP,H
4111,65,SUP,H
4112,569,SUP,M
4114,542,WNM,L
4115,87,SUP,M
4118,256,SUP,M
4127,552,WNM,L
4128,537,WNM,L
4129,128,SUP,L
4130,82,SUP,M
4131,506,SUP,M
4132,465,SUP,H
4134,551,WNM,L
4137,467,SUP,M
4138,491,WNM,L
4139,491,WNM,L
4140,103,WNM,M
4141,548,WNM,M
4142,96,WNM,L
4144,30,SUP,H
4145,497,WNM,L
4147,500,WNM,L
4148,499,WNM,L
4153,175,SUP,H
4156,181,SUP,L
4157,500,WNM,L
4159,559,WNM,L
4160,,,L
4161,110,SUP,H
4162,506,SUP,M
4163,82,SUP,H
4164,55,SUP,L
4165,479,SUP,M
4166,121,SUP,L
4168,326,SUP,L
4169,551,WNM,L
4171,466,SUP,M
4174,512,WNM,M
4176,477,SUP,M
4178,550,WNM,L
4180,557,WNM,L
4182,504,WNM,L
4183,85,SUP,M
4184,502,WNM,H
4185,24,SUP,H
4187,137,SUP,M
4188,566,WNM,L
4189,544,WNM,L
4191,287,SUP,M
4193,542,WNM,L
4194,84,SUP,L
4195,352,SUP,L
4196,490,WNM,L
4197,96,WNM,L
4198,485,WNM,L
4200,16,SUP,M
4201,385,SUP,L
4202,455,SUP,H
4203,365,SUP,L
4206,497,WNM,L
4208,401,SUP,L
4209,407,,L
4210,545,WNM,L
4211,96,WNM,L
4215,55,SUP,L
4216,580,SUP,L
4218,510,WNM,L
4219,82,SUP,M
4220,502,WNM,L
4221,477,SUP,M
4223,122,SUP,M
4224,304,SUP,M
4226,119,SUP,L
4230,248,SUP,M
4231,248,SUP,M
4232,370,SUP,M
4233,510,WNM,L
4235,251,SUP,M
4237,42,SUP,M
4238,449,SUP,M
4239,392,SUP,L
4240,53,SUP,M
4241,352,SUP,L
4243,205,SUP,M
4244,412,SUP,L
4246,412,,L
4247,383,SUP,L
4249,474,,L
4250,297,SUP,M
4252,364,SUP,L
4253,,,L
4255,214,SUP,H
4256,414,SUP,L
4257,425,SUP,L
4258,291,SUP,M
4259,,,L
4260,107,SUP,L
4262,89,SUP,M
4264,9,WNM,L
4272,401,SUP,M
4273,300,SUP,M
4274,305,SUP,M
4275,510,WNM,L
4276,226,SUP,H
4277,316,SUP,L
4278,317,SUP,L
4279,44,SUP,M
4281,,,L
4283,16,SUP,M
4284,380,SUP,M
4285,214,SUP,H
4286,265,SUP,M
4288,379,SUP,M
4293,9,WNM,L
4295,134,SUP,L
4298,59,SUP,M
4299,71,SUP,M
4303,553,SUP,H
4309,455,SUP,M
4317,447,SUP,L
4318,8,SUP,M
4321,409,SUP,M
4322,,,L
4323,262,SUP,L
4324,9,WNM,L
4325,365,SUP,M
4330,13,SUP,M
4332,90,SUP,H
4333,1,SUP,M
4334,294,SUP,L
4335,391,SUP,M
4336,368,SUP,M
4337,365,SUP,L
4339,397,WNM,L
4340,445,SUP,M
4341,387,SUP,L
4348,237,SUP,M
4350,287,SUP,L
4352,427,SUP,M
4354,102,WNM,L
4355,364,SUP,L
4356,396,SUP,H
4357,545,WNM,L
4358,432,SUP,H
4359,469,SUP,L
4365,90,SUP,H
4366,526,WNM,L
4367,542,WNM,L
4368,93,SUP,H
4370,392,SUP,L
4371,542,WNM,L
4372,320,SUP,L
4373,542,WNM,L
4374,421,SUP,L
4375,534,WNM,L
4376,534,WNM,L
4377,388,SUP,L
4378,285,SUP,L
4380,488,WNM,L
4381,333,SUP,L
4383,197,SUP,M
4384,36,SUP,M
4387,156,SUP,M
4388,502,WNM,L
4389,,,L
4390,507,WNM,L
4392,445,SUP,M
4393,453,SUP,M
4394,474,SUP,L
4395,474,SUP,M
4399,247,SUP,M
4403,187,SUP,M
4404,233,SUP,H
4405,264,SUP,M
4407,8,SUP,L
4409,22,SUP,L
4410,304,SUP,M
4412,382,SUP,L
4413,494,WNM,L
4414,152,SUP,L
4415,526,WNM,L
4416,67,SUP,H
4417,251,SUP,M
4420,41,SUP,L
4421,546,WNM,L
4423,280,SUP,M
4424,206,SUP,H
4425,96,WNM,L
4426,546,WNM,L
4427,97,SUP,M
4428,294,SUP,M
4430,373,SUP,M
4431,509,WNM,L
4432,499,WNM,L
4434,548,WNM,L
4435,149,SUP,H
4436,24,SUP,M
4438,582,SUP,M
4439,201,SUP,L
4440,41,SUP,M
4441,488,WNM,L
4443,497,WNM,L
4444,98,SUP,H
4445,497,WNM,L
4446,107,SUP,M
4450,242,SUP,M
4451,373,SUP,M
4452,497,WNM,L
4453,504,WNM,L
4456,558,SUP,M
4457,38,SUP,L
4458,299,SUP,H
4459,301,SUP,L
4460,324,SUP,M
4461,259,SUP,L
4464,570,WNM,L
4465,562,WNM,L
4466,562,WNM,L
4468,562,WNM,L
4469,566,WNM,L
4470,538,WNM,L
4471,381,SUP,L
4472,25,SUP,M
4473,9,WNM,L
4474,469,SUP,L
4475,362,SUP,M
4476,290,SUP,M
4477,308,SUP,M
4478,538,WNM,L
4479,207,SUP,M
4482,153,SUP,M
4483,149,SUP,M
4484,297,SUP,H
4487,39,SUP,M
4488,451,SUP,L
4490,9,WNM,L
4491,490,WNM,L
4494,557,WNM,L
4497,13,SUP,L
4498,103,WNM,L
4499,299,SUP,L
4501,235,SUP,M
4503,44,SUP,H
4504,544,WNM,L
4506,41,SUP,M
4508,80,SUP,L
4509,48,SUP,H
4511,279,SUP,M
4512,65,SUP,H
4514,286,SUP,L
4516,537,WNM,L
4517,546,WNM,L
4519,496,WNM,L
4520,97,SUP,M
4521,41,SUP,H
4524,498,WNM,L
4525,496,WNM,L
4526,63,SUP,H
4527,546,WNM,L
4528,554,WNM,L
4529,266,SUP,M
4530,496,WNM,L
4531,265,SUP,M
4533,145,SUP,L
4538,67,SUP,M
4540,203,SUP,L
4543,,,L
4545,500,WNM,L
4546,488,WNM,L
4553,361,SUP,M
4554,82,SUP,M
4556,29,SUP,M
4557,396,SUP,M
4558,25,SUP,M
4560,488,WNM,L
4561,549,WNM,L
4563,103,WNM,L
4564,299,SUP,L
4565,559,WNM,L
4567,379,SUP,M
4568,432,SUP,L
4569,427,SUP,L
4570,164,SUP,L
4574,306,SUP,H
4577,542,WNM,L
4579,537,WNM,L
4580,544,WNM,L
4581,1,SUP,M
4582,545,WNM,L
4583,35,SUP,H
4585,507,WNM,L
4586,543,WNM,L
4588,91,SUP,H
4589,566,WNM,L
4590,361,SUP,M
4591,566,WNM,L
4593,42,SUP,L
4594,305,SUP,L
4595,103,WNM,L
4597,195,SUP,H
4599,378,SUP,M
4600,433,SUP,M
4601,387,SUP,M
4603,9,WNM,L
4605,542,WNM,L
4607,494,WNM,L
4609,225,SUP,M
4611,362,SUP,M
4612,168,SUP,L
4615,356,SUP,M
4616,18,SUP,L
4617,103,WNM,L
4618,562,WNM,L
4619,492,WNM,L
4623,288,SUP,M
4625,491,WNM,L
4626,491,WNM,L
4627,52,SUP,M
4631,238,SUP,H
4635,121,SUP,L
4636,314,SUP,L
4637,356,SUP,M
4638,291,SUP,L
4639,376,SUP,L
4641,270,SUP,M
4643,229,SUP,M
4644,227,SUP,M
4648,545,WNM,L
4653,381,SUP,L
4654,492,WNM,L
4655,507,WNM,L
4657,545,WNM,L
4659,541,WNM,L
4660,206,SUP,H
4664,37,SUP,M
4667,548,WNM,L
4672,544,WNM,L
4673,544,WNM,L
4674,542,WNM,L
4676,570,WNM,L
4677,435,SUP,L
4678,405,SUP,L
4679,131,SUP,M
4681,112,SUP,M
4682,315,SUP,L
4683,130,SUP,M
4686,534,WNM,L
4687,167,SUP,H
4689,582,SUP,M
4690,111,SUP,H
4691,544,WNM,L
4692,554,WNM,L
4695,341,SUP,L
4696,582,SUP,L
4697,315,SUP,H
4699,262,SUP,L
4700,557,WNM,L
4706,557,WNM,L
4734,585,SUP,M
4747,490,WNM,L
4756,544,WNM,L
4757,550,WNM,L
4759,552,WNM,L
4762,515,WNM,L
4826,103,WNM,L
4848,499,WNM,L
4849,419,SUP,L
4865,430,SUP,L
5003,375,SUP,L
5005,549,WNM,M
5007,552,WNM,L
5008,551,WNM,L
5012,178,SUP,H
5013,509,WNM,L
5014,509,WNM,L
5021,561,WNM,L
5022,125,SUP,H
5023,458,SUP,H
5025,248,SUP,H
5027,194,SUP,H
5028,207,SUP,M
5029,207,SUP,H
5030,207,SUP,H
5031,366,SUP,M
5032,464,W/M,L
5033,378,SUP,L
5034,105,SUP,H
5035,116,SUP,H
5036,112,SUP,H
5037,98,SUP,L
5039,284,SUP,M
5040,227,W/M,H
5041,514,SUP,M
5043,492,WNM,L
5044,263,SUP,L
5045,67,SUP,M
5046,299,SUP,M
5047,558,W/M,H
5048,203,SUP,M
5049,380,SUP,M
5051,378,SUP,L
5054,98,SUP,H
5055,105,SUP,M
5056,131,SUP,M
5057,151,SUP,M
5058,153,SUP,M
5059,566,WNM,L
5060,270,SUP,M
5062,544,WNM,L
5063,309,SUP,M
5064,201,SUP,L
5065,201,SUP,M
5066,214,SUP,H
5070,396,SUP,H
5071,349,SUP,L
5072,465,W/M,H
5073,514,W/M,M
5075,460,SUP,M
5076,179,SUP,M
5077,577,W/M,H
5078,473,SUP,L
5079,143,SUP,M
5080,50,SUP,H
5081,543,WNM,L
5082,214,SUP,H
5085,305,SUP,M
5087,37,SUP,M
5088,235,SUP,L
5089,423,W/M,M
5090,440,SUP,M
5091,67,SUP,M
5092,53,SUP,M
5093,507,WNM,L
5094,562,WNM,L
5095,163,SUP,H
5096,463,SUP,M
5097,204,SUP,M
5098,545,WNM,L
5099,388,SUP,M
5100,544,WNM,L
5101,396,SUP,L
5102,543,WNM,L
5103,166,W/M,H
5104,223,SUP,H
5105,286,SUP,M
5106,96,WNM,L
5107,566,WNM,L
5108,526,WNM,L
5109,557,WNM,L
5110,557,WNM,L
5111,176,W/M,H
5113,2,SUP,L
5115,418,SUP,M
5116,60,SUP,M
5117,315,SUP,L
5118,297,SUP,M
5119,566,WNM,L
5122,492,WNM,L
5123,391,SUP,M
5124,369,SUP,M
5125,541,WNM,L
5126,3,SUP,L
5127,438,SUP,L
5129,283,W/M,H
5130,170,W/M,H
5131,170,W/M,H
5132,96,WNM,L
5133,457,SUP,L
5134,447,SUP,H
5135,498,WNM,L
5136,457,SUP,M
5137,376,SUP,M
5139,453,SUP,L
5140,459,W/M,H
5141,432,SUP,M
5142,178,SUP,M
5143,554,WNM,L
5144,77,SUP,M
5145,86,SUP,M
5146,506,SUP,M
5147,44,SUP,M
5148,566,WNM,L
5149,485,WNM,L
5150,340,SUP,H
5151,120,SUP,M
5152,446,W/M,M
5154,484,SUP,H
5155,387,SUP,M
5156,463,SUP,M
5157,278,SUP,M
5159,204,SUP,L
5160,202,SUP,L
5162,448,SUP,M
5165,80,SUP,L
5166,387,SUP,L
5167,582,SUP,L
5168,405,SUP,L
5170,,,L
5172,97,SUP,L
5173,120,SUP,M
5174,1,SUP,M
5175,152,SUP,M
5178,176,W/M,M
5179,96,WNM,L
5182,566,WNM,L
5183,498,WNM,L
5184,219,SUP,L
5185,217,SUP,M
5186,373,SUP,M
5188,554,WNM,L
5189,369,SUP,H
5190,370,SUP,M
5191,55,SUP,M
5192,455,SUP,H
5193,461,SUP,M
5196,144,SUP,M
5197,5,SUP,M
5198,546,WNM,L
5199,269,SUP,M
5200,233,W/M,H
5201,175,W/M,H
5202,171,W/M,H
5203,217,SUP,L
5204,542,WNM,L
5205,557,WNM,L
5206,557,WNM,L
5207,485,WNM,L
5210,51,SUP,M
5211,52,SUP,H
5214,90,SUP,H
5215,581,SUP,L
5216,70,SUP,M
5218,111,SUP,M
5219,411,SUP,L
5220,112,SUP,H
5221,548,WNM,L
5224,528,WNM,L
5226,528,WNM,L
5227,292,W/M,H
5228,282,W/M,H
5231,454,SUP,L
5232,388,SUP,L
5233,403,SUP,M
5234,401,SUP,H
5235,403,SUP,M
5236,254,SUP,M
5239,167,SUP,M
5240,190,SUP,L
5241,231,SUP,M
5242,191,SUP,H
5244,324,SUP,L
5245,77,SUP,M
5246,65,SUP,L
5247,479,SUP,L
5248,544,WNM,L
