Store #,Shipping City,State,Zip Code,Tier Name,Article #,Store Type
1048,Williamsburg,KY,40769,Tier 04,100673608,Supercenter
1051,Levelland,TX,79336,Tier 05,100673609,Supercenter
1052,Fayette,AL,35555,Tier 01 ,100673605,Supercenter
1053,Lagrange,KY,40031,Tier 05,100673609,Supercenter
1054,Atchison,KS,66002,Tier 05,100673609,Supercenter
1055,Garland,TX,75040,Tier 03,100673607,Supercenter
1056,Newcastle,OK,73065,Tier 05,100673609,Supercenter
1057,Tallassee,AL,36078,Tier 02 ,100673606,Supercenter
1058,Montrose,CO,81401,Tier 05,100673609,Supercenter
1059,Forest,MS,39074,Tier 01 ,100673605,Supercenter
1060,Morganton,NC,28655,Tier 03,100673607,Supercenter
1061,Hazlehurst,GA,31539-6130,Tier 01 ,100673605,Supercenter
1062,Friendswood,TX,77546,Tier 03,100673607,Supercenter
1063,Geneva,AL,36340-1237,Tier 01 ,100673605,Wal-Mart
1064,Lenoir,NC,28645,Tier 03,100673607,Supercenter
1065,Hope,AR,71801,Tier 03,100673607,Supercenter
1066,Pascagoula,MS,39581,Tier 01 ,100673605,Supercenter
1067,Hallettsville,TX,77964,Tier 05,100673609,Wal-Mart
1068,Sebastian,FL,32958,Tier 01 ,100673605,Supercenter
1069,Newton,MS,39345,Tier 01 ,100673605,Supercenter
1070,East Ellijay,GA,30540,Tier 02 ,100673606,Supercenter
1071,Wood River,IL,62095,Tier 04,100673608,Supercenter
1072,Tifton,GA,31793,Tier 01 ,100673605,Supercenter
1073,Lampasas,TX,76550,Tier 03,100673607,Supercenter
1074,Grenada,MS,38901,Tier 02 ,100673606,Supercenter
1075,Clarksville,TN,37042,Tier 02 ,100673606,Supercenter
1076,Macon,GA,31211,Tier 01 ,100673605,Supercenter
1077,Tallahassee,FL,32311,Tier 02 ,100673606,Supercenter
1078,Ballinger,TX,76821,Tier 05,100673609,Wal-Mart
1079,New Smyrna Beach,FL,32168,Tier 02 ,100673606,Supercenter
1080,Johnson City,TN,37604,Tier 02 ,100673606,Supercenter
1081,Gainesville,FL,32608-2496,Tier 01 ,100673605,Supercenter
1082,Jacksonville,FL,32223-6600,Tier 01 ,100673605,Supercenter
1083,Jacksonville,FL,32205,Tier 01 ,100673605,Supercenter
1084,Orlando,FL,32822-4006,Tier 01 ,100673605,Wal-Mart
1085,Port Richey,FL,34668-5349,Tier 02 ,100673606,Supercenter
1086,Saint Cloud,FL,34769-6763,Tier 01 ,100673605,Supercenter
1087,Stuart,FL,34997,Tier 03,100673607,Supercenter
1088,Biloxi,MS,39531,Tier 01 ,100673605,Supercenter
1089,Kimball,TN,37347,Tier 04,100673608,Supercenter
1090,Jacksonville,FL,32210-7145,Tier 01 ,100673605,Supercenter
1091,Andalusia,AL,36420,Tier 01 ,100673605,Supercenter
1093,Rantoul,IL,61866,Tier 05,100673609,Supercenter
1094,Raytown,MO,64138,Tier 05,100673609,Supercenter
1095,Glenwood Springs,CO,81601,Tier 05,100673609,Wal-Mart
1096,Mocksville,NC,27028,Tier 04,100673608,Supercenter
1097,Aberdeen,NC,28315,Tier 03,100673607,Supercenter
1098,Port Lavaca,TX,77979,Tier 03,100673607,Supercenter
1099,Wichita,KS,67211,Tier 05,100673609,Supercenter
1100,Hamilton,AL,35570,Tier 02 ,100673606,Supercenter
1101,Wetumpka,AL,36092,Tier 02 ,100673606,Supercenter
1102,Baker,LA,70714,Tier 05,100673609,Supercenter
1103,Houston,TX,77068,Tier 04,100673608,Supercenter
1104,Inverness,FL,34453-3232,Tier 02 ,100673606,Supercenter
1105,North Little Rock,AR,72117,Tier 03,100673607,Supercenter
1106,Vidalia,LA,71373,Tier 03,100673607,Supercenter
1107,Oakdale,LA,71463,Tier 05,100673609,Supercenter
1108,Oak Grove,LA,71263,Tier 03,100673607,Supercenter
1109,Rayville,LA,71269,Tier 03,100673607,Supercenter
1110,Farmerville,LA,71241,Tier 03,100673607,Supercenter
1111,Hartwell,GA,30643,Tier 01 ,100673605,Supercenter
1112,Thomaston,GA,30286,Tier 01 ,100673605,Supercenter
1113,London,KY,40741,Tier 04,100673608,Supercenter
1114,Mountain View,AR,72560,Tier 03,100673607,Supercenter
1115,Hohenwald,TN,38462-2008,Tier 02 ,100673606,Supercenter
1116,Duncan,OK,73533,Tier 05,100673609,Supercenter
1117,Plano,TX,75023,Tier 03,100673607,Supercenter
1118,Balch Springs,TX,75180,Tier 04,100673608,Supercenter
1119,Naples,FL,34112,Tier 02 ,100673606,Wal-Mart
1120,Gladstone,MO,64119,Tier 05,100673609,Supercenter
1121,Milledgeville,GA,31061,Tier 01 ,100673605,Supercenter
1122,Eastanollee,GA,30538,Tier 01 ,100673605,Supercenter
1123,Seneca,SC,29678,Tier 03,100673607,Supercenter
1124,Hartselle,AL,35640-4420,Tier 02 ,100673606,Supercenter
1125,Normal,IL,61761,Tier 01 ,100673605,Supercenter
1126,Boerne,TX,78006,Tier 03,100673607,Supercenter
1128,Mansura,LA,71350,Tier 05,100673609,Supercenter
1129,Austin,TX,78717,Tier 03,100673607,Supercenter
1130,Laurens,SC,29360,Tier 04,100673608,Supercenter
1131,Taylorsville,NC,28681,Tier 03,100673607,Supercenter
1132,Asheboro,NC,27203,Tier 03,100673607,Supercenter
1133,Albemarle,NC,28001,Tier 04,100673608,Supercenter
1134,Defuniak Spgs,FL,32433,Tier 02 ,100673606,Supercenter
1135,Hartsville,SC,29550,Tier 03,100673607,Supercenter
1136,Port Allen,LA,70767,Tier 05,100673609,Supercenter
1137,Houston,TX,77015,Tier 04,100673608,Supercenter
1138,Madison,WI,53719,Tier 05,100673609,Wal-Mart
1139,Morehead,KY,40351,Tier 04,100673608,Supercenter
1140,Mount Sterling,KY,40353,Tier 05,100673609,Supercenter
1141,Greenfield,IN,46140,Tier 04,100673608,Supercenter
1142,Scottsburg,IN,47170,Tier 04,100673608,Supercenter
1143,Sandersville,GA,31082-6913,Tier 02 ,100673606,Supercenter
1144,York,SC,29745,Tier 04,100673608,Supercenter
1146,Moncks Corner,SC,29461,Tier 03,100673607,Supercenter
1147,Flippin,AR,72634,Tier 03,100673607,Supercenter
1148,Wichita Falls,TX,76308,Tier 05,100673609,Supercenter
1149,Safford,AZ,85546,Tier 05,100673609,Supercenter
1150,College Station,TX,77845,Tier 03,100673607,Supercenter
1151,Kanasas City,KS,66109,Tier 05,100673609,Supercenter
1152,Sioux Center,IA,51250,Tier 04,100673608,Supercenter
1153,Macon,GA,31206-4742,Tier 01 ,100673605,Supercenter
1154,Fredericksburg,TX,78624,Tier 03,100673607,Supercenter
1155,Lumberton,NC,28358,Tier 03,100673607,Supercenter
1156,Mooresville,NC,28117,Tier 03,100673607,Supercenter
1157,North Vernon,IN,47265,Tier 04,100673608,Supercenter
1158,Birmingham,AL,35214,Tier 01 ,100673605,Supercenter
1159,New Tazewell,TN,37825,Tier 02 ,100673606,Wal-Mart
1160,Aurora,IN,47001,Tier 04,100673608,Supercenter
1161,St Charles,MO,63303,Tier 03,100673607,Supercenter
1162,Washington,IN,47501,Tier 05,100673609,Supercenter
1163,New Orleans,LA,70114,Tier 05,100673609,Supercenter
1164,Columbia,SC,29212,Tier 03,100673607,Supercenter
1165,Radcliff,KY,40160,Tier 05,100673609,Supercenter
1166,Elizabethtown,NC,28337,Tier 03,100673607,Wal-Mart
1167,Kenosha,WI,53144,Tier 05,100673609,Supercenter
1168,Columbia,MS,39429,Tier 01 ,100673605,Supercenter
1169,Springhill,LA,71075,Tier 03,100673607,Supercenter
1170,Louisville,KY,40272,Tier 04,100673608,Supercenter
1171,Sarasota,FL,34243,Tier 01 ,100673605,Supercenter
1172,Jacksonville,FL,32224-0290,Tier 01 ,100673605,Supercenter
1173,Jacksonville,FL,32216,Tier 01 ,100673605,Supercenter
1174,Thomasville,AL,36784,Tier 01 ,100673605,Supercenter
1175,Flagstaff,AZ,86001,Tier 05,100673609,Wal-Mart
1176,Stoughton,WI,53589,Tier 05,100673609,Supercenter
1177,Manchester,MO,63011,Tier 04,100673608,Supercenter
1178,Bedford,TX,76021,Tier 04,100673608,Supercenter
1179,Arden,NC,28704,Tier 04,100673608,Supercenter
1180,Greensburg,IN,47240,Tier 04,100673608,Supercenter
1181,Marietta,GA,30060,Tier 01 ,100673605,Supercenter
1182,Palm Coast,FL,32164-7438,Tier 01 ,100673605,Supercenter
1183,West Columbia,SC,29169,Tier 03,100673607,Supercenter
1184,Stone Mountain,GA,30087,Tier 01 ,100673605,Supercenter
1185,Austin,TX,78753,Tier 03,100673607,Supercenter
1186,Liberty,TX,77575,Tier 04,100673608,Supercenter
1187,Iola,KS,66749,Tier 05,100673609,Supercenter
1188,Bridgeton,MO,63044,Tier 05,100673609,Supercenter
1189,Barbourville,KY,40906,Tier 04,100673608,Wal-Mart
1190,Berea,KY,40403,Tier 04,100673608,Supercenter
1191,Hillsborough,NC,27278,Tier 04,100673608,Supercenter
1192,Magee,MS,39111,Tier 01 ,100673605,Supercenter
1193,Monroe,LA,71201,Tier 03,100673607,Supercenter
1194,Oakridge,TN,37830,Tier 02 ,100673606,Supercenter
1195,Waveland,MS,39576,Tier 01 ,100673605,Supercenter
1196,New Roads,LA,70760,Tier 05,100673609,Supercenter
1197,Rocky Mount,NC,27804,Tier 03,100673607,Supercenter
1198,San Antonio,TX,78232,Tier 03,100673607,Supercenter
1199,Avon,CO,81620,Tier 05,100673609,Supercenter
1200,Colorado Springs,CO,80909,Tier 05,100673609,Supercenter
1201,Gardendale,AL,35071,Tier 01 ,100673605,Supercenter
1202,Wisconsin Rapids,WI,54494,Tier 05,100673609,Supercenter
1203,Wimauma,FL,33598,Tier 01 ,100673605,Supercenter
1204,Lake Charles,LA,70605,Tier 05,100673609,Supercenter
1205,Macclenny,FL,32063,Tier 02 ,100673606,Supercenter
1206,Baton Rouge,LA,70808,Tier 05,100673609,Supercenter
1207,Callaway,FL,32404,Tier 01 ,100673605,Supercenter
1209,Lincolnton,NC,28092,Tier 03,100673607,Supercenter
1210,Nicholasville,KY,40356,Tier 03,100673607,Supercenter
1211,Harvard,IL,60033,Tier 03,100673607,Supercenter
1212,Saraland,AL,36571,Tier 01 ,100673605,Supercenter
1213,Brooksville,FL,34613,Tier 01 ,100673605,Supercenter
1214,Colby,KS,67701,Tier 05,100673609,Supercenter
1215,Calhoun,GA,30701,Tier 01 ,100673605,Supercenter
1216,Carrollton,TX,75006,Tier 03,100673607,Supercenter
1217,Franklin,NC,28734,Tier 04,100673608,Supercenter
1218,Casa Grande,AZ,85122,Tier 05,100673609,Supercenter
1219,Jacksonville,FL,32218,Tier 01 ,100673605,Supercenter
1220,Orlando,FL,32811,Tier 01 ,100673605,Supercenter
1221,Wichita,KS,67209,Tier 05,100673609,Supercenter
1222,Pensacola,FL,32534,Tier 01 ,100673605,Supercenter
1223,Tallahassee,FL,32312-3814,Tier 01 ,100673605,Supercenter
1224,Pensacola,FL,32504,Tier 01 ,100673605,Supercenter
1225,Orange Park,FL,32065,Tier 01 ,100673605,Supercenter
1226,Ashland City,TN,37015,Tier 03,100673607,Supercenter
1227,Augusta,GA,30907,Tier 02 ,100673606,Supercenter
1228,Round Lake,IL,60073,Tier 02 ,100673606,Supercenter
1229,Hoover,AL,35244,Tier 01 ,100673605,Supercenter
1230,Show Low,AZ,85901,Tier 05,100673609,Supercenter
1231,Thornton,CO,80229,Tier 05,100673609,Supercenter
1232,Belton,TX,76513,Tier 03,100673607,Supercenter
1233,Paintsville,KY,41240,Tier 04,100673608,Supercenter
1234,Monticello,KY,42633,Tier 05,100673609,Supercenter
1235,San Antonio,TX,78229,Tier 03,100673607,Supercenter
1236,Goldsboro,NC,27534,Tier 03,100673607,Supercenter
1237,Erwin,NC,28339,Tier 03,100673607,Supercenter
1238,Fayetteville,NC,28303,Tier 03,100673607,Supercenter
1239,Urbana,OH,43078,Tier 05,100673609,Supercenter
1240,Sierra Vista,AZ,85635,Tier 05,100673609,Supercenter
1241,Davenport,IA,52807,Tier 05,100673609,Supercenter
1242,Hendersonville,NC,28792,Tier 04,100673608,Supercenter
1243,Martinsville,VA,24112,Tier 03,100673607,Supercenter
1244,Taylors,SC,29687,Tier 03,100673607,Supercenter
1245,Lakeland,FL,33809,Tier 01 ,100673605,Supercenter
1247,Hazard,KY,41701,Tier 04,100673608,Supercenter
1248,Memphis,TN,36125,Tier 03,100673607,Supercenter
1249,San Angelo,TX,76903,Tier 05,100673609,Supercenter
1252,Highlands Ranch,CO,80130,Tier 05,100673609,Supercenter
1253,Austin,TX,78704,Tier 03,100673607,Supercenter
1254,Bellmead,TX,76705,Tier 03,100673607,Supercenter
1255,Laurinburg,NC,28352,Tier 03,100673607,Supercenter
1256,Joliet,IL,60435,Tier 05,100673609,Supercenter
1257,Stamford,TX,79553,Tier 05,100673609,Supercenter
1259,Corbin,KY,40701,Tier 04,100673608,Supercenter
1260,Lucedale,MS,39452,Tier 02 ,100673606,Supercenter
1261,Fayetteville,NC,28311,Tier 03,100673607,Supercenter
1263,Evansville,IN,47715,Tier 05,100673609,Supercenter
1264,Bellefontaine,OH,43311,Tier 03,100673607,Supercenter
1265,St Louis,MO,63136,Tier 04,100673608,Supercenter
1266,Baton Rouge,LA,70816,Tier 05,100673609,Supercenter
1267,Sun Prairie,WI,53590,Tier 05,100673609,Supercenter
1268,Whiteville,NC,28472,Tier 01 ,100673605,Supercenter
1270,North Augusta,SC,29841,Tier 03,100673607,Supercenter
1271,Meridian,MS,39307,Tier 01 ,100673605,Supercenter
1272,Snyder,TX,79549,Tier 05,100673609,Supercenter
1273,Fountain,CO,80817,Tier 05,100673609,Supercenter
1274,Whitewater,WI,53190,Tier 05,100673609,Supercenter
1275,Leabanon,IN,46052,Tier 04,100673608,Supercenter
1276,Sheboygan,WI,53081,Tier 05,100673609,Supercenter
1277,Black River,WI,54615,Tier 05,100673609,Supercenter
1279,Houston,TX,77037,Tier 04,100673608,Supercenter
1280,Grand Junction,CO,81501,Tier 05,100673609,Supercenter
1281,Spartanburgh,SC,29307,Tier 04,100673608,Supercenter
1282,Concordia,KS,66901,Tier 05,100673609,Supercenter
1283,Starke,FL,32091-7858,Tier 02 ,100673606,Supercenter
1284,Phenix City,AL,36867,Tier 01 ,100673605,Supercenter
1285,Ottumwa,IA,52501,Tier 04,100673608,Supercenter
1286,Columbia,SC,29209,Tier 03,100673607,Supercenter
1287,Burlington,NC,27215,Tier 04,100673608,Supercenter
1288,Roxboro,NC,27573,Tier 03,100673607,Supercenter
1289,Wilmington,OH,45177,Tier 05,100673609,Supercenter
1290,Wilkesboro,NC,28697,Tier 03,100673607,Supercenter
1291,Tucson,AZ,85710,Tier 05,100673609,Supercenter
1292,Christianburg,VA,24073,Tier 04,100673608,Supercenter
1293,Augusta,GA,30906,Tier 01 ,100673605,Supercenter
1294,Marion,IN,46952,Tier 04,100673608,Supercenter
1295,Madill,OK,73446,Tier 03,100673607,Supercenter
1296,San Benito,TX,78586,Tier 03,100673607,Supercenter
1297,Chiefland,FL,32626,Tier 02 ,100673606,Supercenter
1298,Jacksonville,NC,28546,Tier 03,100673607,Supercenter
1299,Cottonwood,AZ,86326,Tier 05,100673609,Supercenter
1300,New Bern,NC,28562,Tier 03,100673607,Supercenter
1301,Roanoke,VA,24014,Tier 04,100673608,Supercenter
1302,Norton,VA,24273,Tier 03,100673607,Supercenter
1303,Georgetown,TX,78628,Tier 03,100673607,Supercenter
1304,Warsaw,IN,46582,Tier 04,100673608,Supercenter
1305,Janesville,WI,53546,Tier 03,100673607,Supercenter
1306,Alamogordo,NM,88310,Tier 05,100673609,Supercenter
1307,Bourbonnais,IL,60914,Tier 05,100673609,Supercenter
1308,Littleton,CO,80123,Tier 05,100673609,Supercenter
1309,Salem,VA,24153,Tier 04,100673608,Supercenter
1310,Terre Haute,IN,47802,Tier 03,100673607,Supercenter
1311,Columbus,GA,31909,Tier 01 ,100673605,Supercenter
1312,Spring Lake,NC,28390,Tier 03,100673607,Supercenter
1313,San Antonio,TX,78214,Tier 03,100673607,Supercenter
1314,Buford,GA,30519,Tier 01 ,100673605,Supercenter
1315,Cheyenne,WY,82009,Tier 05,100673609,Supercenter
1316,Sturgeon Bay,WI,54235,Tier 05,100673609,Supercenter
1317,Asheville,NC,28805,Tier 04,100673608,Supercenter
1318,Knoxville,TN,37912,Tier 02 ,100673606,Supercenter
1319,Knoxville,TN,37938,Tier 02 ,100673606,Supercenter
1320,Knoxville,TN,37920,Tier 02 ,100673606,Supercenter
1321,Smithfield,NC,27577,Tier 03,100673607,Supercenter
1322,Lexington,NC,27292,Tier 03,100673607,Supercenter
1323,Peoria,IL,61604,Tier 01 ,100673605,Wal-Mart
1324,Nogales,AZ,85621,Tier 05,100673609,Supercenter
1325,Tucson,AZ,85705,Tier 05,100673609,Wal-Mart
1326,Grand Island,NE,68803,Tier 05,100673609,Supercenter
1327,Madison,IN,47250,Tier 03,100673607,Supercenter
1328,Winslow,AZ,86047,Tier 05,100673609,Supercenter
1329,Logansport,IN,46947,Tier 03,100673607,Supercenter
1330,Lima,OH,45805,Tier 03,100673607,Supercenter
1331,Sidney,OH,45365,Tier 04,100673608,Supercenter
1332,South Sioux City,NE,68776,Tier 05,100673609,Supercenter
1333,Van Wert,OH,45891,Tier 05,100673609,Supercenter
1334,Claypool,AZ,85532,Tier 05,100673609,Supercenter
1335,Lexington,VA,24450,Tier 03,100673607,Supercenter
1336,Marion,VA,24354,Tier 04,100673608,Wal-Mart
1337,Elkin,NC,28621,Tier 03,100673607,Supercenter
1338,Columbus,GA,31903,Tier 01 ,100673605,Supercenter
1339,Columbia,SC,29223,Tier 03,100673607,Supercenter
1340,Lithonia,GA,30038,Tier 02 ,100673606,Supercenter
1341,Evansville,IN,47712,Tier 03,100673607,Supercenter
1342,Kenner,LA,70065,Tier 05,100673609,Supercenter
1344,Staunton,VA,24401,Tier 03,100673607,Supercenter
1345,South Boston,VA,24592,Tier 03,100673607,Supercenter
1346,Ocean Springs,MS,39564,Tier 01 ,100673605,Supercenter
1347,San Antonio,TX,78209,Tier 03,100673607,Supercenter
1348,Wilmington,NC,28412,Tier 03,100673607,Supercenter
1349,Sunrise,FL,33351,Tier 03,100673607,Supercenter
1350,Lynchburg,VA,24502,Tier 03,100673607,Supercenter
1351,Beckley,WV,25801,Tier 04,100673608,Supercenter
1352,Wallace,NC,28466,Tier 03,100673607,Supercenter
1353,Harahan,LA,70123,Tier 05,100673609,Supercenter
1354,Washington,NC,27889,Tier 03,100673607,Supercenter
1355,Morehead City,NC,28557,Tier 04,100673608,Supercenter
1356,Martinsville,IN,46151-6123,Tier 04,100673608,Supercenter
1357,Silver City,NM,88061,Tier 05,100673609,Supercenter
1358,Walterboro,SC,29488,Tier 03,100673607,Supercenter
1359,North Charleston,SC,29406,Tier 03,100673607,Supercenter
1360,Fayetteville,WV,25840,Tier 04,100673608,Supercenter
1361,Sioux City,IA,51106,Tier 04,100673608,Supercenter
1362,Destin,FL,32541,Tier 02 ,100673606,Supercenter
1363,Madison,GA,30650,Tier 01 ,100673605,Supercenter
1364,Lake Havasu City,AZ,86404,Tier 04,100673608,Supercenter
1365,Hudson,WI,54016,Tier 05,100673609,Wal-Mart
1366,Merrill,WI,54452,Tier 05,100673609,Supercenter
1367,Warner Robins,GA,31093,Tier 01 ,100673605,Supercenter
1368,West Union,OH,45693,Tier 05,100673609,Supercenter
1369,Payson,AZ,85541,Tier 05,100673609,Supercenter
1370,Bullhead City,AZ,86442,Tier 04,100673608,Supercenter
1371,Columbus,IN,47201,Tier 04,100673608,Supercenter
1372,Raleigh,NC,27603,Tier 03,100673607,Supercenter
1373,Lilburn,GA,30047,Tier 01 ,100673605,Supercenter
1374,Altamonte Springs,FL,32714-3802,Tier 02 ,100673606,Wal-Mart
1375,Marianna,FL,32448-2541,Tier 02 ,100673606,Supercenter
1376,Hendersonville,TN,37076,Tier 03,100673607,Supercenter
1377,Johnsburg,IL,60051,Tier 02 ,100673606,Supercenter
1378,Goshen,IN,46526,Tier 04,100673608,Supercenter
1379,Greenville,NC,27834,Tier 03,100673607,Supercenter
1380,Las Vegas,NM,87701,Tier 05,100673609,Supercenter
1381,Apache Junction,AZ,85120,Tier 04,100673608,Supercenter
1382,Greenwood,SC,29649,Tier 03,100673607,Supercenter
1383,Beaufort,SC,29906,Tier 03,100673607,Supercenter
1384,La Junta,CO,81050,Tier 05,100673609,Supercenter
1385,Gastonia,NC,28056,Tier 03,100673607,Supercenter
1386,Pontiac,IL,61764,Tier 05,100673609,Supercenter
1387,Coral Springs,FL,33067,Tier 03,100673607,Supercenter
1388,Kendallville,IN,46755,Tier 04,100673608,Supercenter
1389,Boone,IA,50036,Tier 05,100673609,Supercenter
1390,Pinellas Park,FL,33781,Tier 01 ,100673605,Supercenter
1391,Daytona Beach,FL,32119,Tier 02 ,100673606,Supercenter
1392,Wilmington,NC,28403,Tier 03,100673607,Supercenter
1393,Oskaloosa,IA,52577,Tier 05,100673609,Supercenter
1394,Greenfield,WI,53228,Tier 05,100673609,Supercenter
1395,Centralia,IL,62801,Tier 01 ,100673605,Supercenter
1396,Baraboo,WI,53913,Tier 05,100673609,Supercenter
1397,Albuquerque,NM,87114,Tier 05,100673609,Supercenter
1398,Lake Worth,FL,33463,Tier 03,100673607,Supercenter
1399,Bedford,VA,24523,Tier 04,100673608,Supercenter
1400,Athens,GA,30606-6130,Tier 01 ,100673605,Supercenter
1401,Naperville,IL,60540,Tier 02 ,100673606,Supercenter
1403,Cornelia,GA,30531,Tier 02 ,100673606,Supercenter
1404,Lake Zurich,IL,60047,Tier 02 ,100673606,Supercenter
1405,Bay City,TX,77414,Tier 03,100673607,Supercenter
1406,Winchester,VA,22601,Tier 03,100673607,Supercenter
1407,Lebanon,OH,45036,Tier 04,100673608,Supercenter
1408,Tallahassee,FL,32304-1029,Tier 01 ,100673605,Supercenter
1409,Houston,TX,77043,Tier 03,100673607,Supercenter
1410,Troy,OH,45373,Tier 04,100673608,Supercenter
1411,Sahuarita,AZ,85629,Tier 05,100673609,Supercenter
1412,Laramie,WY,82070,Tier 05,100673609,Supercenter
1413,Crystal Lake,IL,60014,Tier 02 ,100673606,Supercenter
1414,Belen,NM,87002,Tier 05,100673609,Supercenter
1415,Spirit Lake,IA,51360,Tier 04,100673608,Supercenter
1416,Napoleon,OH,43545,Tier 04,100673608,Supercenter
1417,Prescott,AZ,86301,Tier 05,100673609,Supercenter
1418,Ofallon,IL,62269,Tier 04,100673608,Supercenter
1419,Fort Wayne,IN,46825,Tier 04,100673608,Supercenter
1420,Streamwood,IL,60107,Tier 02 ,100673606,Supercenter
1421,Washington,IL,61571,Tier 01 ,100673605,Supercenter
1422,Alma,MI,48801,Tier 05,100673609,Supercenter
1423,Saint Johns,MI,48879,Tier 05,100673609,Supercenter
1424,Colonial Heights,VA,23834,Tier 03,100673607,Supercenter
1425,Columbia City,IN,46725,Tier 04,100673608,Supercenter
1426,Ashland,KY,41101,Tier 04,100673608,Supercenter
1427,Circleville,OH,43113,Tier 05,100673609,Supercenter
1428,Mount Pleasant,MI,48858,Tier 05,100673609,Supercenter
1429,Fremont,OH,43420,Tier 03,100673607,Supercenter
1430,Oshkosh,WI,54904,Tier 05,100673609,Supercenter
1431,Keokuk,IA,52632,Tier 05,100673609,Supercenter
1432,Cadillac,MI,49601,Tier 05,100673609,Supercenter
1433,Celina,OH,45822,Tier 04,100673608,Supercenter
1434,Colorado Springs,CO,80905,Tier 05,100673609,Supercenter
1435,Creston,IA,50801,Tier 04,100673608,Supercenter
1436,Greenacres,FL,33415,Tier 03,100673607,Supercenter
1437,Guymon,OK,73942,Tier 05,100673609,Supercenter
1438,Cedar City,UT,84720,Tier 04,100673608,Supercenter
1439,Washington,UT,84780,Tier 04,100673608,Supercenter
1440,Tooele,UT,84074,Tier 04,100673608,Supercenter
1441,Mason,OH,45040,Tier 03,100673607,Supercenter
1442,Page,AZ,86040,Tier 05,100673609,Supercenter
1443,Cinncinnati,OH,45245,Tier 04,100673608,Supercenter
1444,Jacksonville,FL,32225,Tier 01 ,100673605,Supercenter
1445,Port Clinton,OH,43452,Tier 05,100673609,Supercenter
1446,Rice Lake,WI,54868,Tier 05,100673609,Supercenter
1447,Superior,WI,54880,Tier 05,100673609,Supercenter
1448,Ashland,OH,44805,Tier 05,100673609,Supercenter
1449,Manitowoc,WI,54220,Tier 05,100673609,Supercenter
1450,Ripley,WV,25271,Tier 04,100673608,Supercenter
1451,Beardstown,IL,62618,Tier 01 ,100673605,Supercenter
1452,Charlotte,NC,28226,Tier 03,100673607,Wal-Mart
1453,Green Bay,WI,54303,Tier 05,100673609,Supercenter
1454,Quincy,IL,62305,Tier 03,100673607,Supercenter
1455,Fort Worth,TX,76120,Tier 03,100673607,Supercenter
1456,Evanston,WY,82930,Tier 04,100673608,Supercenter
1457,Riverton,WY,82501,Tier 05,100673609,Supercenter
1458,Fort Oglethorpe,GA,30742,Tier 01 ,100673605,Supercenter
1459,Indianapolis,IN,46227,Tier 04,100673608,Supercenter
1460,Hastings,NE,68901,Tier 02 ,100673606,Supercenter
1461,Rock Springs,WY,82901,Tier 04,100673608,Supercenter
1462,Greenville,AL,36037,Tier 01 ,100673605,Supercenter
1463,Xenia,OH,45385,Tier 04,100673608,Supercenter
1464,Charlotte,NC,28273,Tier 03,100673607,Supercenter
1465,Danville,VA,24540,Tier 03,100673607,Supercenter
1466,Jacksboro,TN,37757,Tier 02 ,100673606,Supercenter
1467,Jamestown,TN,38556,Tier 02 ,100673606,Supercenter
1468,Batesville,MS,38606,Tier 03,100673607,Supercenter
1469,Chattanooga,TN,37421,Tier 04,100673608,Supercenter
1470,Willmar,MN,56201,Tier 04,100673608,Supercenter
1471,New London,WI,54961,Tier 05,100673609,Wal-Mart
1472,Hastings,MN,55033,Tier 04,100673608,Supercenter
1473,Mankato,MN,56001,Tier 04,100673608,Supercenter
1474,Yuma,AZ,85364,Tier 04,100673608,Supercenter
1475,Washington,IA,52353,Tier 04,100673608,Supercenter
1476,Clarksville,IN,47129,Tier 05,100673609,Supercenter
1477,Summersville,WV,26651,Tier 04,100673608,Supercenter
1478,South Point,OH,45680,Tier 04,100673608,Supercenter
1479,Valparaiso,IN,46383,Tier 05,100673609,Supercenter
1480,Winchester,IN,47394,Tier 04,100673608,Supercenter
1481,Homewood,AL,35209,Tier 01 ,100673605,Supercenter
1482,Tampa,FL,33634,Tier 01 ,100673605,Wal-Mart
1483,Yankton,SD,57078,Tier 04,100673608,Supercenter
1484,Melissa,TX,75454,Tier 03,100673607,Supercenter
1485,Gillette,WY,82718,Tier 05,100673609,Supercenter
1486,Farmville,VA,23901,Tier 04,100673608,Supercenter
1487,Michigan City,IN,46360,Tier 05,100673609,Supercenter
1488,Douglasville,GA,30134,Tier 01 ,100673605,Supercenter
1489,Vernon Hill,IL,60061,Tier 02 ,100673606,Wal-Mart
1490,Rockford,IL,61108,Tier 05,100673609,Supercenter
1492,Aurora,CO,80012,Tier 05,100673609,Supercenter
1493,Monroeville,AL,36460,Tier 01 ,100673605,Supercenter
1494,Corpus Christi,TX,78411,Tier 03,100673607,Supercenter
1495,Huber Heights,OH,45424,Tier 04,100673608,Supercenter
1496,Waterloo,IA,50702,Tier 05,100673609,Supercenter
1497,Richton Park,IL,60471,Tier 02 ,100673606,Supercenter
1498,Greensboro,NC,27410,Tier 04,100673608,Supercenter
1499,Lewisburg,WV,24901,Tier 04,100673608,Supercenter
1500,Watertown,SD,57201,Tier 04,100673608,Supercenter
1501,Tampa,FL,33618,Tier 01 ,100673605,Wal-Mart
1502,Roanoke Rapids,NC,27870,Tier 03,100673607,Supercenter
1503,Dayton,OH,45459,Tier 04,100673608,Supercenter
1504,Dayton,OH,45458,Tier 04,100673608,Supercenter
