Store ,Requested Ship Date,FedEx Tracking,Device Type,JD Link,Qty,Shipped Qty,Completed / GNFR,Revised Shipped Qty
1114,1/31/2022,289309744986,Pharma Tracker,SO598287Pharma Tracker,1,1,0,1
2575,1/31/2022,289314508363,Pharma Tracker,SO598288Pharma Tracker,1,1,0,1
2587,1/31/2022,289401446754,Pharma Tracker,SO598289Pharma Tracker,1,1,0,1
2587,1/31/2022,289401446754,Phone Tracker,SO598289Phone Tracker,1,1,0,1
2686,1/31/2022,289322079062,Pharma Tracker,SO598290Pharma Tracker,1,1,0,1
2741,1/31/2022,289314642096,Pharma Tracker,SO598291Pharma Tracker,1,1,0,1
2742,1/31/2022,289317688340,Pharma Tracker,SO598292Pharma Tracker,1,1,0,1
2743,1/31/2022,289309986705,Pharma Tracker,SO598293Pharma Tracker,1,1,0,1
2744,1/31/2022,289313154067,Pharma Tracker,SO598294Pharma Tracker,1,1,0,1
2745,1/31/2022,289322870906,Pharma Tracker,SO598295Pharma Tracker,1,1,0,1
3164,1/31/2022,289310354041,Pharma Tracker,SO598296Pharma Tracker,1,1,0,1
3168,1/31/2022,289310359135,Pharma Tracker,SO598297Pharma Tracker,1,1,0,1
3230,1/31/2022,289398587070,Pharma Tracker,SO598298Pharma Tracker,1,1,0,1
3230,1/31/2022,289398587070,Phone Tracker,SO598298Phone Tracker,1,1,0,1
3231,1/31/2022,289398856436,Pharma Tracker,SO598299Pharma Tracker,1,1,0,1
3231,1/31/2022,289398856436,Phone Tracker,SO598299Phone Tracker,1,1,0,1
3331,1/31/2022,289402938469,Phone Tracker,SO598300Phone Tracker,1,1,0,1
3654,1/31/2022,289309312291,Pharma Tracker,SO598301Pharma Tracker,1,1,0,1
4108,1/31/2022,289403070496,Pharma Tracker,SO598302Pharma Tracker,1,1,0,1
4108,1/31/2022,289403070496,Phone Tracker,SO598302Phone Tracker,1,1,0,1
4128,1/31/2022,289314837210,Pharma Tracker,SO598303Pharma Tracker,1,1,0,1
4168,1/31/2022,289313793792,Pharma Tracker,SO598304Pharma Tracker,1,1,0,1
4375,1/31/2022,289315791152,Pharma Tracker,SO598305Pharma Tracker,1,1,0,1
4376,1/31/2022,289315352202,Pharma Tracker,SO598306Pharma Tracker,1,1,0,1
4460,1/31/2022,289314385300,Pharma Tracker,SO598307Pharma Tracker,1,1,0,1
4516,1/31/2022,289315512796,Pharma Tracker,SO598308Pharma Tracker,1,1,0,1
4579,1/31/2022,289315476566,Pharma Tracker,SO598309Pharma Tracker,1,1,0,1
4686,1/31/2022,289309602807,Pharma Tracker,SO598310Pharma Tracker,1,1,0,1
5244,1/31/2022,289398345994,Phone Tracker,SO598311Phone Tracker,1,1,0,1
5260,1/31/2022,289403335460,Pharma Tracker,SO598312Pharma Tracker,1,1,0,1
5260,1/31/2022,289403335460,Phone Tracker,SO598312Phone Tracker,1,1,0,1
5433,1/31/2022,289309749771,Pharma Tracker,SO598313Pharma Tracker,1,1,0,1
5706,1/31/2022,289408772971,Pharma Tracker,SO598314Pharma Tracker,1,1,0,1
5706,1/31/2022,289408772971,Phone Tracker,SO598314Phone Tracker,1,1,0,1
5737,1/31/2022,289316112368,Pharma Tracker,SO598315Pharma Tracker,1,1,0,1
5738,1/31/2022,289315883102,Pharma Tracker,SO598316Pharma Tracker,1,1,0,1
5780,1/31/2022,289318071702,Pharma Tracker,SO598317Pharma Tracker,1,1,0,1
5790,1/31/2022,289315948559,Pharma Tracker,SO598318Pharma Tracker,1,1,0,1
5837,1/31/2022,289316063425,Pharma Tracker,SO598319Pharma Tracker,1,1,0,1
6960,1/31/2022,289316306883,Pharma Tracker,SO598321Pharma Tracker,1,1,0,1
6971,1/31/2022,289309884375,Pharma Tracker,SO598320Pharma Tracker,1,1,0,1
7242,1/31/2022,289314968771,Pharma Tracker,SO598322Pharma Tracker,1,1,0,1
7317,1/31/2022,289375234787,Pharma Tracker,SO598323Pharma Tracker,1,1,0,1
842,1/31/2022,289401341977,Pharma Tracker,SO598877Pharma Tracker,1,1,0,1
842,1/31/2022,289401341977,Phone Tracker,SO598877Phone Tracker,1,1,0,1
869,1/31/2022,289400255687,Pharma Tracker,SO598879Pharma Tracker,1,1,0,1
869,1/31/2022,289400255687,Phone Tracker,SO598879Phone Tracker,1,1,0,1
905,1/31/2022,289316939734,Pharma Tracker,SO598880Pharma Tracker,1,1,0,1
921,1/31/2022,289313967183,Pharma Tracker,SO598882Pharma Tracker,1,1,0,1
924,1/31/2022,289407912060,Pharma Tracker,SO598884Pharma Tracker,1,1,0,1
924,1/31/2022,289407912060,Phone Tracker,SO598884Phone Tracker,1,1,0,1
953,1/31/2022,289405782377,Pharma Tracker,SO598885Pharma Tracker,1,1,0,1
953,1/31/2022,289405782377,Phone Tracker,SO598885Phone Tracker,1,1,0,1
962,1/31/2022,289408045096,Pharma Tracker,SO598887Pharma Tracker,1,1,0,1
962,1/31/2022,289408045096,Phone Tracker,SO598887Phone Tracker,1,1,0,1
966,1/31/2022,289411136150,Pharma Tracker,SO598889Pharma Tracker,1,1,0,1
966,1/31/2022,289411136150,Phone Tracker,SO598889Phone Tracker,1,1,0,1
980,1/31/2022,289408245779,Pharma Tracker,SO598890Pharma Tracker,1,1,0,1
980,1/31/2022,289408245779,Phone Tracker,SO598890Phone Tracker,1,1,0,1
984,1/31/2022,289405906326,Pharma Tracker,SO598892Pharma Tracker,1,1,0,1
984,1/31/2022,289405906326,Phone Tracker,SO598892Phone Tracker,1,1,0,1
986,1/31/2022,289408380692,Pharma Tracker,SO598893Pharma Tracker,1,1,0,1
986,1/31/2022,289408380692,Phone Tracker,SO598893Phone Tracker,1,1,0,1
1001,1/31/2022,289401467969,Pharma Tracker,SO598895Pharma Tracker,1,1,0,1
1001,1/31/2022,289401467969,Phone Tracker,SO598895Phone Tracker,1,1,0,1
1008,1/31/2022,289406007243,Pharma Tracker,SO598897Pharma Tracker,1,1,0,1
1008,1/31/2022,289406007243,Phone Tracker,SO598897Phone Tracker,1,1,0,1
1019,1/31/2022,289408572428,Pharma Tracker,SO598898Pharma Tracker,1,1,0,1
1019,1/31/2022,289408572428,Phone Tracker,SO598898Phone Tracker,1,1,0,1
1045,1/31/2022,289406233143,Pharma Tracker,SO598900Pharma Tracker,1,1,0,1
1045,1/31/2022,289406233143,Phone Tracker,SO598900Phone Tracker,1,1,0,1
1058,1/31/2022,289399048925,Pharma Tracker,SO598902Pharma Tracker,1,1,0,1
1058,1/31/2022,289399048925,Phone Tracker,SO598902Phone Tracker,1,1,0,1
1095,1/31/2022,289406381869,Pharma Tracker,SO598903Pharma Tracker,1,1,0,1
1095,1/31/2022,289406381869,Phone Tracker,SO598903Phone Tracker,1,1,0,1
1199,1/31/2022,289399180703,Phone Tracker,SO598905Phone Tracker,1,1,0,1
1200,1/31/2022,289406575181,Pharma Tracker,SO598906Pharma Tracker,1,1,0,1
1200,1/31/2022,289406575181,Phone Tracker,SO598906Phone Tracker,1,1,0,1
1231,1/31/2022,289407249480,Pharma Tracker,SO598908Pharma Tracker,1,1,0,1
1231,1/31/2022,289407249480,Phone Tracker,SO598908Phone Tracker,1,1,0,1
1252,1/31/2022,289406719121,Pharma Tracker,SO598910Pharma Tracker,1,1,0,1
1252,1/31/2022,289406719121,Phone Tracker,SO598910Phone Tracker,1,1,0,1
1273,1/31/2022,289314528181,Pharma Tracker,SO598911Pharma Tracker,1,1,0,1
1280,1/31/2022,289399328440,Pharma Tracker,SO598913Pharma Tracker,1,1,0,1
1280,1/31/2022,289399328440,Phone Tracker,SO598913Phone Tracker,1,1,0,1
1308,1/31/2022,289402136063,Phone Tracker,SO598914Phone Tracker,1,1,0,1
1384,1/31/2022,289409351410,Pharma Tracker,SO598916Pharma Tracker,1,1,0,1
1384,1/31/2022,289409351410,Phone Tracker,SO598916Phone Tracker,1,1,0,1
1434,1/31/2022,289402262729,Pharma Tracker,SO598917Pharma Tracker,1,1,0,1
1434,1/31/2022,289402262729,Phone Tracker,SO598917Phone Tracker,1,1,0,1
1492,1/31/2022,289308942890,Pharma Tracker,SO598919Pharma Tracker,1,1,0,1
1550,1/31/2022,289316249840,Pharma Tracker,SO598920Pharma Tracker,1,1,0,1
1659,1/31/2022,289401621653,Pharma Tracker,SO598922Pharma Tracker,1,1,0,1
1659,1/31/2022,289401621653,Phone Tracker,SO598922Phone Tracker,1,1,0,1
1689,1/31/2022,289409880898,Pharma Tracker,SO598923Pharma Tracker,1,1,0,1
1689,1/31/2022,289409880898,Phone Tracker,SO598923Phone Tracker,1,1,0,1
1808,1/31/2022,289409607937,Pharma Tracker,SO598925Pharma Tracker,1,1,0,1
1808,1/31/2022,289409607937,Phone Tracker,SO598925Phone Tracker,1,1,0,1
1896,1/31/2022,289315085310,Pharma Tracker,SO598926Pharma Tracker,1,1,0,1
2125,1/31/2022,289316677050,Pharma Tracker,SO598928Pharma Tracker,1,1,0,1
2223,1/31/2022,289410012039,Pharma Tracker,SO598930Pharma Tracker,1,1,0,1
2223,1/31/2022,289410012039,Phone Tracker,SO598930Phone Tracker,1,1,0,1
2270,1/31/2022,289315744628,Pharma Tracker,SO598931Pharma Tracker,1,1,0,1
2293,1/31/2022,289317350430,Pharma Tracker,SO598933Pharma Tracker,1,1,0,1
2672,1/31/2022,289313275080,Pharma Tracker,SO598934Pharma Tracker,1,1,0,1
2729,1/31/2022,289399928891,Phone Tracker,SO598936Phone Tracker,1,1,0,1
2751,1/31/2022,289408961097,Pharma Tracker,SO598938Pharma Tracker,1,1,0,1
2751,1/31/2022,289408961097,Phone Tracker,SO598938Phone Tracker,1,1,0,1
2752,1/31/2022,289317644190,Pharma Tracker,SO598939Pharma Tracker,1,1,0,1
2892,1/31/2022,289402897671,Pharma Tracker,SO598941Pharma Tracker,1,1,0,1
2892,1/31/2022,289402897671,Phone Tracker,SO598941Phone Tracker,1,1,0,1
3018,1/31/2022,289399431449,Pharma Tracker,SO598942Pharma Tracker,1,1,0,1
3018,1/31/2022,289399431449,Phone Tracker,SO598942Phone Tracker,1,1,0,1
3019,1/31/2022,289398043180,Pharma Tracker,SO598943Pharma Tracker,1,1,0,1
3082,1/31/2022,289317861420,Pharma Tracker,SO598944Pharma Tracker,1,1,0,1
3083,1/31/2022,289317987868,Pharma Tracker,SO598946Pharma Tracker,1,1,0,1
3126,1/31/2022,289318116517,Pharma Tracker,SO598947Pharma Tracker,1,1,0,1
3127,1/31/2022,289318342314,Pharma Tracker,SO598949Pharma Tracker,1,1,0,1
3175,1/31/2022,289318606818,Pharma Tracker,SO598950Pharma Tracker,1,1,0,1
3176,1/31/2022,289470689785,Pharma Tracker,SO598951Pharma Tracker,1,1,0,1
3177,1/31/2022,289399569044,Phone Tracker,SO598953Phone Tracker,1,1,0,1
3227,1/31/2022,289310649500,Pharma Tracker,SO598954Pharma Tracker,1,1,0,1
3313,1/31/2022,289318789920,Pharma Tracker,SO598955Pharma Tracker,1,1,0,1
3382,1/31/2022,289406850186,Pharma Tracker,SO598957Pharma Tracker,1,1,0,1
3382,1/31/2022,289406850186,Phone Tracker,SO598957Phone Tracker,1,1,0,1
3533,1/31/2022,289307965623,Pharma Tracker,SO598958Pharma Tracker,1,1,0,1
3566,1/31/2022,289306921190,Pharma Tracker,SO598960Pharma Tracker,1,1,0,1
3582,1/31/2022,289399678784,Pharma Tracker,SO598961Pharma Tracker,1,1,0,1
3582,1/31/2022,289399678784,Phone Tracker,SO598961Phone Tracker,1,1,0,1
3740,1/31/2022,289401236380,Pharma Tracker,SO598963Pharma Tracker,1,1,0,1
3805,1/31/2022,289400384285,Pharma Tracker,SO598964Pharma Tracker,1,1,0,1
3805,1/31/2022,289400384285,Phone Tracker,SO598964Phone Tracker,1,1,0,1
3824,1/31/2022,289308116104,Pharma Tracker,SO598965Pharma Tracker,1,1,0,1
3867,1/31/2022,289315233708,Pharma Tracker,SO598967Pharma Tracker,1,1,0,1
4196,1/31/2022,289307048854,Pharma Tracker,SO598968Pharma Tracker,1,1,0,1
4284,1/31/2022,289308262378,Pharma Tracker,SO598970Pharma Tracker,1,1,0,1
4288,1/31/2022,289400524138,Pharma Tracker,SO598971Pharma Tracker,1,1,0,1
4288,1/31/2022,289400524138,Phone Tracker,SO598971Phone Tracker,1,1,0,1
4335,1/31/2022,289399824460,Pharma Tracker,SO598973Pharma Tracker,1,1,0,1
4335,1/31/2022,289399824460,Phone Tracker,SO598973Phone Tracker,1,1,0,1
4377,1/31/2022,289401721612,Pharma Tracker,SO598974Pharma Tracker,1,1,0,1
4377,1/31/2022,289401721612,Phone Tracker,SO598974Phone Tracker,1,1,0,1
4491,1/31/2022,289313402035,Pharma Tracker,SO598975Pharma Tracker,1,1,0,1
4567,1/31/2022,289402699793,Pharma Tracker,SO598977Pharma Tracker,1,1,0,1
4567,1/31/2022,289402699793,Phone Tracker,SO598977Phone Tracker,1,1,0,1
4599,1/31/2022,289309310597,Pharma Tracker,SO598978Pharma Tracker,1,1,0,1
4639,1/31/2022,289307172358,Pharma Tracker,SO598980Pharma Tracker,1,1,0,1
4747,1/31/2022,289310798372,Pharma Tracker,SO598981Pharma Tracker,1,1,0,1
5003,1/31/2022,289307291985,Pharma Tracker,SO598983Pharma Tracker,1,1,0,1
5033,1/31/2022,289407397419,Pharma Tracker,SO598984Pharma Tracker,1,1,0,1
5033,1/31/2022,289407397419,Phone Tracker,SO598984Phone Tracker,1,1,0,1
5049,1/31/2022,289403164324,Pharma Tracker,SO598986Pharma Tracker,1,1,0,1
5049,1/31/2022,289403164324,Phone Tracker,SO598986Phone Tracker,1,1,0,1
5051,1/31/2022,289400034628,Pharma Tracker,SO598987Pharma Tracker,1,1,0,1
5051,1/31/2022,289400034628,Phone Tracker,SO598987Phone Tracker,1,1,0,1
5099,1/31/2022,289403326318,Pharma Tracker,SO598989Pharma Tracker,1,1,0,1
5099,1/31/2022,289403326318,Phone Tracker,SO598989Phone Tracker,1,1,0,1
5123,1/31/2022,289309069914,Pharma Tracker,SO598990Pharma Tracker,1,1,0,1
5137,1/31/2022,289409114306,Pharma Tracker,SO598992Pharma Tracker,1,1,0,1
5137,1/31/2022,289409114306,Phone Tracker,SO598992Phone Tracker,1,1,0,1
5232,1/31/2022,289407518354,Phone Tracker,SO598993Phone Tracker,1,1,0,1
5334,1/31/2022,289401012490,Phone Tracker,SO598994Phone Tracker,1,1,0,1
5341,1/31/2022,289314396010,Pharma Tracker,SO598995Pharma Tracker,1,1,0,1
5370,1/31/2022,289409737082,Pharma Tracker,SO598997Pharma Tracker,1,1,0,1
5370,1/31/2022,289409737082,Phone Tracker,SO598997Phone Tracker,1,1,0,1
5458,1/31/2022,289409225361,Pharma Tracker,SO598998Pharma Tracker,1,1,0,1
5458,1/31/2022,289409225361,Phone Tracker,SO598998Phone Tracker,1,1,0,1
5676,1/31/2022,289318908500,Pharma Tracker,SO599000Pharma Tracker,1,1,0,1
5828,1/31/2022,289399041221,Pharma Tracker,SO599001Pharma Tracker,1,1,0,1
5957,1/31/2022,289401109085,Phone Tracker,SO599002Phone Tracker,1,1,0,1
6178,1/31/2022,289308473819,Pharma Tracker,SO599004Pharma Tracker,1,1,0,1
1878,1/31/2022,289400715595,Pharma Tracker,SO599884Pharma Tracker,1,1,0,1
1878,1/31/2022,289400715595,Phone Tracker,SO599884Phone Tracker,1,1,0,1
1900,1/31/2022,289402019230,Pharma Tracker,SO599886Pharma Tracker,1,1,0,1
1900,1/31/2022,289402019230,Phone Tracker,SO599886Phone Tracker,1,1,0,1
1902,1/31/2022,289405592659,Phone Tracker,SO599887Phone Tracker,1,1,0,1
1905,1/31/2022,289407008967,Pharma Tracker,SO599889Pharma Tracker,1,1,0,1
1905,1/31/2022,289407008967,Phone Tracker,SO599889Phone Tracker,1,1,0,1
2485,1/31/2022,289400883400,Pharma Tracker,SO599890Pharma Tracker,1,1,0,1
2485,1/31/2022,289400883400,Phone Tracker,SO599890Phone Tracker,1,1,0,1
2508,1/31/2022,289407112377,Pharma Tracker,SO599891Pharma Tracker,1,1,0,1
2508,1/31/2022,289407112377,Phone Tracker,SO599891Phone Tracker,1,1,0,1
2780,1/31/2022,289411321656,Pharma Tracker,SO599892Pharma Tracker,1,1,0,1
2780,1/31/2022,289411321656,Phone Tracker,SO599892Phone Tracker,1,1,0,1
2781,1/31/2022,289308601388,Pharma Tracker,SO599894Pharma Tracker,1,1,0,1
2782,1/31/2022,289411448541,Pharma Tracker,SO599896Pharma Tracker,1,1,0,1
2782,1/31/2022,289411448541,Phone Tracker,SO599896Phone Tracker,1,1,0,1
2831,1/31/2022,289401214032,Phone Tracker,SO599897Phone Tracker,1,1,0,1
2861,1/31/2022,289315624690,Pharma Tracker,SO599899Pharma Tracker,1,1,0,1
2862,1/31/2022,289412663006,Pharma Tracker,SO599900Pharma Tracker,1,1,0,1
2862,1/31/2022,289412663006,Phone Tracker,SO599900Phone Tracker,1,1,0,1
3093,1/31/2022,289408466923,Pharma Tracker,SO599902Pharma Tracker,1,1,0,1
3093,1/31/2022,289408466923,Phone Tracker,SO599902Phone Tracker,1,1,0,1
3094,1/31/2022,289308718607,Pharma Tracker,SO599903Pharma Tracker,1,1,0,1
3472,1/31/2022,289409966588,Pharma Tracker,SO599905Pharma Tracker,1,1,0,1
3472,1/31/2022,289409966588,Phone Tracker,SO599905Phone Tracker,1,1,0,1
3511,1/31/2022,289412862597,Pharma Tracker,SO599906Pharma Tracker,1,1,0,1
3511,1/31/2022,289412862597,Phone Tracker,SO599906Phone Tracker,1,1,0,1
3739,1/31/2022,289409312114,Pharma Tracker,SO599908Pharma Tracker,1,1,0,1
3739,1/31/2022,289409312114,Phone Tracker,SO599908Phone Tracker,1,1,0,1
3897,1/31/2022,289410250388,Pharma Tracker,SO599909Pharma Tracker,1,1,0,1
3897,1/31/2022,289410250388,Phone Tracker,SO599909Phone Tracker,1,1,0,1
4180,1/31/2022,289307510567,Pharma Tracker,SO599910Pharma Tracker,1,1,0,1
4249,1/31/2022,289409499450,Pharma Tracker,SO599912Pharma Tracker,1,1,0,1
4249,1/31/2022,289409499450,Phone Tracker,SO599912Phone Tracker,1,1,0,1
4395,1/31/2022,289408952655,Pharma Tracker,SO599913Pharma Tracker,1,1,0,1
4395,1/31/2022,289408952655,Phone Tracker,SO599913Phone Tracker,1,1,0,1
5494,1/31/2022,289412384392,Pharma Tracker,SO599915Pharma Tracker,1,1,0,1
5494,1/31/2022,289412384392,Phone Tracker,SO599915Phone Tracker,1,1,0,1
5841,1/31/2022,289409069961,Pharma Tracker,SO599916Pharma Tracker,1,1,0,1
5841,1/31/2022,289409069961,Phone Tracker,SO599916Phone Tracker,1,1,0,1
5869,1/31/2022,289432737080,Pharma Tracker,SO599918Pharma Tracker,1,1,0,1
5869,1/31/2022,289432737080,Phone Tracker,SO599918Phone Tracker,1,1,0,1
1872,1/31/2022,289416772086,Pharma Tracker,SO601403Pharma Tracker,1,1,0,1
1872,1/31/2022,289416772086,Phone Tracker,SO601403Phone Tracker,1,1,0,1
1901,1/31/2022,289316675609,Pharma Tracker,SO601405Pharma Tracker,1,1,0,1
1956,1/31/2022,289455960155,Phone Tracker,SO601406Phone Tracker,1,1,0,1
2084,1/31/2022,289432792500,Pharma Tracker,SO601408Pharma Tracker,1,1,0,1
2084,1/31/2022,289432792500,Phone Tracker,SO601408Phone Tracker,1,1,0,1
2147,1/31/2022,289319325638,Pharma Tracker,SO601409Pharma Tracker,1,1,0,1
2259,1/31/2022,289432839796,Pharma Tracker,SO601411Pharma Tracker,1,1,0,1
2259,1/31/2022,289432839796,Phone Tracker,SO601411Phone Tracker,1,1,0,1
2455,1/31/2022,289433199413,Pharma Tracker,SO601412Pharma Tracker,1,1,0,1
2455,1/31/2022,289433199413,Phone Tracker,SO601412Phone Tracker,1,1,0,1
2607,1/31/2022,289413723505,Pharma Tracker,SO601414Pharma Tracker,1,1,0,1
2607,1/31/2022,289413723505,Phone Tracker,SO601414Phone Tracker,1,1,0,1
2608,1/31/2022,289316810170,Pharma Tracker,SO601415Pharma Tracker,1,1,0,1
2923,1/31/2022,289416261177,Pharma Tracker,SO601416Pharma Tracker,1,1,0,1
2923,1/31/2022,289416261177,Phone Tracker,SO601416Phone Tracker,1,1,0,1
3259,1/31/2022,289313509981,Pharma Tracker,SO601418Pharma Tracker,1,1,0,1
4247,1/31/2022,289313653156,Pharma Tracker,SO601419Pharma Tracker,1,1,0,1
4412,1/31/2022,289433063740,Pharma Tracker,SO601420Pharma Tracker,1,1,0,1
4412,1/31/2022,289433063740,Phone Tracker,SO601420Phone Tracker,1,1,0,1
7199,1/31/2022,289413892037,Pharma Tracker,SO601422Pharma Tracker,1,1,0,1
7199,1/31/2022,289413892037,Phone Tracker,SO601422Phone Tracker,1,1,0,1
1534,1/31/2022,289409708535,Phone Tracker,SO601694Phone Tracker,1,1,0,1
1545,1/31/2022,289412514760,Phone Tracker,SO601695Phone Tracker,1,1,0,1
1565,1/31/2022,289411647470,Phone Tracker,SO601697Phone Tracker,1,1,0,1
1636,1/31/2022,COMPLETED VIA GNFR REQUEST,Phone Tracker,SO601698Phone Tracker,1,1,1,0
1695,1/31/2022,289408854644,Phone Tracker,SO601700Phone Tracker,1,1,0,1
2033,1/31/2022,289408651098,Phone Tracker,SO601701Phone Tracker,1,1,0,1
3648,1/31/2022,289412148528,Phone Tracker,SO601703Phone Tracker,1,1,0,1
4352,1/31/2022,289411760919,Phone Tracker,SO601704Phone Tracker,1,1,0,1
5806,1/31/2022,289408754218,Phone Tracker,SO601706Phone Tracker,1,1,0,1
1500,1/31/2022,289416380944,Pharma Tracker,SO602972Pharma Tracker,1,1,0,1
1500,1/31/2022,289416380944,Phone Tracker,SO602972Phone Tracker,1,1,0,1
1520,1/31/2022,289414389743,Pharma Tracker,SO602974Pharma Tracker,1,1,0,1
1520,1/31/2022,289414389743,Phone Tracker,SO602974Phone Tracker,1,1,0,1
1538,1/31/2022,289416593700,Pharma Tracker,SO602976Pharma Tracker,1,1,0,1
1538,1/31/2022,289416593700,Phone Tracker,SO602976Phone Tracker,1,1,0,1
1543,1/31/2022,289471135505,Pharma Tracker,SO602977Pharma Tracker,1,1,0,1
1543,1/31/2022,289471135505,Phone Tracker,SO602977Phone Tracker,1,1,0,1
1604,1/31/2022,289412262524,Phone Tracker,SO602979Phone Tracker,1,1,0,1
2443,1/31/2022,289433393340,Pharma Tracker,SO602980Pharma Tracker,1,1,0,1
2443,1/31/2022,289433393340,Phone Tracker,SO602980Phone Tracker,1,1,0,1
2990,1/31/2022,289433004443,Pharma Tracker,SO602982Pharma Tracker,1,1,0,1
2990,1/31/2022,289433004443,Phone Tracker,SO602982Phone Tracker,1,1,0,1
3237,1/31/2022,289411880291,Phone Tracker,SO602984Phone Tracker,1,1,0,1
3734,1/31/2022,289318455935,Pharma Tracker,SO602985Pharma Tracker,1,1,0,1
3853,1/31/2022,289416255436,Pharma Tracker,SO602987Pharma Tracker,1,1,0,1
3872,1/31/2022,289414551539,Pharma Tracker,SO602988Pharma Tracker,1,1,0,1
3872,1/31/2022,289414551539,Phone Tracker,SO602988Phone Tracker,1,1,0,1
4865,1/31/2022,289432551104,Pharma Tracker,SO602990Pharma Tracker,1,1,0,1
4865,1/31/2022,289432551104,Phone Tracker,SO602990Phone Tracker,1,1,0,1
35,2/1/2022,289415212974,Pharma Tracker,SO600280Pharma Tracker,1,1,0,1
39,2/1/2022,289415553825,Pharma Tracker,SO600282Pharma Tracker,1,1,0,1
39,2/1/2022,289415553825,Phone Tracker,SO600282Phone Tracker,1,1,0,1
42,2/1/2022,289414908952,Pharma Tracker,SO600283Pharma Tracker,1,1,0,1
43,2/1/2022,289415802329,Pharma Tracker,SO600284Pharma Tracker,1,1,0,1
43,2/1/2022,289415802329,Phone Tracker,SO600284Phone Tracker,1,1,0,1
72,2/1/2022,289413601438,Pharma Tracker,SO600286Pharma Tracker,1,1,0,1
72,2/1/2022,289413601438,Phone Tracker,SO600286Phone Tracker,1,1,0,1
111,2/1/2022,289414708660,Pharma Tracker,SO600287Pharma Tracker,1,1,0,1
186,2/1/2022,289348158891,Pharma Tracker,SO600288Pharma Tracker,1,1,0,1
242,2/1/2022,289348398960,Pharma Tracker,SO600290Pharma Tracker,1,1,0,1
341,2/1/2022,289349206621,Pharma Tracker,SO600291Pharma Tracker,1,1,0,1
342,2/1/2022,289416055842,Pharma Tracker,SO600293Pharma Tracker,1,1,0,1
342,2/1/2022,289416055842,Phone Tracker,SO600293Phone Tracker,1,1,0,1
346,2/1/2022,289432888717,Pharma Tracker,SO600294Pharma Tracker,1,1,0,1
346,2/1/2022,289432888717,Phone Tracker,SO600294Phone Tracker,1,1,0,1
368,2/1/2022,289347759177,Pharma Tracker,SO600296Pharma Tracker,1,1,0,1
369,2/1/2022,289415043990,Pharma Tracker,SO600297Pharma Tracker,1,1,0,1
369,2/1/2022,289415043990,Phone Tracker,SO600297Phone Tracker,2,2,0,2
370,2/1/2022,289348749140,Pharma Tracker,SO600298Pharma Tracker,1,1,0,1
378,2/1/2022,289347805879,Pharma Tracker,SO600300Pharma Tracker,1,1,0,1
382,2/1/2022,289433294572,Pharma Tracker,SO600301Pharma Tracker,1,1,0,1
382,2/1/2022,289433294572,Phone Tracker,SO600301Phone Tracker,1,1,0,1
419,2/1/2022,289347359831,Pharma Tracker,SO600302Pharma Tracker,1,1,0,1
484,2/1/2022,289432015525,Pharma Tracker,SO600304Pharma Tracker,1,1,0,1
484,2/1/2022,289432015525,Phone Tracker,SO600304Phone Tracker,1,1,0,1
486,2/1/2022,289416936197,Pharma Tracker,SO600305Pharma Tracker,1,1,0,1
486,2/1/2022,289416936197,Phone Tracker,SO600305Phone Tracker,1,1,0,1
557,2/1/2022,289414729120,Pharma Tracker,SO600307Pharma Tracker,1,1,0,1
557,2/1/2022,289414729120,Phone Tracker,SO600307Phone Tracker,1,1,0,1
558,2/1/2022,289409824979,Phone Tracker,SO600308Phone Tracker,1,1,0,1
577,2/1/2022,289410363690,Phone Tracker,SO600310Phone Tracker,1,1,0,1
592,2/1/2022,289415891423,Pharma Tracker,SO600312Pharma Tracker,1,1,0,1
592,2/1/2022,289415891423,Phone Tracker,SO600312Phone Tracker,1,1,0,1
652,2/1/2022,289417048001,Pharma Tracker,SO600313Pharma Tracker,1,1,0,1
652,2/1/2022,289417048001,Phone Tracker,SO600313Phone Tracker,1,1,0,1
664,2/1/2022,289416048509,Pharma Tracker,SO600315Pharma Tracker,1,1,0,1
664,2/1/2022,289416048509,Phone Tracker,SO600315Phone Tracker,1,1,0,1
770,2/1/2022,289409202154,Phone Tracker,SO600316Phone Tracker,1,1,0,1
794,2/1/2022,289416383108,Pharma Tracker,SO600318Pharma Tracker,1,1,0,1
794,2/1/2022,289416383108,Phone Tracker,SO600318Phone Tracker,1,1,0,1
799,2/1/2022,289432611581,Pharma Tracker,SO600319Pharma Tracker,1,1,0,1
799,2/1/2022,289432611581,Phone Tracker,SO600319Phone Tracker,1,1,0,1
978,2/1/2022,289431915166,Pharma Tracker,SO600321Pharma Tracker,1,1,0,1
978,2/1/2022,289431915166,Phone Tracker,SO600321Phone Tracker,1,1,0,1
993,2/1/2022,289415057389,Pharma Tracker,SO600323Pharma Tracker,1,1,0,1
993,2/1/2022,289415057389,Phone Tracker,SO600323Phone Tracker,1,1,0,1
998,2/1/2022,289347666018,Pharma Tracker,SO600324Pharma Tracker,1,1,0,1
1054,2/1/2022,289411480934,Pharma Tracker,SO600326Pharma Tracker,1,1,0,1
1054,2/1/2022,289411480934,Phone Tracker,SO600326Phone Tracker,1,1,0,1
1099,2/1/2022,289416470935,Pharma Tracker,SO600327Pharma Tracker,1,1,0,1
1099,2/1/2022,289416470935,Phone Tracker,SO600327Phone Tracker,1,1,0,1
