STORE_NBR,Item Number,UPC,DEPT,Desc,Retail_Price,Supplier Nbr,Supplier Name,OH Qty
573,7000000,3626930,38,HIPPA LEAFLET,8.57,12266,IMPORT-AURA INTERNATIONAL MANU,1
573,7000003,317033366180,40,CARPROVET 100,6.52,59635,MWI VETERINARY SUPPLY CO,
573,7000001,814836015730,74,BEST OFFICE TRASHCAN,55.99,413356,WALMART.COM,
573,7000009,1502590,99,3OZ BERRY OVAL,182.28,122663,MCKESSON,
573,7000014,1502620,99,6OZ BERRY OVAL,128.48,122663,MCKESSON,
96,7000003,70200999609,92,NOODLES,1.62,95828,T.MARZETTI COMPANY,
96,7000005,1502610,38,BERRY OVL 4OZ,0.02,122663,MCKESSON,
96,7000000,3626930,38,HIPP PAPER,0.02,122663,MCKESSON,1
96,7000004,1502620,38,BERRY OVL 6OZ,0.02,122663,MCKESSON,1
96,7000009,1502630,99,BERRY OVL AMB 8OZ,0.02,122663,MCKESSON,
4611,7000017,818423010450,9,M ADIDAS SINGLET,39.95,413356,WALMART.COM,
4611,7000062,728683287370,24,LOLANTA B 2PC SUIT,39.99,413356,WALMART.COM,
4611,7000079,644097107060,25,HOBIBEAR RUN SHOES,33.56,413356,WALMART.COM,
4611,7000013,634303869030,25,ECETANA MEN 41 SHOE,23.99,413356,WALMART.COM,
4611,7000027,753208611260,25,BOCCA SANDAL,17.99,413356,WALMART.COM,
4611,7000014,634303869020,25,ECETANA MEN 40 SHOE,17.79,413356,WALMART.COM,
4611,7000058,6889572494080,29,PS W 4PC SPRTBRAS,20.99,413356,WALMART.COM,
4611,7000064,796391584200,31,CYRICO 2PK ADULT RN,10.99,413356,WALMART.COM,
4611,7000060,7879969894400,32,EJ S925 SLVR EARRING,12.99,413356,WALMART.COM,
4611,7000029,1962253292140,33,PINK PLATINUM,24.98,413356,WALMART.COM,
4611,7000030,196225439160,33,PINK PLATINUM,24.98,413356,WALMART.COM,
4611,7000018,469165911160,34,ETTELLUT COTTON BIKE,10.99,413356,WALMART.COM,
4611,7000021,461782580450,34,W SHACKET BRWN,18.00,413356,WALMART.COM,
4611,7000022,33660865690,34,OLYVENN WOMENS,11.98,413356,WALMART.COM,
4611,7000025,784853984640,34,FANTASLOOK PLTD BLOU,16.00,413356,WALMART.COM,
4611,7000026,731996310080,34,FANTASLOOK SQR PLT T,13.99,413356,WALMART.COM,
4611,7000010,7873891018480,34,PPYOUNG WOMEN,12.99,413356,WALMART.COM,
4611,7000009,707906872880,34,PPYOUNG DRESS,13.99,413356,WALMART.COM,
4611,7000031,6241236620670,34,SOMER WOMEN,18.99,413356,WALMART.COM,
4611,7000032,6942110405110,34,EVALESS WOMEN,17.99,413356,WALMART.COM,
4611,7000035,6966168021570,34,HILOR W MD 1 PIECE,35.99,413356,WALMART.COM,
4611,7000039,736961484740,34,CHICLILY PANTS,18.49,413356,WALMART.COM,-1
4611,7000007,6942339866610,34,EYTINO,28.99,413356,WALMART.COM,
4611,7000001,693226765040,34,FIRPEARL WOMEN,32.99,413356,WALMART.COM,
4611,7000078,742803676400,34,ROSVIGOR 1/2ZIP FLEE,26.99,413356,WALMART.COM,
4611,7000077,932267661130,34,FIRPEARL BLK 1PC RUC,23.99,413356,WALMART.COM,
4611,7000049,6935041702210,34,SUMMER MAE SWIM,29.99,413356,WALMART.COM,
4611,7000050,6935041702320,34,SUMMER MAE SWIM,29.99,413356,WALMART.COM,
4611,7000053,784853988600,34,FANTASLOOK JUMPSUIT,13.59,413356,WALMART.COM,
4611,7000054,4622232406470,34,RELLECIGA,15.79,413356,WALMART.COM,
4611,7000073,701948664180,34,RELLECIGA HW SWIM SH,15.39,413356,WALMART.COM,
4611,7000072,942339867080,34,EYTINO XL TANKINI BL,28.99,413356,WALMART.COM,
4611,7000071,707906871340,34,PPYOUNG CASUAL M DRS,12.99,413356,WALMART.COM,
4611,7000061,1133660865690,34,OLYVENN W BLK DRESS,11.98,413356,WALMART.COM,
4611,7000065,791191869600,34,LOPSIE VNECK 1PC SWI,19.98,413356,WALMART.COM,
4611,7000066,7170231128170,34,JWD PNK TANKSHORT,13.99,413356,WALMART.COM,
4611,7000067,850002881200,34,COLORS IMDE SHIRT,22.57,413356,WALMART.COM,
4611,7000068,700594376730,34,EVALESS M BTTN V BLO,18.99,413356,WALMART.COM,
4611,7000069,190140086670,49,RUGGED BLUE 07-130 G,12.00,413356,WALMART.COM,0
4611,7000042,7319963133090,69,MOSHU SUMMER,13.99,413356,WALMART.COM,
4611,7000040,6343038831610,69,COVERUP,19.00,413356,WALMART.COM,
4611,7000043,85004885060,69,SLIPPERS,12.00,413356,WALMART.COM,
4611,7000044,6343038831540,69,COVERUP,19.00,413356,WALMART.COM,
4611,7000047,6313841627270,69,WOMENS TEE,13.79,413356,WALMART.COM,
4611,7000046,6313841707770,69,ADIBOSY,13.79,413356,WALMART.COM,
4611,7000045,6343038709560,69,COVERUP,19.00,413356,WALMART.COM,
4611,7000019,13244452700,23,DD 1 PAIR CREW,5.00,413356,WALMART.COM,0
4611,7000056,8100779844370,25,CLAEV WTR SHOES,10.00,413356,WALMART.COM,
4611,7000011,1784853981910,34,MOSHU ATHL TANK,10.00,413356,WALMART.COM,
4611,7000003,78485398190,69,ALTHETIC TOP,10.00,413356,WALMART.COM,
4611,7000012,3420240,34,BLU 1PC SWIM SKIRT C,15.00,413356,WALMART.COM,-1
4611,7000000,7288724888620,69,COVER UP,15.00,413356,WALMART.COM,
4611,7000063,12497568030,34,YNIQUE SUMMER RUFFLE,20.00,413356,WALMART.COM,
4611,7000015,768645274920,34,MENGPIPI BLK SS MAXI,20.00,413356,WALMART.COM,
4611,7000033,19661181270,34,W L BLK 1PC SWIM,25.00,413356,WALMART.COM,
4611,7000074,784853987950,34,FANTASLOOK BLK JMPST,25.00,413356,WALMART.COM,
4611,7000004,7848539811420,34,ROSVIGOR WOMEN,16.99,413356,WALMART.COM,
4611,7000055,7288727638530,34,UVN SUMMER,16.99,413356,WALMART.COM,
4611,7000076,782773383180,34,ROSVIGOR YLW SHORT,16.99,413356,WALMART.COM,
4611,7000075,7848539848150,34,FANTASLOOK 2X BLU BL,16.99,413356,WALMART.COM,
4611,7000057,7019486642160,34,RELLECIGA WOMENS,16.99,413356,WALMART.COM,
4611,7000070,728872763860,34,UVN M YLW BLOUSE,16.99,413356,WALMART.COM,
4611,7000008,5012342013980,34,STAR PRINT CREW,19.99,413356,WALMART.COM,
4611,7000048,717023113140,34,JWD WOMENS 2 PIECE,19.99,413356,WALMART.COM,
4611,7000051,616943476280,34,NELEUS LEGGINGS,19.99,413356,WALMART.COM,
4611,7000041,197167003540,23,M DSNY LION K SUN,14.99,413356,WALMART.COM,-1
4611,7000028,7096882461500,34,ROSVIGOR BLOUSE,14.99,413356,WALMART.COM,
4611,7000034,1709688246150,34,ROSVIGOR BLU BLOUSE,14.99,413356,WALMART.COM,
4611,7000005,726810540580,34,FANTASLOOK BLOUSE,14.99,413356,WALMART.COM,-1
4611,7000052,775869354670,34,JUNEFISH EYELET TOP,14.99,413356,WALMART.COM,
4611,7000059,784853981570,34,ROSVIGOR BLU BLOUSE,14.99,413356,WALMART.COM,
760,7000000,780000823190,95,DR PEPPER 12OZ 8,5.98,582429,PEPSI COLA BOTTLING,
1601,7000026,810057560870,10,RING HOLDEE,1.00,610761,STRAUSS BRANDS LLC,0
1601,7000002,1125210,38,RXZ,1.00,12263,ROMA PACK SA,1
5483,7000005,75717384070,3,SCISSORS,12.99,413356,WALMART.COM,
5483,7000001,7021634204890,6,CAMERA,76.97,413356,WALMART.COM,1
5483,7000000,70216342040,6,DIGITAL CAMERA,35.00,413356,WALMART.COM,
5483,7000003,461806533640,25,SHOES,48.90,413356,WALMART.COM,-1
5483,7000007,38257709260,29,SOCKD,9.99,413356,WALMART.COM,
5483,7000004,805978419030,32,RING,109.00,413356,WALMART.COM,
5483,7000002,8568600083620,74,MIRROR,146.99,413356,WALMART.COM,1
5483,7000006,638310917350,79,BABY,9.99,413356,WALMART.COM,
352,7000005,9400110,46,OPI NATURAL NAIL BAS,6.98,413356,WALMART.COM,
352,7000001,88753000040,74,MIND READER,37.99,222474,WAL-MART,
352,7000002,26200254670,82,MONSTER TWIN PACK SL,3.50,183020,FRITO-LAY INC,-7
1991,7000002,6682861310,34,DRESS,19.98,163314,WAL MART STORES INC,
913,7000002,93573598280,19,CJ SMART VINYL,6.97,163314,WAL MART STORES INC,
913,7000007,6959915420860,74,PRL TRAVEL,30.00,163314,WAL MART STORES INC,
913,7000004,1502640,99,12OZ VIAL,108.28,122663,MCKESSON,
1366,7000006,191329225770,5,FAST 10MV,11.00,222474,WAL-MART,
1366,7000010,39363342660,19,PATCH,3.47,413356,WALMART.COM,0
1366,7000007,1502650,38,BERRY OVAL,15.53,655563,MCKESSON,
1366,7000000,45888472080,3,PENS,5.00,222474,WAL-MART,
1453,7000000,2814530,99,BERRY OVAL 2OZ,235.28,122663,MCKESSON,
3497,7000001,44000040600,82,BELVITA ORANGE CRANB,1.68,227991,NABC INC,
1848,7000018,816516017440,4,HIGH DENSITY TRASH B,2.98,163314,WAL MART STORES INC,
1848,7000021,868336000370,7,3D POLICE CAR CITY,14.00,163314,WAL MART STORES INC,
1848,7000028,7846645160,9,BINOCULARS,116.00,222474,WAL-MART,1
1848,7000025,7627151783500,14,WAKE UP LAMP,9.98,163314,WAL MART STORES INC,0
1848,7000017,196852792990,14,POD HOLDER,29.99,163314,WAL MART STORES INC,
1848,7000023,76271517830,17,WAKE UP LIGHT A200,19.98,163314,WAL MART STORES INC,0
1848,7000030,9339130326910,17,MIRROR,129.99,413356,WALMART.COM,1
1848,7000029,194644114230,72,ANKER SPACE Q45,149.00,163314,WAL MART STORES INC,1
1848,7000022,6974827492600,74,LENCENT TRAVEL ADAPT,18.00,163314,WAL MART STORES INC,0
1848,7000014,741839120030,94,ORG PINK LADY,3.78,163314,WAL MART STORES INC,-6
1848,7000016,11236926980,14,2PK GLASS CUPS,3.00,163314,WAL MART STORES INC,
1848,7000012,697444285260,34,MOSHU,3.00,163314,WAL MART STORES INC,
1848,7000005,7170231130500,34,JWD,3.00,163314,WAL MART STORES INC,
1848,7000003,74529679280,34,SHIRT,3.00,163314,WAL MART STORES INC,
1848,7000013,7585449940560,34,ALLEGRA,3.00,163314,WAL MART STORES INC,
1848,7000001,63138417280,34,6.31E+11,5.00,163314,WAL MART STORES INC,
1848,7000004,7497825426110,34,ASKLAZY,5.00,222474,WAL-MART,
1848,7000002,771077823770,9,HITAUING,10.00,413356,WALMART.COM,
1848,7000027,840231411290,16,REVERSIBLE OUTDOOR R,10.00,413356,WALMART.COM,0
1848,7000026,820103739090,14,COOKTOP,15.00,413356,WALMART.COM,0
1848,7000000,3626930,99,HIPPA LEAFTFLET,58.68,122663,MCKESSON,
1848,7000024,8903254140230,14,BUTTER BOX,4.98,163314,WAL MART STORES INC,
1848,7000020,7104124055210,19,MOCOOSY FLOWERS,4.98,163314,WAL MART STORES INC,
1553,7000001,616960472810,87,SIM KIT,1.00,786702,VERIZON WIRELESS,1
1553,7000003,1502610,38,BERRY OVAL AMB 4OX,188.92,122663,MCKESSON,3
1553,7001495,722950298630,31,TWO LEFT FEET,4.97,542654,WAL-MART IMPORT,8
5485,7000002,2730220,38,72205001390,758.46,122663,MCKESSON,
891,7000001,71537303780,95,POLAR S,3.68,463463,7UP/RC BOTTLING OF LOS ANGELES,-1
5276,7000000,798056231110,17,UNIKOME OUTDOOR,66.99,240585,UNILEVER US INC,
1814,7000001,3626930,38,CAPS,1.00,122663,MCKESSON,6
2816,7000007,80313014240,16,GRANITESTONE PIEZANO,123.00,112557,HYPERMART,
2816,7000009,192410257060,25,HOKA,118.89,112557,HYPERMART,
2816,7000010,73862707000,72,WOHOME SPEAKER,40.00,50016,HYPERMART,
2816,7000008,410461766390,79,SEVENLADY PORTABLE P,20.99,112557,HYPERMART,1
2238,7000004,1960830,99,BAG ZIPLOCK 4X6,23.14,122663,MCKESSON,
2354,7000024,11673313840,6,DIGITAL FRAME,49.98,413356,WALMART.COM,
2354,7000018,747966646920,7,BUBBLE FROG,13.98,413356,WALMART.COM,
2354,7000021,821808585110,9,POOL FILTER,54.99,413356,WALMART.COM,
2354,7000023,9797164500560,9,WAGON,97.76,413356,WALMART.COM,
2354,7000025,990876143010,10,PRIMEWELL 2256517,77.58,527254,GOODYEAR TIRE & RUBBER CO,
2354,7000019,611419537290,14,JUICER,62.99,413356,WALMART.COM,
2354,7000026,678628932060,24,DRESS,17.95,413356,WALMART.COM,
2354,7000000,686692848430,32,NECKLACE,539.00,413356,WALMART.COM,
2354,7000001,686692848440,32,NECKLACE,465.00,413356,WALMART.COM,
2354,7000022,160741054510,71,TV STAND,89.99,413356,WALMART.COM,
2354,7000010,814836015650,79,STROLLER,74.99,413356,WALMART.COM,
2354,7000020,810070842990,79,GATE,36.99,413356,WALMART.COM,2
2613,7000005,1502640,99,CS BERRY 12OZ,108.28,122663,MCKESSON,
2613,7000008,1502620,99,CS BERRY 6OZ,128.48,122663,MCKESSON,
2613,7000006,1502630,99,CS BERRY 8OZ,134.62,122663,MCKESSON,
2613,7000007,1502650,99,CS BERRY 16OZ,91.52,122663,MCKESSON,
3445,7000006,1502620,99,BERRY OVAL AMB 6OZ,128.48,122663,MCKESSON,
5309,7000011,194751451140,41,CI YTH FACE COVER,9.00,212461,SPORTS PRODUCTS LLC,0
5309,7000010,196191683730,23,OHIO STATE WOMENS SH,5.00,819748,SIDELINE SNEAKERS INC,-1
5309,7000000,1502630,99,BERY OVAL 8 OZ,134.62,122663,MCKESSON,
5411,7000003,462955203810,32,DIAMOND BLUE,35.00,413356,WALMART.COM,
5411,7000002,4064666034510,46,NICENEASY 3RV DKBURG,8.96,620286,COTY P R INC,3
2817,7000001,84019160756,79,RASCALS 120 WIPES,5.97,47447,RASHMAN CORPORATION,-1
2817,7000002,840437103320,94,LEMONS,3.92,413356,WALMART.COM,-21
2817,7000000,3626930,99,WM HIPPA LEAFLET,58.68,122663,MCKESSON,
1611,7000524,733538801590,7,PR FUN CENTER,425.00,422393,SEAL LIFE DISTRIBUTORS INC.,
1611,7000012,29408244850,34,ALFRED DUNNER,14.08,163314,WAL MART STORES INC,
1611,7000016,810076662440,67,DECORATING MELTS,2.00,431472,FANCY SPRINKLES,0
1611,7000014,4064666034510,2,NICE N EASY,3.00,413356,WALMART.COM,0
1611,7000001,77793487500,14,AIR FRYER LINERS,5.00,163314,WAL MART STORES INC,
1611,7000013,1502640,40,BERRY,1.00,68798,MCKESSON MEDICAL-SURGICAL INC.,0
1611,7000000,3626930,99,LEAFLET,58.68,68798,MCKESSON MEDICAL-SURGICAL INC.,
1611,7000019,8809971084160,24,WN BLACK SOOT SHORT,4.98,163314,WAL MART STORES INC,0
1611,7000027,8809971084060,24,WN REALLY ROYAL SHOR,4.98,163314,WAL MART STORES INC,0
1611,7000029,8809971083960,24,WN BRILLANT RED SHOR,4.98,163314,WAL MART STORES INC,0
1611,7000028,8809971083860,24,WN LIGHT GRAY HEATHE,4.98,163314,WAL MART STORES INC,0
2644,7000000,711645085040,69,SHIRT,13.98,413356,WALMART.COM,
2644,7000010,6940350516850,69,MINI WASHER,128.99,163314,WAL MART STORES INC,
2644,7000009,1555300290,69,MINI WASHER,128.99,413356,WALMART.COM,
2644,7000001,786936899940,5,MOVIE,5.00,542654,WAL-MART IMPORT,
2644,7000008,1502650,99,BERRY OVAL AMB 16OZ,91.52,122663,MCKESSON,
2036,7000145,845423003160,7,E300 ELECTRIC BLUE,249.00,662442,RAZOR USA LLC,
2036,7000000,74175424800,17,POOL FILTER,167.42,413356,WALMART.COM,
2036,7001071,7088847700,32,HEART NECK,79.00,413356,WALMART.COM,
2036,7001065,2100800050,32,TITRING,45.00,413356,WALMART.COM,
2036,7001066,7094167700,32,MIABELLA,69.00,413356,WALMART.COM,
2036,7000003,1502610,38,BERRY VIALS,35.02,68798,MCKESSON MEDICAL-SURGICAL INC.,1
2036,7000001,1502590,38,V,0.01,68798,MCKESSON MEDICAL-SURGICAL INC.,1
2036,7000002,1502630,38,BERRY VIALS,0.01,68798,MCKESSON MEDICAL-SURGICAL INC.,1
1895,7000000,2333140,40,KATE FARMS NS VAN 11,5.92,12266,IMPORT-AURA INTERNATIONAL MANU,1
1895,7000006,3748200,40,SIMPLY THICK,93.92,122663,MCKESSON,14
1895,7000008,740985275030,40,MELATONIN 10MG,10.16,122663,MCKESSON,1
1895,7001706,817707013110,72,EMATIC 7 HD TABLET,24.44,413356,WALMART.COM,0
552,7000000,20066331150,13,KRUD KUTTER,10.98,261826,RUST-OLEUM CORPORATION,6
552,7000053,855000202760,16,PINWHEEL,24.97,542654,WAL-MART IMPORT,0
552,7000004,9496010,46,OPI,2.00,419351,WALMART DISTRIBUTION CTR 7047,
552,7000005,7844300,95,DR. PEPPER ZERO,4.00,895508,SOUTHEAST-ATLANTIC CORP,0
552,7000001,50428259390,46,PONYTAIL HOLDERS,1.00,543703,WALMART DC 7084,-2
5379,7000170,32489220010,3,USA CAR MAGNET,8.97,542654,WAL-MART IMPORT,181
5379,7000010,2730220,38,FEXOFENADINE 180,34.38,122663,MCKESSON,2
5379,7000008,1812800,90,FRENCH BREAD ROLL,1.87,276134,FOOD SOURCE LP,
5379,7002337,32760,94,YAM BULK HM,1.72,112557,HYPERMART,0
5379,7000012,2513090,99,CENTOR CP CLRCL38,372.68,122663,MCKESSON,
5379,7000002,1502620,99,BERRY VIALS,25.04,122663,MCKESSON,
5379,7000009,1502610,99,BERRY 4OZ VIALS,188.92,122663,MCKESSON,
5379,7000007,1502640,99,BERRY 12OZ VIALS,108.28,122663,MCKESSON,
5379,7000006,1502630,99,BERRY 8OZ VIALS,134.62,122663,MCKESSON,
5379,7000004,3626930,99,WM HIPPA,58.68,122663,MCKESSON,
5379,7000005,1502650,99,BERRY OVAL 16 OZ AMB,91.52,122663,MCKESSON,
2209,7000003,6519049480,40,ORALYTE,4.00,122663,MCKESSON,
2209,7000002,740985275030,40,MELATONIN 10MG,4.00,122663,MCKESSON,
2209,7000001,3626930,99,HIPPA LEAFLET,58.68,122663,MCKESSON,
1937,7000000,797424008540,34,LARACE PLUS,10.00,413356,WALMART.COM,
2250,7000003,112910119030,93,HOT SOUSE,5.49,131063,LIPARI FOODS OPERATING CO LLC,63
2250,7000004,112910116510,93,HEAD CHEESE,5.49,131063,LIPARI FOODS OPERATING CO LLC,52
2250,7000002,309042533210,40,CALAMINE 8-8 LOT,4.00,655563,MCKESSON,
1139,7000022,309046727600,38,SUDOGEST 30,3.07,122663,MCKESSON,-1
1139,7000020,192286475650,69,DOUBLJU SHIRT,7.07,413356,WALMART.COM,
1139,7000021,68711724960,69,VEVOR PRESSURE WASHE,605.99,413356,WALMART.COM,
1139,7000001,758116402820,34,FLANNEL,5.00,413356,WALMART.COM,
1139,7000002,191657070790,41,KU SHIRT,5.00,413356,WALMART.COM,0
1139,7000000,638310961970,24,QUAD SEVEN SWIM TRUN,10.00,413356,WALMART.COM,
1139,7000018,1502590,38,3OZ VIALA,182.28,122663,MCKESSON,2
1139,7000019,772060689170,69,JWD PANTS,14.99,413356,WALMART.COM,
5185,7000003,687290002580,24,KANU SWIM,13.98,510545,SWISS AMERICAN INC,
5185,7000001,786935784950,34,AUTH GAL,19.98,721463,AUTHENTIC KNITTING BOARD LLC,
5185,7000005,786935784790,34,AUTH GAL NAVY,19.98,721463,AUTHENTIC KNITTING BOARD LLC,
5185,7000000,47469074050,40,MELATONIN,8.00,68798,MCKESSON MEDICAL-SURGICAL INC.,-1
5185,7000008,874896005730,94,MULTIPK BELL PEPPER,2.35,222474,WAL-MART,
5185,7000010,852121003040,94,SEEDLESS WATERMELON,9.48,419183,WALMART CORPORATE LEARNING CTR,-43
5185,7000004,96705011790,99,AMBEROVAL,0.02,122663,MCKESSON,
1504,7000000,662921006950,40,TRAVEL MEDICINE BOX,6.97,535774,RING INC,
1504,7000002,11169100010,40,THUMB LIQ .5OZ,5.46,122663,MCKESSON,0
1504,7000015,680660638980,72,TAB A8 CASE,19.18,222474,WAL-MART,
1504,7000004,617092501170,87,ATTCINGULARFLIP4,79.95,413356,WALMART.COM,
1504,7000014,1502620,99,6OZ LIQUID BOTTLE,25.00,122663,MCKESSON,
1504,7000003,810098593120,72,FM TV WALL MT,19.99,413356,WALMART.COM,
1504,7000001,811244037750,20,TOLIET PAPER HOLDER,14.97,42591,MARKETPLACE SELECTIONS,
5104,7000001,810041731790,72,WALL MOUNT,119.00,413356,WALMART.COM,-1
5104,7000000,3626930,99,HIPPA LEAFLE,2.11,122663,MCKESSON,
1595,7000024,887746552460,32,HALLMARK,24.00,862180,HALLMARK INDUSTRIES INC.,
1595,7000002,3626930,38,HIPPA,0.10,152611,"CORTES, MARIA",1
1595,7000001,1502640,38,LIQUID VIALS16OZ,0.10,152611,"CORTES, MARIA",1
1595,7000000,1502650,38,LIQUIF,0.10,152611,"CORTES, MARIA",1
1595,7000006,24054742100,24,MARVEL SET,10.00,413356,WALMART.COM,
1595,7000005,3264820,38,SENEXOM,0.01,152611,"CORTES, MARIA",
2175,7000011,76171173080,10,ROSE AIR FRESH,0.50,542654,WAL-MART IMPORT,-1
2175,7000005,796118210600,32,WATCH,10.98,542654,WAL-MART IMPORT,
2175,7000001,820824032020,94,ORGANIC BB,5.86,413356,WALMART.COM,-5
2175,7000010,399514510,9,WEAVER PONY BIT,5.00,542654,WAL-MART IMPORT,-1
2175,7000004,7334371812630,33,BLOUSE,5.00,542654,WAL-MART IMPORT,
88,7002110,40007000600,16,STRAW BALE,6.20,257694,"JIMCO SALES & MARKETING, LLC",0
80,7000001,194461057380,23,BOYS SHORT SM,16.92,730833,RUSSELL BRANDS LLC,
80,7000000,2524414559180,69,BRICK LIGHT,23.56,413356,WALMART.COM,
80,7000432,68888701670,72,SURGE PROTECTORS  P,65.88,9681,PETRA INDUSTRIES LLC,
253,7000009,33300042010,1,HEMPROLLPA,2.16,444284,SWISHER ACQUISITION INC,17
253,7000002,7445811958460,23,TTHENGIS,5.00,542654,WAL-MART IMPORT,-1
253,7000003,6722992972570,25,67229920757,5.00,242354,DISCOS Y CINTAS ORIGINALS SACV,-1
253,7000004,6052925936375,25,SHOESTEEM,5.00,542624,400FRIO SA,
253,7000014,968528140700,25,SANDLES,5.00,542654,WAL-MART IMPORT,
253,7000005,616943479320,34,NELEUS WOMEN,5.00,542654,WAL-MART IMPORT,
253,7000000,784853919130,34,TANK TOP,5.00,542654,WAL-MART IMPORT,
253,7000010,196203119950,34,AW FORE T,5.00,542654,WAL-MART IMPORT,-1
253,7000011,196203120030,34,AW CORE T,5.00,542654,WAL-MART IMPORT,-1
253,7000013,7228314818880,34,CROPPED CAPRI,5.00,542654,WAL-MART IMPORT,
253,7000006,4650344565420,34,TIME AND TRU,5.00,542654,WAL-MART IMPORT,
253,7000016,196099105980,34,LEVIS,5.00,542654,WAL-MART IMPORT,
253,7000007,7273692195070,34,SOMET,10.00,542654,WAL-MART IMPORT,
253,7000020,72299207250,25,SHOES,1.00,542654,WAL-MART IMPORT,
253,7000023,190631842760,34,PANTS,1.00,542624,400FRIO SA,
69,7001343,752113625020,7,BACKYARD DISCOVERY B,599.00,467258,LEISURE TIME PRODUCTS LLC,
69,7000000,6522740600,79,FER-IN-SOL,26.76,655563,MCKESSON,
69,7000002,3626930,38,HIPALEADPAPER,58.68,122663,MCKESSON,1
250,7000005,831742140,23,JERZEES SWEATPANTS,16.97,413356,WALMART.COM,
250,7000033,769498041540,82,SPARKLING ANML KEYCH,6.97,375621,"PUZZLED, INC",5
189,7000006,810019034760,3,CHECK BINDER,24.99,542654,WAL-MART IMPORT,0
189,7000004,6971004164600,10,TIRE26535ZR20,127.93,542654,WAL-MART IMPORT,
189,7000027,194163004200,23,YOUTH TEAM,16.84,163314,WAL MART STORES INC,-8
189,7000022,887414975760,23,TEAM SHIRT,11.00,163314,WAL MART STORES INC,0
189,7000016,193114278780,23,TRUMAN,16.09,163314,WAL MART STORES INC,0
189,7000014,194163011780,23,TRUMAN SHORTS,15.92,163314,WAL MART STORES INC,
189,7000008,197256222370,24,JOGGERS,36.98,542654,WAL-MART IMPORT,
189,7000010,825076267680,25,AEROSOLE BOOT,70.00,542654,WAL-MART IMPORT,
189,7000009,673729956320,32,PAVE DIAMOND ACCENT,49.00,413356,WALMART.COM,
189,7000012,193114997330,41,TEAM YOUTH,19.76,163314,WAL MART STORES INC,-1
189,7000011,193114997350,41,TRUMAN,19.76,163314,WAL MART STORES INC,
189,7000021,194163090430,41,TRUMAN SHIRT,19.76,163314,WAL MART STORES INC,
189,7000013,194163033820,41,TRUMAN YOUTH,13.96,163314,WAL MART STORES INC,-2
189,7000003,27200002390,82,CAPRI CIGARETTE INDI,12.13,719468,MCLANE COMPANY,0
189,7000028,9326420280,11,WHT RND TOILET SEAT,10.00,541164,TRE MILANO,-1
109,7000003,3616302977890,46,SH COLOR THERAPY,7.48,265483,HFC PRESTIGE INTERNATIONAL US,
491,7000029,39363349680,19,FLORAL PATCH,1.50,472506,SIMPLICITY CREATIVE CORP,
491,7000002,195187887600,33,700000,16.98,413356,WALMART.COM,1
491,7000001,37000859290,79,LUVS SIZE 3 92CNT,20.00,409003,PROCTER & GAMBLE,1
736,7000005,301937308500,38,CONTOURNXT 50,50.00,122663,MCKESSON,0
736,7000003,1502590,99,CS BERRY OVAL 3 OZ,0.02,122663,MCKESSON,
1518,7000000,3626930,99,HIPPA LEAFLET,58.68,122663,MCKESSON,
7290,7000001,603134544790,34,TOP,15.99,413356,WALMART.COM,
7290,7000005,70968823840,34,UVPLOVE 3/4,18.99,413356,WALMART.COM,
7290,7000014,7857311568500,34,UVPLOVE WOME,14.99,413356,WALMART.COM,
1275,7000009,2513090,99,CS CENTOR CP CLR CL3,372.68,122663,MCKESSON,
692,7000000,34707055260,72,MEMOREX DVD-R 50 PK,15.99,338368,MEMOREX PRODUCTS INC,0
719,7000002,7554949468070,23,LEATHER BELT,11.99,430868,AMAZON COM KYDC LLC,
719,7000000,196739371660,29,HANES BRALETTE,3.00,237503,HANESBRANDS INC,
719,7000008,468820860050,32,SZ 13 RING,25.00,413356,WALMART.COM,
1679,7000378,8806155942640,34,WS 3/4S V NECK 2FER,5.00,5597,IMPORT-SAE-A TRADING CO LTD,
1727,7000000,341776569800,7,MONSTER TRUCK,7.88,58259,WALMART INHOME,
1727,7000005,6923246003520,29,MELENECA FEM,21.59,222474,WAL-MART,-1
1727,7000010,5419363998280,34,WOMEN SWIM S,17.00,222474,WAL-MART,-1
1727,7000012,7319963102300,34,FANTASA LOOK,25.99,222474,WAL-MART,-1
1727,7000015,7938765156470,34,PPYOUNG WOMEN,19.99,222474,WAL-MART,-1
1727,7000014,6942040591540,34,SHEWIN SWIM,19.99,222474,WAL-MART,
1125,7000041,80776117790,11,WH 3SPRAY SHWR COMBO,24.97,485295,DELTA FAUCET COMPANY,
2215,7000044,889968090200,29,SCRUBS,19.97,11562,CHEROKEE DISTRIBUTING,2
2215,7000009,196062882780,33,BRIEF,9.96,441642,HANESBRANDS INC,
2215,7000006,888172671290,34,PANTS,14.98,413356,WALMART.COM,
2215,7000000,7492839008350,34,NAVY BLUE,5.08,412556,"SWEAT, JEREMY",
2215,7000004,6169434509270,35,SHORTS,9.96,222474,WAL-MART,-6
2215,7000034,810013903850,31,SHAPER BRA,5.00,413356,WALMART.COM,1
2215,7000032,744603541920,31,PINK BAG,5.00,413356,WALMART.COM,1
2215,7000042,784853983300,34,NAVY FLOWERS,5.00,413356,WALMART.COM,2
2215,7000028,742346425900,34,BLUE STRIPE,5.00,413356,WALMART.COM,1
2215,7000043,738508219400,34,GREEN PANTS,5.00,413356,WALMART.COM,1
