Store Number,Trade Date,Days,Item Status,Order ID,Appraisal ID,Make,Model,Gift Card Issue
1332,10/10/2024,298,Awaiting RMA Creation,5303313,164113982,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
1336,1/14/2025,202,Awaiting RMA Creation,5369831,165471263,Motorola,Moto G Play (2023) XT2271-5 - 32GB T-Mobile,$15.51
1336,6/12/2025,53,Awaiting RMA Creation,5468904,167620815,Unlisted,Unlisted Recycle,$0.00
1346,11/12/2024,265,Awaiting RMA Creation,5324373,164557690,Apple,iPhone 14 - 128GB Verizon,$161.98
1358,9/18/2024,320,Awaiting RMA Creation,5290553,163865714,Samsung,Galaxy S23 Ultra - 256GB Unlocked,$261.00
1358,12/1/2024,246,Awaiting RMA Creation,5338748,164848758,Motorola,Razr (2023) 128GB T-Mobile,$87.98
1358,1/9/2025,207,Awaiting RMA Creation,5366298,165417379,Apple,iPhone 13 - 128GB T-Mobile,$126.00
1358,1/27/2025,189,Awaiting RMA Creation,5381909,165644948,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
1358,8/3/2025,1,Awaiting RMA Creation,5489874,168216147,Apple,iPhone 16 128GB T-Mobile,$300.00
1360,11/6/2024,271,Awaiting RMA Creation,5321136,164463390,Apple,iPhone 12 - 64GB Unlocked,$72.29
1384,11/30/2024,247,Awaiting RMA Creation,5338573,164837221,Motorola,Moto G Stylus 5G (2023) 256GB Unlocked,$49.73
1406,11/3/2024,274,Awaiting RMA Creation,5318523,164408372,Apple,iPhone 11 - 64GB Other Carrier,$57.38
1406,11/3/2024,274,Awaiting RMA Creation,5318557,164409001,Apple,iPhone 11 Pro Max - 64GB Unlocked,$99.00
1422,6/26/2025,39,Awaiting RMA Creation,5474578,167791862,Samsung,Galaxy A15 5G 128GB Unlocked,$32.51
1422,7/28/2025,7,Awaiting RMA Creation,5487886,168139121,Apple,iPhone SE (3rd Gen) - 64GB Unlocked,$48.60
1422,7/28/2025,7,Awaiting RMA Creation,5487896,168139410,Apple,iPhone SE (3rd Gen) - 64GB Unlocked,$48.60
1423,8/20/2024,349,Awaiting RMA Creation,5273268,163481618,Apple,iPhone 14 Plus - 128GB Other Carrier,$196.56
1423,8/27/2024,342,Awaiting RMA Creation,5276720,163595563,Apple,iPhone 15 Plus 128GB AT&T,$356.20
1423,7/9/2025,26,Awaiting RMA Creation,5479370,167925753,Samsung,Galaxy Z Flip3 5G - 128GB Unlocked,$48.77
1431,2/1/2025,184,Awaiting RMA Creation,5387339,165706423,Motorola,Moto G Play (2023) XT2271-5 - 32GB Unlocked,$15.51
1431,3/31/2025,126,Awaiting RMA Creation,5431111,166644565,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
1431,4/1/2025,125,Awaiting RMA Creation,5431535,166657314,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
1446,7/26/2025,9,Awaiting RMA Creation,5486793,168117842,Apple,iPhone 15 Pro Max 256GB Verizon,$421.65
1450,9/29/2024,309,Awaiting RMA Creation,5296240,163987779,Apple,iPhone 11 Pro - 64GB Verizon,$124.85
1450,7/19/2025,16,Awaiting RMA Creation,5483082,168036237,Samsung,Galaxy S24 FE 128GB Verizon,$139.50
1465,11/14/2024,263,Awaiting RMA Creation,5326375,164590637,Apple,iPhone 15 Plus 128GB Unlocked,$242.10
1475,9/13/2024,325,Awaiting RMA Creation,5287634,163805018,Google,Pixel 8 - 128GB Unlocked,$151.09
1475,10/9/2024,299,Awaiting RMA Creation,5302714,164105202,Motorola,Razr+ (2023) 256GB Unlocked,$145.35
1475,12/6/2024,241,Awaiting RMA Creation,5343591,164937978,Apple,iPhone 12 - 64GB Unlocked,$72.29
1475,3/2/2025,155,Awaiting RMA Creation,5408884,166138617,Samsung,Galaxy A14 5G - 64GB Unlocked,$32.51
1479,1/8/2025,208,Awaiting RMA Creation,5365325,165395911,Samsung,Galaxy S10 Plus - 128GB T-Mobile,$42.75
1483,1/25/2025,191,Awaiting RMA Creation,5380482,165621911,Samsung,Galaxy A54 5G - 128GB Verizon,$63.75
1486,3/23/2025,134,Awaiting RMA Creation,5426287,166517820,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$71.24
1498,8/10/2024,359,Awaiting RMA Creation,5267646,163321815,Samsung,Galaxy A14 5G - 64GB T-Mobile,$36.00
1504,12/5/2024,242,Awaiting RMA Creation,5342683,164920524,Apple,iPhone 13 Pro - 128GB Unlocked,$175.50
1510,1/28/2025,188,Awaiting RMA Creation,5383023,165660530,Motorola,Moto G 5G (2024) 128GB Other Carrier,$42.75
1510,3/24/2025,133,Awaiting RMA Creation,5427200,166540999,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
1510,4/11/2025,115,Awaiting RMA Creation,5437009,166791686,Apple,iPhone 15 Pro Max 256GB AT&T,$421.65
1510,4/11/2025,115,Awaiting RMA Creation,5437017,166791838,Samsung,Galaxy S24+  256GB AT&T,$256.28
1510,4/11/2025,115,Awaiting RMA Creation,5437019,166791869,Samsung,Galaxy S24 Ultra 256GB AT&T,$319.39
1510,4/12/2025,114,Awaiting RMA Creation,5437186,166799143,Samsung,Galaxy S24 Ultra 256GB Verizon,$319.39
1510,4/12/2025,114,Awaiting RMA Creation,5437188,166799169,Google,Pixel 8a 128GB AT&T,$121.50
1510,4/15/2025,111,Awaiting RMA Creation,5439057,166843112,Apple,iPhone 15 Plus 128GB Unlocked,$242.10
1510,4/15/2025,111,Awaiting RMA Creation,5439062,166843174,Apple,iPhone 15 128GB Unlocked,$232.65
1510,4/15/2025,111,Awaiting RMA Creation,5439077,166843441,Apple,iPhone 14 - 256GB Unlocked,$157.50
1510,4/18/2025,108,Awaiting RMA Creation,5441103,166879238,Apple,iPhone 16 Pro Max 256GB AT&T,$583.00
1510,4/20/2025,106,Awaiting RMA Creation,5441760,166892092,Apple,iPhone 13 Pro Max - 128GB Unlocked,$200.28
1510,4/20/2025,106,Awaiting RMA Creation,5441783,166892480,Samsung,Galaxy S24+  256GB Unlocked,$256.28
1510,4/23/2025,103,Awaiting RMA Creation,5443455,166936932,Apple,iPhone 13 Pro Max - 128GB Unlocked,$200.28
1510,4/30/2025,96,Awaiting RMA Creation,5446788,167026795,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
1510,4/30/2025,96,Awaiting RMA Creation,5446789,167026854,Samsung,Galaxy S24 Ultra 256GB Unlocked,$351.90
1510,5/11/2025,85,Awaiting RMA Creation,5451113,167181025,Samsung,Galaxy Z Flip6 512GB Unlocked,$265.50
1510,7/30/2025,5,Awaiting RMA Creation,5488814,168162909,Google,Pixel 7 Pro - 128GB AT&T,$105.40
1520,9/20/2024,318,Awaiting RMA Creation,5292268,163886523,Apple,iPhone SE (3rd Gen) - 64GB Unlocked,$92.48
1520,9/22/2024,316,Awaiting RMA Creation,5292454,163900097,Apple,iPhone 11 - 64GB Other Carrier,$57.38
1522,10/14/2024,294,Awaiting RMA Creation,5305654,164171672,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
1525,11/16/2024,261,Awaiting RMA Creation,5328483,164616333,Apple,iPhone 14 - 128GB T-Mobile,$148.50
1525,3/12/2025,145,Awaiting RMA Creation,5415946,166311812,Apple,iPhone 13 - 128GB Unlocked,$126.00
1525,6/8/2025,57,Awaiting RMA Creation,5467461,167565802,Apple,iPhone XS - 64GB Verizon,$61.41
1529,12/1/2024,246,Awaiting RMA Creation,5338693,164846837,Samsung,Galaxy S23 Ultra - 256GB AT&T,$297.00
1529,12/1/2024,246,Awaiting RMA Creation,5338693,164846847,Apple,iPhone 15 Plus 128GB AT&T,$294.25
1542,7/15/2025,20,Awaiting RMA Creation,5481578,167994660,Apple,iPhone 15 128GB AT&T,$232.65
1564,3/20/2025,137,Awaiting RMA Creation,5423617,166480734,Motorola,Moto G Stylus 5G (2024) 128GB Other Carrier,$64.80
1568,8/2/2024,360,Awaiting RMA Creation,5263450,163222962,Motorola,Moto G Power (2022) - 64GB Unlocked,$13.50
1586,5/31/2025,65,Awaiting RMA Creation,5463762,167477394,Apple,iPhone 16 Pro 512GB Unlocked,$587.50
1586,5/31/2025,65,Awaiting RMA Creation,5463768,167477695,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
1586,5/31/2025,65,Awaiting RMA Creation,5463769,167477725,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
1591,3/6/2025,151,Awaiting RMA Creation,5411769,166214692,Apple,iPhone SE (3rd Gen) - 64GB AT&T,$78.61
1591,6/16/2025,49,Awaiting RMA Creation,5470588,167673384,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/19/2025,46,Awaiting RMA Creation,5471965,167710095,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/19/2025,46,Awaiting RMA Creation,5472066,167712776,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/20/2025,45,Awaiting RMA Creation,5472366,167724204,Apple,iPhone 15 Pro Max 512GB Unlocked,$396.90
1591,6/23/2025,42,Awaiting RMA Creation,5473661,167762105,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/24/2025,41,Awaiting RMA Creation,5473944,167770279,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/24/2025,41,Awaiting RMA Creation,5473945,167770313,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/24/2025,41,Awaiting RMA Creation,5473946,167770316,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/28/2025,37,Awaiting RMA Creation,5475360,167806419,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/28/2025,37,Awaiting RMA Creation,5475361,167806434,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1591,6/29/2025,36,Awaiting RMA Creation,5475742,167820901,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1599,10/28/2024,280,Awaiting RMA Creation,5314969,164341818,LG,Stylo 4 - 16GB Other Carrier,$0.00
1622,6/13/2025,52,Awaiting RMA Creation,5469620,167637323,Apple,iPhone 13 Pro - 128GB Unlocked,$165.00
1622,7/30/2025,5,Awaiting RMA Creation,5488764,168162389,Apple,iPhone 12 Pro Max - 128GB Unlocked,$228.89
1622,7/30/2025,5,Awaiting RMA Creation,5488813,168163790,Apple,iPhone 12 Mini - 128GB Verizon,$70.81
1628,9/18/2024,320,Awaiting RMA Creation,5290386,163864440,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
1628,9/21/2024,317,Awaiting RMA Creation,5292363,163894050,Samsung,Galaxy A14 5G - 64GB Other Carrier,$34.00
1628,9/21/2024,317,Awaiting RMA Creation,5292365,163894065,Samsung,Galaxy A14 5G - 64GB Other Carrier,$34.00
1628,11/19/2024,258,Awaiting RMA Creation,5329856,164659542,Apple,iPhone 12 Pro Max - 128GB Unlocked,$228.89
1628,11/29/2024,248,Awaiting RMA Creation,5338023,164811237,Apple,iPhone 12 Pro Max - 128GB Unlocked,$228.89
1628,12/1/2024,246,Awaiting RMA Creation,5338645,164845510,Apple,iPhone 15 Pro 128GB AT&T,$280.50
1634,11/29/2024,248,Awaiting RMA Creation,5338346,164818505,Samsung,Galaxy A15 5G 128GB Verizon,$38.25
1634,6/21/2025,44,Awaiting RMA Creation,5472756,167734752,Samsung,Galaxy A15 5G 64GB AT&T,$33.75
1653,7/3/2025,32,Awaiting RMA Creation,5477164,167863186,Apple,iPhone 16 Pro Max 256GB Verizon,$583.00
1653,7/3/2025,32,Awaiting RMA Creation,5477176,167863366,Samsung,Galaxy S24 FE 128GB Verizon,$139.50
1655,1/26/2025,190,Awaiting RMA Creation,5380819,165625887,Apple,iPhone XR - 64GB AT&T,$63.58
1669,11/12/2024,265,Awaiting RMA Creation,5324686,164560251,Apple,iPhone XR - 64GB Unlocked,$63.58
1671,7/22/2025,13,Awaiting RMA Creation,5484462,168070977,Samsung,Galaxy A16 5G 128GB Unlocked,$31.28
1707,8/11/2024,358,Awaiting RMA Creation,5267836,163337775,Apple,iPhone 13 Pro - 128GB Unlocked,$41.31
1709,8/3/2025,1,Awaiting RMA Creation,5489945,168217663,Motorola,Razr+ (2024) 256GB T-Mobile,$175.50
1709,8/3/2025,1,Awaiting RMA Creation,5489949,168218085,Samsung,Galaxy S25 128GB T-Mobile,$213.53
1709,8/4/2025,0,Awaiting RMA Creation,5490094,168233127,Samsung,Galaxy A54 5G - 128GB Unlocked,$61.41
1714,12/26/2024,221,Awaiting RMA Creation,5355134,165238336,Samsung,Galaxy S23 Ultra - 256GB Unlocked,$261.00
1714,1/31/2025,185,Awaiting RMA Creation,5385829,165693327,Google,Pixel 7 Pro - 128GB AT&T,$131.75
1714,3/22/2025,135,Awaiting RMA Creation,5426007,166508483,Apple,iPhone 12 - 64GB Sprint,$61.45
1714,6/29/2025,36,Awaiting RMA Creation,5475650,167819456,Apple,iPhone 11 - 64GB Verizon,$48.77
1714,6/29/2025,36,Awaiting RMA Creation,5475657,167819539,Apple,iPhone 11 - 64GB Verizon,$48.77
1715,7/5/2025,30,Awaiting RMA Creation,5477810,167881392,Motorola,Moto G Play (2024) - 64GB Unlocked,$0.00
1718,11/21/2024,256,Awaiting RMA Creation,5331447,164690019,Samsung,Galaxy A15 5G 128GB AT&T,$38.25
1718,12/5/2024,242,Awaiting RMA Creation,5342365,164916537,Apple,iPhone 13 Pro Max - 128GB AT&T,$200.28
1718,5/21/2025,75,Awaiting RMA Creation,5455259,167329162,Samsung,Galaxy A15 5G 128GB AT&T,$32.51
1718,6/30/2025,35,Awaiting RMA Creation,5476087,167830705,Samsung,Galaxy A13 5G - 64GB Unlocked,$13.66
1718,7/21/2025,14,Awaiting RMA Creation,5484062,168062022,Samsung,Galaxy S24 Ultra 256GB T-Mobile,$319.39
1718,8/3/2025,1,Awaiting RMA Creation,5489877,168216349,Samsung,Galaxy S22 - 128GB Verizon,$68.00
1719,11/18/2024,259,Awaiting RMA Creation,5329394,164641934,Motorola,Moto G 5G (2024) 128GB Other Carrier,$42.75
1719,5/12/2025,84,Awaiting RMA Creation,5451544,167206840,Apple,iPhone 12 Pro Max - 128GB Verizon,$195.00
1721,8/3/2024,359,Awaiting RMA Creation,5263888,163236125,Apple,iPhone SE (2nd Gen) - 64GB Other Carrier,$26.10
1721,11/29/2024,248,Awaiting RMA Creation,5338347,164818458,Samsung,Galaxy S23 Plus - 256GB Verizon,$229.63
1721,11/29/2024,248,Awaiting RMA Creation,5338369,164819331,Apple,iPhone 12 - 128GB Verizon,$82.62
1721,2/19/2025,166,Awaiting RMA Creation,5402745,165960112,Apple,iPhone 13 - 128GB Other Carrier,$100.00
1726,7/27/2025,8,Awaiting RMA Creation,5487090,168124834,Samsung,Galaxy A16 5G 128GB T-Mobile,$28.58
1730,10/27/2024,281,Awaiting RMA Creation,5314322,164327962,Apple,iPhone 13 Pro Max - 128GB Verizon,$200.28
1730,1/14/2025,202,Awaiting RMA Creation,5370287,165477941,Samsung,Galaxy A21 - 32GB Other Carrier,$14.88
1732,4/4/2025,122,Awaiting RMA Creation,5433142,166693516,Apple,iPhone 14 Pro Max - 128GB AT&T,$243.00
1732,7/23/2025,12,Awaiting RMA Creation,5485170,168087899,Samsung,Galaxy S22 - 128GB Other Carrier,$65.00
1733,8/13/2024,356,Awaiting RMA Creation,5268866,163365414,Samsung,Galaxy A50 - 128GB Other Carrier,$14.81
1733,5/29/2025,67,Awaiting RMA Creation,5462842,167451526,Apple,iPhone SE (2nd Gen) - 64GB Other Carrier,$20.95
1733,7/13/2025,22,Awaiting RMA Creation,5480733,167963247,Apple,iPhone XR - 64GB U.S. Cellular,$46.67
1733,7/25/2025,10,Awaiting RMA Creation,5486097,168105610,Samsung,Galaxy A16 5G 128GB T-Mobile,$28.58
1736,10/22/2024,286,Awaiting RMA Creation,5310196,164268100,Apple,iPhone 14 Pro Max - 128GB T-Mobile,$354.03
1742,1/24/2025,192,Awaiting RMA Creation,5379616,165610809,Apple,iPhone SE (2nd Gen) - 64GB AT&T,$24.65
1742,8/4/2025,0,Awaiting RMA Creation,5490151,168236106,Apple,iPhone 14 Pro Max - 128GB AT&T,$243.00
1765,11/8/2024,269,Awaiting RMA Creation,5322398,164496802,Apple,iPhone 13 - 128GB Other Carrier,$141.61
1778,12/3/2024,244,Awaiting RMA Creation,5340606,164886739,Apple,iPhone 13 Pro Max - 128GB AT&T,$200.28
1787,5/30/2025,66,Awaiting RMA Creation,5463358,167466334,Apple,iPhone 14 Plus - 128GB Other Carrier,$130.50
1787,7/28/2025,0,Awaiting RMA Creation,5487909,168140829,Samsung,Galaxy S21 5G - 128GB Verizon,$65.00
1806,10/12/2024,296,Awaiting RMA Creation,5304579,164140884,Apple,iPhone 15 Pro Max 256GB Other Carrier,$413.15
1809,8/4/2025,0,Awaiting RMA Creation,5490186,168236926,Motorola,One Action - 128GB AT&T,$27.88
1820,3/14/2025,143,Awaiting RMA Creation,5417751,166393006,Apple,iPhone 15 128GB Unlocked,$232.65
1828,7/27/2025,8,Awaiting RMA Creation,5487134,168126102,Samsung,Galaxy A16 5G 128GB Other Carrier,$24.84
1828,7/31/2025,4,Awaiting RMA Creation,5489075,168183482,Apple,iPhone 13 - 128GB Other Carrier,$100.00
1833,12/1/2024,246,Awaiting RMA Creation,5338698,164846967,Apple,iPhone 13 Pro Max - 128GB AT&T,$200.28
1837,1/10/2025,206,Awaiting RMA Creation,5367128,165431001,Apple,iPhone 15 Pro Max 256GB AT&T,$421.65
1839,7/30/2024,363,Awaiting RMA Creation,5262106,163194820,Google,Pixel 6 Pro - 128GB Unlocked,$85.50
1839,8/1/2024,361,Awaiting RMA Creation,5263190,163219360,Samsung,Galaxy S22 - 256GB Verizon,$135.00
1839,8/12/2024,357,Awaiting RMA Creation,5268225,163349151,Apple,iPhone XR - 64GB Other Carrier,$57.80
1839,8/12/2024,357,Awaiting RMA Creation,5268294,163349971,Apple,iPhone X - 64GB AT&T,$40.50
1839,9/10/2024,328,Awaiting RMA Creation,5284716,163766063,Samsung,Galaxy S23 - 256GB Unlocked,$223.23
1839,10/16/2024,292,Awaiting RMA Creation,5307115,164191894,ZTE,Max Blue LTE - 16GB Other Carrier,$0.00
1839,12/23/2024,224,Awaiting RMA Creation,5353474,165198811,Apple,iPhone X - 256GB Verizon,$43.99
1839,1/12/2025,204,Awaiting RMA Creation,5368092,165447993,Motorola,Moto G 5G (2024) 128GB Unlocked,$42.75
1839,2/14/2025,171,Awaiting RMA Creation,5399722,165889895,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
1839,3/24/2025,133,Awaiting RMA Creation,5426903,166533615,Motorola,Edge (2023) 256GB Other Carrier,$60.75
1839,5/8/2025,88,Awaiting RMA Creation,5450096,167141372,Samsung,Galaxy A15 5G 128GB T-Mobile,$32.51
1863,8/27/2024,342,Awaiting RMA Creation,5276732,163595631,Apple,iPhone XR - 64GB Verizon,$63.58
1863,8/27/2024,342,Awaiting RMA Creation,5276830,163596472,Apple,iPhone XR - 64GB T-Mobile,$54.91
1863,5/22/2025,74,Awaiting RMA Creation,5455890,167340543,Motorola,Moto G Power (2022) - 128GB Other Carrier,$12.75
1863,7/28/2025,7,Awaiting RMA Creation,5487651,168137081,Samsung,Galaxy S22 Plus - 128GB Unlocked,$125.00
1863,8/2/2025,2,Awaiting RMA Creation,5489604,168208286,Samsung,Galaxy A16 5G 128GB T-Mobile,$28.58
1878,8/15/2024,354,Awaiting RMA Creation,5270527,163402464,Samsung,Galaxy S21 5G - 128GB AT&T,$108.00
1878,8/15/2024,354,Awaiting RMA Creation,5270572,163402676,Samsung,Galaxy S21 5G - 128GB AT&T,$108.00
1891,1/4/2025,212,Awaiting RMA Creation,5362017,165351448,Apple,iPhone 14 Plus - 128GB T-Mobile,$130.50
1891,3/6/2025,151,Awaiting RMA Creation,5411544,166211500,Samsung,Galaxy S23 Plus - 256GB T-Mobile,$150.90
1891,4/16/2025,110,Awaiting RMA Creation,5439682,166851579,Motorola,Moto G Stylus 5G (2024) 128GB AT&T,$64.80
1891,4/16/2025,110,Awaiting RMA Creation,5439687,166851692,Motorola,Moto G Stylus 5G (2024) 128GB AT&T,$64.80
1891,5/21/2025,75,Awaiting RMA Creation,5455199,167327409,Samsung,Galaxy A14 5G - 128GB Unlocked,$39.74
1894,1/27/2025,189,Awaiting RMA Creation,5381755,165643657,Apple,iPhone XR - 64GB Unlocked,$63.58
1894,2/1/2025,184,Awaiting RMA Creation,5387382,165707387,Apple,iPhone SE (2nd Gen) - 64GB Verizon,$24.65
1894,3/5/2025,152,Awaiting RMA Creation,5411123,166199424,Motorola,Moto G Power 5G (2024) 128GB  Other Carrier,$37.80
1894,7/12/2025,23,Awaiting RMA Creation,5480510,167954789,Samsung,Galaxy A35 5G - 128GB T-Mobile,$63.00
1911,1/25/2025,191,Awaiting RMA Creation,5380444,165621825,OnePlus,Nord N20 5G 128GB T-Mobile,$30.60
1911,7/6/2025,29,Awaiting RMA Creation,5478050,167884974,Apple,iPhone 15 Pro Max 256GB T-Mobile,$421.65
1923,1/21/2025,195,Awaiting RMA Creation,5376800,165567472,Samsung,Galaxy A32 5G - 64GB Unlocked,$6.62
1923,4/7/2025,119,Awaiting RMA Creation,5434162,166732833,Motorola,Moto G 5G (2024) 128GB T-Mobile,$38.48
1935,8/30/2024,339,Awaiting RMA Creation,5278586,163635878,Apple,iPhone 14 - 128GB Unlocked,$164.73
1936,12/13/2024,234,Awaiting RMA Creation,5347830,165049713,Samsung,Galaxy A54 5G - 128GB AT&T,$57.38
1946,4/22/2025,104,Awaiting RMA Creation,5443169,166929321,Apple,iPhone 12 - 64GB Verizon,$61.45
1946,7/15/2025,20,Awaiting RMA Creation,5481559,167994324,Samsung,Galaxy S21 Ultra 5G - 128GB Verizon,$100.00
1949,9/1/2024,337,Awaiting RMA Creation,5278820,163648812,Samsung,Galaxy A15 5G 128GB Other Carrier,$38.25
1949,6/7/2025,58,Awaiting RMA Creation,5467186,167554503,Samsung,Galaxy A54 5G - 128GB Other Carrier,$45.52
1952,1/31/2025,185,Awaiting RMA Creation,5386472,165697726,Motorola,Moto G 5G (2024) 128GB Other Carrier,$42.75
1952,2/9/2025,176,Awaiting RMA Creation,5395182,165801725,Apple,iPhone 13 - 128GB AT&T,$100.00
1961,9/4/2024,334,Awaiting RMA Creation,5281173,163694002,Apple,iPhone 11 - 64GB AT&T,$57.38
1961,3/26/2025,131,Awaiting RMA Creation,5428757,166565718,Apple,iPhone 16 Pro Max 256GB Verizon,$583.00
1961,4/5/2025,121,Awaiting RMA Creation,5433423,166706014,Apple,iPhone 16 Pro Max 256GB Verizon,$583.00
1961,4/23/2025,103,Awaiting RMA Creation,5443471,166937180,Apple,iPhone 16 Pro Max 256GB AT&T,$583.00
1961,4/23/2025,103,Awaiting RMA Creation,5443478,166937465,Apple,iPhone 16 Pro Max 256GB AT&T,$583.00
1961,4/30/2025,96,Awaiting RMA Creation,5446942,167029516,Apple,iPhone 16 256GB Unlocked,$379.75
1961,4/30/2025,96,Awaiting RMA Creation,5446942,167029523,Samsung,Galaxy S24 FE 256GB Unlocked,$168.75
1961,4/30/2025,96,Awaiting RMA Creation,5446974,167029966,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
1961,5/2/2025,94,Awaiting RMA Creation,5447799,167049771,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
1961,5/2/2025,94,Awaiting RMA Creation,5447868,167051947,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1961,5/2/2025,94,Awaiting RMA Creation,5447885,167054402,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
1961,5/3/2025,93,Awaiting RMA Creation,5448087,167060654,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1961,5/3/2025,93,Awaiting RMA Creation,5448103,167061028,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1961,5/8/2025,88,Awaiting RMA Creation,5450085,167140713,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1961,5/10/2025,86,Awaiting RMA Creation,5450927,167175381,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1961,5/10/2025,86,Awaiting RMA Creation,5450935,167175514,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1961,5/11/2025,85,Awaiting RMA Creation,5451093,167180506,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1968,8/4/2025,0,Awaiting RMA Creation,5490101,168233450,Apple,iPhone 15 Pro Max 256GB T-Mobile,$421.65
1981,8/5/2024,364,Awaiting RMA Creation,5264841,163266403,Apple,iPhone 13 - 128GB T-Mobile,$171.36
1987,8/27/2024,342,Awaiting RMA Creation,5276647,163595061,Samsung,Galaxy S23 Plus - 256GB Verizon,$230.97
1987,8/27/2024,342,Awaiting RMA Creation,5276703,163595424,Samsung,Galaxy S23 Plus - 256GB Verizon,$230.97
1987,4/22/2025,104,Awaiting RMA Creation,5443036,166927016,Samsung,Galaxy S8 - 64GB AT&T,$0.00
1987,7/25/2025,10,Awaiting RMA Creation,5486118,168105882,Samsung,Galaxy S23 - 128GB T-Mobile,$10.83
2015,9/10/2024,328,Awaiting RMA Creation,5284989,163769454,Samsung,Galaxy A11 - 32GB Unlocked,$7.91
2016,5/26/2025,70,Awaiting RMA Creation,5459122,167403316,Apple,iPhone 13 - 128GB Other Carrier,$100.00
2019,4/19/2025,107,Awaiting RMA Creation,5441518,166884888,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
2023,6/9/2025,56,Awaiting RMA Creation,5467932,167585860,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
2035,11/1/2024,276,Awaiting RMA Creation,5318091,164394265,Google,Pixel 7 Pro - 128GB Verizon,$131.75
2036,10/19/2024,289,Awaiting RMA Creation,5308804,164234694,Apple,iPhone 11 - 128GB T-Mobile,$63.11
2049,12/1/2024,246,Awaiting RMA Creation,5338742,164848575,Apple,iPhone 12 Pro Max - 256GB AT&T,$260.10
2049,12/1/2024,246,Awaiting RMA Creation,5338742,164848588,Apple,iPhone 12 Pro Max - 256GB AT&T,$260.10
2050,7/26/2025,9,Awaiting RMA Creation,5486870,168118493,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
2056,4/16/2025,110,Awaiting RMA Creation,5439422,166849227,Apple,iPhone 14 Plus - 128GB AT&T,$130.50
2056,4/16/2025,110,Awaiting RMA Creation,5439526,166850071,Apple,iPhone 14 Plus - 128GB AT&T,$130.50
2059,8/2/2025,2,Awaiting RMA Creation,5489688,168210711,Apple,iPhone 14 - 128GB T-Mobile,$140.00
2063,9/26/2024,305,Awaiting RMA Creation,5294960,163965554,Apple,iPhone 11 Pro Max - 256GB Unlocked,$124.43
2083,4/14/2025,112,Awaiting RMA Creation,5438237,166823242,Samsung,Galaxy S24 Ultra 512GB AT&T,$357.64
2092,3/11/2025,146,Awaiting RMA Creation,5415221,166295098,Motorola,Moto E (2014) Republic Wireless,$0.00
2092,6/20/2025,45,Awaiting RMA Creation,5472512,167726990,Apple,iPhone 11 - 64GB Unlocked,$48.77
2092,6/20/2025,45,Awaiting RMA Creation,5472523,167727218,Apple,iPhone 11 - 64GB Unlocked,$48.77
2092,6/21/2025,44,Awaiting RMA Creation,5472822,167737218,Apple,iPhone 13 - 128GB Other Carrier,$100.00
2092,7/3/2025,32,Awaiting RMA Creation,5477174,167863300,Apple,iPhone 13 - 128GB Other Carrier,$100.00
2097,11/7/2024,270,Awaiting RMA Creation,5321615,164474958,Apple,iPhone 11 - 64GB Other Carrier,$57.38
2098,9/27/2024,311,Awaiting RMA Creation,5295587,163974834,Samsung,Galaxy A14 5G - 64GB Other Carrier,$34.00
2115,10/24/2024,284,Awaiting RMA Creation,5312641,164301089,Samsung,Galaxy S23 Ultra - 1TB Unlocked,$341.33
