Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Box  Count
668,TBD,TBD,TBD,TBD
669,3/2/2022,7 am - 6 pm,Vital Records Control (VRC),95
670,6/1/2021,7 am - 6 pm,Vital Records Control (VRC),135
671,TBD,TBD,TBD,TBD
672,TBD,TBD,TBD,TBD
673,TBD,TBD,TBD,TBD
674,TBD,TBD,TBD,TBD
675,TBD,TBD,TBD,TBD
676,TBD,TBD,TBD,TBD
677,TBD,TBD,TBD,TBD
678,TBD,TBD,TBD,TBD
680,TBD,TBD,TBD,TBD
681,TBD,TBD,TBD,TBD
682,TBD,TBD,TBD,TBD
683,6/9/2021,7 am - 6 pm,Vital Records Control (VRC),117
684,6/10/2021,7 am - 6 pm,Vital Records Control (VRC),103
685,TBD,TBD,TBD,TBD
686,4/30/2021,7 am - 6 pm,Vital Records Control (VRC),144
687,TBD,TBD,TBD,TBD
688,TBD,TBD,TBD,TBD
689,TBD,TBD,TBD,TBD
690,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),90
691,4/30/2021,7 am - 6 pm,Vital Records Control (VRC),88
692,TBD,TBD,TBD,TBD
693,TBD,TBD,TBD,TBD
694,TBD,TBD,TBD,TBD
695,TBD,TBD,TBD,TBD
696,TBD,TBD,TBD,TBD
697,9/30/2021,7 am - 5 pm,Iron Mountain ,99
698,TBD,TBD,TBD,TBD
699,2/28/2022,7 am - 6 pm,Vital Records Control (VRC),115
700,TBD,TBD,TBD,TBD
701,TBD,TBD,TBD,TBD
702,TBD,TBD,TBD,TBD
703,TBD,TBD,TBD,TBD
705,3/25/2021,7 am - 6 pm,Vital Records Control (VRC),119
706,3/25/2021,7 am - 6 pm,Vital Records Control (VRC),114
707,2/28/2022,7 am - 6 pm,Vital Records Control (VRC),98
708,TBD,TBD,TBD,TBD
709,TBD,TBD,TBD,TBD
710,TBD,TBD,TBD,TBD
711,5/12/2021,7 am - 6 pm,Vital Records Control (VRC),216
712,TBD,TBD,TBD,TBD
713,3/19/2021,7 am - 6 pm,Vital Records Control (VRC),26
714,TBD,TBD,TBD,TBD
715,TBD,TBD,TBD,TBD
716,TBD,TBD,TBD,TBD
717,TBD,TBD,TBD,TBD
718,TBD,TBD,TBD,TBD
719,TBD,TBD,TBD,TBD
720,5/14/2021,7 am - 6 pm,Vital Records Control (VRC),61
721,TBD,TBD,TBD,TBD
722,2/28/2022,7 am - 6 pm,Vital Records Control (VRC),136
723,5/5/2021,7 am - 6 pm,Vital Records Control (VRC),71
724,TBD,TBD,TBD,TBD
725,4/16/2021,7 am - 6 pm,Vital Records Control (VRC),261
726,10/12/2021,7 am - 6 pm,Vital Records Control (VRC),109
727,3/4/2022,7 am - 6 pm,Vital Records Control (VRC),70
728,TBD,TBD,TBD,TBD
729,5/11/2021,7 am - 6 pm,Vital Records Control (VRC),190
730,TBD,TBD,TBD,TBD
731,TBD,TBD,TBD,TBD
733,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),294
734,TBD,TBD,TBD,TBD
735,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),66
736,TBD,TBD,TBD,TBD
737,TBD,TBD,TBD,TBD
738,TBD,TBD,TBD,TBD
739,TBD,TBD,TBD,TBD
740,4/27/2021,7 am - 6 pm,Vital Records Control (VRC),99
741,TBD,TBD,TBD,TBD
742,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),263
743,TBD,TBD,TBD,TBD
744,6/30/2021,7 am - 6 pm,Vital Records Control (VRC),101
745,TBD,TBD,TBD,TBD
746,TBD,TBD,TBD,TBD
747,TBD,TBD,TBD,TBD
748,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),0
749,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),70
750,TBD,TBD,TBD,TBD
751,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),99
752,6/28/2021,7 am - 6 pm,Vital Records Control (VRC),98
753,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),32
754,4/16/2021,7 am - 6 pm,Vital Records Control (VRC),282
755,TBD,TBD,TBD,TBD
756,TBD,TBD,TBD,TBD
757,TBD,TBD,TBD,TBD
758,4/2/2021,7 am - 6 pm,Vital Records Control (VRC),116
759,3/26/2021,7 am - 6 pm,Vital Records Control (VRC),108
760,TBD,TBD,TBD,TBD
761,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),119
762,6/18/2021,7 am - 6 pm,Vital Records Control (VRC),80
764,TBD,TBD,TBD,TBD
765,TBD,TBD,TBD,TBD
766,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),78
767,TBD,TBD,TBD,TBD
768,TBD,TBD,TBD,TBD
769,TBD,TBD,TBD,TBD
770,TBD,TBD,TBD,TBD
771,3/18/2021,7 am - 6 pm,Vital Records Control (VRC),123
772,TBD,TBD,TBD,TBD
773,6/24/2021,7 am - 6 pm,Vital Records Control (VRC),130
774,8/17/2021,7 am - 6 pm,Vital Records Control (VRC),38
775,TBD,TBD,TBD,TBD
776,TBD,TBD,TBD,TBD
777,5/26/2021,7 am - 6 pm,Vital Records Control (VRC),56
778,TBD,TBD,TBD,TBD
779,TBD,TBD,TBD,TBD
780,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),194
781,TBD,TBD,TBD,TBD
782,TBD,TBD,TBD,TBD
783,TBD,TBD,TBD,TBD
784,TBD,TBD,TBD,TBD
785,TBD,TBD,TBD,TBD
786,TBD,TBD,TBD,TBD
787,TBD,TBD,TBD,TBD
788,TBD,TBD,TBD,TBD
789,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),55
790,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),0
791,9/21/2021,7 am - 6 pm,Vital Records Control (VRC),76
792,TBD,TBD,TBD,TBD
793,TBD,TBD,TBD,TBD
794,TBD,TBD,TBD,TBD
795,TBD,TBD,TBD,TBD
796,TBD,TBD,TBD,TBD
797,TBD,TBD,TBD,TBD
798,TBD,TBD,TBD,TBD
799,TBD,TBD,TBD,TBD
800,3/29/2021,7 am - 6 pm,Vital Records Control (VRC),163
801,TBD,TBD,TBD,TBD
802,TBD,TBD,TBD,TBD
803,TBD,TBD,TBD,TBD
804,TBD,TBD,TBD,TBD
805,TBD,TBD,TBD,TBD
806,TBD,TBD,TBD,TBD
807,TBD,TBD,TBD,TBD
808,TBD,TBD,TBD,TBD
809,5/10/2021,7 am - 6 pm,Vital Records Control (VRC),218
810,8/17/2021,7 am - 6 pm,Vital Records Control (VRC),0
811,TBD,TBD,TBD,TBD
812,TBD,TBD,TBD,TBD
813,TBD,TBD,TBD,TBD
814,3/26/2021,7 am - 6 pm,Vital Records Control (VRC),51
815,9/28/2021,7 am - 6 pm,Vital Records Control (VRC),31
816,TBD,TBD,TBD,TBD
817,TBD,TBD,TBD,TBD
818,5/19/2021,7 am - 6 pm,Vital Records Control (VRC),284
819,3/25/2021,7 am - 6 pm,Vital Records Control (VRC),46
820,TBD,TBD,TBD,TBD
821,TBD,TBD,TBD,TBD
822,TBD,TBD,TBD,TBD
823,TBD,TBD,TBD,TBD
824,TBD,TBD,TBD,TBD
825,TBD,TBD,TBD,TBD
826,TBD,TBD,TBD,TBD
827,TBD,TBD,TBD,TBD
828,8/19/2021,7 am - 6 pm,Iron Mountain,105
829,TBD,TBD,TBD,TBD
830,TBD,TBD,TBD,TBD
831,TBD,TBD,TBD,TBD
833,TBD,TBD,TBD,TBD
834,TBD,TBD,TBD,TBD
835,TBD,TBD,TBD,TBD
836,TBD,TBD,TBD,TBD
837,TBD,TBD,TBD,TBD
838,TBD,TBD,TBD,TBD
839,6/9/2021,7 am - 6 pm,Vital Records Control (VRC),128
840,TBD,TBD,TBD,TBD
841,TBD,TBD,TBD,TBD
842,TBD,TBD,TBD,TBD
843,4/19/2021,7 am - 6 pm,Vital Records Control (VRC),37
844,TBD,TBD,TBD,TBD
845,TBD,TBD,TBD,TBD
846,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),134
847,TBD,TBD,TBD,TBD
848,TBD,TBD,TBD,TBD
849,7/12/2021,7 am - 6 pm,Vital Records Control (VRC),48
850,TBD,TBD,TBD,TBD
851,TBD,TBD,TBD,TBD
852,TBD,TBD,TBD,TBD
853,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),48
854,TBD,TBD,TBD,TBD
855,TBD,TBD,TBD,TBD
856,TBD,TBD,TBD,TBD
857,4/1/2021,7 am - 6 pm,Vital Records Control (VRC),37
858,TBD,TBD,TBD,TBD
859,TBD,TBD,TBD,TBD
860,TBD,TBD,TBD,TBD
861,TBD,TBD,TBD,TBD
862,3/24/2021,7 am - 6 pm,Vital Records Control (VRC),96
863,5/10/2021,7 am - 6 pm,Vital Records Control (VRC),101
864,TBD,TBD,TBD,TBD
865,7/20/2021,7 am - 6 pm,Iron Mountain ,32
866,5/3/2021,7 am - 6 pm,Vital Records Control (VRC),197
867,TBD,TBD,TBD,TBD
868,TBD,TBD,TBD,TBD
869,TBD,TBD,TBD,TBD
870,TBD,TBD,TBD,TBD
871,TBD,TBD,TBD,TBD
872,7/16/2021,7 am - 6 pm,Vital Records Control (VRC),35
873,TBD,TBD,TBD,TBD
874,6/14/2021,7 am - 6 pm,Vital Records Control (VRC),83
875,TBD,TBD,TBD,TBD
876,10/8/2021,7 am - 6 pm,Vital Records Control (VRC),74
877,TBD,TBD,TBD,TBD
878,TBD,TBD,TBD,TBD
879,TBD,TBD,TBD,TBD
880,TBD,TBD,TBD,TBD
881,TBD,TBD,TBD,TBD
882,TBD,TBD,TBD,TBD
884,8/18/2021,7 am - 6 pm,Iron Mountain,81
885,TBD,TBD,TBD,TBD
886,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),134
887,TBD,TBD,TBD,TBD
888,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),37
889,3/29/2021,7 am - 6 pm,Vital Records Control (VRC),127
890,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),82
891,TBD,TBD,TBD,TBD
892,TBD,TBD,TBD,TBD
893,TBD,TBD,TBD,TBD
894,TBD,TBD,TBD,TBD
895,TBD,TBD,TBD,TBD
896,10/8/2021,7 am - 6 pm,Vital Records Control (VRC),37
897,TBD,TBD,TBD,TBD
898,TBD,TBD,TBD,TBD
899,TBD,TBD,TBD,TBD
900,TBD,TBD,TBD,TBD
901,TBD,TBD,TBD,TBD
902,TBD,TBD,TBD,TBD
903,TBD,TBD,TBD,TBD
904,5/4/2021,7 am - 6 pm,Vital Records Control (VRC),97
905,TBD,TBD,TBD,TBD
906,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),0
907,4/16/2021,7 am - 6 pm,Vital Records Control (VRC),193
908,3/15/2021,7 am - 6 pm,Vital Records Control (VRC),56
909,TBD,TBD,TBD,TBD
910,TBD,TBD,TBD,TBD
911,5/21/2021,7 am - 6 pm,Vital Records Control (VRC),94
912,TBD,TBD,TBD,TBD
913,TBD,TBD,TBD,TBD
914,TBD,TBD,TBD,TBD
915,TBD,TBD,TBD,TBD
916,TBD,TBD,TBD,TBD
917,TBD,TBD,TBD,TBD
918,TBD,TBD,TBD,TBD
919,5/17/2021,7 am - 6 pm,Vital Records Control (VRC),80
920,4/27/2021,7 am - 6 pm,Vital Records Control (VRC),31
921,TBD,TBD,TBD,TBD
922,TBD,TBD,TBD,TBD
923,TBD,TBD,TBD,TBD
924,TBD,TBD,TBD,TBD
925,TBD,TBD,TBD,TBD
927,TBD,TBD,TBD,TBD
928,TBD,TBD,TBD,TBD
929,3/8/2021,7 am - 6 pm,Vital Records Control (VRC),83
930,TBD,TBD,TBD,TBD
931,4/13/2021,7 am - 6 pm,Vital Records Control (VRC),153
932,5/13/2021,7 am - 5 pm,Iron Mountain ,135
933,TBD,TBD,TBD,TBD
934,4/28/2021,7 am - 6 pm,Vital Records Control (VRC),81
935,6/10/2021,7 am - 6 pm,Vital Records Control (VRC),114
936,TBD,TBD,TBD,TBD
937,3/3/2022,7 am - 6 pm,Vital Records Control (VRC),187
938,5/20/2021,7 am - 6 pm,Vital Records Control (VRC),248
939,TBD,TBD,TBD,TBD
940,TBD,TBD,TBD,TBD
941,TBD,TBD,TBD,TBD
942,3/16/2021,7 am - 6 pm,Vital Records Control (VRC),96
943,3/8/2021,7 am - 6 pm,Vital Records Control (VRC),67
944,5/10/2021,7 am - 6 pm,Vital Records Control (VRC),90
945,TBD,TBD,TBD,TBD
947,TBD,TBD,TBD,TBD
948,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),83
950,6/17/2021,7 am - 6 pm,Vital Records Control (VRC),115
951,TBD,TBD,TBD,TBD
952,3/29/2021,7 am - 6 pm,Vital Records Control (VRC),70
953,TBD,TBD,TBD,TBD
954,TBD,TBD,TBD,TBD
955,3/9/2021,7 am - 6 pm,Vital Records Control (VRC),38
956,3/24/2021,7 am - 6 pm,Vital Records Control (VRC),40
957,TBD,TBD,TBD,TBD
958,TBD,TBD,TBD,TBD
959,3/26/2021,7 am - 6 pm,Vital Records Control (VRC),33
960,TBD,TBD,TBD,TBD
961,TBD,TBD,TBD,TBD
962,TBD,TBD,TBD,TBD
963,9/9/2021,7 am - 6 pm,Vital Records Control (VRC),96
964,TBD,TBD,TBD,TBD
965,TBD,TBD,TBD,TBD
966,TBD,TBD,TBD,TBD
967,3/18/2021,7 am - 6 pm,Vital Records Control (VRC),267
968,TBD,TBD,TBD,TBD
969,6/24/2021,7 am - 6 pm,Vital Records Control (VRC),284
970,6/7/2021,7 am - 6 pm,Vital Records Control (VRC),176
971,TBD,TBD,TBD,TBD
972,TBD,TBD,TBD,TBD
973,3/22/2021,7 am - 6 pm,Vital Records Control (VRC),277
974,3/15/2021,7 am - 6 pm,Vital Records Control (VRC),55
975,TBD,TBD,TBD,TBD
976,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),107
977,TBD,TBD,TBD,TBD
978,TBD,TBD,TBD,TBD
979,TBD,TBD,TBD,TBD
980,TBD,TBD,TBD,TBD
981,TBD,TBD,TBD,TBD
982,7/19/2021,7 am - 6 pm,Vital Records Control (VRC),0
984,TBD,TBD,TBD,TBD
985,TBD,TBD,TBD,TBD
986,TBD,TBD,TBD,TBD
987,4/9/2021,7 am - 6 pm,Vital Records Control (VRC),8
988,TBD,TBD,TBD,TBD
989,6/3/2021,7 am - 6 pm,Vital Records Control (VRC),131
990,5/24/2021,7 am - 6 pm,Vital Records Control (VRC),200
991,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),107
992,TBD,TBD,TBD,TBD
993,TBD,TBD,TBD,TBD
994,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),108
995,TBD,TBD,TBD,TBD
996,TBD,TBD,TBD,TBD
997,TBD,TBD,TBD,TBD
998,TBD,TBD,TBD,TBD
999,TBD,TBD,TBD,TBD
1000,TBD,TBD,TBD,TBD
1001,TBD,TBD,TBD,TBD
1002,TBD,TBD,TBD,TBD
1003,TBD,TBD,TBD,TBD
1004,4/15/2021,7 am - 6 pm,Vital Records Control (VRC),90
1005,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),5
1006,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),79
1007,TBD,TBD,TBD,TBD
1008,TBD,TBD,TBD,TBD
1009,TBD,TBD,TBD,TBD
1010,TBD,TBD,TBD,TBD
1011,9/13/2021,7 am - 6 pm,Vital Records Control (VRC),189
1012,TBD,TBD,TBD,TBD
1013,TBD,TBD,TBD,TBD
1014,TBD,TBD,TBD,TBD
1015,TBD,TBD,TBD,TBD
1016,TBD,TBD,TBD,TBD
1017,TBD,TBD,TBD,TBD
1018,TBD,TBD,TBD,TBD
1019,TBD,TBD,TBD,TBD
1020,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),0
1021,TBD,TBD,TBD,TBD
1022,TBD,TBD,TBD,TBD
1023,TBD,TBD,TBD,TBD
1024,TBD,TBD,TBD,TBD
1025,TBD,TBD,TBD,TBD
1026,TBD,TBD,TBD,TBD
1027,TBD,TBD,TBD,TBD
1028,TBD,TBD,TBD,TBD
1029,4/8/2021,7 am - 6 pm,Vital Records Control (VRC),71
1030,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),49
1032,TBD,TBD,TBD,TBD
1033,TBD,TBD,TBD,TBD
1034,TBD,TBD,TBD,TBD
1035,8/4/2021,7 am - 6 pm,Iron Mountain ,198
1036,TBD,TBD,TBD,TBD
1037,TBD,TBD,TBD,TBD
1038,7/19/2021,7 am - 6 pm,Vital Records Control (VRC),58
1039,TBD,TBD,TBD,TBD
1040,9/30/2021,7 am - 6 pm,Vital Records Control (VRC),80
1041,TBD,TBD,TBD,TBD
1042,9/29/2021,7 am - 6 pm,Iron Mountain ,87
1043,TBD,TBD,TBD,TBD
1044,TBD,TBD,TBD,TBD
1045,TBD,TBD,TBD,TBD
1046,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),54
1047,TBD,TBD,TBD,TBD
1048,TBD,TBD,TBD,TBD
1051,TBD,TBD,TBD,TBD
1052,TBD,TBD,TBD,TBD
1053,TBD,TBD,TBD,TBD
1054,TBD,TBD,TBD,TBD
1055,TBD,TBD,TBD,TBD
1056,TBD,TBD,TBD,TBD
1057,5/12/2021,7 am - 6 pm,Vital Records Control (VRC),69
1058,TBD,TBD,TBD,TBD
1059,9/28/2021,7 am - 6 pm,Vital Records Control (VRC),72
1060,TBD,TBD,TBD,TBD
1061,4/16/2021,7 am - 6 pm,Vital Records Control (VRC),59
1062,8/12/2021,7 am - 6 pm,Vital Records Control (VRC),38
1063,5/3/2021,7 am - 6 pm,Vital Records Control (VRC),26
1064,TBD,TBD,TBD,TBD
1065,TBD,TBD,TBD,TBD
1066,6/9/2021,7 am - 6 pm,Vital Records Control (VRC),186
1067,TBD,TBD,TBD,TBD
1068,3/23/2021,7 am - 6 pm,Vital Records Control (VRC),170
1069,10/15/2021,7 am - 6 pm,Vital Records Control (VRC),236
1070,TBD,TBD,TBD,TBD
1071,TBD,TBD,TBD,TBD
1072,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),119
1073,TBD,TBD,TBD,TBD
1074,2/24/2022,7 am - 6 pm,Vital Records Control (VRC),50
1075,TBD,TBD,TBD,TBD
1076,4/16/2021,7 am - 6 pm,Vital Records Control (VRC),92
1077,4/28/2021,7 am - 6 pm,Vital Records Control (VRC),179
1078,TBD,TBD,TBD,TBD
1079,4/9/2021,7 am - 6 pm,Vital Records Control (VRC),82
1080,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),251
1081,5/3/2021,7 am - 5 pm,Iron Mountain ,144
1082,TBD,TBD,TBD,TBD
1083,TBD,TBD,TBD,TBD
1084,3/10/2021,7 am - 6 pm,Vital Records Control (VRC),200
1085,3/26/2021,7 am - 6 pm,Vital Records Control (VRC),197
1086,TBD,TBD,TBD,TBD
1087,3/18/2021,7 am - 6 pm,Vital Records Control (VRC),280
1088,6/10/2021,7 am - 6 pm,Vital Records Control (VRC),140
1089,TBD,TBD,TBD,TBD
1090,TBD,TBD,TBD,TBD
1091,10/20/2021,7 am - 6 pm,Vital Records Control (VRC),77
1093,TBD,TBD,TBD,TBD
1094,TBD,TBD,TBD,TBD
1095,TBD,TBD,TBD,TBD
1096,TBD,TBD,TBD,TBD
1097,TBD,TBD,TBD,TBD
1098,7/1/2021,7 am - 6 pm,Vital Records Control (VRC),118
1099,TBD,TBD,TBD,TBD
1100,2/24/2022,7 am - 6 pm,Vital Records Control (VRC),88
1101,TBD,TBD,TBD,TBD
1102,6/11/2021,7 am - 6 pm,Vital Records Control (VRC),147
1103,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),346
1104,TBD,TBD,TBD,TBD
1105,TBD,TBD,TBD,TBD
1106,TBD,TBD,TBD,TBD
1107,6/18/2021,7 am - 6 pm,Vital Records Control (VRC),146
1108,TBD,TBD,TBD,TBD
1109,3/2/2022,7 am - 6 pm,Vital Records Control (VRC),95
1110,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),42
1111,2/24/2022,7 am - 6 pm,Vital Records Control (VRC),81
1112,TBD,TBD,TBD,TBD
1113,TBD,TBD,TBD,TBD
1114,TBD,TBD,TBD,TBD
1115,TBD,TBD,TBD,TBD
1116,TBD,TBD,TBD,TBD
1117,TBD,TBD,TBD,TBD
1118,TBD,TBD,TBD,TBD
1119,TBD,TBD,TBD,TBD
1120,TBD,TBD,TBD,TBD
1121,3/16/2022,7 am - 6 pm,Vital Records Control (VRC),67
1122,TBD,TBD,TBD,TBD
1123,TBD,TBD,TBD,TBD
1124,3/2/2022,7 am - 6 pm,Vital Records Control (VRC),71
1125,TBD,TBD,TBD,TBD
1126,10/22/2021,7 am - 6 pm,Vital Records Control (VRC),50
1128,TBD,TBD,TBD,TBD
1129,TBD,TBD,TBD,TBD
1130,TBD,TBD,TBD,TBD
1131,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),47
1132,TBD,TBD,TBD,TBD
1133,TBD,TBD,TBD,TBD
1134,5/11/2021,7 am - 6 pm,Vital Records Control (VRC),98
1135,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),89
1136,TBD,TBD,TBD,TBD
1137,TBD,TBD,TBD,TBD
1138,TBD,TBD,TBD,TBD
1139,TBD,TBD,TBD,TBD
1140,TBD,TBD,TBD,TBD
1141,10/5/2021,7 am - 6 pm,Iron Mountain ,79
1142,TBD,TBD,TBD,TBD
1143,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),244
1144,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),79
1146,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),181
1147,TBD,TBD,TBD,TBD
1148,TBD,TBD,TBD,TBD
1149,TBD,TBD,TBD,TBD
1150,TBD,TBD,TBD,TBD
1151,TBD,TBD,TBD,TBD
1152,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1153,4/2/2021,7 am - 6 pm,Vital Records Control (VRC),123
1154,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),68
1155,TBD,TBD,TBD,TBD
1156,TBD,TBD,TBD,TBD
1157,TBD,TBD,TBD,TBD
1158,5/12/2021,7 am - 6 pm,Vital Records Control (VRC),168
1159,TBD,TBD,TBD,TBD
1160,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),95
1161,TBD,TBD,TBD,TBD
1162,TBD,TBD,TBD,TBD
1163,TBD,TBD,TBD,TBD
1164,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),79
1165,TBD,TBD,TBD,TBD
1166,TBD,TBD,TBD,TBD
1167,TBD,TBD,TBD,TBD
1168,TBD,TBD,TBD,TBD
1169,TBD,TBD,TBD,TBD
1170,TBD,TBD,TBD,TBD
1171,TBD,TBD,TBD,TBD
1172,TBD,TBD,TBD,TBD
1173,TBD,TBD,TBD,TBD
1174,5/26/2021,7 am - 6 pm,Vital Records Control (VRC),255
1175,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),0
1176,TBD,TBD,TBD,TBD
1177,TBD,TBD,TBD,TBD
1178,TBD,TBD,TBD,TBD
1179,TBD,TBD,TBD,TBD
1180,TBD,TBD,TBD,TBD
1181,3/3/2022,7 am - 6 pm,Vital Records Control (VRC),40
1182,4/28/2021,7 am - 6 pm,Vital Records Control (VRC),62
1183,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),90
1184,TBD,TBD,TBD,TBD
1185,TBD,TBD,TBD,TBD
1186,8/16/2021,7 am - 6 pm,Vital Records Control (VRC),96
1187,TBD,TBD,TBD,TBD
1188,TBD,TBD,TBD,TBD
1189,TBD,TBD,TBD,TBD
1190,TBD,TBD,TBD,TBD
1191,TBD,TBD,TBD,TBD
1192,6/9/2021,7 am - 6 pm,Vital Records Control (VRC),86
1193,3/4/2022,7 am - 6 pm,Vital Records Control (VRC),260
1194,TBD,TBD,TBD,TBD
1195,9/21/2021,7 am - 6 pm,Vital Records Control (VRC),112
1196,TBD,TBD,TBD,TBD
1197,TBD,TBD,TBD,TBD
1198,7/8/2021,7 am - 6 pm,Iron Mountain ,45
1199,TBD,TBD,TBD,TBD
1200,TBD,TBD,TBD,TBD
1201,5/13/2021,7 am - 6 pm,Vital Records Control (VRC),306
1202,TBD,TBD,TBD,TBD
1203,TBD,TBD,TBD,TBD
1204,TBD,TBD,TBD,TBD
1205,4/29/2021,7 am - 6 pm,Vital Records Control (VRC),120
1206,6/30/2021,7 am - 6 pm,Vital Records Control (VRC),117
1207,5/20/2021,7 am - 6 pm,Vital Records Control (VRC),138
1209,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),160
1210,TBD,TBD,TBD,TBD
1211,TBD,TBD,TBD,TBD
1212,4/29/2021,7 am - 6 pm,Vital Records Control (VRC),91
1213,4/14/2021,7 am - 6 pm,Vital Records Control (VRC),100
1214,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),80
1215,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),67
1216,TBD,TBD,TBD,TBD
1217,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),84
1218,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),0
1219,TBD,TBD,TBD,TBD
1220,TBD,TBD,TBD,TBD
1221,TBD,TBD,TBD,TBD
1222,5/14/2021,7 am - 6 pm,Vital Records Control (VRC),232
1223,TBD,TBD,TBD,TBD
1224,5/20/2021,7 am - 6 pm,Vital Records Control (VRC),209
1225,TBD,TBD,TBD,TBD
1226,TBD,TBD,TBD,TBD
1227,4/7/2021,7 am - 6 pm,Vital Records Control (VRC),136
1228,TBD,TBD,TBD,TBD
1229,6/23/2021,7 am - 6 pm,Vital Records Control (VRC),106
1230,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),0
1231,TBD,TBD,TBD,TBD
1232,TBD,TBD,TBD,TBD
1233,TBD,TBD,TBD,TBD
1234,TBD,TBD,TBD,TBD
1235,7/19/2021,7 am - 6 pm,Iron Mountain ,19
1236,TBD,TBD,TBD,TBD
1237,TBD,TBD,TBD,TBD
1238,TBD,TBD,TBD,TBD
1239,TBD,TBD,TBD,TBD
1240,5/26/2021,7 am - 5 pm,Iron Mountain ,110
1241,TBD,TBD,TBD,TBD
1242,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),120
1243,TBD,TBD,TBD,TBD
1244,TBD,TBD,TBD,TBD
1245,3/30/2021,7 am - 6 pm,Vital Records Control (VRC),102
1247,TBD,TBD,TBD,TBD
1248,TBD,TBD,TBD,TBD
1249,TBD,TBD,TBD,TBD
1252,TBD,TBD,TBD,TBD
1253,TBD,TBD,TBD,TBD
1254,TBD,TBD,TBD,TBD
1255,TBD,TBD,TBD,TBD
1256,TBD,TBD,TBD,TBD
1257,TBD,TBD,TBD,TBD
1259,TBD,TBD,TBD,TBD
1260,6/11/2021,7 am - 6 pm,Vital Records Control (VRC),167
1261,TBD,TBD,TBD,TBD
1263,TBD,TBD,TBD,TBD
1264,TBD,TBD,TBD,TBD
1265,TBD,TBD,TBD,TBD
1266,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),187
1267,TBD,TBD,TBD,TBD
1268,TBD,TBD,TBD,TBD
1270,TBD,TBD,TBD,TBD
1271,TBD,TBD,TBD,TBD
1272,5/25/2021,7 am - 6 pm,Vital Records Control (VRC),118
1273,TBD,TBD,TBD,TBD
1274,TBD,TBD,TBD,TBD
1275,TBD,TBD,TBD,TBD
1276,TBD,TBD,TBD,TBD
1277,TBD,TBD,TBD,TBD
1279,TBD,TBD,TBD,TBD
1280,TBD,TBD,TBD,TBD
1281,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),102
1282,TBD,TBD,TBD,TBD
1283,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),101
1284,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),113
1285,TBD,TBD,TBD,TBD
