Market,Store,Digital Shelf Labels,DSL link,Automated Pallet Delivery,Auto Pallets link,Consistent Freight Delivery,CFD link,CoSTL,CoSTL link
254,257,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
4,258,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
583,259,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/costl-checkout.html
55,260,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
325,261,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
271,262,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
149,264,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
45,265,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
50,266,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
334,267,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
147,268,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
349,269,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
349,271,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
153,272,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
4,273,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
4,274,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
503,275,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
351,276,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
353,277,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
127,278,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
321,279,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
83,280,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
328,281,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
253,282,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
66,283,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
49,284,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/costl-checkout.html
503,285,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
55,286,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/costl-checkout.html
11,287,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
503,288,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
327,289,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
77,290,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
87,292,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
85,293,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
253,294,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
340,295,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
325,296,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
59,297,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
3,298,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
254,299,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
3,300,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
3,301,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
271,302,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
4,303,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
149,304,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
138,305,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
5,306,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
135,307,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
152,308,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
132,309,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
132,310,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
129,311,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
134,312,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
340,313,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
5,314,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
3,315,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
3,316,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
272,317,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
325,318,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
361,319,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
76,320,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
85,321,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
85,322,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
127,323,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
356,324,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
360,325,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
361,326,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
341,328,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
10,329,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
84,330,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
66,331,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
5,332,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
254,333,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
275,334,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
146,335,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
325,336,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
335,337,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
334,338,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
327,339,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
351,340,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
407,341,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
411,342,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
275,343,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
65,344,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
46,345,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
409,346,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
136,347,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
327,348,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
433,350,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
68,351,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
271,352,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
48,353,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
336,354,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
10,355,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
10,356,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
336,357,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
321,358,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
322,359,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
352,360,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
341,361,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
11,362,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
359,363,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
503,364,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
140,365,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
121,366,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
410,368,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
406,369,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
406,370,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
48,371,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/costl-checkout.html
406,372,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
322,373,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
347,374,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
5,375,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
127,376,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
516,377,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
411,378,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
333,379,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
81,381,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
410,382,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
66,383,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
66,384,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
84,385,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
132,386,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
352,387,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
321,388,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
352,389,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
149,390,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
4,391,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
344,392,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
147,393,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
137,394,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
80,395,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
39,396,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
80,397,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
46,398,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
46,399,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
68,400,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
131,401,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
132,402,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
137,403,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
87,404,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
134,405,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
151,406,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
81,407,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
