Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
1270,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1271,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1272,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1273,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
1274,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
1275,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),2
1276,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1277,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1279,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),6
1280,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1281,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),2
1282,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1283,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1284,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1285,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1286,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1287,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1288,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1289,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1290,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1291,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1292,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1293,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1294,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1295,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1296,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1297,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1298,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1299,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1300,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1301,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1302,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1303,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1304,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1305,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1306,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1307,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1308,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1309,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1310,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1311,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1312,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),2
1313,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1314,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1315,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1316,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1317,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1318,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1319,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1320,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1321,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1322,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1323,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
1324,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1325,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1326,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1327,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1328,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1329,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1330,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1331,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1332,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),2
1333,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
1334,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1335,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1336,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1337,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1338,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),2
1339,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1340,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1341,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1342,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1344,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1345,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
1346,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),3
1347,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1348,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),13
1349,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1350,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
1351,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
1352,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1353,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1354,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1355,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),1
1356,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1357,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1358,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),6
1359,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1360,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1361,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1362,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1363,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1364,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1365,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1366,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1367,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1368,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),0
1369,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),3
1370,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1371,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
1372,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1373,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1374,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1375,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1376,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
1377,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1378,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
1379,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1380,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1381,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),7
1382,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),8
1383,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1384,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1385,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1386,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1387,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1388,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1389,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1390,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1391,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1392,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1393,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1394,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1395,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1396,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1397,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),3
1398,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1399,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),7
1400,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1401,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1403,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1404,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1405,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1406,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),10
1407,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1408,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1409,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),2
1410,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1411,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1412,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1413,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),2
1414,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1415,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1416,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1417,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1418,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1419,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1420,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
1421,7/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
1422,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1423,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
1424,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),7
1425,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1426,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
1427,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
1428,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1429,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1430,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1431,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1432,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1433,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),7
1434,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1435,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1436,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1437,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1438,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
1439,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1440,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),4
1441,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),3
1442,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1443,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1444,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1445,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1446,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1447,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1448,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1449,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
1450,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1451,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1452,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1453,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1454,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1455,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1456,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),1
1457,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1458,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1459,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1460,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1461,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),1
1462,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1463,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),2
1464,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1465,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1466,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1467,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1468,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),10
1469,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),3
1470,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),3
1471,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1472,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1473,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),8
1474,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1475,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1476,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1477,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1478,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1479,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),2
1480,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1481,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1482,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1483,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1485,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1486,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1487,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1488,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1489,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1490,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1491,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1492,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1493,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
1494,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),3
1495,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1496,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1497,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1498,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1499,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1500,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1501,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),3
1502,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1503,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),9
1504,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
1505,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1506,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1507,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1508,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1509,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1510,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1511,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1512,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1513,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1514,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1515,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1516,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1517,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1518,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1519,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1520,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1521,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1522,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),3
1523,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1524,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1525,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1526,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1527,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1528,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
1529,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1530,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),3
1531,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1532,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1533,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1534,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1535,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1536,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
1537,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1538,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1539,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1540,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1541,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1542,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1543,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),2
1544,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1545,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1546,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1547,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1548,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1549,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1550,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
1551,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1552,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1553,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1554,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1555,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
1556,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1557,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1558,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1559,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1560,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),1
1561,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1562,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1563,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1564,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
1565,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1566,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
1567,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1568,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1569,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1570,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1571,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1572,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1573,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1574,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1575,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1576,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1577,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1578,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1579,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
1580,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1581,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1583,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1584,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1585,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
1586,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),6
1587,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1588,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1589,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1590,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),5
1591,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1592,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1593,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1594,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
1595,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1596,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1597,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1598,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1599,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1600,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1601,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),9
1602,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),2
1603,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1604,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1605,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),3
1606,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1607,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),3
1608,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1609,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),2
1610,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1611,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1612,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1613,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1614,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1615,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1616,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1617,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1618,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1619,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1620,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1621,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1622,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
1623,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1624,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),2
1625,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1626,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1627,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1628,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1629,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1630,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1631,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
1632,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1633,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1634,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1635,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1636,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
