Store #,Facility Type,Division,Region,Market,EPA/State ID #,Address,City,State,Zip Code
1291,Wal-Mart Supercenter,1,46,367,AZ0000206011,7150 EAST SPEEDWAY BLVD  ,Tucson,Arizona,85710
1292,Wal-Mart Supercenter,1,75,312,VAR000004374,2400 N. FRANKLIN ST.  ,Christiansburg,Virginia,24073
1293,Wal-Mart Supercenter,1,2,30,GAR000008169,3209 DEANS BRIDGE RD  ,AUGUSTA,Georgia,30906
1294,Wal-Mart Supercenter,1,21,247,INR000101410,3240 SOUTH WESTERN Ave  ,Marion,Indiana,46953
1295,Wal-Mart Supercenter,1,44,350,OKR000025494,1100 South 1st Street  ,Madill,Oklahoma,73446
1296,Wal-Mart Supercenter,1,6,569,TXR000079218,1126 W Business 77  ,San Benito,Texas,78586
1297,Wal-Mart Supercenter,1,3,93,FLR000004473,2201 N. YOUNG BLVD  ,Chiefland,Florida,32626
1298,Wal-Mart Supercenter,1,26,302,NCR000141994,2025 N MARINE ROAD  ,Jacksonville,North Carolina,28546
1299,Wal-Mart Supercenter,1,58,364,AZR000047654,2003 E. Rodeo Drive  ,Cottonwood,Arizona,86326
1300,Wal-Mart Supercenter,1,26,302,NCR000141937,3105 MLK JR BLVD  ,New Bern,North Carolina,28562
1301,Wal-Mart Supercenter,1,75,312,VAR000519686,5350 Clearbrook Village Lane  ,Roanoke,Virginia,24014
1302,Wal-Mart Supercenter,1,20,311,VAR000509828,780 Commonwealth Drive  ,Norton,Virginia,24273
1303,Wal-Mart Supercenter,1,7,81,TXR000079217,620 SOUTH IH 35  ,Georgetown,Texas,78628
1304,Wal-Mart Supercenter,1,21,247,INR000125419,2501 Walton Blvd  ,Warsaw,Indiana,46582
1305,Wal-Mart Supercenter,1,53,441,WIR000126185,3800 Deerfield Drive  ,Janesville,Wisconsin,53546
1306,Wal-Mart Supercenter,1,46,387,NMR000005249,233 S NEW YORK AVE  ,Alamogordo,New Mexico,88310
1307,Wal-Mart Supercenter,1,25,262,ILR000152033,2080 N. State Route 50  ,Bradley,Illinois,60915
1308,Wal-Mart Supercenter,1,54,380,COR000011007,7700 West Quincy Avenue  ,Littleton,Colorado,80123
1309,Wal-Mart Supercenter,1,75,312,VAR000501171,1851 WEST MAIN STREET  ,Salem,Virginia,24153
1310,Wal-Mart Supercenter,1,41,251,INR000002618,5555 S US HWY #41  ,Terre Haute,Indiana,47802
1311,Wal-Mart Supercenter,1,14,16,GAR000048389,5448 B Whittlesey Blvd.  ,Columbus,Georgia,31909
1312,Wal-Mart Supercenter,1,4,310,NCR000147934,670 LILLINGTON HWY  ,Spring Lake,North Carolina,28390
1313,Wal-Mart Supercenter,1,7,77,TXD043224062,1200 SE Military Drive  ,San Antonio,Texas,78214
1314,Wal-Mart Supercenter,1,2,24,GAR000027169,3795 Buford Drive  ,Buford,Georgia,30519
1315,Wal-Mart Supercenter,1,47,381,WYR000200410,2032 DELL RANGE BLVD  ,Cheyenne,Wyoming,82009
1316,Wal-Mart Supercenter,1,53,439,WIR000103135,1536 Egg Harbor Road  ,Sturgeon Bay,Wisconsin,54235
1317,Wal-Mart Supercenter,1,4,294,NC0991302698,125 BLEACHERY BLVD  ,Asheville,North Carolina,28805
1318,Wal-Mart Supercenter,1,12,122,TNR000025650,6777 Clinton Hwy  ,Knoxville,Tennessee,37912
1319,Wal-Mart Supercenter,1,12,122,TNR000030072,7550 Norris Freeway  ,Knoxville,Tennessee,37938
1320,Wal-Mart Supercenter,1,12,122,TNR000019695,7420 Chapman Highway  ,Knoxville,Tennessee,37920
1321,Wal-Mart Supercenter,1,26,299,NCR000141945,1299 NORTH BRIGHTLEAF  ,Smithfield,North Carolina,27577
1322,Wal-Mart Supercenter,1,26,308,NC0991302853,160 LOWES BLVD  ,Lexington,North Carolina,27292
1323,Wal-Mart Division 1 Store,1,25,278,ILD984920090,3315 NORTH UNIVERSITY STREET  ,Peoria,Illinois,61604
1324,Wal-Mart Supercenter,1,46,366,AZR000045187,100 WEST WHITE PARK DRIVE  ,Nogales,Arizona,85621
1325,Wal-Mart Division 1 Store,1,46,366,AZR000040279,455 EAST WETMORE  ,Tucson,Arizona,85705
1326,Wal-Mart Supercenter,1,47,433,NER000502914,2250 NO. DIERS AVE  ,Grand Island,Nebraska,68803
1327,Wal-Mart Supercenter,1,41,242,INR000101436,567 IVY TECH DRIVE  ,Madison,Indiana,47250
1328,Wal-Mart Supercenter,1,58,364,AZR000040287,700 MIKES PIKE BLVD  ,Winslow,Arizona,86047
1329,Wal-Mart Supercenter,1,21,246,INR000128710,240 Mall Rd  ,Logansport,Indiana,46947
1330,Wal-Mart Supercenter,1,21,222,OHR000164178,2450 Allentown Road  ,Lima,Ohio,45805
1331,Wal-Mart Supercenter,1,21,239,OHR000103077,2400 W MICHIGAN ST  ,Sidney,Ohio,45365
1332,Wal-Mart Supercenter,1,52,426,NER000504282,1601 Cornhuskers Drive  ,South Sioux City,Nebraska,68776
1333,Wal-Mart Supercenter,1,21,222,OHR000129874,301 Town Center Blvd  ,Van Wert,Ohio,45891
1334,Wal-Mart Supercenter,1,46,372,AZR000004978,100 South Ragus Rd  ,Claypool,Arizona,85532
1335,Wal-Mart Supercenter,1,75,315,VAR000501189,1233 NORTH LEE HIGHWAY  ,Lexington,Virginia,24450
1336,Wal-Mart Division 1 Store,1,20,311,VAR000501197,1193 NORTH MAIN STREET  ,Marion,Virginia,24354
1337,Wal-Mart Supercenter,1,26,304,NCR000145573,548 CC Camp Road  ,Elkin,North Carolina,28621
1338,Wal-Mart Supercenter,1,14,16,GAR000079145,3515 Victory Drive  ,Columbus,Georgia,31903
1339,Wal-Mart Supercenter,1,4,41,SCR000760868,10060 TWO NOTCH ROAD  ,Columbia,South Carolina,29223
1340,Wal-Mart Supercenter,1,2,25,GAR000036962,5401 Fairington Road  ,Lithonia,Georgia,30038
1341,Wal-Mart Supercenter,1,41,254,INR000112847,335 S. Red Bank Rd.  ,Evansville,Indiana,47712
1342,Wal-Mart Supercenter,1,13,128,LAR000043802,300 West Esplanade  ,Kenner,Louisiana,70065
1344,Wal-Mart Supercenter,1,75,315,VAR000001784,1028 RICHMOND AVENUE C.  ,Staunton,Virginia,24401
1345,Wal-Mart Supercenter,1,75,314,VAR000515106,3471 Old Halifax Road  ,South Boston,Virginia,24592
1346,Wal-Mart Supercenter,1,13,143,MSR000103713,3911 BIENVILLE BLVD  ,Ocean Springs,Mississippi,39564
1347,Wal-Mart Supercenter,1,7,87,TXR000072009,1430 Austin Highway  ,San Antonio,Texas,78209
1348,Wal-Mart Supercenter,1,4,300,NCR000137851,5135 CAROLINA BEACH ROAD  ,Wilmington,North Carolina,28412
1349,Wal-Mart Supercenter,1,9,109,FLD984170621,3306 North University Drive  ,Sunrise,Florida,33351
1350,Wal-Mart Supercenter,1,75,315,VAR000501213,3900 WARDS ROAD  ,Lynchburg,Virginia,24502
1351,Wal-Mart Supercenter,1,20,317,WVR000002873,1330 North Eisenhower Drive  ,Beckley,West Virginia,25801
1352,Wal-Mart Supercenter,1,4,300,NCR000148247,5625 South Hwy 41  ,Wallace,North Carolina,29466
1353,Wal-Mart Supercenter,1,13,128,LAR000046664,5110 JEFFERSON HWY  ,Harahan,Louisiana,70123
1354,Wal-Mart Supercenter,1,26,301,NCR000141929,570 Pamlico Plaza  ,Washington,North Carolina,27889
1355,Wal-Mart Supercenter,1,26,302,NCR000136432,300 HIGHWAY 24  ,Morehead City,North Carolina,28557
1356,Wal-Mart Supercenter,1,41,251,INR000110874,410 Grand Valley Blvd  ,Martinsville,Indiana,46151
1357,Wal-Mart Supercenter,1,46,387,NMR000005256,2501 HWY 180 EAST  ,Silver City,New Mexico,88061
1358,Wal-Mart Supercenter,1,4,33,SCR000770735,2110 BELLS HIGHWAY  ,Walterboro,South Carolina,29488
1359,Wal-Mart Supercenter,1,4,36,SCR000003228,7400 RIVERS AVE  ,North Charleston,South Carolina,29406
1360,Wal-Mart Supercenter,1,20,317,WVR000514711,204 Fayette Town Center  ,Fayetteville,West Virginia,25840
1361,Wal-Mart Supercenter,1,52,426,IAR000501445,3400 SINGING HILLS BLVD  ,Sioux City,Iowa,51106
1362,Wal-Mart Supercenter,1,14,15,FLR000009035,15017 Emerald Coast Pkwy  ,Destin,Florida,32541
1363,Wal-Mart Supercenter,1,2,21,GAR000041582,1681 Eatonton Road  ,Madison,Georgia,30650
1364,Wal-Mart Supercenter,1,58,365,AZR000506345,5695 Highway 95 North  ,Lake Havasu City,Arizona,86404
1365,Wal-Mart Division 1 Store,1,53,436,WIR000103143,2222 Crest View Drive  ,Hudson,Wisconsin,54016
1366,Wal-Mart Supercenter,1,53,440,WIR000150219,505 S. Pine Ridge Avenue  ,Merrill,Wisconsin,54452
1367,Wal-Mart Supercenter,1,2,32,GAR000021535,2720 WATSON BLVD.  ,Warner Robins,Georgia,31093
1368,Wal-Mart Supercenter,1,21,218,OHR000103689,11217 State Route 41  ,West Union,Ohio,45693
1369,Wal-Mart Supercenter,1,58,364,AZR000040295,300 N. BEELINE HWY  ,Payson,Arizona,85541
1370,Wal-Mart Supercenter,1,58,365,AZR000036129,2840 HWY 95  ,Bullhead City,Arizona,86442
1371,Wal-Mart Supercenter,1,41,580,INR000124420,735 Whitfield Drive  ,Columbus,Indiana,47201
1372,Wal-Mart Supercenter,1,26,299,NCR000145771,4500 Fayetteville Road  ,Raleigh,North Carolina,27603
1373,Wal-Mart Supercenter,1,2,23,GAR000054700,4004 LAWRENCEVILLE HWY NW  ,Lilburn,Georgia,30047
1374,Wal-Mart Division 1 Store,1,9,91,FLR000074484,200 South State Road 434  ,Altamonte Springs,Florida,32714
1375,Wal-Mart Supercenter,1,14,97,FLR000083634,2255 Highway 71  ,Marianna,Florida,32448
1376,Wal-Mart Supercenter,1,12,152,TNR000028498,204 N. Anderson Lane  ,Hendersonville,Tennessee,37075
1377,Wal-Mart Supercenter,1,25,270,ILR000167361,3801 Running Brook Farm Boulevard  ,McHenry,Illinois,60050
1378,Wal-Mart Supercenter,1,21,247,INR000009878,2304 LINCOLNWAY EAST  ,Goshen,Indiana,46526
1379,Wal-Mart Supercenter,1,26,301,NCR000002089,210 GREENVILLE BLVD  ,Greenville,North Carolina,27834
1380,Wal-Mart Supercenter,1,46,375,NMR000005264,2609 7TH STREET  ,Las Vegas,New Mexico,87701
1381,Wal-Mart Supercenter,1,46,372,AZR000043166,2555 WEST APACHE TRAIL  ,Apache Junction,Arizona,85120
1382,Wal-Mart Supercenter,1,4,39,SCR000004101,508 BYPASS 72 NW  ,Greenwood,South Carolina,29649
1383,Wal-Mart Supercenter,1,4,33,SCR000074898,350 ROBERT SMALLS PKWY  ,Beaufort,South Carolina,29906
1384,Wal-Mart Supercenter,1,54,389,COR000220939,6 CONLEY ROAD  ,La Junta,Colorado,81050
1385,Wal-Mart Supercenter,1,26,305,NCR000141952,3000 EAST FRANKLIN BLVD  ,Gastonia,North Carolina,28056
1386,Wal-Mart Supercenter,1,25,262,ILD984920132,1706 WEST REYNOLDS STREET  ,Pontiac,Illinois,61764
1387,Wal-Mart Supercenter,1,9,108,FLR000082099,3801 TURTLE CREEK DR  ,Coral Springs,Florida,33067
1388,Wal-Mart Supercenter,1,21,248,INR000111609,2501 E. NORTH ST.  ,Kendallville,Indiana,46755
1389,Wal-Mart Supercenter,1,52,414,IAR000517656,1515 SE Marshall Street  ,Boone,Iowa,50036
1390,Wal-Mart Supercenter,1,3,111,FLR000083162,8001 US HWY 19 NORTH  ,Pinellas Park,Florida,33781
1391,Wal-Mart Supercenter,1,3,94,FLR000074534,1101 Beville Road  ,Daytona Beach,Florida,32119
1392,Wal-Mart Supercenter,1,4,300,NCR000141986,5226 Sigmon Road  ,Wilmington,North Carolina,28403
1393,Wal-Mart Supercenter,1,52,413,IAR000503128,2203 Avenue A West  ,Oskaloosa,Iowa,52577
1394,Wal-Mart Supercenter,1,53,435,WIR000144733,10600 W Layton Avenue  ,Greenfield,Wisconsin,53228
1395,Wal-Mart Supercenter,1,25,272,ILR000191940,1212 W McCord Street  ,Centralia,Illinois,62801
1396,Wal-Mart Supercenter,1,53,441,WIR000132142,920 Hwy 12  ,Baraboo,Wisconsin,53913
1397,Wal-Mart Supercenter,1,46,384,NMR000005272,10224 COORS BYPASS NW  ,Albuquerque,New Mexico,87114
1398,Wal-Mart Supercenter,1,9,108,FLR000074542,4545 HYPOLUXO ROAD  ,Lake Worth,Florida,33463
1399,Wal-Mart Supercenter,1,75,314,VAR000501635,1126 EAST LYNCHBURG SALEM TURNPIKE  ,Bedford,Virginia,24523
1400,Wal-Mart Supercenter,1,2,21,GAR000054544,1911 EPPS BRIDGE PKWY  ,Athens,Georgia,30606
1401,Wal-Mart Supercenter,1,25,265,ILR000180851,2552 W 75th Street  ,Naperville,Illinois,60564
1403,Wal-Mart Supercenter,1,2,18,GAR000061200,250 Furniture Drive  ,Cornelia,Georgia,30531
1404,Wal-Mart Supercenter,1,25,269,ILR000104356,820 SOUTH RAND  ,Lake Zurich,Illinois,60047
1405,Wal-Mart Supercenter,1,6,61,TXR000076430,4600 7TH ST.  ,Bay City,Texas,77414
1406,Wal-Mart Supercenter,1,76,286,VAR000004341,2350 SO. PLEASANT VALLEY RD.  ,Winchester,Virginia,22601
1407,Wal-Mart Supercenter,1,21,221,OHR000129700,1530 Wal-Mart Drive  ,Lebanon,Ohio,45036
1408,Wal-Mart Supercenter,1,14,97,FLR000012831,4400 W TENNESSEE  ,Tallahassee,Florida,32304
1409,Wal-Mart Supercenter,1,6,65,TXD988089066,10750 Westview Drive  ,Houston,Texas,77043
1410,Wal-Mart Supercenter,1,21,223,OHD987055712,1801 WEST MAIN ST  ,Troy,Ohio,45373
1411,Wal-Mart Supercenter,1,46,366,AZR000501288,18680 S. NOGALES HWY  ,Green Valley,Arizona,85614
1412,Wal-Mart Supercenter,1,47,381,WYR000200428,4308 GRAND AVENUE  ,Laramie,Wyoming,82070
1413,Wal-Mart Supercenter,1,25,270,ILR000157917,1205 IL Rte 31 S  ,Crystal Lake,Illinois,60014
1414,Wal-Mart Supercenter,1,46,384,NMR000005280,01 I-25 INTERCHANGE  ,Belen,New Mexico,87002
1415,Wal-Mart Supercenter,1,52,421,IAR000506980,2200 17TH ST.  ,Spirit Lake,Iowa,51360
1416,Wal-Mart Supercenter,1,19,207,OHR000108241,1815 SCOTT ST.  ,Napoleon,Ohio,43545
1417,Wal-Mart Supercenter,1,58,364,AZR000047951,3050 East State Route 69  ,Prescott,Arizona,86301
1418,Wal-Mart Supercenter,1,40,341,ILD984920066,1530 West Highway 50  ,O'Fallon,Illinois,62269
1419,Wal-Mart Supercenter,1,21,248,INR000101451,5311 COLDWATER RD  ,Fort Wayne,Indiana,46825
1420,Wal-Mart Supercenter,1,25,264,ILR000104729,850 SOUTH BARRINGTON ROAD  ,Streamwood,Illinois,60107
1421,Wal-Mart Supercenter,1,25,278,ILR000157925,1980 Freedom Parkway  ,Washington,Illinois,61571
1422,Wal-Mart Supercenter,1,19,204,MIK164753235,7700 N Alger Road  ,Alma,Michigan,48801
1423,Wal-Mart Supercenter,1,19,203,MIK761823236,1165 Superior Drive  ,ST JOHNS,Michigan,48879
1424,Wal-Mart Supercenter,1,75,290,VA0000144949,671 Southpark Blvd  ,Colonial Heights,Virginia,23834
1425,Wal-Mart Supercenter,1,21,247,IND985103100,402 WEST PLAZA DRIVE  ,Columbia City,Indiana,46725
1426,Wal-Mart Supercenter,1,21,259,KYR000042697,351 River Hill Road  ,Ashland,Kentucky,41101
1427,Wal-Mart Supercenter,1,21,218,OHR000127761,1470 S Court Street  ,Circleville,Ohio,43113
1428,Wal-Mart Supercenter,1,19,204,MIK782783971,4730 Encore Blvd  ,MT. PLEASANT,Michigan,48858
1429,Wal-Mart Supercenter,1,19,213,OHD987055696,2052 State Route 53  ,Fremont,Ohio,43420
1430,Wal-Mart Supercenter,1,53,439,WIR000112292,351 SOUTH WASHBURN ST.  ,Oshkosh,Wisconsin,54904
1431,Wal-Mart Supercenter,1,52,418,IAR000503292,300 NO. PARK DRIVE  ,Keokuk,Iowa,52632
1432,Wal-Mart Supercenter,1,19,204,MIK876385527,8917 East 34 Road  ,Cadillac,Michigan,49601
1433,Wal-Mart Supercenter,1,21,222,OHR000126391,1950 Havemann Road  ,Celina,Ohio,45822
1434,Wal-Mart Supercenter,1,54,391,COR000005314,707 SOUTH 8TH ST  ,Colorado Springs,Colorado,80905
1435,Wal-Mart Supercenter,1,52,413,IAR000503953,806 LAUREL ST.  ,Creston,Iowa,50801
1436,Wal-Mart Supercenter,1,9,107,FLR000074559,6294 FOREST HILL BLVD  ,Greenacres,Florida,33415
1437,Wal-Mart Supercenter,1,47,406,OKR000021865,2600 North Highway 64  ,Guymon,Oklahoma,73942
1438,Wal-Mart Supercenter,1,57,405,UTR000006536,1330 S. PROVIDENCE CENTER DR.  ,Cedar City,Utah,84720
1439,Wal-Mart Supercenter,1,57,405,UTR000006528,625 W TELEGRAPH ST.  ,Washington,Utah,84780
1440,Wal-Mart Supercenter,1,54,403,UTR000006338,99 West 1280 North  ,Tooele,Utah,84074
1441,Wal-Mart Supercenter,1,21,221,OHR000136549,5303 Bowen Dr  ,Mason,Ohio,45040
1442,Wal-Mart Supercenter,1,57,405,AZR000501213,1017 West Haul Road  ,Page,Arizona,86040
1443,Wal-Mart Supercenter,1,21,221,OHD987055555,4370 Eastgate Square Drive  ,Cincinnati,Ohio,45245
1444,Wal-Mart Supercenter,1,3,98,FLR000117143,9890 Hutchinson Park Drive  ,Jacksonville,Florida,32225
1445,Wal-Mart Supercenter,1,19,213,OHR000132811,2826 E Harbor Road  ,Port Clinton,Ohio,43452
1446,Wal-Mart Supercenter,1,53,436,WIR000122515,2501 West Avenue  ,Rice Lake,Wisconsin,54868
1447,Wal-Mart Supercenter,1,52,419,WID988642120,3705 TOWER AVENUE  ,Superior,Wisconsin,54880
1448,Wal-Mart Supercenter,1,19,213,OHR000135160,1996 E Main Street  ,Ashland,Ohio,44805
1449,Wal-Mart Supercenter,1,53,439,WIR000103200,4115 Calumet Avenue  ,Manitowoc,Wisconsin,54220
1450,Wal-Mart Supercenter,1,20,316,WVR000515940,200 Academy Drive  ,Ripley,West Virginia,25271
1451,Wal-Mart Supercenter,1,25,275,ILR000157115,100 Lincoln Avenue  ,Beardstown,Illinois,62618
1452,Wal-Mart Division 1 Store,1,26,309,NCR000141978,3209 PINEVILLE MATTHEWS RD  ,Charlotte,North Carolina,28226
1453,Wal-Mart Supercenter,1,53,440,WIR000103218,2440 WEST MASON STREET  ,Green Bay,Wisconsin,54303
1454,Wal-Mart Supercenter,1,25,275,ILR000076596,5211 BROADWAY ST  ,Quincy,Illinois,62305
1455,Wal-Mart Supercenter,1,5,44,TXR000072017,8401 ANDERSON ST.  ,Fort Worth,Texas,76120
1456,Wal-Mart Supercenter,1,47,381,WYR000204669,125 NORTH 2ND STREET  ,Evanston,Wyoming,82930
1457,Wal-Mart Supercenter,1,47,381,WYR000200444,1733 NORTH FEDERAL  ,Riverton,Wyoming,82501
1458,Wal-Mart Supercenter,1,12,120,GAR000031229,3040 Battlefield Pkwy  ,Fort Oglethorpe,Georgia,30742
1459,Wal-Mart Supercenter,1,41,249,IND985103001,7245 US HWY 31 SOUTH  ,Indianapolis,Indiana,46227
1460,Wal-Mart Supercenter,1,47,433,NER000502716,3803 Osborne Drive West  ,Hastings,Nebraska,68901
1461,Wal-Mart Supercenter,1,47,381,WYR000200451,201 GATEWAY BLVD.  ,Rock Springs,Wyoming,82901
1462,Wal-Mart Supercenter,1,14,7,ALR000032599,501 Willow Lane  ,Greenville,Alabama,36037
1463,Wal-Mart Supercenter,1,21,223,OHR000137091,70 Hospitality Drive  ,Xenia,Ohio,45385
1464,Wal-Mart Supercenter,1,26,305,NCR000142018,8180 SOUTH TRYON STREET  ,Charlotte,North Carolina,28273
1465,Wal-Mart Supercenter,1,75,314,VAR000013458,515 Mount Cross Road  ,Danville,Virginia,24540
1466,Wal-Mart Supercenter,1,12,122,TNR000024612,2824 APPALACHIAN HWY  ,Jacksboro,Tennessee,37757
1467,Wal-Mart Supercenter,1,12,121,TNR000025676,539 E CENTRAL AVENUE  ,Jamestown,Tennessee,38556
1468,Wal-Mart Supercenter,1,11,136,MSR000102376,205 HOUSE-CARLSON DRIVE  ,Batesville,Mississippi,38606
1469,Wal-Mart Supercenter,1,12,119,TNR000028472,2020 GUNBARREL RD  ,Chattanooga,Tennessee,37421
1470,Wal-Mart Supercenter,1,52,421,MNS000127282,700 19th Avenue SE  ,Willmar,Minnesota,56201
1471,Wal-Mart Division 1 Store,1,53,439,WIR000103226,1717 NORTH SHAWANO STREET  ,New London,Wisconsin,54961
1472,Wal-Mart Supercenter,1,52,423,MNR000113407,1752 NO. FRONTAGE  ,Hastings,Minnesota,55033
1473,Wal-Mart Supercenter,1,52,421,MNR000020156,1881 Madison Avenue  ,Mankato,Minnesota,56001
1474,Wal-Mart Supercenter,1,58,365,AZR000040105,2900 S PACIFIC AVE  ,Yuma,Arizona,85365
1475,Wal-Mart Supercenter,1,52,418,IAR000513168,2485 Hwy 92  ,Washington,Iowa,52353
1476,Wal-Mart Supercenter,1,41,243,INR000111146,1351 Veterans Parkway  ,Clarksville,Indiana,47129
1477,Wal-Mart Supercenter,1,20,317,WVR000500843,200 Wall Street  ,Summersville,West Virginia,26651
1478,Wal-Mart Supercenter,1,21,259,OHR000103044,354 Private Drive  ,SouthPoint,Ohio,45680
1479,Wal-Mart Supercenter,1,19,238,INR000007393,2400 Morthland Dr  ,Valparaiso,Indiana,46383
1480,Wal-Mart Supercenter,1,21,239,INR000113514,950 E Greenville Pike  ,Winchester,Indiana,47394
1481,Wal-Mart Supercenter,1,14,13,ALR000023937,209 Lakeshore Parkway  ,Homewood,Alabama,35209
1482,Wal-Mart Division 1 Store,1,3,112,FLR000073932,7011 WATERS AVENUE WEST  ,Tampa,Florida,33634
1483,Wal-Mart Supercenter,1,47,430,SDR000203844,3001 Broadway Avenue  ,Yankton,South Dakota,57078
1485,Wal-Mart Supercenter,1,47,382,WYR000200469,2300 SOUTH DOUGLAS HWY  ,Gillette,Wyoming,82718
1486,Wal-Mart Supercenter,1,75,314,VAR000004358,1800 Peery Drive  ,Farmville,Virginia,23901
1487,Wal-Mart Supercenter,1,19,238,INR000123067,5780 South Franklin Street  ,Michigan City,Indiana,46360
1488,Wal-Mart Supercenter,1,2,22,GAR000020404,7001 CONCOURSE PKWY  ,Douglasville,Georgia,30134
1489,Wal-Mart Division 1 Store,1,25,269,ILR000104752,555 Townline Road  ,Vernon Hills,Illinois,60061
1490,Wal-Mart Supercenter,1,53,263,ILR000104653,7219 WALTON ST  ,Rockford,Illinois,61108
1491,Wal-Mart Supercenter,1,52,413,IAR000507004,1500 North Jefferson  ,Indianola,Iowa,50125
1492,Wal-Mart Supercenter,1,54,376,COR000005595,14000 East Exposition Avenue  ,Aurora,Colorado,80012
1493,Wal-Mart Supercenter,1,14,14,ALR000045666,3371 S Alabama Ave  ,Monroeville,Alabama,36460
1494,Wal-Mart Supercenter,1,6,78,TXR000080413,4109 S. Staples Street  ,Corpus Christi,Texas,78411
1495,Wal-Mart Supercenter,1,21,223,OHR000121756,7680 Brandt Pike  ,Huber Heights,Ohio,45424
1496,Wal-Mart Supercenter,1,52,415,IAR000507012,1334 Flammang Drive  ,Waterloo,Iowa,50702
1497,Wal-Mart Supercenter,1,25,266,ILR000192054,22401 Central Avenue  ,Richton Park,Illinois,60471
1498,Wal-Mart Supercenter,1,26,298,NCR000141903,3738 N.BATTLEGROUND AVE.  ,Greensboro,North Carolina,27410
1499,Wal-Mart Supercenter,1,20,317,WVR000002097,520 North Jefferson Street  ,Lewisburg,West Virginia,24901
1500,Wal-Mart Supercenter,1,47,430,SDR000203950,1201 29th St. SE  ,Watertown,South Dakota,57201
1501,Wal-Mart Division 1 Store,1,3,112,FLR000073924,14941 NORTH DALE MABRY HWY  ,Tampa,Florida,33618
1502,Wal-Mart Supercenter,1,26,301,NCR000138743,251 PREMIER BLVD  ,Roanoke Rapids,North Carolina,27870
1503,Wal-Mart Supercenter,1,21,223,OHD987055654,6244 Wilmington Pike  ,CENTERVILLE (SOUTHEAST),Ohio,45459
1504,Wal-Mart Supercenter,1,21,223,OHR000153411,8800 Kingsridge Drive  ,Dayton,Ohio,45458
1505,Wal-Mart Supercenter,1,20,258,KYR000041699,254 Cassidy Blvd  ,Pikeville,Kentucky,41501
1506,Wal-Mart Supercenter,1,52,415,IAR000507020,1220 WEST MAIN  ,Manchester,Iowa,52057
1507,Wal-Mart Supercenter,1,44,409,KSD984973644,3030 NORTH ROCK RD  ,Wichita,Kansas,67226
1508,Wal-Mart Supercenter,1,47,382,WYR000000315,1695 Coffeen Ave  ,Sheridan,Wyoming,82801
1509,Wal-Mart Supercenter,1,52,415,IAR000507210,103 E. CARLISLE  ,Maquoketa,Iowa,52060
1510,Wal-Mart Supercenter,1,21,225,KYR000044032,7625 Doering Drive  ,Florence,Kentucky,41042
1511,Wal-Mart Supercenter,1,9,553,FLR000074633,1800 UNIVERSITY DRIVE  ,Miramar,Florida,33025
1512,Wal-Mart Supercenter,1,46,371,AZR000040345,800 West Warner Road  ,Chandler,Arizona,85225
1513,Wal-Mart Supercenter,1,3,111,FLR000074625,35404 US HIGHWAY 19  ,Palm Harbor,Florida,34684
1514,Wal-Mart Supercenter,1,40,340,MOR000523274,2201 Michigan Avenue  ,Arnold,Missouri,63010
1515,Wal-Mart Supercenter,1,53,442,WIR000126177,W190 N9855 APPLETON AVE  ,Germantown,Wisconsin,53022
1516,Wal-Mart Supercenter,1,7,70,TXR000082148,1501 Roosevelt Street  ,Borger,Texas,79007
1517,Wal-Mart Supercenter,1,9,108,FLD056916364,5001 N Federal Highway  ,Pompano Beach,Florida,33064
1518,Wal-Mart Supercenter,1,41,482,IND985102870,3221 WEST 86TH ST  ,Indianapolis,Indiana,46268
1519,Wal-Mart Supercenter,1,21,218,OHR000103036,100 WAL-MART DRIVE  ,Jackson,Ohio,45640
1520,Wal-Mart Supercenter,1,47,430,SDR000205104,3820 7th Ave SE  ,Aberdeen,South Dakota,57401
1521,Wal-Mart Supercenter,1,21,225,OHR000135095,8451 Colerain Ave  ,Cincinnati,Ohio,45239
1522,Wal-Mart Supercenter,1,76,320,WVR000500850,40 Jett Ln.  ,Elkins,West Virginia,26241
1523,Wal-Mart Supercenter,1,75,290,VAR000501247,11400 West Broad Street Road  ,Glen Allen,Virginia,23060
1524,Wal-Mart Supercenter,1,75,290,VAR000501254,12000 Iron Bridge Road  ,Chester,Virginia,23831
1525,Wal-Mart Supercenter,1,75,287,VAR000008318,7430 BELL CREEK RD  ,Mechanicsville,Virginia,23111
1526,Wal-Mart Supercenter,1,52,426,IAR000502385,1280 Lake Avenue  ,Storm Lake,Iowa,50588
1527,Wal-Mart Supercenter,1,26,301,NCR000142919,101 TANGLEWOOD PKWY  ,Elizabeth City,North Carolina,27909
1528,Wal-Mart Supercenter,1,52,415,IAR000507079,2645 BLAIRS FERRY RD  ,Cedar Rapids,Iowa,52402
1529,Wal-Mart Supercenter,1,22,233,PAR000502013,2801 E MARKET BLDG B  ,York,Pennsylvania,17402
1530,Wal-Mart Supercenter,1,11,136,MSD985981513,710 NORTH DAVIS AVENUE  ,Cleveland,Mississippi,38732
1531,Wal-Mart Supercenter,1,25,270,ILR000192062,365 Lake Marian Road  ,Carpentersville,Illinois,60110
1532,Wal-Mart Supercenter,1,46,369,AZR000040352,5845 West Bell Road  ,Glendale,Arizona,85308
1533,Wal-Mart Supercenter,1,46,369,AZR000505263,7975 West Peoria Avenue  ,Peoria,Arizona,85345
