Store,Digital Shelf Labels,Automated Pallet Delivery,Digital Locks,Consistent Freight Delivery,CoSTL
720,TBD,YES,TBD,YES,YES
721,TBD,TBD,TBD,YES,TBD
722,TBD,TBD,TBD,YES,TBD
723,TBD,YES,TBD,YES,TBD
724,TBD,YES,TBD,YES,TBD
725,TBD,YES,TBD,YES,TBD
726,TBD,TBD,TBD,YES,TBD
727,TBD,YES,TBD,YES,TBD
728,TBD,YES,YES,YES,TBD
729,TBD,YES,TBD,YES,TBD
730,TBD,YES,TBD,YES,TBD
731,TBD,YES,TBD,YES,TBD
733,TBD,TBD,TBD,YES,TBD
734,TBD,YES,TBD,YES,TBD
735,TBD,YES,TBD,YES,TBD
736,TBD,TBD,TBD,YES,TBD
737,TBD,YES,TBD,YES,TBD
738,TBD,TBD,TBD,YES,TBD
739,TBD,YES,TBD,YES,TBD
740,TBD,YES,TBD,YES,TBD
741,TBD,YES,TBD,YES,TBD
742,TBD,YES,TBD,YES,TBD
743,TBD,TBD,TBD,YES,TBD
744,TBD,TBD,TBD,YES,TBD
745,TBD,TBD,TBD,YES,TBD
746,TBD,YES,TBD,YES,TBD
748,TBD,TBD,YES,YES,TBD
749,TBD,TBD,YES,YES,TBD
750,TBD,TBD,YES,YES,TBD
751,TBD,TBD,TBD,YES,TBD
752,TBD,TBD,TBD,YES,TBD
753,TBD,TBD,YES,YES,TBD
754,TBD,YES,YES,YES,TBD
755,TBD,YES,TBD,YES,TBD
756,TBD,YES,TBD,YES,TBD
757,TBD,YES,TBD,YES,TBD
758,TBD,YES,TBD,YES,TBD
759,TBD,YES,TBD,YES,TBD
760,TBD,TBD,TBD,YES,TBD
761,TBD,TBD,TBD,YES,TBD
762,TBD,YES,TBD,YES,TBD
764,TBD,YES,TBD,YES,TBD
765,TBD,YES,TBD,YES,TBD
766,TBD,YES,TBD,YES,TBD
767,TBD,TBD,YES,YES,TBD
768,TBD,TBD,YES,YES,TBD
769,TBD,YES,TBD,YES,TBD
770,TBD,YES,YES,YES,TBD
771,TBD,TBD,TBD,YES,TBD
772,TBD,TBD,YES,YES,TBD
773,TBD,TBD,TBD,YES,TBD
774,TBD,TBD,TBD,YES,TBD
775,TBD,TBD,TBD,YES,TBD
776,TBD,TBD,YES,YES,TBD
777,TBD,TBD,TBD,YES,TBD
778,TBD,TBD,TBD,YES,TBD
779,TBD,YES,TBD,YES,TBD
780,TBD,TBD,TBD,YES,TBD
781,TBD,YES,TBD,YES,TBD
782,TBD,YES,TBD,YES,TBD
783,TBD,TBD,TBD,YES,TBD
784,TBD,TBD,TBD,YES,TBD
785,TBD,YES,TBD,YES,TBD
786,TBD,TBD,TBD,YES,TBD
787,TBD,TBD,TBD,YES,TBD
788,TBD,YES,TBD,YES,TBD
789,TBD,TBD,TBD,YES,YES
790,TBD,YES,TBD,YES,TBD
791,TBD,YES,TBD,YES,TBD
792,TBD,TBD,TBD,YES,TBD
793,TBD,YES,TBD,YES,TBD
794,TBD,YES,TBD,YES,TBD
795,TBD,YES,TBD,YES,TBD
796,TBD,TBD,TBD,YES,TBD
797,TBD,TBD,TBD,YES,TBD
798,TBD,TBD,TBD,YES,TBD
799,TBD,YES,YES,YES,TBD
800,TBD,TBD,TBD,YES,TBD
801,TBD,YES,TBD,YES,TBD
802,TBD,TBD,TBD,YES,TBD
803,TBD,YES,TBD,YES,TBD
804,TBD,TBD,TBD,YES,TBD
805,TBD,TBD,YES,YES,TBD
806,TBD,YES,YES,YES,TBD
807,TBD,TBD,TBD,YES,TBD
808,TBD,TBD,TBD,YES,TBD
809,TBD,YES,TBD,YES,TBD
810,TBD,TBD,YES,YES,TBD
811,TBD,TBD,TBD,YES,TBD
812,TBD,YES,TBD,YES,TBD
813,TBD,YES,TBD,YES,TBD
814,TBD,TBD,TBD,YES,TBD
815,TBD,TBD,TBD,YES,TBD
816,TBD,YES,TBD,YES,TBD
817,TBD,YES,TBD,YES,TBD
818,TBD,YES,YES,YES,TBD
819,TBD,TBD,TBD,YES,TBD
820,TBD,TBD,TBD,YES,TBD
821,TBD,YES,TBD,YES,TBD
822,TBD,YES,TBD,YES,TBD
823,TBD,TBD,TBD,YES,TBD
824,TBD,YES,YES,YES,TBD
825,TBD,TBD,TBD,YES,TBD
826,TBD,YES,TBD,YES,TBD
827,TBD,YES,TBD,YES,TBD
828,TBD,YES,TBD,YES,TBD
829,TBD,YES,YES,YES,TBD
830,TBD,TBD,TBD,YES,TBD
833,TBD,TBD,TBD,YES,TBD
834,TBD,TBD,TBD,YES,TBD
835,TBD,YES,TBD,YES,TBD
836,TBD,YES,TBD,YES,TBD
837,TBD,YES,TBD,YES,TBD
838,TBD,TBD,TBD,YES,TBD
839,TBD,TBD,YES,YES,TBD
840,TBD,TBD,TBD,YES,TBD
841,TBD,TBD,TBD,YES,TBD
842,TBD,YES,YES,YES,TBD
843,TBD,YES,TBD,YES,TBD
844,TBD,TBD,TBD,YES,TBD
845,TBD,TBD,TBD,YES,TBD
846,TBD,TBD,TBD,YES,TBD
847,TBD,TBD,TBD,TBD,TBD
848,TBD,YES,TBD,YES,TBD
849,TBD,TBD,YES,YES,TBD
850,TBD,YES,TBD,YES,TBD
851,TBD,YES,TBD,YES,TBD
852,TBD,TBD,TBD,YES,TBD
853,TBD,YES,TBD,YES,TBD
854,TBD,YES,TBD,YES,TBD
855,TBD,TBD,TBD,YES,TBD
856,TBD,TBD,TBD,YES,TBD
857,TBD,TBD,TBD,YES,TBD
858,TBD,YES,TBD,YES,TBD
859,TBD,YES,TBD,YES,TBD
860,TBD,TBD,TBD,YES,TBD
861,TBD,YES,TBD,YES,TBD
862,TBD,YES,TBD,YES,TBD
863,TBD,TBD,TBD,YES,TBD
864,TBD,YES,TBD,YES,TBD
865,TBD,YES,TBD,YES,TBD
866,TBD,YES,TBD,YES,TBD
867,TBD,YES,YES,YES,TBD
868,TBD,YES,TBD,YES,TBD
869,TBD,YES,TBD,YES,TBD
870,TBD,YES,TBD,YES,TBD
871,TBD,TBD,TBD,YES,TBD
872,TBD,TBD,TBD,YES,TBD
873,TBD,YES,TBD,YES,TBD
874,TBD,YES,TBD,YES,TBD
875,TBD,YES,TBD,YES,TBD
876,TBD,TBD,TBD,YES,TBD
877,TBD,TBD,YES,YES,TBD
878,TBD,TBD,TBD,YES,TBD
879,TBD,TBD,TBD,YES,TBD
880,TBD,TBD,TBD,YES,TBD
881,TBD,TBD,TBD,YES,YES
882,TBD,TBD,TBD,TBD,TBD
884,TBD,YES,TBD,YES,TBD
885,TBD,YES,TBD,YES,TBD
886,TBD,TBD,YES,YES,TBD
887,TBD,YES,TBD,YES,TBD
888,TBD,YES,TBD,YES,TBD
889,TBD,YES,TBD,YES,TBD
890,TBD,YES,TBD,YES,TBD
891,TBD,TBD,TBD,YES,TBD
892,TBD,TBD,YES,YES,TBD
893,TBD,TBD,TBD,YES,TBD
894,TBD,TBD,TBD,YES,TBD
895,TBD,TBD,TBD,YES,TBD
896,TBD,TBD,YES,YES,TBD
897,TBD,YES,TBD,YES,TBD
898,TBD,YES,TBD,YES,TBD
899,TBD,YES,TBD,YES,TBD
900,TBD,YES,TBD,YES,TBD
901,TBD,YES,TBD,YES,TBD
902,TBD,YES,TBD,YES,TBD
903,TBD,YES,TBD,YES,TBD
904,TBD,YES,TBD,YES,TBD
905,TBD,YES,YES,YES,TBD
906,TBD,YES,TBD,YES,TBD
907,TBD,TBD,TBD,YES,TBD
908,TBD,YES,YES,YES,TBD
909,TBD,TBD,TBD,YES,TBD
910,TBD,TBD,TBD,YES,TBD
911,TBD,TBD,TBD,YES,TBD
912,TBD,TBD,YES,YES,TBD
913,TBD,TBD,TBD,TBD,TBD
914,TBD,TBD,TBD,YES,TBD
915,TBD,TBD,YES,YES,TBD
916,TBD,YES,TBD,YES,TBD
917,TBD,YES,TBD,YES,TBD
918,TBD,YES,TBD,YES,TBD
919,TBD,YES,TBD,YES,TBD
920,TBD,TBD,TBD,YES,TBD
921,TBD,YES,TBD,YES,TBD
922,TBD,YES,TBD,YES,TBD
923,TBD,YES,TBD,YES,TBD
924,TBD,YES,TBD,YES,TBD
925,TBD,YES,TBD,YES,TBD
927,TBD,YES,TBD,YES,TBD
928,TBD,TBD,TBD,YES,TBD
929,TBD,TBD,TBD,YES,TBD
930,TBD,TBD,YES,YES,TBD
931,TBD,TBD,TBD,YES,TBD
932,TBD,TBD,TBD,YES,TBD
933,TBD,TBD,TBD,YES,TBD
934,TBD,YES,TBD,YES,TBD
935,TBD,TBD,YES,YES,TBD
936,TBD,TBD,TBD,YES,TBD
937,TBD,TBD,TBD,YES,TBD
938,TBD,TBD,TBD,YES,TBD
939,TBD,YES,TBD,YES,TBD
940,TBD,TBD,YES,YES,YES
941,TBD,YES,TBD,YES,TBD
942,TBD,YES,TBD,YES,TBD
943,TBD,YES,TBD,YES,TBD
944,TBD,YES,TBD,YES,TBD
945,TBD,YES,TBD,YES,TBD
947,TBD,TBD,TBD,YES,TBD
948,TBD,TBD,YES,YES,TBD
950,TBD,YES,TBD,YES,TBD
951,TBD,TBD,TBD,YES,TBD
952,TBD,YES,TBD,YES,TBD
953,TBD,YES,TBD,YES,TBD
954,TBD,YES,TBD,YES,TBD
955,TBD,YES,TBD,YES,TBD
956,TBD,TBD,TBD,YES,TBD
957,TBD,TBD,TBD,YES,TBD
958,TBD,TBD,TBD,TBD,TBD
959,TBD,YES,TBD,YES,TBD
960,TBD,TBD,TBD,YES,TBD
961,TBD,TBD,TBD,YES,TBD
962,TBD,YES,TBD,YES,TBD
963,TBD,TBD,TBD,YES,TBD
964,TBD,YES,TBD,YES,TBD
965,TBD,TBD,TBD,TBD,TBD
966,TBD,TBD,TBD,YES,TBD
967,TBD,YES,TBD,YES,TBD
968,TBD,YES,TBD,YES,TBD
969,TBD,YES,TBD,YES,TBD
970,TBD,YES,TBD,YES,TBD
971,TBD,TBD,TBD,TBD,TBD
972,TBD,TBD,YES,YES,YES
973,TBD,TBD,TBD,YES,TBD
974,TBD,TBD,TBD,YES,TBD
975,TBD,TBD,TBD,YES,TBD
976,TBD,YES,TBD,YES,TBD
977,TBD,TBD,TBD,YES,TBD
978,TBD,TBD,TBD,YES,TBD
979,TBD,TBD,TBD,TBD,TBD
980,TBD,YES,TBD,YES,TBD
981,TBD,YES,TBD,YES,TBD
982,TBD,YES,TBD,YES,TBD
984,TBD,YES,TBD,YES,TBD
985,TBD,TBD,TBD,YES,TBD
986,TBD,YES,TBD,YES,TBD
987,TBD,TBD,TBD,YES,TBD
988,TBD,YES,TBD,YES,TBD
989,TBD,TBD,TBD,YES,TBD
990,TBD,YES,TBD,YES,TBD
991,TBD,YES,YES,YES,TBD
992,TBD,TBD,TBD,YES,TBD
993,TBD,YES,YES,YES,TBD
994,TBD,YES,TBD,YES,TBD
995,TBD,YES,TBD,YES,TBD
996,TBD,YES,TBD,YES,TBD
998,TBD,YES,TBD,YES,TBD
999,TBD,YES,TBD,YES,TBD
1000,TBD,YES,TBD,YES,TBD
1001,TBD,YES,TBD,YES,TBD
1002,TBD,YES,TBD,YES,TBD
1003,TBD,TBD,TBD,YES,TBD
1004,TBD,YES,TBD,YES,TBD
1005,TBD,TBD,TBD,YES,TBD
1006,TBD,YES,TBD,YES,TBD
1007,TBD,TBD,TBD,TBD,TBD
1008,TBD,YES,TBD,YES,TBD
1009,TBD,TBD,TBD,YES,TBD
1010,TBD,YES,YES,YES,TBD
1011,TBD,YES,YES,YES,TBD
1012,TBD,TBD,TBD,TBD,TBD
1013,TBD,TBD,TBD,YES,TBD
1014,TBD,YES,YES,YES,TBD
1015,TBD,YES,TBD,YES,TBD
1016,TBD,TBD,TBD,YES,TBD
1017,TBD,YES,TBD,YES,TBD
1018,TBD,YES,TBD,YES,TBD
1019,TBD,YES,TBD,YES,TBD
1020,TBD,YES,TBD,YES,TBD
1021,TBD,TBD,TBD,YES,TBD
1022,TBD,YES,TBD,YES,TBD
1023,TBD,YES,TBD,YES,TBD
1024,TBD,YES,TBD,YES,TBD
1025,TBD,YES,TBD,YES,TBD
1026,TBD,YES,TBD,YES,TBD
1027,TBD,TBD,YES,YES,TBD
1028,TBD,TBD,TBD,YES,TBD
1029,TBD,TBD,TBD,YES,TBD
1030,TBD,TBD,YES,YES,TBD
1032,TBD,YES,TBD,YES,TBD
1033,TBD,YES,TBD,YES,TBD
1034,TBD,TBD,YES,YES,TBD
1035,TBD,TBD,YES,YES,TBD
1036,TBD,TBD,YES,YES,TBD
1037,TBD,YES,YES,YES,TBD
1038,TBD,YES,TBD,YES,TBD
1039,TBD,YES,TBD,YES,TBD
1040,TBD,TBD,YES,YES,TBD
1041,TBD,YES,TBD,YES,TBD
1042,TBD,YES,YES,YES,TBD
1043,TBD,TBD,TBD,YES,TBD
1044,TBD,YES,TBD,YES,TBD
1045,TBD,YES,TBD,YES,TBD
1046,TBD,YES,TBD,YES,TBD
1047,TBD,TBD,YES,YES,TBD
1048,TBD,YES,TBD,YES,TBD
1051,TBD,YES,TBD,YES,TBD
1052,TBD,YES,TBD,YES,TBD
1053,TBD,YES,TBD,YES,TBD
1054,TBD,YES,YES,YES,TBD
1055,TBD,TBD,TBD,YES,YES
1056,TBD,TBD,TBD,YES,TBD
1057,TBD,TBD,TBD,YES,TBD
1058,TBD,YES,TBD,YES,TBD
1059,TBD,YES,TBD,YES,TBD
1060,TBD,TBD,YES,YES,TBD
1061,TBD,YES,TBD,YES,TBD
1062,TBD,TBD,TBD,YES,TBD
1063,TBD,YES,TBD,YES,TBD
1064,TBD,TBD,YES,YES,TBD
1065,TBD,YES,TBD,YES,TBD
1066,TBD,YES,TBD,YES,TBD
1067,TBD,TBD,TBD,YES,TBD
1068,TBD,TBD,TBD,YES,TBD
1069,TBD,YES,TBD,YES,TBD
1070,TBD,YES,TBD,YES,TBD
1071,TBD,TBD,TBD,YES,TBD
1072,TBD,YES,TBD,YES,TBD
1073,TBD,YES,TBD,YES,TBD
1074,TBD,YES,TBD,YES,TBD
1075,TBD,TBD,YES,YES,TBD
1076,TBD,YES,TBD,YES,TBD
1077,TBD,TBD,TBD,YES,YES
1078,TBD,YES,TBD,YES,TBD
1079,TBD,TBD,TBD,YES,TBD
1080,TBD,YES,TBD,YES,TBD
1081,TBD,TBD,YES,YES,TBD
1082,TBD,TBD,YES,YES,TBD
1083,TBD,TBD,YES,YES,TBD
1084,TBD,YES,TBD,YES,TBD
1085,TBD,YES,TBD,YES,TBD
1086,TBD,YES,TBD,YES,TBD
1087,TBD,TBD,TBD,YES,TBD
1088,TBD,YES,YES,YES,TBD
1089,TBD,YES,TBD,YES,TBD
1090,TBD,TBD,YES,YES,TBD
1091,TBD,YES,TBD,YES,TBD
1093,TBD,TBD,TBD,YES,TBD
1094,TBD,YES,YES,YES,TBD
1095,TBD,YES,TBD,YES,TBD
1096,TBD,TBD,YES,YES,TBD
1097,TBD,YES,TBD,YES,TBD
1098,TBD,TBD,TBD,YES,TBD
1099,TBD,TBD,TBD,YES,TBD
1100,TBD,YES,TBD,YES,TBD
1101,TBD,YES,TBD,YES,TBD
1102,TBD,TBD,YES,YES,TBD
1103,TBD,TBD,TBD,YES,TBD
1104,TBD,TBD,TBD,YES,TBD
1105,TBD,YES,YES,YES,TBD
1106,TBD,YES,TBD,YES,TBD
1107,TBD,TBD,TBD,YES,TBD
1108,TBD,YES,TBD,YES,TBD
1109,TBD,YES,TBD,YES,TBD
1110,TBD,TBD,TBD,YES,TBD
1111,TBD,TBD,TBD,YES,TBD
1112,TBD,TBD,TBD,YES,TBD
1113,TBD,YES,TBD,YES,TBD
1114,TBD,YES,TBD,YES,TBD
1115,TBD,TBD,TBD,YES,TBD
1116,TBD,TBD,TBD,YES,TBD
1117,TBD,TBD,TBD,YES,TBD
1118,TBD,YES,TBD,YES,TBD
1119,TBD,TBD,TBD,YES,TBD
1120,TBD,YES,TBD,YES,TBD
1121,TBD,YES,TBD,YES,TBD
1122,TBD,TBD,TBD,YES,TBD
1123,TBD,TBD,TBD,YES,TBD
1124,TBD,YES,TBD,YES,TBD
1125,TBD,TBD,TBD,YES,TBD
1126,TBD,YES,TBD,YES,TBD
1128,TBD,TBD,YES,YES,TBD
1129,TBD,YES,YES,YES,TBD
1130,TBD,TBD,TBD,YES,TBD
1131,TBD,TBD,TBD,YES,TBD
1132,TBD,TBD,TBD,YES,TBD
1133,TBD,TBD,TBD,YES,TBD
1134,TBD,YES,TBD,YES,TBD
1135,TBD,YES,YES,YES,TBD
1136,TBD,TBD,YES,YES,TBD
1137,TBD,TBD,YES,YES,TBD
1138,TBD,TBD,TBD,TBD,TBD
1139,TBD,YES,TBD,YES,TBD
1140,TBD,YES,TBD,YES,TBD
1141,TBD,YES,TBD,YES,TBD
1142,TBD,YES,TBD,YES,TBD
1143,TBD,YES,TBD,YES,TBD
1144,TBD,TBD,YES,YES,TBD
1146,TBD,YES,TBD,YES,TBD
1147,TBD,TBD,TBD,YES,TBD
1148,TBD,TBD,TBD,YES,TBD
1149,TBD,YES,TBD,YES,TBD
1150,TBD,TBD,TBD,YES,TBD
1151,TBD,YES,TBD,YES,TBD
1152,TBD,YES,TBD,YES,TBD
1153,TBD,YES,YES,YES,TBD
1154,TBD,YES,TBD,YES,TBD
1155,TBD,YES,TBD,YES,TBD
1156,TBD,TBD,YES,YES,TBD
1157,TBD,YES,TBD,YES,TBD
1158,TBD,YES,TBD,YES,TBD
1159,TBD,YES,TBD,YES,TBD
1160,TBD,YES,TBD,YES,TBD
1161,TBD,TBD,YES,YES,TBD
1162,TBD,TBD,TBD,YES,TBD
1163,TBD,TBD,YES,YES,TBD
1164,TBD,TBD,YES,YES,YES
1165,TBD,YES,TBD,YES,TBD
1166,TBD,YES,TBD,TBD,TBD
1167,TBD,TBD,YES,YES,TBD
1168,TBD,YES,TBD,YES,TBD
1169,TBD,YES,TBD,YES,TBD
1170,TBD,YES,TBD,YES,TBD
1171,TBD,YES,TBD,YES,TBD
1172,TBD,TBD,YES,YES,TBD
1173,TBD,TBD,YES,YES,TBD
1174,TBD,YES,TBD,YES,TBD
1175,TBD,YES,YES,YES,TBD
1176,TBD,TBD,TBD,TBD,TBD
1177,TBD,TBD,TBD,YES,TBD
1178,TBD,TBD,TBD,YES,TBD
1179,TBD,YES,YES,YES,TBD
1180,TBD,YES,TBD,YES,TBD
1181,TBD,TBD,YES,YES,TBD
1182,TBD,TBD,TBD,YES,TBD
1183,TBD,TBD,YES,YES,YES
1184,TBD,TBD,TBD,YES,TBD
1185,TBD,YES,YES,YES,TBD
1186,TBD,TBD,TBD,YES,TBD
1187,TBD,YES,TBD,YES,TBD
1188,TBD,TBD,YES,YES,TBD
1189,TBD,YES,TBD,YES,TBD
1190,TBD,YES,TBD,YES,TBD
1191,TBD,YES,TBD,YES,TBD
1192,TBD,YES,TBD,YES,TBD
1193,TBD,YES,YES,YES,TBD
1194,TBD,YES,TBD,YES,TBD
1195,TBD,YES,TBD,YES,TBD
1196,TBD,TBD,TBD,YES,TBD
1197,TBD,YES,TBD,YES,TBD
1198,TBD,YES,TBD,YES,TBD
1199,TBD,YES,TBD,YES,TBD
1200,TBD,YES,TBD,YES,TBD
1201,TBD,YES,TBD,YES,TBD
1202,TBD,TBD,TBD,TBD,TBD
1203,TBD,YES,TBD,YES,TBD
1204,TBD,TBD,YES,YES,TBD
1205,TBD,TBD,TBD,YES,TBD
1206,TBD,TBD,YES,YES,TBD
1207,TBD,YES,TBD,YES,TBD
1209,TBD,TBD,YES,YES,TBD
1210,TBD,YES,TBD,YES,YES
1211,TBD,TBD,TBD,YES,TBD
1212,TBD,YES,TBD,YES,TBD
1213,TBD,YES,TBD,YES,TBD
1214,TBD,YES,TBD,YES,TBD
1215,TBD,YES,TBD,YES,TBD
1216,TBD,TBD,YES,YES,TBD
1217,TBD,YES,TBD,YES,TBD
1218,TBD,YES,TBD,YES,TBD
1219,TBD,TBD,YES,YES,TBD
1220,TBD,YES,YES,YES,TBD
1221,TBD,YES,YES,YES,TBD
1222,TBD,YES,TBD,YES,TBD
1223,TBD,TBD,TBD,YES,TBD
1224,TBD,YES,TBD,YES,TBD
1225,TBD,TBD,TBD,YES,TBD
1226,TBD,TBD,TBD,YES,TBD
1227,TBD,YES,TBD,YES,TBD
1228,TBD,TBD,TBD,YES,TBD
1229,TBD,YES,TBD,YES,TBD
1230,TBD,YES,TBD,YES,TBD
1231,TBD,YES,TBD,YES,TBD
1232,TBD,YES,TBD,YES,TBD
1233,TBD,YES,TBD,YES,TBD
1234,TBD,TBD,TBD,YES,TBD
1235,TBD,YES,TBD,YES,TBD
1236,TBD,YES,YES,YES,TBD
1237,TBD,YES,TBD,YES,TBD
1238,TBD,YES,YES,YES,TBD
1239,TBD,YES,TBD,YES,TBD
1240,TBD,YES,TBD,YES,TBD
1241,TBD,TBD,YES,YES,TBD
1242,TBD,TBD,YES,YES,TBD
1243,TBD,TBD,TBD,YES,TBD
1244,TBD,TBD,TBD,YES,TBD
1245,TBD,YES,TBD,YES,TBD
1247,TBD,YES,TBD,YES,TBD
1248,TBD,YES,TBD,YES,TBD
1249,TBD,YES,TBD,YES,TBD
1252,TBD,YES,YES,YES,TBD
1253,TBD,YES,YES,YES,TBD
1254,TBD,YES,TBD,YES,TBD
1255,TBD,YES,TBD,YES,TBD
1256,TBD,TBD,TBD,YES,TBD
1257,TBD,YES,TBD,YES,TBD
1259,TBD,YES,TBD,YES,TBD
1260,TBD,YES,TBD,YES,TBD
1261,TBD,YES,YES,YES,TBD
1263,TBD,TBD,YES,YES,TBD
1264,TBD,YES,TBD,YES,TBD
1265,TBD,TBD,YES,YES,TBD
1266,TBD,TBD,YES,YES,TBD
1267,TBD,TBD,YES,TBD,TBD
1268,TBD,YES,TBD,YES,TBD
1270,TBD,YES,TBD,YES,TBD
1271,TBD,YES,TBD,YES,TBD
1272,TBD,YES,TBD,YES,TBD
1273,TBD,YES,TBD,YES,TBD
1274,TBD,TBD,TBD,TBD,TBD
1275,TBD,YES,TBD,YES,TBD
1276,TBD,TBD,TBD,TBD,TBD
1277,TBD,YES,TBD,TBD,TBD
1279,TBD,TBD,TBD,YES,TBD
1280,TBD,YES,TBD,YES,TBD
1281,TBD,TBD,YES,YES,TBD
1282,TBD,YES,TBD,YES,TBD
1283,TBD,TBD,TBD,YES,TBD
1284,TBD,TBD,TBD,YES,TBD
1285,TBD,TBD,YES,YES,TBD
1286,TBD,TBD,YES,YES,YES
1287,TBD,TBD,TBD,YES,TBD
1288,TBD,YES,TBD,YES,TBD
1289,TBD,YES,TBD,YES,TBD
1290,TBD,YES,TBD,YES,TBD
1291,TBD,YES,YES,YES,TBD
1292,TBD,TBD,YES,YES,TBD
1293,TBD,YES,YES,YES,TBD
1294,TBD,YES,YES,YES,TBD
1295,TBD,TBD,TBD,YES,TBD
1296,TBD,YES,TBD,YES,TBD
1297,TBD,TBD,TBD,YES,TBD
1298,TBD,YES,YES,YES,TBD
1299,TBD,YES,TBD,YES,TBD
1300,TBD,YES,TBD,YES,TBD
1301,TBD,TBD,TBD,YES,TBD
1302,TBD,YES,TBD,YES,TBD
1303,TBD,YES,TBD,YES,TBD
1304,TBD,TBD,TBD,YES,TBD
1305,TBD,TBD,TBD,TBD,TBD
1306,TBD,YES,TBD,YES,TBD
1307,TBD,TBD,TBD,YES,TBD
1308,TBD,YES,YES,YES,TBD
1309,TBD,TBD,YES,YES,TBD
1310,TBD,YES,TBD,YES,TBD
1311,TBD,TBD,YES,YES,TBD
1312,TBD,YES,TBD,YES,TBD
1313,TBD,YES,YES,YES,TBD
1314,TBD,TBD,TBD,YES,TBD
1315,TBD,YES,TBD,YES,TBD
1316,TBD,TBD,TBD,TBD,TBD
1317,TBD,YES,TBD,YES,TBD
1318,TBD,YES,TBD,YES,TBD
1319,TBD,YES,TBD,YES,TBD
1320,TBD,YES,TBD,YES,TBD
1321,TBD,YES,YES,YES,TBD
1322,TBD,TBD,YES,YES,TBD
1323,TBD,TBD,TBD,YES,TBD
1324,TBD,YES,TBD,YES,TBD
1325,TBD,YES,TBD,YES,TBD
1326,TBD,YES,TBD,YES,TBD
1327,TBD,YES,TBD,YES,TBD
1328,TBD,YES,TBD,YES,TBD
1329,TBD,TBD,YES,YES,TBD
1330,TBD,YES,YES,YES,TBD
1331,TBD,YES,TBD,YES,TBD
1332,TBD,TBD,YES,YES,TBD
1333,TBD,YES,TBD,YES,TBD
1334,TBD,YES,TBD,YES,TBD
1335,TBD,TBD,TBD,YES,TBD
1336,TBD,YES,TBD,YES,TBD
1337,TBD,TBD,YES,YES,TBD
1338,TBD,TBD,YES,YES,TBD
1339,TBD,TBD,YES,YES,YES
1340,TBD,TBD,YES,YES,TBD
1341,TBD,TBD,TBD,YES,TBD
1342,TBD,TBD,TBD,YES,TBD
1344,TBD,TBD,YES,YES,TBD
1345,TBD,YES,TBD,YES,TBD
1346,TBD,YES,TBD,YES,TBD
1347,TBD,YES,TBD,YES,TBD
1348,TBD,YES,TBD,YES,TBD
1349,TBD,TBD,TBD,YES,TBD
1350,TBD,YES,YES,YES,TBD
1351,TBD,TBD,TBD,YES,TBD
1352,TBD,YES,TBD,YES,TBD
1353,TBD,TBD,TBD,YES,TBD
1354,TBD,YES,TBD,YES,TBD
1355,TBD,YES,TBD,YES,TBD
1356,TBD,YES,TBD,YES,TBD
1357,TBD,YES,TBD,YES,TBD
1358,TBD,YES,YES,YES,TBD
1359,TBD,YES,TBD,YES,TBD
1360,TBD,TBD,TBD,YES,TBD
1361,TBD,TBD,TBD,YES,TBD
1362,TBD,YES,TBD,YES,TBD
1363,TBD,TBD,TBD,YES,TBD
1364,TBD,YES,TBD,YES,TBD
1365,TBD,YES,TBD,TBD,TBD
1366,TBD,TBD,TBD,TBD,TBD
1367,TBD,YES,TBD,YES,TBD
1368,TBD,YES,TBD,YES,TBD
1369,TBD,YES,TBD,YES,TBD
1370,TBD,YES,TBD,YES,TBD
1371,TBD,YES,TBD,YES,TBD
1372,TBD,YES,TBD,YES,TBD
1373,TBD,TBD,YES,YES,TBD
1374,TBD,YES,TBD,YES,TBD
1375,TBD,YES,YES,YES,YES
1376,TBD,TBD,TBD,YES,TBD
1377,TBD,TBD,TBD,YES,TBD
1378,TBD,TBD,YES,YES,TBD
1379,TBD,YES,TBD,YES,TBD
1380,TBD,YES,TBD,YES,TBD
1381,TBD,YES,YES,YES,TBD
1382,TBD,TBD,TBD,YES,TBD
1383,TBD,YES,YES,YES,TBD
1384,TBD,YES,TBD,YES,TBD
1385,TBD,TBD,YES,YES,TBD
1386,TBD,TBD,TBD,YES,TBD
1387,TBD,TBD,TBD,YES,TBD
1388,TBD,TBD,TBD,YES,TBD
1389,TBD,TBD,TBD,YES,TBD
1390,TBD,YES,TBD,YES,TBD
1391,TBD,TBD,YES,YES,TBD
1392,TBD,YES,TBD,YES,TBD
1393,TBD,TBD,TBD,YES,TBD
1394,TBD,TBD,YES,TBD,TBD
1395,TBD,TBD,TBD,YES,TBD
1396,TBD,TBD,TBD,TBD,TBD
1397,TBD,YES,YES,YES,TBD
1398,TBD,TBD,TBD,YES,TBD
1399,TBD,TBD,TBD,YES,TBD
1400,TBD,TBD,TBD,YES,TBD
1401,TBD,TBD,TBD,YES,TBD
1403,TBD,TBD,TBD,YES,TBD
1404,TBD,TBD,TBD,YES,TBD
1405,TBD,TBD,TBD,YES,TBD
1406,TBD,TBD,TBD,YES,TBD
1407,TBD,YES,TBD,YES,TBD
1408,TBD,TBD,TBD,YES,YES
1409,TBD,TBD,YES,YES,TBD
1410,TBD,YES,TBD,YES,TBD
1411,TBD,YES,TBD,YES,TBD
1412,TBD,YES,TBD,YES,TBD
1413,TBD,TBD,TBD,YES,TBD
1414,TBD,YES,TBD,YES,TBD
