Dept / Cat #,Business Unit,date,Supplier Name,Brand/Product Name,UPC #,Description,Stock #,Retail Price,Customer_Remedy,,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091201006,PLANT THERAPY WINTER,680912010061,8.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091201076,PLANT THERAPY MUSCLE,680912010764,37.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091201079,PLANT THERAPY VEIN A,680912010795,37.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091201108,PLANT THERAPY WINTER,680912011082,24.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091202156,PLANT THERAPY WINTER,680912021562,16.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091202269,PLANT THERAPY MUSCLE,680912022699,14.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091202284,PLANT THERAPY TINGLY,HX-8G5W-MQTM,8.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091202285,PLANT THERAPY TINGLY,680912022859,14.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091202290,PLANT THERAPY VEIN A,FK-AZJ1-K4CH,8.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
2,Walmart.com,3/20/20,"PLANT THERAPY, INC.",Plant Therapy Essential Oils,68091202291,PLANT THERAPY VEIN A,680912022910,15.95,"CPSC 20-723 Consumers should immediately store the product in a safe location out of reach of children and contact Plant Therapy for a free replacement child-resistant cap.  All known purchasers are being notified directly by the firm about the recall. Contact Plant Therapy at 800-917-6577 from 6 a.m. to 10 p.m. MT Monday through Friday, email at cs@planttherapy.com, put “Free Replacement Cap” in the subject line of the email and in the body.  Please provide your name, address, the product(s), the bottle size for which you are requesting a replacement cap for and the date you purchased the product(s), or online at PlantTherapy.com and click on “Important Safety Information” for more information.",,,
71,Walmart.com,3/12/20,Ashley Furniture Industries,Finch,77052108738,3 Drawer Dresser,EB108738Q,59.99,"CPSC 20-721 Stop using the dressers that are not properly anchored to the wall and place them in an area that children cannot access.  Contact Homestar at 877-353-5999, CPSCanti-tip@homestarltd.com or www.homestar-finch-recall.com or www.homestarltd.com to receive a free tip-over restraint kit and a one-time free in-home installation of the kit.",,,
71,Walmart.com,3/12/20,Ashley Furniture Industries,Finch,77052108863,3 Drawer Dresser,EB108738BA,81.99,"CPSC 20-721 Stop using the dressers that are not properly anchored to the wall and place them in an area that children cannot access.  Contact Homestar at 877-353-5999, CPSCanti-tip@homestarltd.com or www.homestar-finch-recall.com or www.homestarltd.com to receive a free tip-over restraint kit and a one-time free in-home installation of the kit.",,,
71,Walmart.com,3/12/20,Ashley Furniture Industries,Finch,77052108873,3 Drawer Dresser,EB108738W5,70.05,"CPSC 20-721 Stop using the dressers that are not properly anchored to the wall and place them in an area that children cannot access.  Contact Homestar at 877-353-5999, CPSCanti-tip@homestarltd.com or www.homestar-finch-recall.com or www.homestarltd.com to receive a free tip-over restraint kit and a one-time free in-home installation of the kit.",,,
7,Walmart.com,2/27/20,Step2 Company,Step2,73353870009,Grocery Shopping Cart,700000,29.99,"CPSC 20-081 Take the recalled shopping carts from children and contact Step2 for a free replacement shopping cart or a refund at www.Step2.com, 800-347-8372.",,,
9,Walmart.com,2/21/20,Browning-Green Supply Inc,Browning,2361484370,BROWNING LEATHER HOL,327763,79.99,"CPSC 20-076 Consumers should immediately stop using the recalled holsters and contact Browning for a free replacement. Contact Browning at 800-945-5372 from 8 a.m. to 4:30 p.m. MT Monday through Friday, email HolsterRecall@browning.com, online at www.browning.com and click on the “News/Recalls” tab, or visit https://www.browning.com/support/recall-safety-information/recall-notice----leather-holster--multi-angle-thumb-break.html.",,,
79,Walmart.com,2/20/20,Kolcraft Enterprises,Kolcraft,3187802963,Cuddle N Care 2 N 1 Bassinet Sleeper Accessory,KB063,119.97,"CPSC 20-075 Stop using the sleeper accessory and contact Kolcraft for a $35 voucher or a $20 refund.  Consumers can continue to use the bassinet without the inclined sleeper accessory.  Contact Kolcraft at 800-453-7673, email customerservice@kolcraft.com,  www.kolcraft.com.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786923991,14OZ GIZMO DINO,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786924184,14OZ GIZMO SHARK,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786925008,14OZ GIZMO SLOTH,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786925612,14OZ GIZMO MERMAID,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786925989,14OZ GIZMO PANDA,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786925992,14OZ GIZMO CAT,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786926001,14OZ GIZMO NAVY,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786926003,14OZ GIZMO UNICORN,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786926010,14OZ GIZMO MERM SLD,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927313,CT GIZMO DINO,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927314,CT GIZMO SHARK,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927316,CT GIZMO SLOTHS,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927318,CT GIZMO MERMAID,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927319,CT 14OZ GIZMO SHRK,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927315,CONTIGO EASY CLEAN 14OZ DINO,2108611,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927320,CONTIGO EASY CLEAN 14OZ SLOTH,2108614,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927322,CONTIGO EASY CLEAN 14OZ MERMAID,2108615,10.84,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
14,"Walmart, Walmart.com",2/19/20,IGNITE USA,CONTIGO,60786927473,CT GIZMO SHARK,2108577,9.98,"CPSC 20-074 Consumers should immediately stop using the recalled water bottles and the replacement lids provided in the previous recall, take them away from children, and contact Contigo for a free water bottle. Consumers who received replacement lids in the previous recall should contact Contigo for the new water bottle. Contact Contigo toll-free at 888-262-0622 from 8 a.m. to 5 p.m. ET Monday through Friday, or online at www.gocontigo.com/recall or www.gocontigo.com and click on Recalls at the bottom of the page for more information.",,,
79,"Walmart, Walmart.com",2/06/20,Infantino,Infantino,77355400103,FLIP FRONT2BACK CARRIER,200-103R,26.88,"CPSC 20-071 Stop using the recalled infant carriers and contact Infantino for instructions on how to receive a free replacement carrier.  Contact Infantino at 800-840-4916, Recall@infantino.com or www.infantino.com.",,,
79,"Walmart, Walmart.com",2/06/20,Infantino,Infantino,77355400193,UP CLOSE NEWBORN CARRIER,200-193A,26.88,"CPSC 20-071 Stop using the recalled infant carriers and contact Infantino for instructions on how to receive a free replacement carrier.  Contact Infantino at 800-840-4916, Recall@infantino.com or www.infantino.com.",,,
9,Walmart.com,2/06/20,RAWLINGS SPORTING GOODS COMPAN,Rawlings,8332154552,RAWLINGS MACH BASEBA,CHMACH-N7/W7-SR,200,"CPSC 20-067 Consumers should immediately stop using the recalled catcher’s helmets and contact Rawlings to receive a free replacement back plate for head sizes 7.5 and below or a full refund for head sizes above 7.5. Contact Rawlings at 800-729-5464 from 7:30 a.m. to 5 p.m. CT Monday through Friday, email at returns@rawlings.com or online at www.rawlings.com and click on Recall at the bottom of the page for more information. ",,,
9,Walmart.com,2/06/20,RAWLINGS SPORTING GOODS COMPAN,Rawlings,8332154550,RAWLINGS MACH BASEBA,CHMACH-B7/W7-SR,200,"CPSC 20-067 Consumers should immediately stop using the recalled catcher’s helmets and contact Rawlings to receive a free replacement back plate for head sizes 7.5 and below or a full refund for head sizes above 7.5. Contact Rawlings at 800-729-5464 from 7:30 a.m. to 5 p.m. CT Monday through Friday, email at returns@rawlings.com or online at www.rawlings.com and click on Recall at the bottom of the page for more information. ",,,
9,Walmart.com,2/06/20,RAWLINGS SPORTING GOODS COMPAN,Rawlings,8332154551,RAWLINGS MACH BASEBA,CHMACH-DG7/W7-S,200,"CPSC 20-067 Consumers should immediately stop using the recalled catcher’s helmets and contact Rawlings to receive a free replacement back plate for head sizes 7.5 and below or a full refund for head sizes above 7.5. Contact Rawlings at 800-729-5464 from 7:30 a.m. to 5 p.m. CT Monday through Friday, email at returns@rawlings.com or online at www.rawlings.com and click on Recall at the bottom of the page for more information. ",,,
9,Walmart.com,2/06/20,RAWLINGS SPORTING GOODS COMPAN,Rawlings,8332154556,RAWLINGS MACH BASEBA,CHMACH-S7/W7-SR,200,"CPSC 20-067 Consumers should immediately stop using the recalled catcher’s helmets and contact Rawlings to receive a free replacement back plate for head sizes 7.5 and below or a full refund for head sizes above 7.5. Contact Rawlings at 800-729-5464 from 7:30 a.m. to 5 p.m. CT Monday through Friday, email at returns@rawlings.com or online at www.rawlings.com and click on Recall at the bottom of the page for more information. ",,,
79,Walmart.com,1/29/20,GRACO CHILDRENS PRODUCTS,GRACO,4740612605,GRACO LITTLE LOUNGER,1908957,50,CPSC 20-062 Consumers should immediately stop using the product and contact Graco for a cash refund or a voucher. Contact Graco toll-free at 800-345-4109 from 8 a.m. to 5 p.m. ET Monday through Friday or online at www.gracobaby.com and click on Recall Information.,,,
79,Walmart.com,1/29/20,GRACO CHILDRENS PRODUCTS,GRACO,4740612166,ROCKERS,1875063,79.99,CPSC 20-062 Consumers should immediately stop using the product and contact Graco for a cash refund or a voucher. Contact Graco toll-free at 800-345-4109 from 8 a.m. to 5 p.m. ET Monday through Friday or online at www.gracobaby.com and click on Recall Information.,,,
79,Walmart.com,1/29/20,GRACO CHILDRENS PRODUCTS,GRACO,4740612793,ROCKERS,1914283,79.99,CPSC 20-062 Consumers should immediately stop using the product and contact Graco for a cash refund or a voucher. Contact Graco toll-free at 800-345-4109 from 8 a.m. to 5 p.m. ET Monday through Friday or online at www.gracobaby.com and click on Recall Information.,,,
79,Walmart.com,1/29/20,GRACO CHILDRENS PRODUCTS,GRACO,4740615256,GRACO LITTLE LOUNGE,2047734,79.99,CPSC 20-062 Consumers should immediately stop using the product and contact Graco for a cash refund or a voucher. Contact Graco toll-free at 800-345-4109 from 8 a.m. to 5 p.m. ET Monday through Friday or online at www.gracobaby.com and click on Recall Information.,,,
79,Walmart.com,1/29/20,SUMMER INFANT INC,Summer,1291491394,SWADDLEME BY YOUR BE,91394,99.99,CPSC 20-059 Consumers should immediately stop using the inclined sleeper and contact Summer Infant for a cash refund or voucher. Contact Summer Infant online at www.summerinfant.com and click on “Safety Alerts and Recall Information” or at 1-800-426-8627 from 9 a.m. to 5 p.m. ET Monday through Friday for more information.,,,
79,Walmart.com,1/29/20,DELTA ENTERPRISE CORPORATION,Delta,76113903451,DISNEY MINNIE MOUSE,27404-942,69.99,CPSC 20-061 Consumers should immediately stop using the inclined sleeper and contact Delta for a cash refund or voucher. Contact Delta online at www.deltachildren.com and click on “Recall Center” or at 1-800-377-3777 from 9a.m. to 6 p.m. ET Monday through Friday for more,,,
79,Walmart.com,1/29/20,DELTA ENTERPRISE CORPORATION,Delta,76113903452,DISNEY WINNIE THE PO,27404-758,69.99,CPSC 20-061 Consumers should immediately stop using the inclined sleeper and contact Delta for a cash refund or voucher. Contact Delta online at www.deltachildren.com and click on “Recall Center” or at 1-800-377-3777 from 9a.m. to 6 p.m. ET Monday through Friday for more,,,
79,Walmart.com,1/29/20,DELTA ENTERPRISE CORPORATION,Delta,8021305668,BEAUTYREST CLOVER DE,27404-437,69.99,CPSC 20-061 Consumers should immediately stop using the inclined sleeper and contact Delta for a cash refund or voucher. Contact Delta online at www.deltachildren.com and click on “Recall Center” or at 1-800-377-3777 from 9a.m. to 6 p.m. ET Monday through Friday for more,,,
79,Walmart.com,1/29/20,DELTA ENTERPRISE CORPORATION,Delta,76113903453,BEAUTYREST DELUXE 3-,27404-2255,69.99,CPSC 20-061 Consumers should immediately stop using the inclined sleeper and contact Delta for a cash refund or voucher. Contact Delta online at www.deltachildren.com and click on “Recall Center” or at 1-800-377-3777 from 9a.m. to 6 p.m. ET Monday through Friday for more,,,
79,Walmart.com,1/29/20,EVENFLO COMPANY INC,EVENFLO,3288419373,EVENFLO PILLO PORTAB,12132125,69.99,CPSC 20-060 Consumers should immediately stop using the product and contact Evenflo for a cash refund or voucher. Contact Evenflo online at www.evenflo.com and click on “Product Notices & Recalls” or at 1-800-233-5921 from 9 a.m. to 5 p.m. ET Monday through Friday for more information.,,,
12,Walmart,1/14/20,SHERWIN WILLIAMS COMPANY,Thompson,3205311800,THOMPSON CLEAR WOODPROTECT 11OZ,TH.011800-18,7.96,"CPSC 20-056 Consumers should immediately stop using Thompson’s WaterSeal Waterproofing Wood Protector and Masonry Protector in aerosol cans, discard the products in accordance with local requirements and contact The Thompson’s Company for a full refund. Customers may contact Thompson’s Company toll-free at 888-304-3769 from 9 a.m. to 5 p.m. ET, Monday through Friday, email at thompsonsaerosolrecall@sherwin.com, or online at www.thompsonswaterseal.com and click on “RECALL” for more information.",,,
79,Walmart.com,12/05/19,Bexco Enterprises,DaVinci,4851782685,Bailey Bassinet,M0934N,109,"CPSC 20-711 Stop using the bassinets and contact DaVinci for a repair kit that includes new support legs. Remove the support legs and use the bassinet on a safe space on the floor or find an alternate, safe sleeping environment for the child.  Customers may contact DaVinci at 833-932-0208, email at bailey@milliondollarbaby.zendesk.com or at www.davincibaby.com/baileyrepair or www.davincibaby.com.",,,
79,Walmart.com,12/05/19,Bexco Enterprises,DaVinci,4851782659,Bailey Bassinet,M0934Q,109,"CPSC 20-711 Stop using the bassinets and contact DaVinci for a repair kit that includes new support legs. Remove the support legs and use the bassinet on a safe space on the floor or find an alternate, safe sleeping environment for the child.  Customers may contact DaVinci at 833-932-0208, email at bailey@milliondollarbaby.zendesk.com or at www.davincibaby.com/baileyrepair or www.davincibaby.com.",,,
79,Walmart.com,12/05/19,Bexco Enterprises,DaVinci,4851782657,Bailey Bassinet,M0934G,109,"CPSC 20-711 Stop using the bassinets and contact DaVinci for a repair kit that includes new support legs. Remove the support legs and use the bassinet on a safe space on the floor or find an alternate, safe sleeping environment for the child.  Customers may contact DaVinci at 833-932-0208, email at bailey@milliondollarbaby.zendesk.com or at www.davincibaby.com/baileyrepair or www.davincibaby.com.",,,
79,Walmart.com,12/05/19,Bexco Enterprises,DaVinci,4851782658,Bailey Bassinet,M0934W,109,"CPSC 20-711 Stop using the bassinets and contact DaVinci for a repair kit that includes new support legs. Remove the support legs and use the bassinet on a safe space on the floor or find an alternate, safe sleeping environment for the child.  Customers may contact DaVinci at 833-932-0208, email at bailey@milliondollarbaby.zendesk.com or at www.davincibaby.com/baileyrepair or www.davincibaby.com.",,,
11,Walmart,11/27/19,Black & Decker,Stanley,7617451454,16oz Wood Hammer,STHT51454,5.88,20-034 Consumers should immediately stop using the recalled hammers and return them to Walmart to receive a refund in the form of a Walmart gift card for the purchase price.,,,
10,Walmart.com,11/26/19,Keystone Automotive Operations,Yamaha,81085603000,Yamaha Portable Generator,G6BEF2000ISV2,1218.27,20-710 Consumers should immediately stop using the recalled generators and contact Yamaha Power Products dealer at 866-788-7398 to schedule a free repair. Yamaha is contacting all registered owners directly,,,
87,Walmart.com,11/21/19,D&H Distributing and Teledynamics,EcoXGear Ecoboulder,81912701034,Grace Digital Speaker,GDIEXBM901,249.99,"20-027 	Consumers should stop using the speakers and contact ECOXGEAR to receive a battery replacement kit.  Contact ECOXGEAR at 800-903-9664, email safety@ecoxgear.com, or online at www.ecoxgear.com.",,,
17,Walmart.com,11/20/19,B and B Acquisitions,Airome,83324503456,Wintergreen Essential Oil Focus and Concentrate Gift Set,ECOMBO3,17.99,"20-026 	Consumers should store the product out of the reach of children and contact B&B Acquisition for a replacement child-resistant cap.  Contact B&B Acquisition at 800-262-2305, email at info@airome.com, or online at www.airome.com.",,,
17,Walmart.com,11/20/19,B and B Acquisitions,Airome,83324503131,Wintergreen Essential Oil,E990,9.99,"20-026 	Consumers should store the product out of the reach of children and contact B&B Acquisition for a replacement child-resistant cap.  Contact B&B Acquisition at 800-262-2305, email at info@airome.com, or online at www.airome.com.",,,
