Primary Key,BU2,Region,Market,Store,Monthly Procedure Review,Monthly Equipment  Completion,Weekly Compliance  Usage,Weekly Operational  Usage
19,NORTH,19,238,1479,100%,100%,75%,75%
19,NORTH,19,238,1487,100%,100%,75%,75%
19,NORTH,19,238,2276,100%,100%,100%,100%
19,NORTH,19,238,2544,0%,0%,75%,0%
19,NORTH,19,238,2818,100%,100%,100%,100%
19,NORTH,19,238,4631,0%,100%,75%,75%
,,,238 Total,,67%,83%,83%,71%
19 Total,,19 Total,,,88%,92%,87%,83%
20,NORTH,20,208,1707,100%,100%,75%,75%
20,NORTH,20,208,2063,100%,100%,100%,100%
20,NORTH,20,208,2193,100%,100%,100%,100%
20,NORTH,20,208,2197,100%,100%,100%,100%
20,NORTH,20,208,2541,100%,100%,100%,100%
20,NORTH,20,208,2910,100%,100%,100%,100%
20,NORTH,20,208,3860,100%,100%,100%,75%
,,,208 Total,,100%,100%,96%,93%
20,NORTH,20,209,2313,100%,100%,100%,100%
20,NORTH,20,209,2359,100%,100%,100%,100%
20,NORTH,20,209,3250,100%,100%,100%,75%
20,NORTH,20,209,3293,100%,100%,100%,100%
20,NORTH,20,209,3608,100%,100%,100%,100%
20,NORTH,20,209,5387,100%,100%,100%,100%
,,,209 Total,,100%,100%,100%,96%
20,NORTH,20,214,1839,100%,100%,75%,75%
20,NORTH,20,214,1894,0%,100%,25%,25%
20,NORTH,20,214,1927,100%,100%,100%,100%
20,NORTH,20,214,2073,100%,100%,75%,75%
20,NORTH,20,214,4255,100%,100%,100%,100%
20,NORTH,20,214,4285,100%,100%,100%,100%
20,NORTH,20,214,5066,100%,100%,100%,100%
20,NORTH,20,214,5082,100%,100%,75%,50%
,,,214 Total,,88%,100%,81%,78%
20,NORTH,20,215,2361,100%,100%,100%,100%
20,NORTH,20,215,2506,100%,100%,100%,100%
20,NORTH,20,215,2914,100%,100%,100%,100%
20,NORTH,20,215,2966,100%,100%,100%,100%
20,NORTH,20,215,3722,100%,100%,100%,100%
20,NORTH,20,215,5285,100%,100%,100%,100%
20,NORTH,20,215,5410,100%,100%,100%,100%
,,,215 Total,,100%,100%,100%,100%
20,NORTH,20,216,1724,100%,100%,75%,50%
20,NORTH,20,216,1782,100%,100%,100%,100%
20,NORTH,20,216,1937,100%,100%,100%,100%
20,NORTH,20,216,2078,100%,100%,100%,100%
20,NORTH,20,216,2115,100%,100%,75%,75%
20,NORTH,20,216,2149,100%,100%,100%,100%
20,NORTH,20,216,2199,100%,100%,100%,100%
20,NORTH,20,216,2209,100%,100%,100%,25%
20,NORTH,20,216,2823,100%,100%,100%,100%
20,NORTH,20,216,2852,100%,100%,100%,100%
20,NORTH,20,216,3262,100%,100%,100%,100%
20,NORTH,20,216,3581,100%,100%,100%,100%
,,,216 Total,,100%,100%,96%,88%
20,NORTH,20,227,1739,100%,100%,100%,100%
20,NORTH,20,227,1948,0%,100%,100%,100%
20,NORTH,20,227,2300,100%,100%,100%,100%
20,NORTH,20,227,2603,100%,100%,100%,100%
20,NORTH,20,227,3738,100%,100%,100%,100%
20,NORTH,20,227,3838,0%,0%,0%,0%
20,NORTH,20,227,5088,100%,100%,100%,100%
,,,227 Total,,71%,86%,86%,86%
20,NORTH,20,229,1568,100%,100%,100%,100%
20,NORTH,20,229,1885,100%,100%,100%,100%
20,NORTH,20,229,2287,100%,100%,100%,100%
20,NORTH,20,229,2540,100%,100%,100%,100%
20,NORTH,20,229,3223,100%,100%,100%,100%
20,NORTH,20,229,4643,100%,100%,100%,100%
,,,229 Total,,100%,100%,100%,100%
20,NORTH,20,235,2019,100%,100%,100%,100%
20,NORTH,20,235,2281,100%,100%,100%,100%
20,NORTH,20,235,2420,0%,100%,0%,25%
20,NORTH,20,235,2588,100%,100%,100%,100%
20,NORTH,20,235,2611,100%,100%,75%,25%
20,NORTH,20,235,5379,100%,100%,100%,100%
,,,235 Total,,83%,100%,79%,75%
20,NORTH,20,311,154,100%,100%,50%,50%
20,NORTH,20,311,1023,100%,100%,50%,50%
20,NORTH,20,311,1302,100%,100%,100%,75%
20,NORTH,20,311,1763,100%,100%,100%,100%
20,NORTH,20,311,2089,100%,100%,100%,100%
20,NORTH,20,311,2761,100%,100%,100%,100%
20,NORTH,20,311,3270,100%,100%,100%,100%
20,NORTH,20,311,3480,100%,100%,100%,100%
20,NORTH,20,311,3772,100%,100%,100%,100%
,,,311 Total,,100%,100%,89%,86%
20,NORTH,20,316,1450,100%,100%,100%,100%
20,NORTH,20,316,2244,100%,100%,100%,100%
20,NORTH,20,316,2576,100%,100%,100%,100%
20,NORTH,20,316,2610,100%,100%,100%,100%
20,NORTH,20,316,4277,100%,100%,100%,100%
20,NORTH,20,316,5296,100%,100%,100%,100%
,,,316 Total,,100%,100%,100%,100%
20,NORTH,20,317,1351,100%,100%,100%,100%
20,NORTH,20,317,1360,100%,100%,100%,100%
20,NORTH,20,317,1499,100%,100%,100%,100%
20,NORTH,20,317,2036,100%,100%,75%,75%
20,NORTH,20,317,2933,100%,100%,100%,100%
20,NORTH,20,317,5319,100%,100%,100%,100%
20,NORTH,20,317,6951,100%,100%,75%,75%
,,,317 Total,,100%,100%,93%,93%
20 Total,,20 Total,,,95%,99%,93%,90%
21,NORTH,21,217,1239,0%,0%,0%,0%
21,NORTH,21,217,1595,100%,100%,25%,25%
21,NORTH,21,217,1990,100%,100%,100%,100%
21,NORTH,21,217,2426,100%,100%,100%,100%
21,NORTH,21,217,2471,100%,100%,75%,75%
21,NORTH,21,217,2725,100%,100%,100%,100%
21,NORTH,21,217,5185,100%,100%,100%,100%
21,NORTH,21,217,5203,100%,100%,100%,100%
,,,217 Total,,88%,88%,75%,75%
21,NORTH,21,218,1368,100%,100%,100%,100%
21,NORTH,21,218,1427,100%,100%,100%,100%
21,NORTH,21,218,1519,100%,100%,100%,100%
21,NORTH,21,218,1564,100%,100%,100%,100%
21,NORTH,21,218,2400,100%,100%,100%,100%
21,NORTH,21,218,2605,100%,100%,100%,100%
21,NORTH,21,218,3251,100%,100%,100%,100%
21,NORTH,21,218,3282,100%,100%,75%,75%
21,NORTH,21,218,3486,100%,100%,100%,100%
21,NORTH,21,218,3515,100%,100%,100%,100%
,,,218 Total,,100%,100%,98%,98%
21,NORTH,21,219,1594,100%,100%,100%,75%
21,NORTH,21,219,2098,100%,100%,100%,100%
21,NORTH,21,219,2726,100%,100%,100%,100%
21,NORTH,21,219,3447,100%,0%,0%,0%
21,NORTH,21,219,3580,100%,100%,100%,100%
21,NORTH,21,219,3792,100%,100%,75%,75%
21,NORTH,21,219,5184,100%,100%,100%,100%
21,NORTH,21,219,5466,100%,100%,75%,75%
,,,219 Total,,100%,88%,81%,78%
21,NORTH,21,221,1289,100%,100%,100%,100%
21,NORTH,21,221,1407,100%,100%,75%,100%
21,NORTH,21,221,1441,100%,100%,100%,100%
21,NORTH,21,221,1463,100%,100%,100%,100%
21,NORTH,21,221,1503,100%,0%,50%,25%
21,NORTH,21,221,2309,100%,100%,100%,100%
21,NORTH,21,221,3571,100%,100%,100%,75%
21,NORTH,21,221,3784,100%,100%,100%,100%
21,NORTH,21,221,5104,100%,100%,100%,100%
21,NORTH,21,221,5499,100%,100%,75%,75%
,,,221 Total,,100%,90%,90%,88%
21,NORTH,21,222,1264,100%,100%,100%,100%
21,NORTH,21,222,1330,100%,100%,75%,75%
21,NORTH,21,222,1333,100%,0%,50%,50%
21,NORTH,21,222,1433,100%,100%,100%,100%
21,NORTH,21,222,1750,100%,100%,100%,100%
21,NORTH,21,222,3206,100%,100%,100%,100%
21,NORTH,21,222,3300,100%,100%,100%,100%
21,NORTH,21,222,3840,100%,100%,75%,75%
21,NORTH,21,222,5355,100%,100%,100%,100%
,,,222 Total,,100%,89%,89%,89%
21,NORTH,21,223,1331,0%,100%,50%,50%
21,NORTH,21,223,1495,0%,0%,0%,0%
21,NORTH,21,223,2429,100%,100%,100%,100%
21,NORTH,21,223,2441,100%,100%,100%,100%
21,NORTH,21,223,3502,100%,100%,75%,75%
21,NORTH,21,223,3641,100%,100%,75%,75%
21,NORTH,21,223,3765,100%,100%,100%,100%
21,NORTH,21,223,3783,100%,100%,100%,100%
21,NORTH,21,223,5409,100%,100%,75%,100%
,,,223 Total,,78%,89%,75%,78%
21,NORTH,21,225,1443,100%,100%,100%,75%
21,NORTH,21,225,1510,0%,0%,50%,25%
21,NORTH,21,225,1521,0%,0%,25%,0%
21,NORTH,21,225,1961,100%,100%,100%,100%
21,NORTH,21,225,2447,100%,100%,100%,100%
21,NORTH,21,225,2967,100%,100%,75%,75%
21,NORTH,21,225,3342,100%,100%,75%,75%
21,NORTH,21,225,3749,0%,100%,25%,25%
,,,225 Total,,63%,75%,69%,59%
21,NORTH,21,239,1480,100%,100%,100%,100%
21,NORTH,21,239,1665,100%,100%,100%,100%
21,NORTH,21,239,1728,100%,100%,100%,100%
21,NORTH,21,239,1745,100%,100%,100%,100%
21,NORTH,21,239,1758,100%,100%,100%,100%
21,NORTH,21,239,2035,100%,100%,100%,100%
21,NORTH,21,239,2275,100%,100%,100%,100%
21,NORTH,21,239,2388,100%,100%,100%,100%
21,NORTH,21,239,3747,100%,100%,100%,100%
21,NORTH,21,239,5374,100%,100%,75%,75%
,,,239 Total,,100%,100%,98%,98%
21,NORTH,21,246,854,100%,100%,75%,75%
21,NORTH,21,246,1093,100%,100%,50%,25%
21,NORTH,21,246,1547,100%,100%,100%,100%
21,NORTH,21,246,1734,100%,100%,100%,100%
21,NORTH,21,246,2339,100%,100%,100%,100%
21,NORTH,21,246,2491,100%,100%,100%,100%
21,NORTH,21,246,2771,100%,100%,100%,100%
21,NORTH,21,246,3255,100%,100%,75%,75%
21,NORTH,21,246,3851,100%,100%,100%,100%
21,NORTH,21,246,5403,100%,100%,100%,100%
,,,246 Total,,100%,100%,90%,88%
21,NORTH,21,247,1304,100%,100%,50%,75%
21,NORTH,21,247,1378,100%,100%,50%,50%
21,NORTH,21,247,1566,0%,100%,50%,50%
21,NORTH,21,247,1667,100%,100%,100%,100%
21,NORTH,21,247,1962,100%,100%,100%,100%
21,NORTH,21,247,1978,100%,100%,100%,100%
21,NORTH,21,247,2679,0%,100%,50%,0%
21,NORTH,21,247,4399,0%,100%,50%,50%
,,,247 Total,,63%,100%,69%,66%
21,NORTH,21,248,1388,100%,0%,75%,75%
21,NORTH,21,248,1425,100%,0%,75%,75%
21,NORTH,21,248,1570,100%,100%,75%,75%
21,NORTH,21,248,1647,0%,0%,50%,50%
21,NORTH,21,248,1709,100%,100%,100%,100%
21,NORTH,21,248,1804,100%,100%,75%,75%
21,NORTH,21,248,2311,100%,100%,100%,100%
21,NORTH,21,248,2819,100%,100%,100%,100%
21,NORTH,21,248,4230,100%,100%,100%,100%
21,NORTH,21,248,4231,100%,100%,75%,75%
21,NORTH,21,248,5025,100%,100%,100%,100%
,,,248 Total,,91%,73%,84%,84%
21 Total,,21 Total,,,90%,90%,84%,83%
25,NORTH,25,243,922,100%,100%,100%,100%
25,NORTH,25,243,1033,100%,100%,100%,100%
25,NORTH,25,243,1142,100%,100%,100%,100%
25,NORTH,25,243,1160,100%,100%,100%,100%
25,NORTH,25,243,1180,100%,100%,100%,100%
25,NORTH,25,243,1327,100%,100%,75%,50%
25,NORTH,25,243,1476,100%,100%,100%,100%
25,NORTH,25,243,2691,100%,100%,100%,100%
25,NORTH,25,243,7087,100%,100%,100%,100%
,,,243 Total,,100%,100%,97%,94%
25,NORTH,25,249,884,100%,100%,100%,100%
25,NORTH,25,249,1141,100%,100%,100%,100%
25,NORTH,25,249,1459,100%,100%,100%,50%
25,NORTH,25,249,1580,100%,100%,100%,100%
25,NORTH,25,249,2787,100%,100%,75%,75%
25,NORTH,25,249,3435,100%,100%,100%,100%
25,NORTH,25,249,3529,100%,100%,100%,100%
25,NORTH,25,249,5443,100%,100%,100%,75%
,,,249 Total,,100%,100%,97%,88%
25,NORTH,25,251,828,100%,100%,100%,100%
25,NORTH,25,251,902,100%,100%,100%,100%
25,NORTH,25,251,995,0%,100%,75%,75%
25,NORTH,25,251,1310,100%,100%,100%,100%
25,NORTH,25,251,1356,100%,0%,75%,75%
25,NORTH,25,251,1991,100%,100%,100%,100%
25,NORTH,25,251,4235,100%,100%,100%,100%
25,NORTH,25,251,4417,100%,100%,75%,75%
,,,251 Total,,88%,88%,91%,91%
25,NORTH,25,262,844,100%,100%,50%,50%
25,NORTH,25,262,852,100%,100%,100%,75%
25,NORTH,25,262,1003,100%,100%,100%,75%
25,NORTH,25,262,1307,0%,0%,0%,0%
25,NORTH,25,262,1386,0%,0%,100%,100%
25,NORTH,25,262,2956,100%,100%,75%,75%
25,NORTH,25,262,4323,100%,100%,100%,100%
25,NORTH,25,262,5038,100%,100%,100%,100%
,,,262 Total,,75%,75%,78%,72%
25,NORTH,25,264,786,100%,100%,100%,100%
25,NORTH,25,264,4405,0%,100%,75%,75%
25,NORTH,25,264,5352,100%,100%,75%,75%
25,NORTH,25,264,5442,100%,100%,100%,100%
,,,264 Total,,75%,100%,88%,88%
25,NORTH,25,265,2215,100%,100%,100%,100%
25,NORTH,25,265,3400,100%,100%,100%,100%
25,NORTH,25,265,3790,100%,100%,100%,100%
25,NORTH,25,265,4286,100%,100%,100%,100%
25,NORTH,25,265,4531,100%,100%,100%,100%
,,,265 Total,,100%,100%,100%,100%
25,NORTH,25,266,1256,100%,100%,100%,100%
25,NORTH,25,266,5486,100%,100%,75%,75%
,,,266 Total,,100%,100%,88%,88%
25,NORTH,25,267,2204,100%,0%,100%,75%
25,NORTH,25,267,2816,0%,100%,50%,0%
,,,267 Total,,50%,50%,75%,38%
25,NORTH,25,268,2815,100%,100%,100%,100%
,,,268 Total,,100%,100%,100%,100%
25,NORTH,25,269,3891,0%,100%,100%,100%
25,NORTH,25,269,3893,100%,100%,100%,100%
25,NORTH,25,269,5199,100%,100%,100%,100%
25,NORTH,25,269,5276,100%,100%,100%,100%
,,,269 Total,,75%,100%,100%,100%
25,NORTH,25,270,1413,100%,100%,100%,100%
25,NORTH,25,270,3434,100%,100%,100%,100%
25,NORTH,25,270,3597,100%,100%,75%,50%
25,NORTH,25,270,5060,100%,100%,100%,100%
,,,270 Total,,100%,100%,94%,88%
25,NORTH,25,271,196,100%,100%,100%,75%
25,NORTH,25,271,216,100%,100%,75%,75%
25,NORTH,25,271,222,100%,100%,100%,100%
25,NORTH,25,271,237,0%,100%,100%,100%
25,NORTH,25,271,262,100%,100%,100%,100%
25,NORTH,25,271,302,100%,100%,50%,50%
,,,271 Total,,83%,100%,88%,83%
25,NORTH,25,272,198,100%,100%,75%,75%
25,NORTH,25,272,213,100%,100%,75%,75%
25,NORTH,25,272,224,100%,100%,100%,100%
25,NORTH,25,272,253,100%,100%,75%,75%
25,NORTH,25,272,317,100%,100%,100%,100%
25,NORTH,25,272,435,100%,100%,100%,100%
,,,272 Total,,100%,100%,88%,88%
25,NORTH,25,273,254,100%,100%,100%,100%
25,NORTH,25,273,422,100%,100%,100%,100%
25,NORTH,25,273,454,100%,100%,100%,100%
25,NORTH,25,273,481,100%,100%,50%,50%
25,NORTH,25,273,492,100%,0%,100%,100%
25,NORTH,25,273,506,100%,100%,75%,75%
25,NORTH,25,273,612,100%,100%,100%,100%
25,NORTH,25,273,936,0%,100%,50%,50%
,,,273 Total,,88%,88%,84%,84%
25,NORTH,25,275,200,0%,0%,0%,0%
25,NORTH,25,275,343,100%,100%,100%,100%
25,NORTH,25,275,609,100%,100%,50%,50%
25,NORTH,25,275,1454,100%,100%,100%,100%
25,NORTH,25,275,1602,100%,100%,100%,100%
25,NORTH,25,275,1690,100%,100%,100%,100%
25,NORTH,25,275,2728,100%,100%,100%,100%
25,NORTH,25,275,3210,100%,100%,100%,100%
25,NORTH,25,275,3602,100%,0%,50%,50%
,,,275 Total,,89%,78%,78%,78%
25,NORTH,25,278,197,100%,100%,100%,100%
25,NORTH,25,278,199,100%,100%,50%,25%
25,NORTH,25,278,603,100%,100%,100%,100%
25,NORTH,25,278,1028,100%,100%,100%,100%
25,NORTH,25,278,1125,100%,100%,100%,100%
25,NORTH,25,278,1323,100%,100%,100%,100%
25,NORTH,25,278,1421,100%,100%,75%,75%
25,NORTH,25,278,3459,0%,100%,100%,100%
25,NORTH,25,278,3460,100%,100%,100%,75%
25,NORTH,25,278,5157,100%,100%,100%,100%
,,,278 Total,,90%,100%,93%,88%
25,NORTH,25,279,633,100%,100%,100%,100%
25,NORTH,25,279,636,0%,100%,75%,75%
25,NORTH,25,279,775,100%,100%,75%,75%
25,NORTH,25,279,796,0%,100%,75%,75%
25,NORTH,25,279,891,100%,100%,100%,100%
25,NORTH,25,279,4511,0%,100%,100%,100%
25,NORTH,25,279,5399,100%,100%,100%,100%
,,,279 Total,,57%,100%,89%,89%
25,NORTH,25,341,201,0%,100%,100%,75%
25,NORTH,25,341,256,100%,100%,100%,100%
25,NORTH,25,341,328,100%,100%,100%,100%
25,NORTH,25,341,361,100%,100%,75%,75%
25,NORTH,25,341,1071,100%,0%,75%,25%
25,NORTH,25,341,1418,100%,100%,100%,100%
25,NORTH,25,341,1761,100%,100%,75%,50%
,,,341 Total,,86%,86%,89%,75%
25,NORTH,25,482,923,100%,0%,0%,0%
25,NORTH,25,482,1275,100%,100%,100%,100%
25,NORTH,25,482,1518,0%,0%,50%,25%
25,NORTH,25,482,1557,100%,100%,100%,100%
25,NORTH,25,482,1655,100%,100%,75%,75%
25,NORTH,25,482,2786,100%,100%,50%,75%
25,NORTH,25,482,2788,100%,100%,75%,75%
25,NORTH,25,482,6476,100%,100%,50%,50%
,,,482 Total,,88%,75%,63%,63%
25,NORTH,25,580,566,100%,100%,75%,75%
25,NORTH,25,580,870,100%,100%,100%,100%
25,NORTH,25,580,1002,100%,100%,100%,100%
25,NORTH,25,580,1026,100%,100%,100%,100%
25,NORTH,25,580,1162,100%,100%,100%,100%
25,NORTH,25,580,1371,100%,100%,100%,100%
25,NORTH,25,580,1676,100%,100%,50%,50%
25,NORTH,25,580,1783,0%,100%,75%,100%
25,NORTH,25,580,4216,100%,100%,100%,100%
,,,580 Total,,89%,100%,89%,92%
25 Total,,25 Total,,,87%,92%,88%,84%
40,NORTH,40,333,15,100%,100%,100%,100%
40,NORTH,40,333,32,100%,100%,100%,100%
40,NORTH,40,333,379,100%,100%,100%,100%
40,NORTH,40,333,871,100%,100%,100%,100%
40,NORTH,40,333,1009,100%,100%,100%,100%
40,NORTH,40,333,2175,100%,100%,75%,75%
40,NORTH,40,333,2221,0%,100%,100%,100%
40,NORTH,40,333,2702,100%,100%,75%,75%
40,NORTH,40,333,4381,100%,100%,100%,50%
,,,333 Total,,89%,100%,94%,89%
40,NORTH,40,335,9,100%,100%,75%,75%
40,NORTH,40,335,19,100%,100%,100%,100%
40,NORTH,40,335,30,100%,100%,100%,100%
40,NORTH,40,335,37,100%,100%,100%,100%
40,NORTH,40,335,69,100%,100%,100%,100%
40,NORTH,40,335,95,100%,100%,100%,100%
40,NORTH,40,335,152,100%,100%,100%,100%
40,NORTH,40,335,188,100%,100%,100%,75%
40,NORTH,40,335,313,100%,100%,100%,100%
,,,335 Total,,100%,100%,97%,94%
40,NORTH,40,336,21,100%,100%,100%,100%
40,NORTH,40,336,65,100%,100%,75%,75%
40,NORTH,40,336,89,100%,100%,100%,100%
40,NORTH,40,336,101,100%,100%,75%,25%
40,NORTH,40,336,172,100%,100%,100%,100%
40,NORTH,40,336,815,100%,100%,25%,25%
,,,336 Total,,100%,100%,79%,71%
40,NORTH,40,339,60,100%,100%,100%,75%
40,NORTH,40,339,243,100%,100%,100%,100%
40,NORTH,40,339,648,0%,0%,0%,0%
40,NORTH,40,339,1021,100%,100%,100%,100%
40,NORTH,40,339,1161,100%,100%,25%,25%
40,NORTH,40,339,2600,100%,100%,100%,100%
40,NORTH,40,339,2616,100%,100%,100%,100%
40,NORTH,40,339,5313,100%,100%,100%,100%
,,,339 Total,,88%,88%,78%,75%
40,NORTH,40,340,295,100%,100%,75%,75%
40,NORTH,40,340,805,100%,100%,100%,100%
40,NORTH,40,340,1177,100%,100%,75%,75%
40,NORTH,40,340,1514,100%,100%,100%,100%
40,NORTH,40,340,2213,100%,100%,100%,100%
40,NORTH,40,340,5150,100%,100%,100%,100%
,,,340 Total,,100%,100%,92%,92%
40,NORTH,40,357,14,100%,100%,100%,100%
40,NORTH,40,357,20,100%,100%,100%,100%
40,NORTH,40,357,46,100%,100%,100%,100%
40,NORTH,40,357,78,100%,100%,100%,100%
40,NORTH,40,357,86,100%,100%,100%,75%
40,NORTH,40,357,88,100%,100%,100%,100%
40,NORTH,40,357,138,100%,100%,100%,100%
40,NORTH,40,357,179,100%,100%,100%,100%
,,,357 Total,,100%,100%,100%,97%
40,NORTH,40,359,25,100%,100%,100%,100%
40,NORTH,40,359,29,100%,100%,100%,100%
40,NORTH,40,359,40,100%,100%,75%,50%
40,NORTH,40,359,80,0%,100%,25%,25%
40,NORTH,40,359,159,100%,0%,50%,25%
40,NORTH,40,359,189,100%,100%,100%,100%
40,NORTH,40,359,219,100%,100%,100%,100%
40,NORTH,40,359,451,100%,100%,100%,100%
40,NORTH,40,359,783,100%,100%,100%,100%
40,NORTH,40,359,5477,100%,100%,100%,100%
,,,359 Total,,90%,90%,85%,80%
40,NORTH,40,360,109,100%,100%,100%,100%
40,NORTH,40,360,135,100%,100%,100%,100%
40,NORTH,40,360,195,100%,100%,25%,25%
40,NORTH,40,360,234,100%,100%,100%,100%
40,NORTH,40,360,325,100%,100%,75%,75%
40,NORTH,40,360,560,100%,100%,100%,100%
40,NORTH,40,360,801,100%,100%,100%,100%
40,NORTH,40,360,1120,100%,100%,100%,100%
40,NORTH,40,360,2857,100%,100%,100%,100%
40,NORTH,40,360,2994,100%,100%,75%,75%
,,,360 Total,,100%,100%,88%,88%
40,NORTH,40,361,61,100%,100%,100%,100%
40,NORTH,40,361,96,100%,100%,75%,75%
40,NORTH,40,361,184,100%,100%,75%,75%
40,NORTH,40,361,319,100%,100%,100%,100%
40,NORTH,40,361,326,100%,100%,100%,100%
40,NORTH,40,361,363,100%,100%,100%,100%
40,NORTH,40,361,573,0%,0%,100%,100%
40,NORTH,40,361,1014,100%,100%,100%,100%
40,NORTH,40,361,4553,100%,100%,100%,100%
40,NORTH,40,361,4590,100%,100%,100%,100%
,,,361 Total,,90%,90%,95%,95%
40,NORTH,40,362,486,100%,100%,100%,100%
40,NORTH,40,362,577,0%,100%,100%,100%
40,NORTH,40,362,1151,0%,100%,75%,75%
40,NORTH,40,362,1599,100%,100%,100%,100%
40,NORTH,40,362,1691,100%,100%,100%,100%
40,NORTH,40,362,2855,100%,100%,25%,25%
40,NORTH,40,362,2955,0%,100%,75%,75%
40,NORTH,40,362,3273,100%,100%,100%,100%
40,NORTH,40,362,4475,100%,100%,100%,100%
,,,362 Total,,67%,100%,86%,86%
40 Total,,40 Total,,,92%,96%,90%,87%
41,NORTH,41,146,64,0%,0%,0%,0%
41,NORTH,41,146,104,100%,100%,100%,100%
41,NORTH,41,146,107,100%,100%,100%,100%
41,NORTH,41,146,120,100%,100%,100%,100%
41,NORTH,41,146,177,100%,100%,100%,100%
41,NORTH,41,146,335,100%,100%,100%,100%
41,NORTH,41,146,410,100%,100%,100%,100%
41,NORTH,41,146,675,100%,100%,100%,100%
41,NORTH,41,146,677,100%,100%,50%,50%
,,,146 Total,,89%,89%,83%,83%
41,NORTH,41,152,308,100%,100%,100%,100%
41,NORTH,41,152,587,100%,0%,100%,100%
41,NORTH,41,152,657,100%,100%,100%,100%
41,NORTH,41,152,668,100%,100%,100%,100%
41,NORTH,41,152,671,0%,100%,100%,0%
41,NORTH,41,152,674,100%,100%,100%,100%
41,NORTH,41,152,879,0%,100%,100%,100%
41,NORTH,41,152,1376,100%,100%,100%,100%
41,NORTH,41,152,4414,100%,100%,75%,75%
41,NORTH,41,152,5175,100%,100%,100%,100%
,,,152 Total,,80%,90%,98%,88%
41,NORTH,41,242,497,100%,100%,100%,100%
41,NORTH,41,242,1053,100%,100%,100%,100%
41,NORTH,41,242,3294,100%,100%,50%,50%
41,NORTH,41,242,4450,100%,100%,100%,75%
41,NORTH,41,242,5417,100%,100%,0%,0%
41,NORTH,41,242,5418,100%,100%,100%,100%
41,NORTH,41,242,7290,100%,100%,75%,75%
,,,242 Total,,100%,100%,75%,71%
41,NORTH,41,253,143,100%,100%,100%,100%
41,NORTH,41,253,204,100%,100%,100%,100%
41,NORTH,41,253,282,100%,100%,100%,100%
41,NORTH,41,253,294,100%,100%,100%,100%
41,NORTH,41,253,430,100%,100%,100%,100%
41,NORTH,41,253,431,100%,100%,100%,100%
41,NORTH,41,253,491,100%,100%,100%,100%
41,NORTH,41,253,653,100%,100%,75%,100%
41,NORTH,41,253,655,100%,100%,100%,100%
41,NORTH,41,253,736,100%,100%,100%,100%
41,NORTH,41,253,3362,100%,100%,100%,100%
,,,253 Total,,100%,100%,98%,100%
41,NORTH,41,254,299,100%,100%,100%,100%
41,NORTH,41,254,333,100%,100%,100%,100%
41,NORTH,41,254,694,100%,100%,100%,100%
41,NORTH,41,254,701,100%,100%,100%,100%
41,NORTH,41,254,1263,100%,100%,75%,75%
41,NORTH,41,254,1341,100%,100%,100%,100%
41,NORTH,41,254,3363,0%,100%,75%,75%
41,NORTH,41,254,5236,0%,100%,50%,25%
41,NORTH,41,254,5728,100%,100%,100%,75%
,,,254 Total,,78%,100%,89%,83%
41,NORTH,41,256,445,100%,100%,100%,100%
41,NORTH,41,256,589,100%,100%,100%,75%
41,NORTH,41,256,729,100%,100%,100%,100%
41,NORTH,41,256,1165,100%,100%,100%,75%
41,NORTH,41,256,4118,100%,100%,100%,100%
,,,256 Total,,100%,100%,100%,90%
41,NORTH,41,257,665,100%,100%,100%,75%
41,NORTH,41,257,689,100%,100%,100%,100%
41,NORTH,41,257,711,100%,100%,75%,75%
41,NORTH,41,257,719,100%,100%,100%,100%
41,NORTH,41,257,1048,100%,100%,75%,75%
41,NORTH,41,257,1190,100%,100%,100%,100%
41,NORTH,41,257,1234,100%,100%,100%,100%
,,,257 Total,,100%,100%,93%,89%
41,NORTH,41,258,1113,0%,0%,25%,25%
41,NORTH,41,258,1233,100%,100%,100%,100%
41,NORTH,41,258,1247,100%,100%,100%,100%
41,NORTH,41,258,1259,100%,100%,100%,100%
41,NORTH,41,258,1505,100%,100%,100%,100%
,,,258 Total,,80%,80%,85%,85%
41,NORTH,41,259,591,100%,100%,100%,100%
41,NORTH,41,259,702,100%,100%,100%,100%
41,NORTH,41,259,1139,100%,100%,100%,100%
41,NORTH,41,259,1140,100%,100%,100%,100%
41,NORTH,41,259,1426,100%,100%,75%,75%
41,NORTH,41,259,1569,100%,100%,100%,75%
41,NORTH,41,259,2638,100%,100%,100%,100%
41,NORTH,41,259,3894,100%,100%,100%,100%
,,,259 Total,,100%,100%,97%,94%
41,NORTH,41,260,493,100%,100%,100%,100%
41,NORTH,41,260,507,100%,100%,100%,100%
41,NORTH,41,260,519,100%,100%,100%,100%
41,NORTH,41,260,571,100%,100%,100%,100%
41,NORTH,41,260,584,100%,100%,100%,100%
41,NORTH,41,260,692,100%,100%,100%,100%
41,NORTH,41,260,720,100%,100%,100%,75%
41,NORTH,41,260,1210,0%,100%,100%,50%
41,NORTH,41,260,2628,100%,100%,100%,100%
,,,260 Total,,89%,100%,100%,92%
41 Total,,41 Total,,,91%,96%,92%,88%
53,NORTH,53,196,1542,100%,100%,100%,100%
53,NORTH,53,196,1936,100%,100%,100%,100%
53,NORTH,53,196,2079,100%,100%,100%,100%
53,NORTH,53,196,2100,100%,100%,100%,100%
53,NORTH,53,196,2358,100%,100%,100%,100%
53,NORTH,53,196,2417,100%,100%,25%,25%
53,NORTH,53,196,2434,100%,100%,100%,100%
