Store,City,ST,Tracking ID,Ship date,Status,Scheduled delivery date,Package Dimensions
675,UNION CITY,TN,631453379675,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
676,ROCKWOOD,TN,631453391036,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
677,DYERSBURG,TN,631453388647,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
678,NEWPORT,TN,631453365290,4/6/2023,Arrived at FedEx location,4/10/2023,31.4x15.4x0 IN
680,GREENEVILLE,TN,631453368910,4/5/2023,Departed FedEx location,4/7/2023,30.6x14.4x0 IN
681,GUNTERSVILLE,AL,631453390246,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
682,MURFREESBORO,TN,631453387283,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
683,LAWRENCEBURG,TN,631453387077,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
684,LEXINGTON,TN,631453387088,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
685,MORRISTOWN,TN,631453353344,4/5/2023,Departed FedEx location,4/7/2023,16.4x8.6x0 IN
686,FITZGERALD,GA,631453382400,4/5/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
687,CROSSVILLE,TN,631453391047,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
688,NASHVILLE,TN,631453387099,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
689,SOMERSET,KY,631453351890,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
690,ELIZABETHTON,TN,631453368921,4/5/2023,Departed FedEx location,4/7/2023,30.6x14.4x0 IN
691,FORT PAYNE,AL,631453380999,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
692,DANVILLE,KY,631453351904,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
693,JACKSON,KY,631453351915,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
694,HENDERSON,KY,631453382053,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
695,MADISON,TN,631453387103,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
696,PRESTONSBURG,KY,631453351926,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
697,OCALA,FL,631453349878,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
698,CLEVELAND,TN,631453381344,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
699,OXFORD,MS,631453388658,4/6/2023,In transit,4/10/2023,31x14.6x0 IN
700,SELMA,AL,631453380430,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
701,OWENSBORO,KY,631453382064,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
702,WINCHESTER,KY,631453351937,4/5/2023,In transit,4/7/2023,16.2x8.4x0 IN
703,TOMBALL,TX,631453392959,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
705,MOUNT DORA,FL,631453349889,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
706,ZEPHYRHILLS,FL,631453349396,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
707,CLARKSDALE,MS,631453388669,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
708,VICKSBURG,MS,631453389367,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
709,ELIZABETHTOWN,KY,631453353068,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
710,HERMITAGE,TN,631453387114,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
711,GLASGOW,KY,631453390923,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
712,SCOTTSBORO,AL,631453390202,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
713,DADE CITY,FL,631453349400,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
714,HELENA-WEST HELENA,AR,631453388603,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
715,TUSCALOOSA,AL,631453380440,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
716,GREENWOOD,MS,631453389334,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
718,AUBURNDALE,FL,631453349411,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
719,RICHMOND,KY,631453351948,4/5/2023,In transit,4/7/2023,16.6x8.4x0 IN
720,FRANKFORT,KY,631453351959,4/5/2023,In transit,4/7/2023,16.4x8.4x0 IN
721,PORT CHARLOTTE,FL,631453365922,4/6/2023,In transit,4/10/2023,30.6x14.6x0 IN
722,CARROLLTON,GA,631453377385,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
723,TROY,AL,631453380451,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
724,JEFFERSON CITY,TN,631453365304,4/6/2023,Arrived at FedEx location,4/10/2023,31x15x0 IN
725,HAINES CITY,FL,631453349422,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
726,ALEXANDER CITY,AL,631453389735,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
727,CEDARTOWN,GA,631453377396,4/6/2023,In transit,4/10/2023,17.2x8.4x0 IN
728,HILTON HEAD ISLAND,SC,631453362235,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
729,BARDSTOWN,KY,631453353079,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
730,SYLACAUGA,AL,631453380624,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
731,DEMOPOLIS,AL,631453380462,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
733,VALLEY,AL,631453380473,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
734,ENTERPRISE,AL,631453380484,4/6/2023,In transit,4/10/2023,16x8.4x0 IN
735,WINCHESTER,TN,631453378223,4/5/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
736,RUSSELLVILLE,KY,631453390934,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
737,LEWISBURG,TN,631453387125,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
738,CAMDEN,TN,631453387136,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
739,MIDDLESBORO,KY,631453362100,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
740,OZARK,AL,631453380495,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
741,LENOIR CITY,TN,631453391014,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
742,KINGSPORT,TN,631453355174,4/5/2023,Departed FedEx location,4/7/2023,16.4x8.4x0 IN
743,OKLAHOMA CITY,OK,631453393750,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
744,HUMBLE,TX,631453392960,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
745,STOCKBRIDGE,GA,631453386195,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
746,TEMPLE,TX,631453394528,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
748,NEWTON,IA,631453390029,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
749,AMES,IA,631453390084,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
750,INDEPENDENCE,IA,631453369961,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
751,PELLA,IA,631453363367,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
752,PASADENA,TX,631453395660,4/6/2023,Departed FedEx location,4/7/2023,16.4x8.6x0 IN
753,CEDAR FALLS,IA,631453355553,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
754,STATESBORO,GA,631453366631,4/6/2023,In transit,4/10/2023,30.8x14.2x0 IN
755,AMARILLO,TX,631453382487,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
756,TRION,GA,631453381355,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
757,PLEASANTON,TX,631453394079,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
758,AMERICUS,GA,631453391974,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
759,WAUCHULA,FL,631453349433,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
760,HARDINSBURG,KY,631453364250,4/6/2023,Arrived at FedEx location,4/11/2023,0x0x0 IN
761,RACELAND,LA,631453387320,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
762,BIRMINGHAM,AL,631453389850,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
764,BESSEMER,AL,631453389952,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
765,SAN ANTONIO,TX,631453394068,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
766,FLORENCE,AL,631453390213,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
767,LAKE CITY,FL,631453355082,4/5/2023,Arrived at FedEx location,4/10/2023,16.4x8.4x0 IN
768,KATY,TX,631453392970,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
769,VENICE,FL,631453355211,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
770,GREAT BEND,KS,631453389058,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
771,MERRITT ISLAND,FL,631453358173,4/5/2023,In transit,4/10/2023,30.4x14.6x0 IN
772,HOUSTON,TX,631453392981,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
773,EUNICE,LA,631453387309,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
774,COLUMBUS,NE,631453380050,4/6/2023,In transit,4/10/2023,16.2x8.8x0 IN
775,GALESBURG,IL,631453381734,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
776,FREMONT,NE,631453380061,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
777,WEST ORANGE,TX,631453395307,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
778,PUNTA GORDA,FL,631453365933,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
779,LAKELAND,FL,631453349444,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
780,MONROE,GA,631453377400,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
781,MARBLE FALLS,TX,631453397207,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
782,UVALDE,TX,631453387710,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
783,MACON,MO,631453382010,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
784,MOUNT PLEASANT,IA,631453363275,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
785,WAYNESBORO,MS,631453389345,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
786,DEKALB,IL,631453379182,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
787,RIVERDALE,GA,631453377411,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
788,CLINTON,AR,631453397137,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.8x0 IN
789,MESQUITE,TX,631453395785,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
790,MCCOOK,NE,631453361309,4/6/2023,In transit,4/10/2023,30.4x14.2x0 IN
791,ALICE,TX,631453392249,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
792,ALEDO,IL,631453381745,4/6/2023,In transit,4/10/2023,16x8.4x0 IN
793,CANYON,TX,631453392087,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
794,HUTCHINSON,KS,631453394583,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
795,BARNWELL,SC,631453390430,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
796,PERU,IL,631453381756,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
797,WEST BURLINGTON,IA,631453390030,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
798,MARSHALL,IL,631453391507,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
799,LIBERAL,KS,631453389080,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
800,LEESBURG,FL,631453349890,4/5/2023,In transit,4/10/2023,16.2x8.6x0 IN
801,MARYVILLE,MO,631453382833,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
802,MONROE,WI,631453354053,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
803,BOGALUSA,LA,631453387294,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
804,MINERAL WELLS,TX,631453396656,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
805,FENTON,MO,631453378727,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
806,LAS CRUCES,NM,631453379149,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
807,NORTH RICHLAND HILLS,TX,631453396770,4/6/2023,Departed FedEx location,4/7/2023,16.8x9.2x0 IN
808,LAKE JACKSON,TX,631453392992,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
809,OXFORD,AL,631453389941,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
810,MASON CITY,IA,631453363286,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
811,ARCADIA,FL,631453369104,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
812,DUMAS,TX,631453382498,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
813,BROWNWOOD,TX,631453395384,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
814,OKEECHOBEE,FL,631453368704,4/5/2023,In transit,4/10/2023,30.4x14.6x0 IN
815,OSAGE BEACH,MO,631453382020,4/6/2023,In transit,4/10/2023,16.2x8.6x0 IN
816,BROOKHAVEN,MS,631453389312,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
817,KISSIMMEE,FL,631453349904,4/5/2023,In transit,4/10/2023,16.6x8.6x0 IN
818,PANAMA CITY BEACH,FL,631453350209,4/5/2023,In transit,4/7/2023,16.4x8.6x0 IN
819,CAPE CORAL,FL,631453353399,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
820,BOONVILLE,MO,631453391676,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
821,CLOVIS,NM,631453396910,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.6x0 IN
822,AMARILLO,TX,631453392098,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
823,PONCA CITY,OK,631453393543,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
824,ALBUQUERQUE,NM,631453351098,4/5/2023,At FedEx destination facility,4/7/2023,16.2x8.8x0 IN
825,STANFORD,KY,631453351960,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
826,FARMINGTON,NM,631453360221,4/5/2023,Arrived at FedEx location,4/10/2023,30.8x14.2x0 IN
827,CANTON,TX,631453397480,4/6/2023,Arrived at FedEx location,4/7/2023,17.2x8.6x0 IN
828,PLAINFIELD,IN,631453380290,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
829,SANTA FE,NM,631453351102,4/5/2023,At FedEx destination facility,4/7/2023,16.2x8.8x0 IN
830,ROCK FALLS,IL,631453381767,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
833,CARMI,IL,631453391757,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
834,BETHANY,MO,631453392466,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
835,ALBUQUERQUE,NM,631453351113,4/5/2023,Arrived at FedEx location,4/7/2023,16.4x8.4x0 IN
836,SAINT MARYS,GA,631453354020,4/5/2023,Arrived at FedEx location,4/10/2023,16.6x8.6x0 IN
837,THAYER,MO,631453379918,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
838,SAND SPRINGS,OK,631453394399,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
839,BATON ROUGE,LA,631453391183,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
840,WARNER ROBINS,GA,631453375923,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
841,TIPTON,IA,631453382844,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
842,PUEBLO,CO,631453390820,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
843,CAMILLA,GA,631453391985,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
844,MORRIS,IL,631453379193,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
845,BUFFALO,MO,631453379929,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
846,LA GRANGE,TX,631453397230,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.8x0 IN
847,DODGEVILLE,WI,631453354064,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
848,SOUTHAVEN,MS,631453379686,4/6/2023,In transit,4/10/2023,16x8.2x0 IN
849,SPRING,TX,631453393006,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
850,ALBUQUERQUE,NM,631453351124,4/5/2023,On FedEx vehicle for delivery,4/7/2023,16.4x8.8x0 IN
851,RUIDOSO DOWNS,NM,631453388280,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
852,OTTAWA,IL,631453381778,4/6/2023,In transit,4/10/2023,16.6x8.8x0 IN
853,MOBILE,AL,631453386276,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
854,FRANKFORT,IN,631453368862,4/5/2023,Arrived at FedEx location,4/7/2023,30.4x14.6x0 IN
855,UNION CITY,GA,631453377422,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
856,BREMEN,GA,631453377433,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
857,SANFORD,FL,631453349915,4/5/2023,In transit,4/10/2023,16x8.6x0 IN
858,CAIRO,GA,631453367112,4/5/2023,Arrived at FedEx location,4/10/2023,30.6x14.4x0 IN
859,LAKE WALES,FL,631453349455,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
860,DELAND,FL,631453358162,4/5/2023,In transit,4/10/2023,30.6x14.6x0 IN
861,LUBBOCK,TX,631453395410,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
862,HINESVILLE,GA,631453366642,4/6/2023,In transit,4/10/2023,30.6x14.2x0 IN
863,ROANOKE,AL,631453380500,4/6/2023,In transit,4/10/2023,16x8.6x0 IN
864,VIDALIA,GA,631453366653,4/6/2023,In transit,4/10/2023,30.6x14.2x0 IN
865,NEW BRAUNFELS,TX,631453394057,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
866,MOBILE,AL,631453378006,4/6/2023,In transit,4/10/2023,16.2x8.2x0 IN
867,SCOTTSBLUFF,NE,631453351444,4/5/2023,Departed FedEx location,4/7/2023,16.2x8.4x0 IN
868,CARLSBAD,NM,631453388305,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
869,ALAMOSA,CO,631453364010,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
870,JASPER,IN,631453382075,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
871,MOUNTAIN VIEW,MO,631453379930,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
872,PEARLAND,TX,631453395671,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
873,TAOS,NM,631453360210,4/5/2023,Arrived at FedEx location,4/7/2023,30.4x14.8x0 IN
874,NATCHEZ,MS,631453389323,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
875,RIDGELAND,MS,631453389210,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
876,MANY,LA,631453395097,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
877,MONROE,NC,631453350323,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
878,CUMMING,GA,631453377444,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
879,LAFAYETTE,TN,631453387147,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
880,IRVING,TX,631453395800,4/6/2023,Arrived at FedEx location,4/7/2023,17x8.6x0 IN
881,LEXINGTON,SC,631453388419,4/6/2023,Arrived at FedEx location,4/10/2023,30.8x14.8x0 IN
882,PRAIRIE DU CHIEN,WI,631453354075,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
884,SHELBYVILLE,IN,631453389573,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
885,SEWARD,NE,631453382660,4/6/2023,In transit,4/10/2023,16.2x8.2x0 IN
886,FORT DODGE,IA,631453352532,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
887,PETAL,MS,631453389194,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
888,BUTLER,MO,631453387846,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
889,THOMASVILLE,GA,631453367123,4/5/2023,Arrived at FedEx location,4/10/2023,30.8x14.4x0 IN
890,ORLANDO,FL,631453349926,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
891,STERLING,IL,631453381789,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
892,ANKENY,IA,631453380911,4/6/2023,In transit,4/10/2023,15.4x8.4x0 IN
893,LINDSAY,OK,631453396288,4/6/2023,Departed FedEx location,4/7/2023,16.8x9x0 IN
894,TULSA,OK,631453394219,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
895,CUBA,MO,631453378738,4/6/2023,In transit,4/10/2023,16.2x8.2x0 IN
896,GRAND PRAIRIE,TX,631453395833,4/6/2023,Departed FedEx location,4/7/2023,16.8x9.2x0 IN
897,FORT STOCKTON,TX,631453392628,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
898,PECOS,TX,631453382899,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
899,VALDOSTA,GA,631453354362,4/5/2023,Arrived at FedEx location,4/10/2023,16.4x8.4x0 IN
900,CHILDRESS,TX,631453395020,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
901,SEGUIN,TX,631453396509,4/6/2023,Departed FedEx location,4/7/2023,16.6x9x0 IN
902,GREENCASTLE,IN,631453380304,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
903,JACKSON,MS,631453389209,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
904,FOLEY,AL,631453378017,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
905,LONGMONT,CO,631453392709,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
906,GALLUP,NM,631453351135,4/5/2023,Arrived at FedEx location,4/7/2023,16.4x8.6x0 IN
907,FORSYTH,GA,631453382524,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
908,ORLANDO,FL,631453349937,4/5/2023,In transit,4/10/2023,16.6x8.6x0 IN
909,CHALMETTE,LA,631453387445,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
910,LAKE GENEVA,WI,631453378429,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
911,MARRERO,LA,631453387434,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
912,NEW ORLEANS,LA,631453378337,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
913,DECORAH,IA,631453355564,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
914,CASSVILLE,MO,631453379940,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
915,STAFFORD,TX,631453393017,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
916,HATTIESBURG,MS,631453389128,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
917,BRADY,TX,631453394046,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
918,MARSHALL,TX,631453394789,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
919,FORT WALTON BEACH,FL,631453386287,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
920,WARNER ROBINS,GA,631453374938,4/6/2023,In transit,4/10/2023,17.8x14.8x0 IN
921,SALIDA,CO,631453390810,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
922,CORYDON,IN,631453366436,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
923,NOBLESVILLE,IN,631453380315,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
924,STERLING,CO,631453378142,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
925,SEFFNER,FL,631453357902,4/5/2023,In transit,4/10/2023,30.4x14.6x0 IN
927,PLAINVIEW,TX,631453395031,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
928,SAINT JOHNS,FL,631453363264,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
929,PORT SAINT LUCIE,FL,631453368715,4/5/2023,In transit,4/10/2023,30.2x14.6x0 IN
930,MONTGOMERY,AL,631453380510,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
931,VERO BEACH,FL,631453368726,4/5/2023,In transit,4/10/2023,30.2x14.6x0 IN
932,GRIFFIN,GA,631453377455,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
933,ROCHELLE,IL,631453379208,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
934,DAPHNE,AL,631453386302,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
935,DENHAM SPRINGS,LA,631453391209,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
