Store,Dry Sat,Dry Sun,Dry Mon,Dry Tue,Dry Wed,Dry Thur,Dry Fri,Dry Total
1558,1,1,1,1,1,0,1,6
1559,1,1,1,1,1,0,1,6
1560,1,1,1,1,1,0,1,6
1560,1,1,1,1,1,0,1,6
1561,1,1,1,1,1,0,1,6
1562,1,1,1,1,1,0,1,6
1563,1,1,1,1,1,0,1,6
1563,1,1,1,1,1,0,1,6
1564,1,1,1,1,1,0,1,6
1565,1,1,1,1,1,0,1,6
1566,1,1,1,1,1,0,1,6
1567,1,1,1,1,1,0,1,6
1568,1,1,1,1,1,0,1,6
1569,1,1,1,1,1,0,1,6
1570,1,1,1,1,1,0,1,6
1571,1,1,1,1,1,0,1,6
1572,1,1,1,1,1,0,1,6
1573,1,1,1,1,1,0,1,6
1574,1,1,1,1,1,0,1,6
1574,1,1,1,1,1,0,1,6
1575,1,1,1,1,1,0,1,6
1576,1,1,1,1,1,0,1,6
1577,1,1,1,1,1,0,1,6
1578,1,1,1,1,1,0,1,6
1579,1,1,1,1,1,0,1,6
1580,1,1,1,1,1,0,1,6
1581,1,1,1,1,1,0,1,6
1583,1,1,1,1,1,0,1,6
1583,1,1,1,1,1,0,1,6
1584,1,1,1,1,1,0,1,6
1584,1,1,1,1,1,0,1,6
1585,1,1,1,1,1,0,1,6
1586,1,1,1,1,1,0,1,6
1587,1,1,1,1,1,0,1,6
1588,1,1,1,1,1,0,1,6
1589,1,1,1,1,1,0,1,6
1590,1,1,1,1,1,0,1,6
1591,1,1,1,1,1,0,1,6
1592,1,1,1,1,1,0,1,6
1593,1,1,1,1,1,0,1,6
1594,1,1,1,1,1,0,1,6
1595,1,1,1,1,1,0,1,6
1596,1,1,1,1,1,0,1,6
1597,1,1,1,1,1,0,1,6
1598,1,1,1,1,1,0,1,6
1599,1,1,1,1,1,0,0,5
1600,1,1,1,1,1,0,1,6
1600,1,1,1,1,1,0,1,6
1601,1,1,1,1,1,0,1,6
1602,1,1,1,1,1,0,1,6
1603,0,1,1,1,1,0,1,5
1604,1,1,1,1,1,0,1,6
1605,1,1,1,1,1,0,1,6
1606,1,1,1,1,1,0,1,6
1607,1,1,1,1,1,0,1,6
1608,1,1,1,1,1,0,1,6
1609,1,1,1,1,1,0,1,6
1610,0,1,0,0,1,0,1,3
1611,1,1,1,1,1,0,1,6
1612,1,1,1,1,1,0,1,6
1613,1,1,1,1,1,0,1,6
1614,1,1,1,1,1,0,1,6
1615,1,1,1,1,1,0,1,6
1616,1,1,1,1,0,0,1,5
1617,1,1,1,1,1,0,1,6
1618,1,1,1,1,1,0,1,6
1619,1,1,1,1,1,0,1,6
1620,1,1,1,1,1,0,1,6
1621,1,1,1,1,1,0,1,6
1622,1,1,1,1,1,0,1,6
1623,1,1,1,1,1,0,1,6
1624,1,1,1,1,1,0,1,6
1624,1,1,1,1,1,0,1,6
1625,1,1,1,1,0,0,1,5
1626,1,1,1,1,1,0,1,6
1627,1,1,1,1,1,0,1,6
1628,1,1,1,1,1,0,1,6
1629,1,0,1,1,1,0,1,5
1630,1,1,1,1,1,0,1,6
1631,1,1,1,1,1,0,1,6
1632,1,1,1,1,1,0,1,6
1633,1,1,1,1,1,0,1,6
1634,1,1,1,1,1,0,1,6
1635,1,1,1,1,1,0,1,6
1636,1,1,1,1,1,0,1,6
1637,1,1,1,1,1,0,1,6
1638,1,1,1,1,1,0,1,6
1639,1,0,1,0,1,0,1,4
1640,1,1,1,1,1,0,1,6
1641,1,1,1,1,1,0,1,6
1642,1,1,1,1,1,0,1,6
1643,1,1,1,1,1,0,1,6
1644,1,1,1,1,1,0,1,6
1645,1,1,1,1,1,0,1,6
1645,1,1,1,1,1,0,1,6
1646,1,1,1,1,1,0,1,6
1647,1,1,1,1,1,0,1,6
1648,1,1,1,1,1,0,1,6
1649,1,1,1,1,1,0,1,6
1650,1,1,1,1,1,0,1,6
1651,1,1,1,1,1,0,1,6
1652,1,1,1,1,1,0,1,6
1653,1,1,1,1,1,0,1,6
1654,1,1,1,1,1,0,1,6
1655,1,1,1,1,1,0,1,6
1656,1,1,1,1,1,0,1,6
1657,1,1,1,1,1,0,1,6
1658,1,1,1,1,1,0,1,6
1659,1,1,1,1,1,0,1,6
1660,1,1,1,1,1,0,1,6
1660,1,1,1,1,1,0,1,6
1661,1,1,1,1,1,0,1,6
1662,1,1,1,1,1,0,1,6
1663,1,1,1,1,1,0,1,6
1664,1,1,1,1,1,0,1,6
1665,1,1,1,1,1,0,1,6
1666,1,1,1,1,1,0,1,6
1667,1,1,1,1,1,0,1,6
1668,1,1,1,1,1,0,1,6
1669,1,1,1,1,1,0,1,6
1670,1,1,1,1,1,0,1,6
1671,1,1,1,1,1,0,1,6
1672,1,1,1,1,1,0,1,6
1673,1,1,1,1,1,0,1,6
1674,1,1,1,1,1,0,1,6
1675,1,1,1,1,1,0,1,6
1676,1,1,1,1,1,0,1,6
1677,1,1,1,1,1,0,1,6
1678,1,1,1,1,1,0,1,6
1679,1,1,1,1,1,0,1,6
1680,1,1,1,1,1,0,1,6
1681,1,1,1,1,1,0,1,6
1682,1,1,1,1,1,0,1,6
1683,1,0,1,0,1,0,0,3
1684,1,1,1,0,1,0,0,4
1685,1,1,1,1,1,0,1,6
1686,1,1,1,1,1,0,1,6
1687,1,1,1,1,1,0,1,6
1688,1,1,1,1,1,0,1,6
1689,1,1,1,1,1,0,1,6
1690,1,1,1,1,1,0,1,6
1691,0,1,1,0,1,0,1,4
1692,1,1,1,1,1,0,1,6
1693,1,1,1,1,1,0,1,6
1694,1,1,1,1,1,0,1,6
1695,1,1,1,1,1,0,1,6
1696,1,1,1,1,1,0,1,6
1697,1,1,1,1,1,0,1,6
1698,1,1,1,1,1,0,1,6
1699,1,1,1,1,1,0,1,6
1700,1,1,1,1,1,0,1,6
1701,1,0,0,1,0,0,0,2
1702,1,1,1,1,1,0,1,6
1703,1,1,1,1,1,0,1,6
1704,1,1,1,1,1,0,1,6
1705,1,1,1,1,1,0,1,6
1707,1,1,1,1,1,0,1,6
1708,1,1,1,1,1,0,1,6
1709,1,1,1,1,1,0,1,6
1710,1,1,1,1,1,0,1,6
1711,1,1,1,1,1,0,1,6
1712,1,1,1,1,1,0,1,6
1713,1,1,1,0,1,0,1,5
1714,1,1,1,1,1,0,1,6
1715,1,1,1,1,1,0,1,6
1716,1,1,1,1,1,0,1,6
1717,1,1,1,1,1,0,1,6
1718,1,1,1,1,1,0,1,6
1719,1,1,1,1,1,0,1,6
1720,1,1,1,1,1,0,1,6
1721,1,1,1,1,1,0,1,6
1722,1,1,1,1,1,0,1,6
1723,1,1,1,1,1,0,1,6
1724,1,1,1,1,1,0,1,6
1726,1,1,1,1,1,0,1,6
1727,1,1,1,1,1,0,1,6
1728,1,1,1,1,1,0,1,6
1729,1,1,1,1,1,0,1,6
1730,1,1,1,1,1,0,1,6
1731,1,1,1,1,1,0,1,6
1732,1,1,1,1,1,0,1,6
1733,1,1,1,1,1,0,1,6
1734,1,1,1,1,1,0,1,6
1735,1,1,1,1,1,0,1,6
1736,1,1,1,1,1,0,1,6
1737,1,1,1,1,1,0,1,6
1738,1,1,1,1,1,0,1,6
1739,1,1,1,1,1,0,1,6
1740,1,1,1,1,1,0,1,6
1741,1,1,1,1,1,0,1,6
1742,1,1,1,1,1,0,1,6
1743,1,1,1,1,1,0,1,6
1744,1,1,1,1,1,0,1,6
1745,1,1,1,1,1,0,1,6
1746,1,1,1,1,1,0,1,6
1747,1,1,1,1,1,0,1,6
1748,1,1,1,1,1,0,1,6
1749,1,1,1,1,1,0,1,6
1750,1,1,1,1,1,0,1,6
1751,0,1,1,0,1,0,1,4
1752,1,1,1,1,1,0,1,6
1753,1,1,1,1,1,0,1,6
1754,1,1,1,1,1,0,1,6
1755,1,1,1,1,1,0,1,6
1756,1,1,1,1,1,0,1,6
1757,1,1,1,1,1,0,1,6
1758,1,1,1,1,1,0,1,6
1759,1,1,1,1,1,0,1,6
1760,1,1,1,1,1,0,1,6
1761,1,1,1,1,1,0,1,6
1762,1,1,1,1,1,0,1,6
1763,1,1,1,1,1,0,1,6
1764,1,1,1,1,1,0,1,6
1765,1,1,1,1,1,0,1,6
1766,1,1,1,1,1,0,1,6
1767,1,1,1,1,1,0,1,6
1768,1,1,1,1,1,0,1,6
1769,1,1,1,1,1,0,1,6
1770,1,1,1,1,1,0,1,6
1771,1,1,1,1,1,0,1,6
1772,1,1,1,1,1,0,1,6
1773,1,1,1,1,1,0,1,6
1774,1,1,1,1,1,0,1,6
1775,1,1,1,1,1,0,1,6
1776,1,1,1,1,1,0,1,6
1777,1,1,1,1,1,0,1,6
1778,1,1,1,1,1,0,1,6
1779,1,1,1,1,1,0,1,6
1780,1,1,1,1,1,0,1,6
1781,1,1,1,1,1,0,1,6
1782,1,1,1,1,1,0,1,6
1783,1,1,1,1,1,0,1,6
1784,1,1,1,1,1,0,1,6
1785,0,1,1,0,1,0,1,4
1786,1,1,1,0,1,0,1,5
1787,1,1,1,1,1,0,1,6
1788,1,1,1,1,1,0,1,6
1789,1,1,1,1,1,0,1,6
1790,1,1,1,1,1,0,1,6
1791,1,1,1,1,1,0,1,6
1792,1,1,1,1,1,0,1,6
1793,1,1,1,1,1,0,1,6
1794,1,1,1,1,1,0,1,6
1795,1,0,1,0,1,0,0,3
1796,1,1,1,1,1,0,1,6
1797,1,1,1,1,1,0,1,6
1798,1,1,1,1,1,0,1,6
1799,1,1,1,1,1,0,1,6
1800,1,1,1,1,1,0,1,6
1801,1,1,1,1,1,0,1,6
1802,1,1,1,1,1,0,1,6
1803,1,1,1,0,1,0,1,5
1804,1,1,1,1,1,0,1,6
1805,1,1,1,1,1,0,1,6
1806,1,1,1,1,1,0,1,6
1807,1,1,1,1,1,0,1,6
1808,1,0,1,0,1,0,0,3
1809,1,1,1,1,1,0,1,6
1810,1,1,1,1,1,0,1,6
1811,1,1,1,1,1,0,1,6
1812,1,1,1,1,1,0,1,6
1813,1,1,1,1,1,0,1,6
1814,1,1,1,1,1,0,1,6
1815,1,1,1,1,1,0,1,6
1815,1,1,1,1,1,0,1,6
1816,1,1,1,1,0,0,0,4
1817,1,1,1,1,1,0,1,6
1819,1,1,1,1,1,0,1,6
1820,1,1,1,1,1,0,1,6
1821,1,1,0,1,1,0,1,5
1823,1,1,1,1,1,0,1,6
1825,1,1,1,1,1,0,1,6
1826,1,1,1,1,1,0,1,6
1826,1,1,1,1,1,0,1,6
1827,0,1,1,1,1,0,1,5
1828,1,1,1,1,1,0,1,6
1829,1,1,1,1,1,0,1,6
1830,1,1,1,1,1,0,1,6
1831,1,1,1,1,1,0,1,6
1832,1,1,1,1,1,0,1,6
1833,1,1,1,1,1,0,1,6
1834,1,1,1,1,1,0,1,6
1835,1,1,1,1,1,0,1,6
1836,1,1,1,1,1,0,1,6
1837,1,1,1,1,1,0,1,6
1838,1,1,1,0,1,0,0,4
1838,1,1,1,0,1,0,0,4
1839,1,1,1,1,1,0,1,6
1840,1,1,1,1,1,0,1,6
1840,1,1,1,1,1,0,1,6
1841,1,1,1,1,1,0,1,6
1842,1,1,1,1,1,0,1,6
1843,1,1,1,1,1,0,1,6
1844,1,1,1,1,1,0,1,6
1845,1,1,1,1,1,0,1,6
1846,1,1,1,1,1,0,1,6
1847,1,1,1,1,1,0,1,6
1848,1,1,1,1,1,0,1,6
1849,1,1,1,1,1,0,1,6
1850,1,1,1,1,1,0,1,6
1851,1,1,1,1,1,0,1,6
1852,1,1,1,1,1,0,1,6
1853,1,1,1,1,1,0,1,6
1855,1,1,1,1,1,0,1,6
1856,1,1,1,1,1,0,1,6
1857,1,0,1,0,1,0,1,4
1858,1,1,1,1,1,0,1,6
1859,1,1,1,1,1,0,1,6
1860,1,1,1,1,1,0,1,6
1861,1,1,1,1,1,0,1,6
1862,1,1,1,1,1,0,1,6
1863,1,1,1,1,1,0,1,6
1864,1,1,1,1,1,0,1,6
1865,1,1,1,1,1,0,1,6
1866,1,1,1,1,1,0,1,6
1867,1,1,1,1,1,0,1,6
1868,1,1,1,1,1,0,1,6
1869,1,1,1,1,1,0,1,6
1870,1,1,1,1,1,0,1,6
1871,1,1,1,1,1,0,1,6
1872,1,1,1,1,1,0,1,6
1873,1,1,1,1,1,0,1,6
1874,1,1,1,1,1,0,1,6
1875,1,1,1,1,1,0,1,6
1876,1,1,1,1,1,0,1,6
1877,1,1,1,1,1,0,1,6
1877,1,1,1,1,1,0,1,6
1878,1,1,1,1,1,0,1,6
1879,1,1,1,1,1,0,1,6
1879,1,1,1,1,1,0,1,6
1880,1,1,1,1,1,0,1,6
1881,1,1,1,1,1,0,1,6
1882,1,1,1,1,1,0,1,6
1882,1,1,1,1,1,0,1,6
1883,1,1,1,1,1,0,1,6
1884,1,1,1,1,1,0,1,6
1885,1,1,1,1,1,0,1,6
1886,1,1,1,1,1,0,1,6
1887,1,1,1,1,1,0,1,6
1888,1,1,1,1,1,0,1,6
1889,1,1,1,1,1,0,1,6
1890,1,1,1,1,1,0,1,6
1891,1,1,1,1,1,0,1,6
1892,1,1,1,1,1,0,1,6
1893,1,1,1,1,1,0,1,6
1894,1,1,1,1,1,0,1,6
1895,1,1,0,1,0,0,0,3
1896,1,1,1,1,1,0,1,6
1897,1,1,1,1,1,0,1,6
1898,1,1,1,1,1,0,1,6
1899,1,1,1,1,1,0,1,6
1900,1,1,1,1,1,0,1,6
1901,1,1,1,1,1,0,1,6
1902,1,1,1,1,1,0,1,6
1903,1,1,1,1,1,0,1,6
1904,1,1,1,1,1,0,1,6
1905,1,1,1,1,1,0,1,6
1906,1,1,1,1,1,0,1,6
1907,1,1,1,1,1,0,1,6
1908,1,1,1,1,1,0,1,6
1909,1,1,1,1,1,0,1,6
1910,1,1,1,1,1,0,1,6
1911,1,1,1,1,1,0,1,6
1912,1,1,1,1,1,0,1,6
1913,1,1,1,1,1,0,1,6
1914,1,1,1,1,1,0,1,6
1915,1,1,1,1,1,0,1,6
1916,1,1,1,1,1,0,1,6
1917,1,1,1,1,1,0,1,6
1918,1,1,1,1,1,0,1,6
1919,1,1,0,1,0,0,0,3
1920,1,0,1,1,1,0,1,5
1921,1,1,1,1,1,0,1,6
1922,1,1,1,1,1,0,1,6
1923,1,1,1,1,1,0,1,6
1924,1,1,1,1,1,0,1,6
1925,1,1,1,1,1,0,1,6
1926,1,1,1,1,1,0,1,6
1927,1,1,1,1,1,0,1,6
1928,1,1,1,1,1,0,1,6
1929,1,1,1,1,1,0,1,6
1930,1,0,1,0,1,0,1,4
1931,1,1,1,1,1,0,1,6
1932,1,1,1,1,1,0,1,6
1933,1,1,1,1,1,0,1,6
1934,1,1,1,1,1,0,1,6
1935,1,1,1,1,1,0,1,6
1936,1,1,1,1,1,0,1,6
1937,1,1,1,1,1,0,1,6
1938,1,1,1,1,1,0,1,6
1939,1,1,1,1,1,0,1,6
1940,1,1,1,1,1,0,1,6
1941,1,1,1,1,1,0,1,6
1942,1,1,1,1,1,0,1,6
1943,1,1,1,1,1,0,1,6
1945,1,1,1,1,1,0,1,6
1946,1,1,1,1,1,0,1,6
1947,1,1,1,1,1,0,1,6
1948,1,1,1,1,1,0,1,6
1949,1,1,1,1,1,0,1,6
1950,1,1,1,1,1,0,1,6
1951,1,1,1,1,1,0,1,6
1952,1,1,1,1,1,0,1,6
1953,1,1,1,1,1,0,1,6
1954,1,1,1,1,1,0,1,6
1955,1,1,1,1,1,0,1,6
1956,1,1,1,1,1,0,1,6
1957,1,1,1,1,1,0,1,6
1958,1,1,1,1,1,0,1,6
1959,1,1,1,1,1,0,1,6
1960,1,1,1,1,1,0,1,6
1961,1,1,1,1,1,0,1,6
1962,1,1,1,1,1,0,1,6
1963,1,1,1,1,1,0,1,6
1964,1,1,1,1,1,0,1,6
1965,1,1,1,1,1,0,1,6
1966,1,1,1,1,1,0,1,6
1967,1,1,1,1,1,0,1,6
1968,1,1,1,1,1,0,1,6
1969,1,1,1,1,1,0,1,6
1970,1,1,1,1,1,0,1,6
1971,1,1,1,1,1,0,1,6
1972,1,1,1,1,1,0,1,6
1973,1,1,1,1,1,0,1,6
1974,0,1,1,0,1,0,1,4
1975,1,1,1,1,1,0,1,6
1976,1,1,1,1,1,0,1,6
1977,1,1,1,1,1,0,1,6
1978,1,1,1,1,1,0,1,6
1979,1,1,1,1,1,0,1,6
1980,1,1,1,1,1,0,1,6
1981,1,1,1,1,1,0,1,6
1982,1,1,1,1,1,0,1,6
1983,1,1,1,1,1,0,1,6
1983,1,1,1,1,1,0,1,6
1984,1,1,1,1,1,0,1,6
1985,1,1,1,1,1,0,1,6
1986,1,1,1,1,1,0,1,6
1987,1,1,1,1,1,0,1,6
1988,1,1,1,1,1,0,1,6
1989,1,1,1,1,1,0,1,6
1989,1,1,1,1,1,0,1,6
1990,1,0,1,0,1,0,0,3
1991,1,1,1,1,1,0,1,6
1992,1,1,1,0,1,0,1,5
1993,1,1,1,1,1,0,1,6
1994,1,1,1,1,1,0,1,6
1995,1,1,1,1,1,0,1,6
1996,1,1,1,1,1,0,1,6
1997,1,1,1,1,1,0,1,6
1998,1,1,1,1,1,0,1,6
1999,1,1,1,1,1,0,1,6
2000,1,1,1,1,1,0,1,6
2001,1,1,1,1,1,0,1,6
2001,1,1,1,1,1,0,1,6
2002,1,1,1,1,1,0,1,6
2002,1,1,1,1,1,0,1,6
2003,1,1,1,1,1,0,1,6
2004,1,1,1,1,1,0,1,6
2005,1,1,1,1,1,0,1,6
2006,1,1,1,1,1,0,1,6
2007,1,1,1,1,1,0,1,6
2008,1,1,1,1,1,0,1,6
2009,1,1,0,1,1,0,1,5
2010,1,1,1,1,1,0,1,6
2012,1,1,1,1,1,0,1,6
2013,1,1,1,1,1,0,1,6
2014,1,1,1,1,1,0,1,6
2015,1,1,1,1,1,0,1,6
2016,1,1,1,1,1,0,1,6
2019,1,1,1,1,1,0,1,6
2020,1,0,1,0,1,0,1,4
2021,1,1,1,1,1,0,1,6
2022,1,1,1,1,1,0,1,6
2023,1,1,1,1,1,0,1,6
2024,1,1,1,1,1,0,1,6
2025,1,1,1,1,1,0,1,6
2027,1,1,1,1,1,0,1,6
2028,1,1,1,1,1,0,1,6
2030,1,1,1,1,1,0,1,6
2031,1,1,1,1,1,0,1,6
2032,1,1,1,1,1,0,1,6
2032,1,1,1,1,1,0,1,6
2033,1,1,1,1,1,0,1,6
2035,1,1,1,1,1,0,1,6
2036,1,1,1,1,1,0,1,6
2037,1,1,1,1,1,0,1,6
2038,1,1,1,1,1,0,1,6
2039,1,1,1,1,1,0,1,6
2039,1,1,1,1,1,0,1,6
2040,1,1,1,1,1,0,1,6
2041,1,1,0,1,1,0,1,5
2043,1,0,0,1,0,0,0,2
2044,1,1,1,1,1,0,1,6
2045,1,1,1,1,1,0,1,6
2046,1,1,1,1,1,0,1,6
2047,1,1,1,1,1,0,1,6
2048,1,1,1,1,1,0,1,6
2049,1,1,1,1,1,0,1,6
2050,1,1,1,1,1,0,1,6
2051,1,1,1,1,1,0,1,6
2052,1,1,1,1,1,0,1,6
2053,1,1,1,1,1,0,1,6
2054,1,1,1,1,1,0,1,6
2055,1,1,1,1,1,0,1,6
2056,1,1,1,1,1,0,1,6
2057,0,1,1,0,1,0,1,4
2058,1,1,1,1,1,0,1,6
2059,1,1,1,1,1,0,1,6
2061,1,1,1,1,1,0,1,6
2062,1,1,1,1,1,0,1,6
2063,1,1,1,1,1,0,1,6
2064,1,1,1,1,1,0,1,6
2065,1,1,1,1,1,0,1,6
2066,1,1,1,1,1,0,1,6
2068,1,1,1,1,1,0,1,6
2069,1,1,1,1,1,0,1,6
2073,1,1,1,1,1,0,1,6
2075,1,1,1,1,1,0,1,6
2077,1,1,1,1,1,0,1,6
2078,1,1,1,1,1,0,1,6
2079,1,1,1,1,1,0,1,6
2080,1,1,1,1,1,0,1,6
2081,1,1,1,1,1,0,1,6
2082,1,1,1,1,1,0,1,6
2083,1,1,1,1,1,0,1,6
2084,1,1,1,1,1,0,1,6
2086,1,1,1,1,1,0,1,6
2087,1,1,1,1,1,0,1,6
2088,1,1,1,1,1,0,1,6
2089,1,1,1,1,1,0,1,6
2090,1,1,0,1,1,0,1,5
2091,1,1,1,1,1,0,1,6
2092,1,1,1,1,0,0,1,5
2093,1,1,1,1,1,0,1,6
2094,1,1,1,1,1,0,1,6
2095,1,1,1,1,1,0,1,6
2096,1,1,1,1,1,0,1,6
2097,1,1,1,1,1,0,1,6
2098,1,1,1,1,1,0,1,6
2099,1,1,1,1,1,0,1,6
2099,1,1,1,1,1,0,1,6
2100,1,1,1,1,1,0,1,6
2101,1,1,1,1,1,0,1,6
2102,1,1,1,1,1,0,1,6
2103,1,1,1,1,1,0,1,6
2104,1,1,1,1,1,0,1,6
2105,1,1,1,1,1,0,1,6
2106,1,1,1,1,1,0,1,6
2107,1,1,1,1,1,0,1,6
2108,1,1,1,1,1,0,1,6
2109,1,1,1,1,1,0,1,6
2110,1,1,1,1,1,0,1,6
2111,1,1,1,1,1,0,1,6
2112,1,1,1,1,1,0,1,6
2113,1,1,1,1,1,0,1,6
2114,1,1,1,1,1,0,1,6
2114,1,1,1,1,1,0,1,6
2115,1,1,1,1,1,0,1,6
2116,1,1,1,1,1,0,1,6
2117,1,1,1,1,1,0,1,6
2117,1,1,1,1,1,0,1,6
2118,1,0,1,0,1,0,1,4
2119,1,1,1,1,1,0,1,6
2119,1,1,1,1,1,0,1,6
2120,1,1,1,1,1,0,1,6
2121,1,1,1,1,1,0,1,6
2122,1,1,1,1,1,0,1,6
2123,1,1,1,1,1,0,1,6
2124,1,1,1,1,1,0,1,6
2125,1,1,1,1,1,0,1,6
2127,1,1,1,1,1,0,1,6
2128,1,1,1,0,1,0,1,5
2129,1,1,1,1,1,0,1,6
2130,1,1,1,1,1,0,0,5
2131,1,1,1,1,1,0,1,6
2132,1,1,1,1,1,0,1,6
2133,1,1,1,1,0,0,1,5
2134,1,1,1,1,1,0,1,6
2135,1,1,1,1,1,0,1,6
2136,1,1,1,1,1,0,1,6
2137,1,1,1,1,1,0,1,6
2138,1,1,1,1,0,0,1,5
2139,1,1,1,0,1,0,1,5
2140,1,1,1,1,1,0,1,6
2141,1,1,1,1,1,0,1,6
2142,1,1,1,1,1,0,1,6
2143,1,1,1,1,1,0,1,6
2144,1,1,1,1,1,0,1,6
2145,1,1,1,1,1,0,1,6
2146,1,1,1,1,1,0,1,6
2147,1,1,1,1,1,0,1,6
2149,1,1,1,1,1,0,1,6
2150,1,1,1,1,1,0,1,6
2151,1,1,1,1,1,0,1,6
2152,1,1,1,1,1,0,1,6
2153,1,1,1,1,1,0,1,6
2154,1,1,1,1,1,0,1,6
2155,1,1,1,1,1,0,1,6
2156,1,1,1,1,1,0,1,6
2157,1,1,1,1,1,0,1,6
2158,1,1,1,1,1,0,1,6
2159,1,1,1,1,1,0,1,6
2160,1,1,1,1,1,0,1,6
2161,1,1,1,1,1,0,1,6
2161,1,1,1,1,1,0,1,6
2163,1,1,1,1,1,0,1,6
2164,1,1,1,1,1,0,1,6
2166,1,1,1,1,1,0,1,6
2167,0,1,1,0,1,0,1,4
2169,1,1,1,1,1,0,1,6
2170,1,1,1,1,1,0,1,6
2174,1,1,1,1,1,0,1,6
2175,1,1,1,1,1,0,1,6
2176,1,1,1,1,1,0,1,6
2177,1,1,1,1,1,0,1,6
2178,1,1,1,1,1,0,1,6
2180,1,1,0,1,1,0,1,5
2181,1,1,1,1,1,0,1,6
2183,1,1,1,1,1,0,1,6
2184,1,1,1,1,1,0,1,6
2185,1,1,1,1,1,0,1,6
2187,1,1,1,1,1,0,1,6
2189,1,1,1,1,1,0,1,6
2190,1,1,0,1,1,0,1,5
2191,1,1,1,1,1,0,1,6
2192,1,1,1,1,1,0,1,6
2193,1,1,1,1,1,0,1,6
2194,1,1,1,1,1,0,1,6
2195,1,1,1,1,1,0,1,6
2196,1,1,1,1,1,0,1,6
2197,1,1,1,1,1,0,1,6
2198,1,1,1,1,1,0,1,6
2199,1,1,1,1,1,0,1,6
2200,1,1,1,1,1,0,1,6
2201,1,1,1,1,1,0,1,6
2202,1,1,1,1,1,0,1,6
2204,1,1,1,1,1,0,1,6
2205,1,1,1,1,1,0,1,6
2206,1,1,1,1,1,0,1,6
2207,1,1,1,1,1,0,0,5
2208,1,1,1,1,1,0,1,6
2209,1,1,1,1,1,0,1,6
2210,1,1,1,1,1,0,1,6
2211,1,1,1,1,1,0,1,6
2213,1,1,1,1,1,0,1,6
2214,1,1,1,1,1,0,1,6
2215,1,1,1,1,1,0,1,6
2218,1,1,1,1,1,0,1,6
2221,1,1,1,1,1,0,1,6
2222,1,1,0,1,1,0,1,5
2223,1,1,1,1,1,0,1,6
2224,1,1,1,0,1,0,1,5
2225,1,1,1,1,1,0,1,6
2226,0,1,1,1,1,0,1,5
2226,0,1,1,1,1,0,1,5
2227,1,1,1,0,1,0,1,5
2228,1,1,1,1,1,0,1,6
2230,1,1,1,1,1,0,1,6
2231,1,1,1,1,1,0,1,6
2232,1,1,1,1,1,0,1,6
2233,1,1,1,1,1,0,1,6
2234,1,1,1,1,1,0,1,6
2236,0,1,1,0,1,0,1,4
2237,1,1,1,1,1,0,1,6
2238,1,1,1,1,1,0,1,6
2239,1,1,1,1,1,0,1,6
2241,1,1,1,1,1,0,1,6
2242,1,1,1,1,1,0,1,6
2243,1,1,1,1,1,0,1,6
2244,1,1,1,1,1,0,1,6
2245,1,1,1,1,1,0,1,6
2247,1,1,1,1,1,0,1,6
2248,1,1,1,1,1,0,1,6
2249,1,1,1,1,1,0,1,6
2250,1,1,1,1,1,0,1,6
2251,1,1,1,1,1,0,1,6
2252,1,1,1,1,1,0,1,6
2253,1,1,1,1,1,0,1,6
2254,1,1,1,1,1,0,1,6
2255,1,1,1,1,1,0,1,6
2256,1,1,1,1,1,0,1,6
2257,1,1,1,1,1,0,1,6
2258,1,1,1,1,1,0,1,6
2259,1,1,1,1,1,0,1,6
2261,1,1,1,1,1,0,1,6
2262,1,1,1,1,1,0,1,6
2263,1,1,1,1,1,0,1,6
2264,1,1,1,1,1,0,1,6
2265,1,1,1,1,1,0,1,6
2266,1,1,1,1,1,0,1,6
2267,1,0,1,0,1,0,1,4
2269,1,1,1,1,1,0,1,6
2270,1,1,1,1,1,0,1,6
2271,1,1,1,1,1,0,1,6
2272,1,1,1,1,1,0,1,6
2273,1,1,1,1,1,0,1,6
2274,1,1,1,1,1,0,1,6
2275,1,1,1,1,1,0,1,6
2276,1,1,1,1,1,0,1,6
2277,1,1,1,1,1,0,1,6
2277,1,1,1,1,1,0,1,6
2278,1,1,1,1,1,0,1,6
2279,1,1,1,1,1,0,1,6
2280,1,1,1,1,1,0,1,6
2280,1,1,1,1,1,0,1,6
2281,1,1,1,1,1,0,1,6
2282,1,1,1,1,1,0,1,6
2283,1,1,1,1,1,0,1,6
2284,1,1,1,1,1,0,1,6
2285,1,1,1,1,1,0,1,6
2286,1,1,1,1,1,0,1,6
2287,1,1,1,1,1,0,1,6
2288,1,1,1,1,1,0,0,5
2289,1,1,1,1,1,0,1,6
2291,1,1,1,1,1,0,1,6
2292,1,1,1,1,1,0,1,6
2293,1,1,0,1,1,0,1,5
2294,1,1,1,1,1,0,1,6
2295,1,1,1,1,1,0,1,6
2297,1,1,1,1,1,0,1,6
2297,1,1,1,1,1,0,1,6
2299,1,1,1,1,1,0,1,6
2300,1,1,1,1,1,0,1,6
2306,1,1,1,1,1,0,1,6
2307,1,1,1,1,1,0,1,6
2309,1,1,1,1,1,0,1,6
2310,1,1,1,1,1,0,1,6
2311,1,1,1,1,1,0,1,6
2312,1,1,1,1,1,0,1,6
2313,1,1,1,1,1,0,1,6
2315,1,1,1,0,1,0,1,5
2316,1,1,1,1,1,0,1,6
