Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
1108,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1109,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1110,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1111,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1112,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1113,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1114,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1115,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1116,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1117,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1118,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1119,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),2
1120,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1121,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1122,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),2
1123,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),2
1124,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),2
1125,9/4/2023,7 am - 6 pm,Vital Records Control (VRC),2
1126,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1128,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1129,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),2
1130,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
1131,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1132,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1133,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1134,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),2
1135,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),0
1136,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1137,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1138,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1139,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1140,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1141,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
1142,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
1143,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),2
1144,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
1146,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1147,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1148,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
1149,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
1150,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),8
1151,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1152,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),1
1153,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
1154,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),0
1155,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),3
1156,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1157,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
1158,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1159,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1160,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1161,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),3
1162,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),1
1163,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1164,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1165,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1166,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1167,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),0
1168,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1169,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1170,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1171,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),7
1172,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),6
1173,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),8
1174,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1175,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
1176,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1177,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1178,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1179,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),4
1180,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1181,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1182,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
1183,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1184,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),11
1185,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1186,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1187,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1188,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1189,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1190,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1191,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1192,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1193,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1194,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),4
1195,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1196,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1197,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1198,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1199,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1200,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
1201,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1202,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1203,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),4
1204,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),14
1205,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
1206,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1207,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
1209,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
1210,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1211,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1212,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1213,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),3
1214,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1215,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1216,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),2
1217,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1218,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1219,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1220,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),4
1221,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
1222,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1223,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),5
1224,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
1225,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1226,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1227,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1228,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1229,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),7
1230,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1231,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
1232,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1233,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
1234,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),1
1235,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
1236,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1237,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1238,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1239,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
1240,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1241,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1242,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1243,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1244,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1245,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),3
1247,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1248,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),5
1249,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1252,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1253,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),6
1254,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1255,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1256,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1257,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1259,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
1260,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1261,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1263,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1264,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1265,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1266,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1267,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1268,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1270,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1271,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1272,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1273,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
1274,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
1275,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),2
1276,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1277,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1279,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),6
1280,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1281,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),2
1282,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1283,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1284,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1285,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1286,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1287,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1288,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1289,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1290,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1291,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1292,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1293,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1294,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1295,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1296,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),3
1297,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1298,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1299,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1300,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1301,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1302,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),0
1303,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1304,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1305,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),0
1306,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),0
1307,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1308,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1309,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1310,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1311,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1312,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),2
1313,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1314,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1315,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1316,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1317,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1318,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1319,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1320,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1321,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1322,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1323,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1324,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),2
1325,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1326,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1327,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1328,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1329,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),0
1330,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1331,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1332,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),2
1333,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
1334,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1335,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1336,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1337,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1338,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),2
1339,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),0
1340,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1341,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),0
1342,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1344,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1345,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
1346,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),3
1347,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1348,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),13
1349,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1350,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
1351,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1352,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1353,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1354,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1355,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
1356,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1357,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1358,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),6
1359,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1360,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1361,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1362,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1363,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1364,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1365,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1366,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1367,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1368,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),0
1369,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),3
1370,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1371,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
1372,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1373,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1374,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1375,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1376,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
1377,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1378,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
1379,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1380,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1381,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),7
1382,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),8
1383,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1384,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1385,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1386,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1387,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1388,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1389,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1390,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1391,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1392,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1393,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1394,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),2
1395,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1396,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1397,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),3
1398,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1399,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),7
1400,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1401,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1403,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1404,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
1405,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1406,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),10
1407,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1408,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1409,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),2
1410,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1411,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),3
1412,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1413,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),2
1414,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1415,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1416,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1417,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1418,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1419,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1420,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1421,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1422,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1423,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1424,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),7
1425,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1426,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
1427,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
1428,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1429,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),0
1430,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1431,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1432,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1433,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),7
1434,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1435,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1436,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1437,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1438,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
1439,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1440,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),4
1441,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),3
1442,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1443,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1444,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1445,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1446,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1447,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1448,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1449,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
1450,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1452,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1453,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1454,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1455,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1456,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),1
1457,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1458,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1459,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1460,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),0
1461,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
1462,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1463,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),2
1464,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1465,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1466,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1467,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1468,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),10
1469,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),3
1470,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),3
1471,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1472,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1473,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),8
1474,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1475,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1476,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1477,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1478,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1479,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),2
1480,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1481,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1482,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1483,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1485,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1486,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1487,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1488,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1489,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1490,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1491,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1492,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1493,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1494,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),3
1495,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1496,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1497,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1498,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1499,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1500,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),0
1501,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),3
1502,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1503,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),9
1504,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
1505,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1506,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1507,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1508,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1509,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1510,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1511,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1512,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1513,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
