DC,DATE,ITEM,ITEM NBR,DESCRIPTION,CASES/FPP,CASES,PALLETS,BANNER
6083,4/5/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,59, ,WM
6084,3/21/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,740,26,WM
6084,3/24/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,600,15,WM
6084,3/24/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,448,8,WM
6084,3/25/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,740,26,WM
6084,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,31,16,WM
6084,3/27/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6084,3/27/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6084,3/27/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6084,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,220,11,WM
6084,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,54,27,WM
6084,3/29/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,448,8,WM
6084,3/29/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,740,26,WM
6084,3/31/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6084,3/31/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6084,3/31/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6084,3/31/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,600,15,WM
6084,3/31/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,36, ,WM
6084,4/2/2023,WM-CUT FLORAL,599899662,BQ EAS LG MIX DB CH,CASE PICK,162, ,WM
6084,4/2/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,112, ,WM
6084,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6084,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6084,4/5/2023,WM-CUT FLORAL,599899662,BQ EAS LG MIX DB CH,CASE PICK,231, ,WM
6084,4/5/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,136, ,WM
6084,4/5/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,40, ,WM
6085,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6085,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6085,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6085,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,252,7,WM
6085,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6085,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
6085,3/20/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,168,4,WM
6085,3/20/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,168,4,WM
6085,3/20/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,168,4,WM
6085,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,216,6,WM
6085,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6085,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,324,9,WM
6085,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,216,6,WM
6085,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,252,6,WM
6085,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,26,13,WM
6085,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,144,4,WM
6085,3/27/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,210,5,WM
6085,3/27/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,252,6,WM
6085,3/27/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,252,6,WM
6085,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,360,18,WM
6085,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,70,35,WM
6085,3/29/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,288,8,WM
6085,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,108,3,WM
6085,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,336,8,WM
6085,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,336,8,WM
6085,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,378,9,WM
6085,3/31/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,396,11,WM
6085,3/31/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,468,13,WM
6085,3/31/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,216,6,WM
6085,3/31/2023,WM-CUT FLORAL,599892479,CB EAS CARN DB FF,CASE PICK,36, ,WM
6085,4/2/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,270, ,WM
6085,4/2/2023,WM-CUT FLORAL,599892479,CB EAS CARN DB FF,CASE PICK,98, ,WM
6085,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,72, ,WM
6085,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6085,4/5/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,424, ,WM
6085,4/5/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,142, ,WM
6085,4/5/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,30, ,WM
6090,3/21/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,448,16,WM
6090,3/23/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,622,16,WM
6090,3/24/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,640,16,WM
6090,3/24/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,625,11,WM
6090,3/25/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,1568,56,WM
6090,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,216,11,WM
6090,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,81,41,WM
6090,3/28/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,1285,32,WM
6090,3/29/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,625,11,WM
6090,3/29/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,2247,80,WM
6090,4/1/2023,WM-CUT FLORAL,599892477,BQ EAS LG MIX DB FF,CASE PICK,126, ,WM
6090,4/1/2023,WM-CUT FLORAL,599892479,CB EAS CARN DB FF,CASE PICK,164, ,WM
6090,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6090,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6090,4/4/2023,WM-CUT FLORAL,599892477,BQ EAS LG MIX DB FF,CASE PICK,200, ,WM
6090,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,152, ,WM
6090,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,57, ,WM
6091,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,196,10,WM
6091,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,34,17,WM
6091,3/26/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,684,19,WM
6091,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,228,10,WM
6091,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,0,0,WM
6091,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,34,17,WM
6091,3/27/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,140,7,WM
6091,3/27/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,540,15,WM
6091,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,19,SAMS
6091,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,525,22,WM
6091,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1,0,WM
6091,4/1/2023,WM-LIVE PLANTS,651166178,EG 6IN EASTER LILY,CASE PICK,30,2,WM
6091,4/1/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,828,23,WM
6091,4/1/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6091,4/1/2023,WM-CUT FLORAL,599903768,BQ EAS LG MIX DB FP,CASE PICK,72, ,WM
6091,4/1/2023,WM-CUT FLORAL,599892479,CB EAS CARN DB FF,CASE PICK,91, ,WM
6091,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,36, ,WM
6091,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6091,4/2/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,1008,28,WM
6091,4/2/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,30,SAMS
6091,4/3/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6091,4/4/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,55,SAMS
6091,4/4/2023,WM-CUT FLORAL,599903768,BQ EAS LG MIX DB FP,CASE PICK,123, ,WM
6091,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,85, ,WM
6091,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,23, ,WM
6091,4/5/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6095,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,256,13,WM
6095,3/26/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,220,11,WM
6095,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,464,19,WM
6095,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,967,32,WM
6095,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,252,8,WM
6095,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,20,1,WM
6095,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,101,51,WM
6095,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1069,45,WM
6095,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2231,74,WM
6095,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,579,19,WM
6095,3/31/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,36, ,WM
6095,4/2/2023,WM-CUT FLORAL,599913745,BQ EAS LG MIX DB BC,CASE PICK,72, ,WM
6095,4/2/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,70, ,WM
6095,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6095,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6095,4/5/2023,WM-CUT FLORAL,599913745,BQ EAS LG MIX DB BC,CASE PICK,122, ,WM
6095,4/5/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,123, ,WM
6095,4/5/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,16, ,WM
6096,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,268,13,WM
6096,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,81,41,WM
6096,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,24,SAMS
6096,4/1/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6096,4/2/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,43,SAMS
6096,4/2/2023,WM-CUT FLORAL,599904649,BQ EAS LG MIX DB VF,CASE PICK,180, ,WM
6096,4/2/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,96, ,WM
6096,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,36, ,WM
6096,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6096,4/3/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6096,4/4/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,58,SAMS
6096,4/4/2023,WM-CUT FLORAL,599904649,BQ EAS LG MIX DB VF,CASE PICK,278, ,WM
6096,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,56, ,WM
6096,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,52, ,WM
6096,4/5/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6097,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,288,12,WM
6097,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,96,4,WM
6097,3/19/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,36,1,WM
6097,3/19/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6097,3/19/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6097,3/19/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6097,3/19/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6097,3/19/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6097,3/19/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6097,3/25/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,220,11,WM
6097,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6097,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6097,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6097,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6097,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6097,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6097,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,480,20,WM
6097,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,168,7,WM
6097,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6097,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6097,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,80,4,WM
6097,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,100,50,WM
6097,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,216,11,WM
6097,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6097,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6097,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6097,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6097,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6097,3/30/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6097,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,126,3,WM
6097,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6097,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6097,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,696,29,WM
6097,4/1/2023,WM-CUT FLORAL,599906606,BQ EAS LG MIX DB RD,CASE PICK,126, ,WM
6097,4/1/2023,WM-CUT FLORAL,599903579,CB EAS CARNS DB DI,CASE PICK,88, ,WM
6097,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6097,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6097,4/4/2023,WM-CUT FLORAL,599906606,BQ EAS LG MIX DB RD,CASE PICK,188, ,WM
6097,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,107, ,WM
6097,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,40, ,WM
6099,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,667,28,WM
6099,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,967,32,WM
6099,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,235,8,WM
6099,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,248,12,WM
6099,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,96,48,WM
6099,3/28/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,140,7,WM
6099,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1542,64,WM
6099,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2243,75,WM
6099,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,526,18,WM
6099,4/2/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,144, ,WM
6099,4/2/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,112, ,WM
6099,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6099,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6099,4/4/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,231, ,WM
6099,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,142, ,WM
6099,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,20, ,WM
6858,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,311,13,WM
6858,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,4,0,WM
6858,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1,0,WM
6858,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,320,16,WM
6858,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,100,50,WM
6858,3/27/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,200,10,WM
6858,3/27/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,504,14,WM
6858,3/28/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,828,23,WM
6858,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,727,30,WM
6858,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,8,0,WM
6858,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,2,0,WM
6858,4/1/2023,WM-LIVE PLANTS,651166178,EG 6IN EASTER LILY,CASE PICK,15,1,WM
6858,4/1/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,756,20,WM
6858,4/1/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,1008,28,WM
6858,4/1/2023,WM-CUT FLORAL,599903768,BQ EAS LG MIX DB FP,CASE PICK,90, ,WM
6858,4/1/2023,WM-CUT FLORAL,599892479,CB EAS CARN DB FF,CASE PICK,146, ,WM
6858,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,36, ,WM
6858,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6858,4/4/2023,WM-CUT FLORAL,599903768,BQ EAS LG MIX DB FP,CASE PICK,139, ,WM
6858,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,103, ,WM
6858,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,22, ,WM
7010,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,144,6,WM
7010,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,24,1,WM
7010,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,312,13,WM
7010,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,144,6,WM
7010,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
7010,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
7010,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
7010,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
7010,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
7010,3/26/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,24,1,WM
7010,3/26/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
7010,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
7010,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
7010,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,216,6,WM
7010,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
7010,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
7010,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
7010,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,23,12,WM
7010,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
7010,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,432,22,WM
7010,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,104,52,WM
7010,3/29/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,216,6,WM
7010,3/29/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
7010,3/29/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,288,8,WM
7010,3/29/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,216,6,WM
7010,3/29/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
7010,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,360,15,WM
7010,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,360,15,WM
7010,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
7010,3/31/2023,WM-CUT FLORAL,599943820,CB EAS CARN LA DB FF,CASE PICK,54, ,WM
7010,4/2/2023,WM-CUT FLORAL,599892478,BQ EAS LGMX LA DB FF,CASE PICK,144, ,WM
7010,4/2/2023,WM-CUT FLORAL,599943820,CB EAS CARN LA DB FF,CASE PICK,123, ,WM
7010,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,72, ,WM
7010,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
7010,4/5/2023,WM-CUT FLORAL,599892478,BQ EAS LGMX LA DB FF,CASE PICK,226, ,WM
7010,4/5/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,190, ,WM
7010,4/5/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,43, ,WM
7012,3/17/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,72,3,WM
7012,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,264,11,WM
