Store Number,Invoice Number,Date of Invoice, Total Amount ,Out of Scope,Area of Machine,Memo,Comments
7324,INV168084-01255A,2/21/2025, 575.58 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/15/2024 13:22
7326,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/17/2024 10:57
7329,INV168084-01255A,2/21/2025, 321.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/18/2024 10:46
734,INV168084-01255A,2/21/2025, 425.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/15/2024 14:17
744,INV168084-01255A,2/21/2025, 460.06 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/21/2024 21:26
756,INV168084-01255A,2/21/2025," 1,020.71 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/27/2024 14:53
767,INV168084-01255A,2/21/2025, 307.59 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/23/2024 11:32
768,INV168084-01255A,2/21/2025, 324.75 ,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/23/2024 9:12
769,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/23/2024 12:07
772,INV168084-01255A,2/21/2025, 474.28 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/23/2024 8:57
783,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/14/2024 14:42
814,INV168084-01255A,2/21/2025, 977.87 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/14/2024 9:55
824,INV168084-01255A,2/21/2025, 457.41 ,SITE DECLINED TROUBLESHOOTING,BCR,COIN AUDIT: Coin Audit,12/15/2024 12:31
835,INV168084-01255A,2/21/2025," 1,084.87 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/27/2024 14:26
85,INV168084-01255A,2/21/2025, 753.14 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/24/2024 14:53
862,INV168084-01255A,2/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/26/2024 12:41
863,INV168084-01255A,2/21/2025," 1,036.32 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/26/2024 10:03
89,INV168084-01255A,2/21/2025, 590.47 ,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/24/2024 10:40
890,INV168084-01255A,2/21/2025, 405.01 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/23/2024 14:56
901,INV168084-01255A,2/21/2025, 727.65 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/18/2024 10:55
904,INV168084-01255A,2/21/2025, 496.58 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/24/2024 12:58
906,INV168084-01255A,2/21/2025, 459.27 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/13/2024 19:55
906,INV168084-01255A,2/21/2025, 324.19 ,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/26/2024 15:15
912,INV168084-01255A,2/21/2025, 465.16 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/16/2024 18:49
912,INV168084-01255A,2/21/2025, 426.31 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/23/2024 8:57
932,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - COIN SORTER,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/22/2024 13:46
937,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/17/2024 9:39
961,INV168084-01255A,2/21/2025, 329.10 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/24/2024 14:23
967,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/18/2024 13:32
98,INV168084-01255A,2/21/2025, 313.35 ,FOREIGN OBJECT - COIN,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/27/2024 10:59
1531,INV168084-01255A,2/21/2025," 2,910.95 ",NON DEVICE RELATED ISSUES,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/24/2024 12:25
1747,INV168084-01255A,2/21/2025, 300.00 ,REFUSED ACCESS TO DEVICE,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,12/13/2024 7:45
2823,INV168084-01255A,2/21/2025," 1,112.09 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/16/2024 20:42
3310,INV168084-01255A,2/21/2025, 300.00 ,REFUSED ACCESS TO DEVICE,BNR,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,12/23/2024 14:33
3335,INV168084-01255A,2/21/2025, 319.50 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/13/2024 15:03
3724,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/20/2024 10:25
3745,INV168084-01255A,2/21/2025," 1,047.63 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 17:29
3959,INV168084-01255A,2/21/2025, 327.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/19/2024 15:27
4388,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/20/2024 13:27
4465,INV168084-01255A,2/21/2025, 598.88 ,IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/23/2024 16:30
4468,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/27/2024 12:29
4589,INV168084-01255A,2/21/2025, 328.50 ,SITE DECLINED TROUBLESHOOTING,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/17/2024 16:24
4619,INV168084-01255A,2/21/2025, 454.75 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/21/2024 15:18
4695,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/20/2024 12:48
7235,INV168084-01255A,2/21/2025, 321.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/23/2024 12:50
7304,INV168084-01255A,2/21/2025, 453.69 ,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/17/2024 21:02
988,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/19/2024 16:52
579,INV168084-01255A,2/21/2025, 425.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/15/2024 10:52
725,INV168084-01255A,2/21/2025, 551.35 ,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/23/2024 9:17
4777,INV168084-01255A,2/21/2025, 949.87 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/3/2025 17:28
4911,INV168084-01255A,2/21/2025, 324.75 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/30/2024 8:00
6240,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/2/2025 7:33
6244,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 10:48
6369,INV168084-01255A,2/21/2025, 646.58 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/27/2024 17:38
6422,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 13:42
6624,INV168084-01255A,2/21/2025," 1,343.50 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 7:31
6686,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/3/2025 10:13
6979,INV168084-01255A,2/21/2025, 318.00 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/3/2025 15:16
8157,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/29/2024 13:25
8265,INV168084-01255A,2/21/2025," 5,508.84 ",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/2/2025 15:15
8268,INV168084-01255A,2/21/2025," 1,363.45 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 9:10
1,INV168084-01255A,2/21/2025," 2,984.95 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 14:45
1,INV168084-01255A,2/21/2025," 1,102.02 ",IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/31/2024 7:58
1001,INV168084-01255A,2/21/2025, 497.69 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 9:59
1006,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 15:57
1009,INV168084-01255A,2/21/2025, 776.35 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/31/2024 11:17
1025,INV168084-01255A,2/21/2025, 321.00 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/30/2024 13:38
1037,INV168084-01255A,2/21/2025," 2,808.07 ",IMPROPER HANDLING - COIN SORTER,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/31/2024 11:19
1055,INV168084-01255A,2/21/2025," 1,874.54 ",IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 7:38
1104,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/31/2024 14:51
1134,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/1/2025 9:38
1224,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/31/2024 9:24
1227,INV168084-01255A,2/21/2025," 1,020.71 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/30/2024 15:29
1265,INV168084-01255A,2/21/2025, 549.18 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 18:16
1266,INV168084-01255A,2/21/2025, 331.50 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/30/2024 16:57
131,INV168084-01255A,2/21/2025, 558.16 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 12:03
1340,INV168084-01255A,2/21/2025," 2,725.98 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 15:58
1367,INV168084-01255A,2/21/2025," 1,133.00 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/29/2024 8:42
14,INV168084-01255A,2/21/2025," 1,124.88 ",IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 10:38
1438,INV168084-01255A,2/21/2025, 747.82 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 14:41
148,INV168084-01255A,2/21/2025, 460.06 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/29/2024 13:47
1507,INV168084-01255A,2/21/2025, 520.00 ,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/30/2024 12:43
1598,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/1/2025 9:20
1599,INV168084-01255A,2/21/2025, 328.06 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/27/2024 17:05
1613,INV168084-01255A,2/21/2025, 453.69 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/1/2025 14:40
1710,INV168084-01255A,2/21/2025, 321.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/30/2024 8:17
175,INV168084-01255A,2/21/2025, 668.07 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 10:19
1756,INV168084-01255A,2/21/2025, 843.69 ,IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/29/2024 19:27
1805,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/30/2024 14:02
1840,INV168084-01255A,2/21/2025, 628.07 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 9:48
1881,INV168084-01255A,2/21/2025, 425.00 ,FOREIGN OBJECT - OTHER,OTHER,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/29/2024 13:09
2101,INV168084-01255A,2/21/2025, 326.10 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/31/2024 9:11
2181,INV168084-01255A,2/21/2025, 546.38 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 7:45
2196,INV168084-01255A,2/21/2025," 1,800.60 ",IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/19/2024 5:32
2247,INV168084-01255A,2/21/2025, 321.75 ,IMPROPER HANDLING - TILL,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 15:26
2249,INV168084-01255A,2/21/2025, 324.60 ,REFUSED ACCESS TO DEVICE,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,12/31/2024 16:08
231,INV168084-01255A,2/21/2025," 1,628.38 ",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/2/2025 12:25
2475,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/29/2024 15:13
2477,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/31/2024 9:46
248,INV168084-01255A,2/21/2025, 460.06 ,FOREIGN OBJECT - COIN,OTHER,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,12/28/2024 19:37
2501,INV168084-01255A,2/21/2025, 473.88 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/28/2024 19:52
2533,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/31/2024 15:35
2539,INV168084-01255A,2/21/2025, 625.89 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 15:06
254,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/12/2024 11:31
2571,INV168084-01255A,2/21/2025, 633.37 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 17:10
2584,INV168084-01255A,2/21/2025, 483.72 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 8:23
259,INV168084-01255A,2/21/2025, 324.75 ,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,12/30/2024 12:47
2598,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/28/2024 8:46
2672,INV168084-01255A,2/21/2025, 490.89 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 12:25
2691,INV168084-01255A,2/21/2025, 527.97 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/10/2024 11:19
2768,INV168084-01255A,2/21/2025, 317.33 ,IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/27/2024 8:30
2804,INV168084-01255A,2/21/2025, 576.08 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/28/2024 10:20
2806,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - COIN SORTER,BCR,COIN AUDIT: Coin Audit,12/23/2024 13:17
2835,INV168084-01255A,2/21/2025," 1,667.75 ",IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/27/2024 16:03
2886,INV168084-01255A,2/21/2025," 1,575.52 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/19/2024 12:24
2927,INV168084-01255A,2/21/2025, 574.74 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/17/2024 11:11
300,INV168084-01255A,2/21/2025," 3,497.63 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/17/2024 12:35
3050,INV168084-01255A,2/21/2025," 1,259.53 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/1/2025 11:05
3059,INV168084-01255A,2/21/2025, 334.67 ,IMPROPER HANDLING - OTHER,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/19/2024 14:08
3103,INV168084-01255A,2/21/2025, 325.50 ,FOREIGN OBJECT - OTHER,OTHER,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/31/2024 8:57
319,INV168084-01255A,2/21/2025, 300.00 ,REFUSED ACCESS TO DEVICE,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,12/31/2024 16:06
3192,INV168084-01255A,2/21/2025, 621.58 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/28/2024 14:09
3234,INV168084-01255A,2/21/2025, 329.25 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 10:00
3290,INV168084-01255A,2/21/2025," 2,718.02 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 7:24
3320,INV168084-01255A,2/21/2025," 1,226.47 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/19/2024 17:58
3360,INV168084-01255A,2/21/2025," 2,530.13 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/15/2024 5:40
3389,INV168084-01255A,2/21/2025, 425.00 ,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/28/2024 12:34
3408,INV168084-01255A,2/21/2025, 732.93 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/27/2024 17:20
