Store #,Walmart Week,Banner Desc,Day One Preparation Date,Day Two Install Date,Installation Arrival Time,Day Three Go Live Date,Zoom Training Call Date & Time,Zoom Training Call Link,Zoom Dial In Number,,
4452,WK 42,Neighborhood Market w Tethered fuel,11/16/2021,11/17/2021,1 PM - 3 PM,11/18/2021,"Thursday, November 18, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
2699,WK44,Neighborhood Market w Tethered fuel,11/28/2021,11/29/2021,7 - 9 am,11/30/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
2731,WK44,Neighborhood Market w Tethered fuel,11/28/2021,11/29/2021,11 am - 1 pm ,11/30/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
3614,WK44,Neighborhood Market w Tethered fuel,11/28/2021,11/29/2021,7 - 9 am,11/30/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
603,WK44,WM Supercenter w Liquor Box,11/29/2021,11/30/2021,9 – 11 am,12/1/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
3622,WK44,Neighborhood Market w Tethered fuel,11/29/2021,11/30/2021,12 - 2 pm,11/30/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
3743,WK44,Neighborhood Market w Tethered fuel,11/29/2021,11/30/2021,8 - 10 am ,12/1/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
4519,WK44,Neighborhood Market w Tethered fuel,11/29/2021,11/30/2021,7 - 9 am,12/1/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
4525,WK44,Neighborhood Market w Tethered fuel,11/29/2021,11/30/2021,11 am - 1 pm ,12/1/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
4695,WK44,WM Supercenter w Tethered Fuel,11/29/2021,11/30/2021,7 - 9 am,12/1/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
1395,WK44,WM Supercenter w Tethered Fuel & Liquor Box,11/30/2021,12/1/2021,7 - 9 am,12/2/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
1531,WK44,WM Supercenter w Tethered Fuel,11/30/2021,12/1/2021,8 - 10 am ,12/2/2021,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
2801,WK44,Neighborhood Market w Tethered fuel,11/30/2021,12/1/2021,7 - 9 am,12/2/201,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
2940,WK44,Neighborhood Market w Tethered fuel,11/30/2021,12/1/2021,7 - 9 am,12/2/201,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
3605,WK44,Neighborhood Market w Tethered fuel,11/30/2021,12/1/2021,7 - 9 am,12/2/201,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
5198,WK44,Neighborhood Market w Tethered fuel,11/30/2021,12/1/2021,11 am - 1 pm ,12/2/201,"Thursday, December 2, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
2244,WK 45,WM Supercenter w Tethered Fuel,12/5/2021,12/6/2021,9-11AM,12/7/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
3736,WK 45,Neighborhood Market w Tethered fuel,12/5/2021,12/6/2021,8-10AM,12/7/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
4206,WK 45,Neighborhood Market w Tethered fuel,12/5/2021,12/6/2021,9-11AM,12/7/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
2823,WK 45,WM Supercenter w Tethered Fuel,12/6/2021,12/7/2021,8-10AM,12/8/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
2846,WK 45,WM Supercenter w Tethered Fuel,12/6/2021,12/7/2021,10AM-12PM,12/8/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
2858,WK 45,Neighborhood Market w Tethered fuel,12/6/2021,12/7/2021,8-10AM,12/8/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
5125,WK 45,Neighborhood Market w Tethered fuel,12/6/2021,12/7/2021,8-10AM,12/8/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
2849,WK 45,WM Supercenter w Tethered Fuel,12/7/2021,12/8/2021,8-10AM,12/9/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
3060,WK 45,WM Supercenter w Tethered Fuel,12/7/2021,12/8/2021,8-10AM,12/9/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
4527,WK 45,Neighborhood Market w Tethered fuel,12/7/2021,12/8/2021,8-10AM,12/9/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
5261,WK 45,WM Supercenter w Tethered Fuel & Liquor Box,12/7/2021,12/8/2021,10AM-12PM,12/9/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
7241,WK 45,Neighborhood Market w Tethered fuel,12/7/2021,12/8/2021,8-10AM,12/9/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
5037,WK 45,WM Supercenter w Liquor Box,12/8/2021,12/9/2021,8-10AM,12/10/2021,"Thursday, December 9, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
3752,WK 46,Neighborhood Market w Tethered fuel,12/12/2021,12/13/2021,8-10AM,12/14/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
2852,WK 46,WM Supercenter w Tethered Fuel,12/13/2021,12/14/2021,10AM-12PM,12/15/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
5459,WK 46,Neighborhood Market w Tethered fuel,12/13/2021,12/14/2021,10AM-12PM,12/15/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
7020,WK 46,WM Supercenter w Tethered Fuel,12/13/2021,12/14/2021,1-3PM,12/15/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
2684,WK 46,WM Supercenter w Tethered Fuel,12/14/2021,12/15/2021,8-10AM,12/16/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
5102,WK 46,Neighborhood Market w Tethered fuel,12/14/2021,12/15/2021,9-11AM,12/16/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
6807,WK 46,WM Supercenter w Tethered Fuel,12/14/2021,12/15/2021,9-11AM,12/16/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
6964,WK 46,WM Supercenter w Tethered Fuel,12/14/2021,12/15/2021,8-10AM,12/16/2021,"Thursday, December 16, from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
591,WK 48,WM Supercenter w Liquor Box,12/26/2021,12/27/2021,8-10AM,12/28/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
1038,WK 48,WM Supercenter w Liquor Box,12/26/2021,12/27/2021,9-11AM,12/28/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
1522,WK 48,WM Supercenter w Tethered Fuel,12/26/2021,12/27/2021,10AM-12PM,12/28/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
1699,WK 48,WM Supercenter w Tethered Fuel,12/26/2021,12/27/2021,8-10AM,12/28/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
3739,WK 48,WM Supercenter w Tethered Fuel,12/26/2021,12/27/2021,9-11AM,12/28/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96984202460?pwd=NlQ0dS9SOTF3OFBEYld2Qkw3TWtPZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 969 8420 2460",,
655,WK 48,WM Supercenter w Tethered Fuel & Liquor Box,12/27/2021,12/28/2021,8-10AM,12/29/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
1653,WK 48,WM Supercenter w Tethered Fuel,12/27/2021,12/28/2021,8-10AM,12/29/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
3568,WK 48,WM Supercenter w Tethered Fuel,12/27/2021,12/28/2021,9-11AM,12/29/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
4692,WK 48,Neighborhood Market w Tethered fuel,12/27/2021,12/28/2021,9-11AM,12/29/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
7185,WK 48,WM Supercenter w Tethered Fuel,12/27/2021,12/28/2021,9-11AM,12/29/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
1572,WK 48,WM Supercenter w Tethered Fuel,12/28/2021,12/29/2021,8-10AM,12/30/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
1714,WK 48,WM Supercenter w Tethered Fuel,12/28/2021,12/29/2021,9-11AM,12/30/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
3897,WK 48,WM Supercenter w Tethered Fuel,12/28/2021,12/29/2021,9-11AM,12/30/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
4203,WK 48,WM Supercenter w Tethered Fuel,12/28/2021,12/29/2021,8-10AM,12/30/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
4585,WK 48,WM Supercenter w Liquor Box,12/28/2021,12/29/2021,10AM-12PM,12/30/2021,"Thursday, December 30 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
1516,WK 49,WM Supercenter w Tethered Fuel,1/3/2022,1/4/2022,12 -1 PM,1/5/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1726,WK 49,WM Supercenter w Tethered Fuel,1/3/2022,1/4/2022,11AM-1PM,1/5/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
3727,WK 49,Neighborhood Market w Tethered fuel,1/3/2022,1/4/2022,1-3 PM,1/5/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
4591,WK 49,Neighborhood Market w Tethered fuel,1/3/2022,1/4/2022,10AM-12PM,1/5/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
5280,WK 49,WM Supercenter w Tethered Fuel,1/3/2022,1/4/2022,11AM-1PM,1/5/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
3745,WK 49,Neighborhood Market w Tethered fuel,1/4/2022,1/5/2022,8-10 AM,1/6/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
4577,WK 49,Neighborhood Market w Tethered fuel,1/4/2022,1/5/2022,1-3 PM,1/6/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
5081,WK 49,Neighborhood Market w Tethered fuel,1/4/2022,1/5/2022,1-3 PM,1/6/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
5327,WK 49,Neighborhood Market w Tethered fuel,1/4/2022,1/5/2022,9-11 AM,1/6/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
7199,WK 49,WM Supercenter w Tethered Fuel,1/4/2022,1/5/2022,8-10 AM,1/6/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93607294724?pwd=cS9sU0lBeTBRWHlOZlEvdFppZEVBdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 936 0729 4724",,
438,WK 49,WM Supercenter w Tethered Fuel,1/5/2022,1/6/2022,9-11 AM,1/7/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
1139,WK 49,WM Supercenter w Liquor Box,1/5/2022,1/6/2022,10AM-12PM,1/7/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
1878,WK 49,WM Supercenter w Tethered Fuel,1/5/2022,1/6/2022,8-10 AM,1/7/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
1961,WK 49,WM Supercenter w Liquor Box,1/5/2022,1/6/2022,1-3 PM,1/7/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
6932,WK 49,WM Supercenter w Tethered Fuel & Liquor Box,1/5/2022,1/6/2022,8-10 AM,1/7/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
7281,WK 49,WM Supercenter w Tethered Fuel,1/5/2022,1/6/2022,1-3 PM,1/7/2022,"Thursday, January 6 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/99721989428?pwd=NVExZGF0VDFTMllndkhQMkt3U3phZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 997 2198 9428",,
6876,WK 50,Neighborhood Market w Tethered fuel,1/9/2022,1/10/2022,10 AM-12 PM,1/11/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
2508,WK 50,WM Supercenter w Tethered Fuel,1/9/2022,1/10/2022,8-10 AM,1/11/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
692,WK 50,WM Supercenter w Liquor Box,1/9/2022,1/10/2022,1-3 PM,1/11/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1636,WK 50,WM Supercenter w Liquor Box,1/9/2022,1/10/2022,9-11 AM,1/11/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
3646,WK 50,Neighborhood Market w Tethered fuel,1/9/2022,1/10/2022,11AM-1PM,1/11/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1573,WK 50,WM Supercenter w Tethered Fuel,1/9/2022,1/10/2022,10 AM-12 PM,1/11/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
2862,WK 50,WM Supercenter w Tethered Fuel,1/10/2022,1/11/2022,8-10 AM,1/12/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
3093,WK 50,WM Supercenter w Tethered Fuel,1/10/2022,1/11/2022,1-3 PM,1/12/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
