Store,Supplier ,Tracking Number,Service type ,Ship date ,Status ,Delivered date,Status with details 
5734,Orora Visual,413977431886,https://www.fedex.com/fedextrack/?trknbr=413977431886&trkqual=12028~413977431886~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:44 pm Signed for by:TTONYCOX; Kingsport, TN"
3603,Orora Visual,413977432047,https://www.fedex.com/fedextrack/?trknbr=413977432047&trkqual=12028~413977432047~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:53 am Signed for by:WHALL; Forest, VA"
3605,Orora Visual,413977432058,https://www.fedex.com/fedextrack/?trknbr=413977432058&trkqual=12028~413977432058~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:11 am Signed for by:CCOLLINS; Lynchburg, VA"
3614,Orora Visual,413977432069,https://www.fedex.com/fedextrack/?trknbr=413977432069&trkqual=12028~413977432069~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:14 pm Signed for by:KJARVIS; Roanoke, VA"
3622,Orora Visual,413977432070,https://www.fedex.com/fedextrack/?trknbr=413977432070&trkqual=12028~413977432070~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 8:26 am Signed for by:SGORDEN; Roanoke, VA"
7320,Orora Visual,413977432209,https://www.fedex.com/fedextrack/?trknbr=413977432209&trkqual=12028~413977432209~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:07 am Signed for by:NNUNEZ; Yuma, AZ"
2226,Orora Visual,413977432210,https://www.fedex.com/fedextrack/?trknbr=413977432210&trkqual=12028~413977432210~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:29 pm Signed for by:BBRITTANY; Torrance, CA"
2468,Orora Visual,413977432220,https://www.fedex.com/fedextrack/?trknbr=413977432220&trkqual=12028~413977432220~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:36 pm Signed for by:CCHRISTINA; Rohnert Park, CA"
2486,Orora Visual,413977432231,https://www.fedex.com/fedextrack/?trknbr=413977432231&trkqual=12028~413977432231~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 5:25 pm; San Jose, CA; Left at garage.Signature Service not requested."
2689,Orora Visual,413977432253,https://www.fedex.com/fedextrack/?trknbr=413977432253&trkqual=12028~413977432253~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:26 pm Signed for by:XGREEN; Fresno, CA"
3022,Orora Visual,413977432286,https://www.fedex.com/fedextrack/?trknbr=413977432286&trkqual=12028~413977432286~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:37 pm Signed for by:MMACFARLAND; Stockton, CA"
3023,Orora Visual,413977432297,https://www.fedex.com/fedextrack/?trknbr=413977432297&trkqual=12028~413977432297~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:04 pm Signed for by:MMARTHA; San Jose, CA"
3046,Orora Visual,413977432312,https://www.fedex.com/fedextrack/?trknbr=413977432312&trkqual=12028~413977432312~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:50 pm Signed for by:JJAMES; Modesto, CA"
3047,Orora Visual,413977432323,https://www.fedex.com/fedextrack/?trknbr=413977432323&trkqual=12028~413977432323~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:54 am Signed for by:SSILVIA; Turlock, CA"
3084,Orora Visual,413977432334,https://www.fedex.com/fedextrack/?trknbr=413977432334&trkqual=12028~413977432334~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:18 am Signed for by:OOR; Escondido, CA"
3090,Orora Visual,413977432345,https://www.fedex.com/fedextrack/?trknbr=413977432345&trkqual=12028~413977432345~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:11 am Signed for by:BBETTY; Rocklin, CA"
3099,Orora Visual,413977432356,https://www.fedex.com/fedextrack/?trknbr=413977432356&trkqual=12028~413977432356~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:00 pm Signed for by:TTERESA; La Palma, CA"
3101,Orora Visual,413977432367,https://www.fedex.com/fedextrack/?trknbr=413977432367&trkqual=12028~413977432367~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:07 pm Signed for by:JJOCELYN; Anaheim, CA"
3123,Orora Visual,413977432378,https://www.fedex.com/fedextrack/?trknbr=413977432378&trkqual=12028~413977432378~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:47 pm Signed for by:JGARCIA; Santa Clara, CA"
3132,Orora Visual,413977432390,https://www.fedex.com/fedextrack/?trknbr=413977432390&trkqual=12028~413977432390~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:11 pm Signed for by:CCHRIS; Pomona, CA"
3133,Orora Visual,413977432404,https://www.fedex.com/fedextrack/?trknbr=413977432404&trkqual=12028~413977432404~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:51 pm Signed for by:VVANNESSA; La Puente, CA"
3138,Orora Visual,413977432415,https://www.fedex.com/fedextrack/?trknbr=413977432415&trkqual=12028~413977432415~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:19 pm Signed for by:MMIKE; Bakersfield, CA"
3139,Orora Visual,413977432426,https://www.fedex.com/fedextrack/?trknbr=413977432426&trkqual=12028~413977432426~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:06 am Signed for by:XXMMDMD; Bakersfield, CA"
3140,Orora Visual,413977432437,https://www.fedex.com/fedextrack/?trknbr=413977432437&trkqual=12028~413977432437~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:41 pm Signed for by:BBEN; Bakersfield, CA"
3141,Orora Visual,413977432448,https://www.fedex.com/fedextrack/?trknbr=413977432448&trkqual=12028~413977432448~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:42 pm Signed for by:TTIM; Bakersfield, CA"
3147,Orora Visual,413977432459,https://www.fedex.com/fedextrack/?trknbr=413977432459&trkqual=12028~413977432459~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:55 am Signed for by:VVINCE; Simi Valley, CA"
4127,Orora Visual,413977432470,https://www.fedex.com/fedextrack/?trknbr=413977432470&trkqual=12028~413977432470~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:08 am Signed for by:EEKARRA; Woodland, CA"
4134,Orora Visual,413977432481,https://www.fedex.com/fedextrack/?trknbr=413977432481&trkqual=12028~413977432481~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:57 pm Signed for by:TTEE; Stanton, CA"
4169,Orora Visual,413977432492,https://www.fedex.com/fedextrack/?trknbr=413977432492&trkqual=12028~413977432492~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:27 pm Signed for by:XHEHD; El Cajon, CA"
4174,Orora Visual,413977432507,https://www.fedex.com/fedextrack/?trknbr=413977432507&trkqual=12028~413977432507~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:08 pm Signed for by:EEVAN; San Jose, CA"
4759,Orora Visual,413977432518,https://www.fedex.com/fedextrack/?trknbr=413977432518&trkqual=12028~413977432518~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:39 am Signed for by:JJENNIFER; Citrus Heights, CA"
4762,Orora Visual,413977432529,https://www.fedex.com/fedextrack/?trknbr=413977432529&trkqual=12028~413977432529~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:06 am Signed for by:HHENRY; Diamond Bar, CA"
5007,Orora Visual,413977432530,https://www.fedex.com/fedextrack/?trknbr=413977432530&trkqual=12028~413977432530~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:56 pm Signed for by:JJONATHAN; Vacaville, CA"
5008,Orora Visual,413977432540,https://www.fedex.com/fedextrack/?trknbr=413977432540&trkqual=12028~413977432540~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:35 pm Signed for by:JFOX; Hemet, CA"
5600,Orora Visual,413977432551,https://www.fedex.com/fedextrack/?trknbr=413977432551&trkqual=12028~413977432551~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:35 am Signed for by:OORTIZ; Rancho Santa Margari, CA"
5601,Orora Visual,413977432562,https://www.fedex.com/fedextrack/?trknbr=413977432562&trkqual=12028~413977432562~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:21 pm Signed for by:DDAVID; Huntington Beach, CA"
5602,Orora Visual,413977432573,https://www.fedex.com/fedextrack/?trknbr=413977432573&trkqual=12028~413977432573~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:50 am Signed for by:DDEMETRIA; Carson, CA"
5603,Orora Visual,413977432584,https://www.fedex.com/fedextrack/?trknbr=413977432584&trkqual=12028~413977432584~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:44 pm Signed for by:WWALMART; Downey, CA"
5604,Orora Visual,413977432595,https://www.fedex.com/fedextrack/?trknbr=413977432595&trkqual=12028~413977432595~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:09 pm Signed for by:WWENDY; Hawthorne, CA"
5605,Orora Visual,413977432600,https://www.fedex.com/fedextrack/?trknbr=413977432600&trkqual=12028~413977432600~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:51 am Signed for by:APATY; Panorama City, CA"
5606,Orora Visual,413977432610,https://www.fedex.com/fedextrack/?trknbr=413977432610&trkqual=12028~413977432610~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:54 am Signed for by:MMALDONADO; Woodland, CA"
5608,Orora Visual,413977432621,https://www.fedex.com/fedextrack/?trknbr=413977432621&trkqual=12028~413977432621~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:58 am Signed for by:TTRACI; Vacaville, CA"
5609,Orora Visual,413977432632,https://www.fedex.com/fedextrack/?trknbr=413977432632&trkqual=12028~413977432632~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:26 am Signed for by:RRYAN; Vallejo, CA"
5610,Orora Visual,413977432643,https://www.fedex.com/fedextrack/?trknbr=413977432643&trkqual=12028~413977432643~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:10 am Signed for by:LLEO; San Ramon, CA"
5611,Orora Visual,413977432654,https://www.fedex.com/fedextrack/?trknbr=413977432654&trkqual=12028~413977432654~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:42 pm Signed for by:XRAYA; Pleasanton, CA"
5634,Orora Visual,413977432676,https://www.fedex.com/fedextrack/?trknbr=413977432676&trkqual=12028~413977432676~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:21 pm Signed for by:NNICK; Fresno, CA"
5635,Orora Visual,413977432687,https://www.fedex.com/fedextrack/?trknbr=413977432687&trkqual=12028~413977432687~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:12 pm Signed for by:GGOERGE; Visalia, CA"
5637,Orora Visual,413977432698,https://www.fedex.com/fedextrack/?trknbr=413977432698&trkqual=12028~413977432698~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:19 pm Signed for by:EAVALOS; Oceanside, CA"
5640,Orora Visual,413977432702,https://www.fedex.com/fedextrack/?trknbr=413977432702&trkqual=12028~413977432702~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:20 pm Signed for by:MMARY; Anaheim, CA"
5658,Orora Visual,413977432724,https://www.fedex.com/fedextrack/?trknbr=413977432724&trkqual=12028~413977432724~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:06 pm Signed for by:SBAZAR; Santa Maria, CA"
5659,Orora Visual,413977432735,https://www.fedex.com/fedextrack/?trknbr=413977432735&trkqual=12028~413977432735~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:52 am; Santa Maria, CA; Left at back door.Signature Service not requested."
5661,Orora Visual,413977432746,https://www.fedex.com/fedextrack/?trknbr=413977432746&trkqual=12028~413977432746~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:39 am Signed for by:LLESLEY; La Mirada, CA"
5663,Orora Visual,413977432757,https://www.fedex.com/fedextrack/?trknbr=413977432757&trkqual=12028~413977432757~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:05 pm Signed for by:ALAZARENO; Jurupa Valley, CA"
5664,Orora Visual,413977432768,https://www.fedex.com/fedextrack/?trknbr=413977432768&trkqual=12028~413977432768~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:40 am Signed for by:JJULIE; Camarillo, CA"
5683,Orora Visual,413977432779,https://www.fedex.com/fedextrack/?trknbr=413977432779&trkqual=12028~413977432779~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:44 pm Signed for by:COROA; Elk Grove, CA"
5684,Orora Visual,413977432780,https://www.fedex.com/fedextrack/?trknbr=413977432780&trkqual=12028~413977432780~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:55 am Signed for by:MRIVERA; La Mesa, CA"
5689,Orora Visual,413977432790,https://www.fedex.com/fedextrack/?trknbr=413977432790&trkqual=12028~413977432790~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:34 am Signed for by:CMARILOU; Palmdale, CA"
5691,Orora Visual,413977432805,https://www.fedex.com/fedextrack/?trknbr=413977432805&trkqual=12028~413977432805~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:03 pm Signed for by:CCARLOS; Upland, CA"
5981,Orora Visual,413977432827,https://www.fedex.com/fedextrack/?trknbr=413977432827&trkqual=12028~413977432827~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:45 am Signed for by:BBETH; Carmichael, CA"
5982,Orora Visual,413977432838,https://www.fedex.com/fedextrack/?trknbr=413977432838&trkqual=12028~413977432838~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:37 pm Signed for by:APOMPA; Sacramento, CA"
525,Orora Visual,413977432850,https://www.fedex.com/fedextrack/?trknbr=413977432850&trkqual=12028~413977432850~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:22 pm Signed for by:RROSE; Lake Mary, FL"
2391,Orora Visual,413977432860,https://www.fedex.com/fedextrack/?trknbr=413977432860&trkqual=12028~413977432860~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:21 am Signed for by:NNICOLE; New Port Richey, FL"
2392,Orora Visual,413977432871,https://www.fedex.com/fedextrack/?trknbr=413977432871&trkqual=12028~413977432871~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:41 pm Signed for by:BHORTON; Sarasota, FL"
2406,Orora Visual,413977432893,https://www.fedex.com/fedextrack/?trknbr=413977432893&trkqual=12028~413977432893~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:24 pm Signed for by:NNATASHA; Delray Beach, FL"
2499,Orora Visual,413977432908,https://www.fedex.com/fedextrack/?trknbr=413977432908&trkqual=12028~413977432908~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:09 pm Signed for by:LLYLY; Orlando, FL"
2907,Orora Visual,413977432919,https://www.fedex.com/fedextrack/?trknbr=413977432919&trkqual=12028~413977432919~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:42 pm Signed for by:LORE; Opa-Locka, FL"
2930,Orora Visual,413977432920,https://www.fedex.com/fedextrack/?trknbr=413977432920&trkqual=12028~413977432920~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:38 am Signed for by:JVELAZQUEZ; Fort Lauderdale, FL"
2944,Orora Visual,413977432930,https://www.fedex.com/fedextrack/?trknbr=413977432930&trkqual=12028~413977432930~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:31 pm Signed for by:VVERONICA; DeLand, FL"
3011,Orora Visual,413977432941,https://www.fedex.com/fedextrack/?trknbr=413977432941&trkqual=12028~413977432941~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:29 am Signed for by:SSMITH; Boynton Beach, FL"
3066,Orora Visual,413977432963,https://www.fedex.com/fedextrack/?trknbr=413977432963&trkqual=12028~413977432963~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:50 pm Signed for by:RRICHARDSON; Sarasota, FL"
3104,Orora Visual,413977432974,https://www.fedex.com/fedextrack/?trknbr=413977432974&trkqual=12028~413977432974~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:46 am Signed for by:RRICARDINE; Deerfield Beach, FL"
3162,Orora Visual,413977432996,https://www.fedex.com/fedextrack/?trknbr=413977432996&trkqual=12028~413977432996~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:39 am Signed for by:TTAMMIE; Orlando, FL"
3183,Orora Visual,413977433000,https://www.fedex.com/fedextrack/?trknbr=413977433000&trkqual=12028~413977433000~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:55 am Signed for by:EGARCIAS; Homestead, FL"
3606,Orora Visual,413977433021,https://www.fedex.com/fedextrack/?trknbr=413977433021&trkqual=12028~413977433021~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:06 pm Signed for by:WMART; Debary, FL"
3617,Orora Visual,413977433032,https://www.fedex.com/fedextrack/?trknbr=413977433032&trkqual=12028~413977433032~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:03 am Signed for by:AAMANND; Orlando, FL"
3184,Orora Visual,413977433054,https://www.fedex.com/fedextrack/?trknbr=413977433054&trkqual=12028~413977433054~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:31 pm; Birmingham, AL; Left at garage.Signature Service not requested."
3185,Orora Visual,413977433065,https://www.fedex.com/fedextrack/?trknbr=413977433065&trkqual=12028~413977433065~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:41 am Signed for by:MDOUGLASS; Huntsville, AL"
3424,Orora Visual,413977433076,https://www.fedex.com/fedextrack/?trknbr=413977433076&trkqual=12028~413977433076~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:42 pm Signed for by:ASMITU; Birmingham, AL"
4188,Orora Visual,413977433087,https://www.fedex.com/fedextrack/?trknbr=413977433087&trkqual=12028~413977433087~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:23 pm Signed for by:MPIERSON; Florence, AL"
4189,Orora Visual,413977433098,https://www.fedex.com/fedextrack/?trknbr=413977433098&trkqual=12028~413977433098~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:27 pm Signed for by:GCOBB; Helena, AL"
4504,Orora Visual,413977433113,https://www.fedex.com/fedextrack/?trknbr=413977433113&trkqual=12028~413977433113~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:53 am Signed for by:WWALMART; Birmingham, AL"
4580,Orora Visual,413977433124,https://www.fedex.com/fedextrack/?trknbr=413977433124&trkqual=12028~413977433124~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:14 am Signed for by:JNANCE; Birmingham, AL"
4672,Orora Visual,413977433157,https://www.fedex.com/fedextrack/?trknbr=413977433157&trkqual=12028~413977433157~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:15 am Signed for by:ABROWN; Montgomery, AL"
4673,Orora Visual,413977433168,https://www.fedex.com/fedextrack/?trknbr=413977433168&trkqual=12028~413977433168~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:25 am Signed for by:Signature Not Req; Auburn, AL"
4691,Orora Visual,413977433179,https://www.fedex.com/fedextrack/?trknbr=413977433179&trkqual=12028~413977433179~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:23 am Signed for by:UUY; Montgomery, AL"
4756,Orora Visual,413977433180,https://www.fedex.com/fedextrack/?trknbr=413977433180&trkqual=12028~413977433180~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:39 pm Signed for by:HHH; Alabaster, AL"
5062,Orora Visual,413977433190,https://www.fedex.com/fedextrack/?trknbr=413977433190&trkqual=12028~413977433190~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:20 pm Signed for by:WWALMART; Auburn, AL"
5100,Orora Visual,413977433216,https://www.fedex.com/fedextrack/?trknbr=413977433216&trkqual=12028~413977433216~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:04 am Signed for by:YYEY; Birmingham, AL"
5248,Orora Visual,413977433227,https://www.fedex.com/fedextrack/?trknbr=413977433227&trkqual=12028~413977433227~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:17 pm Signed for by:HGRIGGS; Northport, AL"
5256,Orora Visual,413977433238,https://www.fedex.com/fedextrack/?trknbr=413977433238&trkqual=12028~413977433238~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:51 pm Signed for by:YYY; Tuscaloosa, AL"
5716,Orora Visual,413977433250,https://www.fedex.com/fedextrack/?trknbr=413977433250&trkqual=12028~413977433250~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:31 am Signed for by:KMARIE; Huntsville, AL"
5769,Orora Visual,413977433282,https://www.fedex.com/fedextrack/?trknbr=413977433282&trkqual=12028~413977433282~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:23 pm Signed for by:NCHANDLER; Dothan, AL"
5903,Orora Visual,413977433293,https://www.fedex.com/fedextrack/?trknbr=413977433293&trkqual=12028~413977433293~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:20 am Signed for by:MWILLIAMS; Phenix City, AL"
2686,Orora Visual,413977433320,https://www.fedex.com/fedextrack/?trknbr=413977433320&trkqual=12028~413977433320~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:22 am Signed for by:AHOOTN; Bentonville, AR"
2741,Orora Visual,413977433330,https://www.fedex.com/fedextrack/?trknbr=413977433330&trkqual=12028~413977433330~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:00 am Signed for by:JJOEY; Bentonville, AR"
2742,Orora Visual,413977433341,https://www.fedex.com/fedextrack/?trknbr=413977433341&trkqual=12028~413977433341~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:34 pm Signed for by:WSUNNY; Springdale, AR"
2745,Orora Visual,413977433352,https://www.fedex.com/fedextrack/?trknbr=413977433352&trkqual=12028~413977433352~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:48 am Signed for by:DKOPROVIC; Fayetteville, AR"
3164,Orora Visual,413977433363,https://www.fedex.com/fedextrack/?trknbr=413977433363&trkqual=12028~413977433363~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:09 pm Signed for by:TTODD; Bentonville, AR"
3479,Orora Visual,413977433374,https://www.fedex.com/fedextrack/?trknbr=413977433374&trkqual=12028~413977433374~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 8:41 am Signed for by:PBOWLIN; Rogers, AR"
3654,Orora Visual,413977433385,https://www.fedex.com/fedextrack/?trknbr=413977433385&trkqual=12028~413977433385~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:13 am Signed for by:JSOTELO; Rogers, AR"
4375,Orora Visual,413977433396,https://www.fedex.com/fedextrack/?trknbr=413977433396&trkqual=12028~413977433396~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:52 pm Signed for by:WJENNIFER; Springdale, AR"
4376,Orora Visual,413977433400,https://www.fedex.com/fedextrack/?trknbr=413977433400&trkqual=12028~413977433400~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:53 am Signed for by:RWALMART; Bentonville, AR"
4516,Orora Visual,413977433411,https://www.fedex.com/fedextrack/?trknbr=413977433411&trkqual=12028~413977433411~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:42 am Signed for by:SSANDERS; Fayetteville, AR"
4686,Orora Visual,413977433433,https://www.fedex.com/fedextrack/?trknbr=413977433433&trkqual=12028~413977433433~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:26 am Signed for by:CCANN; Bentonville, AR"
5737,Orora Visual,413977433444,https://www.fedex.com/fedextrack/?trknbr=413977433444&trkqual=12028~413977433444~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:09 am Signed for by:JGARY; Fayetteville, AR"
5738,Orora Visual,413977433455,https://www.fedex.com/fedextrack/?trknbr=413977433455&trkqual=12028~413977433455~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:56 pm Signed for by:HCOOK; Springdale, AR"
5780,Orora Visual,413977433466,https://www.fedex.com/fedextrack/?trknbr=413977433466&trkqual=12028~413977433466~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:19 pm Signed for by:WMART; Paragould, AR"
5837,Orora Visual,413977433477,https://www.fedex.com/fedextrack/?trknbr=413977433477&trkqual=12028~413977433477~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:51 am Signed for by:GGEAR; Rogers, AR"
6876,Orora Visual,413977433488,https://www.fedex.com/fedextrack/?trknbr=413977433488&trkqual=12028~413977433488~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:02 pm Signed for by:CGOODWIN; Jonesboro, AR"
6943,Orora Visual,413977433499,https://www.fedex.com/fedextrack/?trknbr=413977433499&trkqual=12028~413977433499~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:36 pm Signed for by:BMORGAM; Jonesboro, AR"
6953,Orora Visual,413977433503,https://www.fedex.com/fedextrack/?trknbr=413977433503&trkqual=12028~413977433503~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:15 am Signed for by:RHUDNALL; Bentonville, AR"
6960,Orora Visual,413977433514,https://www.fedex.com/fedextrack/?trknbr=413977433514&trkqual=12028~413977433514~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:22 pm Signed for by:TSMITH; Siloam Springs, AR"
6971,Orora Visual,413977433525,https://www.fedex.com/fedextrack/?trknbr=413977433525&trkqual=12028~413977433525~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:39 pm Signed for by:JGARRET; Pea Ridge, AR"
7242,Orora Visual,413977433536,https://www.fedex.com/fedextrack/?trknbr=413977433536&trkqual=12028~413977433536~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:38 pm Signed for by:KARNOLD; Farmington, AR"
2632,Orora Visual,413977433547,https://www.fedex.com/fedextrack/?trknbr=413977433547&trkqual=12028~413977433547~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:42 am Signed for by:JJEREMY; Phoenix, AZ"
