Market,Region,Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
159,16,2336,PLYMOUTH,MA,2360,,Tourellot and Co.,72985,401-734-4200,TTHSA - 40 Pieces - Orders must be submitted by 2pm day prior,,,,,
159,16,2341,QUINCY,MA,2169,,Tourellot and Co.,72985,401-734-4200,TTHSA - 40 Pieces - Orders must be submitted by 2pm day prior,,,,,
159,16,2103,WALPOLE,MA,2081,,Tourellot and Co.,72985,401-734-4200,TTHSA - 40 Pieces - Orders must be submitted by 2pm day prior,,,,,
159,16,3200,WEYMOUTH,MA,2188,,Tourellot and Co.,72985,401-734-4200,TTHSA - 40 Pieces - Orders must be submitted by 2pm day prior,,,,,
160,16,2095,EAST WAREHAM,MA,02571,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,1906,FAIRHAVEN,MA,02719,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,3560,FALL RIVER,MA,02721,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,2366,NORTH ATTLEBORO,MA,02760,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,2157,NORTH DARTMOUTH,MA,02747,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,2021,RAYNHAM,MA,02767,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,5448,RAYNHAM,MA,02767,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,2184,SEEKONK,MA,02771,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,2953,SWANSEA,MA,02777,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,3561,TEATICKET,MA,02536,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
160,16,2095,EAST WAREHAM,MA,2571,,Tourellot and Co.,72985,401-734-4200,TTHSA - 40 Pieces - Orders must be submitted by 2pm day prior,,,,,
160,16,1906,FAIRHAVEN,MA,2719,,Tourellot and Co.,72985,401-734-4200,TTHSA - 40 Pieces - Orders must be submitted by 2pm day prior,,,,,
160,16,3560,FALL RIVER,MA,2721,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
160,16,2366,NORTH ATTLEBORO,MA,2760,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
160,16,2157,NORTH DARTMOUTH,MA,2747,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
160,16,2021,RAYNHAM,MA,2767,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
160,16,5448,RAYNHAM,MA,2767,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
160,16,2184,SEEKONK,MA,2771,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
160,16,2953,SWANSEA,MA,2777, ,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
160,16,3561,TEATICKET,MA,2536, ,Tourellot and Co.,72985,401-734-4200,TTHSA - 40 Pieces - Orders must be submitted by 2pm day prior,,,,,
161,17,2885,NEWPORT,RI,02840,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
161,17,2747,WARWICK,RI,02886,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
161,17,2283,COVENTRY,RI,02816,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
161,17,1873,CRANSTON,RI,02921,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
161,17,2261,NORTH KINGSTOWN,RI,02852,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
161,17,2225,NORTH SMITHFIELD,RI,02896,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
161,17,1964,WESTERLY,RI,02891,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
161,17,3301,PROVIDENCE,RI,02904,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
161,17,2373,WARWICK,RI,02888,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
161,17,2885,NEWPORT,RI,2840,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,2747,WARWICK,RI,2886,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,2283,COVENTRY,RI,2816,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,1873,CRANSTON,RI,2921,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,2261,NORTH KINGSTOWN,RI,2852,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,2225,NORTH SMITHFIELD,RI,2896,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,1964,WESTERLY,RI,2891,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,3301,PROVIDENCE,RI,2904,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
161,17,2373,WARWICK,RI,2888,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
162,17,5777,BROOKLYN,CT,06234,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
162,17,2282,EAST WINDSOR,CT,06088,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
162,17,2200,GROTON,CT,06340,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,LANCASTER,,,,
162,17,2854,LISBON,CT,06351,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
162,17,1891,MANCHESTER,CT,06042,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
162,17,2022,NORTH WINDHAM,CT,06256,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
162,17,2170,NORWICH,CT,06360,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
162,17,2898,OLD SAYBROOK,CT,06475,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
162,17,1980,PUTNAM,CT,06260,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
162,17,2331,WATERFORD,CT,06385,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
162,17,5777,BROOKLYN,CT,6234,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
162,17,2282,EAST WINDSOR,CT,6088,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
162,17,2200,GROTON,CT,6340,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
162,17,2854,LISBON,CT,6351,,Tourellot and Co.,72985,401-734-4200,M- 40 Pieces - Orders must be in by 2pm day prior,,,,,
162,17,1891,MANCHESTER,CT,6042,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
162,17,2022,NORTH WINDHAM,CT,6256,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
162,17,2170,NORWICH,CT,6360,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
162,17,2898,OLD SAYBROOK,CT,6475,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
162,17,1980,PUTNAM,CT,6260,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
162,17,2331,WATERFORD,CT,6385,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
163,17,2899,AVON,CT,06001,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,2232,BRANFORD,CT,06405,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
163,17,2719,BRISTOL,CT,06010,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,Expanded Fresh,Freshpoint Connecticut- Same day delivery if ordered by 8am,,,
163,17,2299,CROMWELL,CT,06416,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,3544,GUILFORD,CT,06437,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
163,17,3545,HAMDEN,CT,06514,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,5095,HARTFORD,CT,06106,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,5439,NEW HAVEN,CT,06513,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,2965,NEWINGTON,CT,06111,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,2900,ROCKY HILL,CT,06067,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,2371,WALLINGFORD,CT,06492,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
163,17,2899,AVON,CT,6001,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
163,17,2232,BRANFORD,CT,6405,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
163,17,2719,BRISTOL,CT,6010,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
163,17,2299,CROMWELL,CT,6416,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
163,17,3544,GUILFORD,CT,6437,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
163,17,3545,HAMDEN,CT,6514,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
163,17,5095,HARTFORD,CT,6106,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
163,17,5439,NEW HAVEN,CT,6513,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
163,17,2965,NEWINGTON,CT,6111,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
163,17,2900,ROCKY HILL,CT,6067,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
163,17,2371,WALLINGFORD,CT,6492,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
164,17,1810,FISHKILL,NY,12524,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
164,17,1959,MIDDLETOWN,NY,10940,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
164,17,2104,NEWBURGH,NY,12550,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
164,17,2531,MOHEGAN LAKE,NY,10547,,"Div 1 Store, must confirm",,,D1,,,,,
164,17,2547,MONTICELLO,NY,12701,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
164,17,2637,MONROE,NY,10950,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
164,17,4570,NAPANOCH,NY,12458,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
165,22,2108,MAYS LANDING,NJ,08330,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
165,22,3339,VINELAND,NJ,08360,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
165,22,1807,WEST BERLIN,NJ,08091,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
165,22,3774,WILLIAMSTOWN,NJ,08094,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
165,22,5476,WOODBURY,NJ,08096,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
165,22,3422,DEPTFORD,NJ,08096,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
165,22,2254,HAMMONTON,NJ,08037,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
165,22,1869,MARLTON,NJ,08053,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
165,22,2109,MILLVILLE,NJ,08332,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
165,22,1742,TURNERSVILLE,NJ,08012,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
166,22,5495,GLENOLDEN,PA,19036,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,Expanded Fresh,,,,
166,22,5229,WYNCOTE,PA,19095,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
166,22,2830,EDDYSTONE,PA,19022,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Fresh Plus,,,,
166,22,2141,PHILADELPHIA,PA,19148,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
166,22,2650,PHILADELPHIA,PA,19154,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
166,22,5103,PHILADELPHIA,PA,19124,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
166,22,5130,PHILADELPHIA,PA,19114,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
166,22,5891,PHILADELPHIA,PA,19137,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
167,22,5239,BECHTELSVILLE,PA,19505,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
167,22,3541,KENNETT SQUARE,PA,19348,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
167,22,4687,KING OF PRUSSIA,PA,19406,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
167,22,3475,NORRISTOWN,PA,19403,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
167,22,2263,POTTSTOWN,PA,19464,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
167,22,2167,EXTON,PA,19341,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
167,22,2236,HARLEYSVILLE,PA,19438,,"Div 1 Store, must confirm",,,D1,,,,,
167,22,3252,BOOTHWYN,PA,19061,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
167,22,5881,SPRINGFIELD,PA,19064,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
168,22,2641,ALLENTOWN,PA,18106,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
168,22,3810,EAST GREENVILLE,PA,18041,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
168,22,4612,HAMBURG,PA,19526,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
168,22,2614,TEMPLE,PA,19560,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
168,22,2145,WHITEHALL,PA,18052,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
168,22,3563,BETHLEHEM,PA,18020,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
168,22,1777,READING,PA,19606,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,,,,,
168,22,1670,WYOMISSING,PA,19610,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
168,22,2252,EASTON,PA,18045,Drew Snyder,POCONO PROFOODS,556012,570-517-7773,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
170,22,2040,BURLINGTON,NJ,08016,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
170,22,5012,HAMILTON,NJ,08619,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
170,22,2445,HATFIELD,PA,19440,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
170,22,2068,LEVITTOWN,PA,19055,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
170,22,2446,QUAKERTOWN,PA,18951,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
170,22,2096,WARMINSTER,PA,18974,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
170,22,3564,WILLOW GROVE,PA,19090,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
170,22,2171,PRINCETON,NJ,08540,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
170,22,5131,BENSALEM,PA,19020,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
170,22,5649,WARRINGTON,PA,18976,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"was CHR , store called/Matt",,,,
171,17,2156,MIDDLE ISLAND,NY,11953,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
171,17,2286,CENTEREACH,NY,11720,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
171,17,2906,RIVERHEAD,NY,11901,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
171,17,2915,EAST SETAUKET,NY,11733,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
171,17,2917,ISLANDIA,NY,11749,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
171,17,5202,COMMACK,NY,11725,Anthony Tomasic,Paragon Wholesale Foods,266101,412-621-2626x248      ,Same Day DELIVERY if ordered by 8am,300-500 min,,,,
172,17,2583,UNIONDALE,NY,11553,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
172,17,2916,EAST MEADOW,NY,11554,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
172,17,3420,WESTBURY,NY,11590,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
172,17,5293,VALLEY STREAM,NY,11581,Dan Kruhm,LANCASTER,469644,800-247-8125,Next Day DELIVERY only,,,,,
172,17,5295,FARMINGDALE,NY,11735,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
173,17,3543,DANBURY,CT,06810,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,Freshpoint Connecticut- Next day delivery ,,,,
173,17,5294,MILFORD,CT,06460,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
173,17,2284,NAUGATUCK,CT,06770,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,,,,,
173,17,3546,NEW MILFORD,CT,06776,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,,,,,
173,17,2954,NORWALK,CT,06851,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,Freshpoint Connecticut- Next day delivery,,,,
173,17,3547,NORWALK,CT,06854,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,Freshpoint Connecticut- Same day delivery if ordered by 8am,,,,
173,17,2163,SHELTON,CT,06484,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,Freshpoint Connecticut- Next day delivery,,,,
173,17,2897,SOUTHINGTON,CT,06489,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,Freshpoint Connecticut- Same day delivery if ordered by 8am,,,,
173,17,2585,STRATFORD,CT,06614,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,Freshpoint Connecticut- Same day delivery if ordered by 8am,,,,
173,17,2144,TORRINGTON,CT,06790,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,Freshpoint Connecticut- Next day delivery,,,,
173,17,3548,WATERBURY,CT,06705,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Same Day DELIVERY if ordered by 8am,Freshpoint Connecticut- Same day delivery if ordered by 8am,,,,
173,17,3803,WEST HAVEN,CT,06516,Jason Levy,Freshpoint Connecticut,482464,860-244-0470,Next Day DELIVERY only,Fresh Plus,Freshpoint Connecticut- Next day delivery,,,
173,17,3543,DANBURY,CT,6810,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
173,17,5294,MILFORD,CT,6460,,Tourellot and Co.,72985,401-734-4200,WF - 40 Pieces - orders must be submitted by 2pm day prior,,,,,
173,17,2284,NAUGATUCK,CT,6770,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
173,17,3546,NEW MILFORD,CT,6776,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
173,17,2954,NORWALK,CT,6851,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
173,17,3547,NORWALK,CT,6854,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
173,17,2163,SHELTON,CT,6484,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
173,17,2897,SOUTHINGTON,CT,6489,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
173,17,2585,STRATFORD,CT,6614,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
173,17,2144,TORRINGTON,CT,6790,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
173,17,3548,WATERBURY,CT,6705,,Tourellot and Co.,72985,401-734-4200,MWF - 40 Pieces - Orders must be made by 2PM day prior,,,,,
173,17,3803,WEST HAVEN,CT,6516,,Tourellot and Co.,72985,401-734-4200,Mon - Sat  - 40 PIECES - Orders must be in by 2 PM DAY PRIOR,,,,,
174,17,2503,HACKETTSTOWN,NJ,07840,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
174,17,5077,BOONTON,NJ,07005,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
174,17,3598,CEDAR KNOLLS,NJ,07927,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
174,17,2604,NEWTON,NJ,07860,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
174,17,3291,FLANDERS,NJ,07836,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
174,17,2090,FRANKLIN,NJ,07416,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
174,17,3443,RIVERDALE,NJ,07457,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
174,17,5178,ROCKAWAY,NJ,07866,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
175,17,3078,EAST BRUNSWICK,NJ,08816,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
175,17,2294,FLEMINGTON,NJ,08822,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
175,17,4153,OLD BRIDGE,NJ,08857,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
175,17,2497,PHILLIPSBURG,NJ,08865,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
175,17,2633,PISCATAWAY,NJ,08854,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
175,17,2582,CLINTON,NJ,08809,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
175,17,2651,MANVILLE,NJ,08835,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
175,17,2003,North Brunswick,NJ,08902,Dan Kruhm,LANCASTER,469644,800-247-8125,,,,,,
175,17,2825,OLD BRIDGE,NJ,08857,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
176,17,5867,BAYONNE,NJ,07002,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
