Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
1166,TBD,TBD,TBD,WAITING ON SUBMISSION
1167,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1168,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
1169,TBD,TBD,TBD,WAITING ON SUBMISSION
1170,TBD,TBD,TBD,WAITING ON SUBMISSION
1171,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),7
1172,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),6
1173,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),8
1174,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1175,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
1176,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1177,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1178,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1179,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),4
1180,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1181,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1182,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
1183,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1184,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),11
1185,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1186,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1187,TBD,TBD,TBD,WAITING ON SUBMISSION
1188,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1189,TBD,TBD,TBD,WAITING ON SUBMISSION
1190,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1191,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1192,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1193,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1194,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),4
1195,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1196,TBD,TBD,TBD,WAITING ON SUBMISSION
1197,TBD,TBD,TBD,WAITING ON SUBMISSION
1198,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1199,7/17/2023 & 7/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1200,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
1201,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1202,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1203,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),4
1204,5/22 & 5/23/23,7 am - 6 pm,Vital Records Control (VRC),14
1205,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
1206,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1207,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1209,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
1210,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1211,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1212,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1213,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),3
1214,TBD,TBD,TBD,WAITING ON SUBMISSION
1215,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1216,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),2
1217,TBD,TBD,TBD,WAITING ON SUBMISSION
1218,TBD,TBD,TBD,WAITING ON SUBMISSION
1219,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1220,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1221,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
1222,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1223,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),5
1224,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
1225,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1226,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1227,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1228,TBD,TBD,TBD,WAITING ON SUBMISSION
1229,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),7
1230,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1231,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1232,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1233,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1234,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),1
1235,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1236,TBD,TBD,TBD,WAITING ON SUBMISSION
1237,TBD,TBD,TBD,WAITING ON SUBMISSION
1238,TBD,TBD,TBD,WAITING ON SUBMISSION
1239,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
1240,TBD,TBD,TBD,WAITING ON SUBMISSION
1241,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1242,TBD,TBD,TBD,WAITING ON SUBMISSION
1243,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1244,TBD,TBD,TBD,WAITING ON SUBMISSION
1245,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),3
1247,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1248,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),5
1249,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1252,TBD,TBD,TBD,WAITING ON SUBMISSION
1253,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),6
1254,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1255,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1256,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1257,TBD,TBD,TBD,WAITING ON SUBMISSION
1259,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
1260,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1261,TBD,TBD,TBD,WAITING ON SUBMISSION
1263,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1264,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1265,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1266,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1267,TBD,TBD,TBD,WAITING ON SUBMISSION
1268,TBD,TBD,TBD,WAITING ON SUBMISSION
1270,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1271,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1272,TBD,TBD,TBD,WAITING ON SUBMISSION
1273,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
1274,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1275,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),2
1276,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1277,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1279,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),6
1280,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1281,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1282,TBD,TBD,TBD,WAITING ON SUBMISSION
1283,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1284,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1285,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1286,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1287,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1288,TBD,TBD,TBD,WAITING ON SUBMISSION
1289,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1290,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1291,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1292,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1293,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1294,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
1295,TBD,TBD,TBD,WAITING ON SUBMISSION
1296,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1297,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1298,TBD,TBD,TBD,WAITING ON SUBMISSION
1299,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1300,TBD,TBD,TBD,WAITING ON SUBMISSION
1301,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1302,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1303,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1304,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1305,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1306,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1307,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1308,TBD,TBD,TBD,WAITING ON SUBMISSION
1309,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1310,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
1311,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1312,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),2
1313,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1314,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1315,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1316,TBD,TBD,TBD,WAITING ON SUBMISSION
1317,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1318,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1319,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1320,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1321,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1322,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1323,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
1324,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1325,TBD,TBD,TBD,WAITING ON SUBMISSION
1326,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1327,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1328,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1329,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1330,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1331,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
1332,7/12 & 7/13/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1333,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
1334,TBD,TBD,TBD,WAITING ON SUBMISSION
1335,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1336,TBD,TBD,TBD,WAITING ON SUBMISSION
1337,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1338,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),2
1339,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1340,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1341,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1342,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1344,TBD,TBD,TBD,WAITING ON SUBMISSION
1345,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
1346,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),3
1347,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1348,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),13
1349,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1350,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
1351,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1352,TBD,TBD,TBD,WAITING ON SUBMISSION
1353,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1354,TBD,TBD,TBD,WAITING ON SUBMISSION
1355,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),1
1356,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1357,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1358,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),6
1359,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1360,TBD,TBD,TBD,WAITING ON SUBMISSION
1361,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1362,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1363,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1364,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1365,TBD,TBD,TBD,WAITING ON SUBMISSION
1366,TBD,TBD,TBD,WAITING ON SUBMISSION
1367,TBD,TBD,TBD,WAITING ON SUBMISSION
1368,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1369,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),3
1370,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1371,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
1372,TBD,TBD,TBD,WAITING ON SUBMISSION
1373,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1374,TBD,TBD,TBD,WAITING ON SUBMISSION
1375,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1376,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
1377,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1378,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
1379,TBD,TBD,TBD,WAITING ON SUBMISSION
1380,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1381,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),7
1382,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),8
1383,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1384,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1385,TBD,TBD,TBD,WAITING ON SUBMISSION
1386,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1387,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1388,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1389,TBD,TBD,TBD,WAITING ON SUBMISSION
1390,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1391,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1392,TBD,TBD,TBD,WAITING ON SUBMISSION
1393,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1394,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1395,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1396,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1397,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),3
1398,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1399,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),7
1400,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1401,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1403,TBD,TBD,TBD,WAITING ON SUBMISSION
1404,5/22 & 5/23 & 5/24/23,7 am - 6 pm,Vital Records Control (VRC),1
1405,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1406,6/12 & 6/13 & 6/14/23,7 am - 6 pm,Vital Records Control (VRC),10
1407,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1408,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1409,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),2
1410,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1411,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1412,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1413,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1414,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1415,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1416,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1417,TBD,TBD,TBD,WAITING ON SUBMISSION
1418,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1419,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1420,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1421,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
1422,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1423,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
1424,5/16 & 5/17/23,7 am - 6 pm,Vital Records Control (VRC),7
1425,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1426,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
1427,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
1428,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1429,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1430,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1431,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1432,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
1433,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),7
1434,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1435,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1436,TBD,TBD,TBD,WAITING ON SUBMISSION
1437,TBD,TBD,TBD,WAITING ON SUBMISSION
1438,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
1439,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1440,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),4
1441,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),3
1442,TBD,TBD,TBD,WAITING ON SUBMISSION
1443,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1444,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1445,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1446,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1447,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1448,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1449,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
1450,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1451,TBD,TBD,TBD,WAITING ON SUBMISSION
1452,TBD,TBD,TBD,WAITING ON SUBMISSION
1453,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1454,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1455,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1456,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),1
1457,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1458,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1459,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1460,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1461,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),1
1462,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1463,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),2
1464,TBD,TBD,TBD,WAITING ON SUBMISSION
1465,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1466,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1467,TBD,TBD,TBD,WAITING ON SUBMISSION
1468,7/10 & 7/11/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1469,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),3
1470,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1471,TBD,TBD,TBD,WAITING ON SUBMISSION
1472,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1473,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),8
1474,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1475,TBD,TBD,TBD,WAITING ON SUBMISSION
1476,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1477,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1478,5/11 & 5/12/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1479,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1480,TBD,TBD,TBD,WAITING ON SUBMISSION
1481,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1482,TBD,TBD,TBD,WAITING ON SUBMISSION
1483,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1485,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1486,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1487,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1488,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1489,TBD,TBD,TBD,WAITING ON SUBMISSION
1490,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1491,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1492,4/6 & 4/7/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1493,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1494,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1495,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1496,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1497,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1498,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1499,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1500,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1501,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),3
1502,TBD,TBD,TBD,WAITING ON SUBMISSION
1503,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),9
1504,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
1505,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
1506,TBD,TBD,TBD,WAITING ON SUBMISSION
1507,TBD,TBD,TBD,WAITING ON SUBMISSION
1508,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1509,TBD,TBD,TBD,WAITING ON SUBMISSION
1510,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1511,TBD,TBD,TBD,WAITING ON SUBMISSION
1512,TBD,TBD,TBD,WAITING ON SUBMISSION
1513,TBD,TBD,TBD,WAITING ON SUBMISSION
1514,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1515,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1516,TBD,TBD,TBD,WAITING ON SUBMISSION
1517,TBD,TBD,TBD,WAITING ON SUBMISSION
1518,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1519,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1520,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1521,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1522,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),3
1523,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1524,5/11 & 5/12/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1525,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
1526,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
