Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Box  Count
1080,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),251
1081,5/3/2021,7 am - 5 pm,Iron Mountain ,144
1082,TBD,TBD,TBD,TBD
1083,TBD,TBD,TBD,TBD
1084,3/10/2021,7 am - 6 pm,Vital Records Control (VRC),200
1085,3/26/2021,7 am - 6 pm,Vital Records Control (VRC),197
1086,TBD,TBD,TBD,TBD
1087,3/18/2021,7 am - 6 pm,Vital Records Control (VRC),280
1088,6/10/2021,7 am - 6 pm,Vital Records Control (VRC),140
1089,4/8/2022,7 am - 6 pm,Vital Records Control (VRC),147
1090,TBD,TBD,TBD,TBD
1091,10/20/2021,7 am - 6 pm,Vital Records Control (VRC),77
1093,TBD,TBD,TBD,TBD
1094,4/12/2022,7 am - 6 pm,Vital Records Control (VRC),97
1095,TBD,TBD,TBD,TBD
1096,TBD,TBD,TBD,TBD
1097,4/14/2022,7 am - 6 pm,Vital Records Control (VRC),64
1098,7/1/2021,7 am - 6 pm,Vital Records Control (VRC),118
1099,7/12/2022,7 am - 6 pm,Vital Records Control (VRC),289
1100,2/24/2022,7 am - 6 pm,Vital Records Control (VRC),88
1101,TBD,TBD,TBD,TBD
1102,6/11/2021,7 am - 6 pm,Vital Records Control (VRC),147
1103,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),346
1104,TBD,TBD,TBD,TBD
1105,TBD,TBD,TBD,TBD
1106,TBD,TBD,TBD,TBD
1107,6/18/2021,7 am - 6 pm,Vital Records Control (VRC),146
1108,5/4/2022,7 am - 6 pm,Vital Records Control (VRC),150
1109,3/2/2022,7 am - 6 pm,Vital Records Control (VRC),95
1110,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),42
1111,2/24/2022,7 am - 6 pm,Vital Records Control (VRC),81
1112,TBD,TBD,TBD,TBD
1113,TBD,TBD,TBD,TBD
1114,3/30/2022,7 am - 6 pm,Vital Records Control (VRC),100
1115,3/28/2022,7 am - 6 pm,Vital Records Control (VRC),91
1116,5/6/2022,7 am - 6 pm,Vital Records Control (VRC),130
1117,5/3/2022,7 am - 6 pm,Vital Records Control (VRC),112
1118,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),77
1119,TBD,TBD,TBD,TBD
1120,4/25/2022,7 am - 6 pm,Vital Records Control (VRC),141
1121,3/16/2022,7 am - 6 pm,Vital Records Control (VRC),67
1122,TBD,TBD,TBD,TBD
1123,6/7/2022,7 am - 6 pm,Vital Records Control (VRC),153
1124,3/2/2022,7 am - 6 pm,Vital Records Control (VRC),71
1125,TBD,TBD,TBD,TBD
1126,10/22/2021,7 am - 6 pm,Vital Records Control (VRC),50
1128,TBD,TBD,TBD,TBD
1129,TBD,TBD,TBD,TBD
1130,TBD,TBD,TBD,TBD
1131,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),47
1132,4/18/2022,7 am - 6 pm,Vital Records Control (VRC),46
1133,4/22/2022,7 am - 6 pm,Vital Records Control (VRC),84
1134,5/11/2021,7 am - 6 pm,Vital Records Control (VRC),98
1135,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),89
1136,TBD,TBD,TBD,TBD
1137,TBD,TBD,TBD,TBD
1138,TBD,TBD,TBD,TBD
1139,TBD,TBD,TBD,TBD
1140,TBD,TBD,TBD,TBD
1141,10/5/2021,7 am - 6 pm,Iron Mountain ,79
1142,TBD,TBD,TBD,TBD
1143,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),244
1144,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),79
1146,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),181
1147,4/5/2022,7 am - 6 pm,Vital Records Control (VRC),69
1148,5/5/2022,7 am - 6 pm,Vital Records Control (VRC),287
1149,6/9/2022,7 am - 6 pm,Vital Records Control (VRC),47
1150,TBD,TBD,TBD,TBD
1151,5/18/2022,7 am - 6 pm,Vital Records Control (VRC),80
1152,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1153,4/2/2021,7 am - 6 pm,Vital Records Control (VRC),123
1154,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),68
1155,TBD,TBD,TBD,TBD
1156,TBD,TBD,TBD,TBD
1157,TBD,TBD,TBD,TBD
1158,5/12/2021,7 am - 6 pm,Vital Records Control (VRC),168
1159,TBD,TBD,TBD,TBD
1160,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),95
1161,TBD,TBD,TBD,TBD
1162,TBD,TBD,TBD,TBD
1163,TBD,TBD,TBD,TBD
1164,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),79
1165,4/18/2022,7 am - 6 pm,Vital Records Control (VRC),133
1166,TBD,TBD,TBD,TBD
1167,TBD,TBD,TBD,TBD
1168,TBD,TBD,TBD,TBD
1169,No Service Required ,7 am - 6 pm,Vital Records Control (VRC),0
1170,4/7/2022,7 am - 6 pm,Vital Records Control (VRC),77
1171,TBD,TBD,TBD,TBD
1172,TBD,TBD,TBD,TBD
1173,TBD,TBD,TBD,TBD
1174,5/26/2021,7 am - 6 pm,Vital Records Control (VRC),255
1175,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),0
1176,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),49
1177,5/2/2022,7 am - 6 pm,Vital Records Control (VRC),150
1178,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),240
1179,TBD,TBD,TBD,TBD
1180,TBD,TBD,TBD,TBD
1181,3/3/2022,7 am - 6 pm,Vital Records Control (VRC),40
1182,4/28/2021,7 am - 6 pm,Vital Records Control (VRC),62
1183,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),90
1184,TBD,TBD,TBD,TBD
1185,3/24/2022,7 am - 6 pm,Vital Records Control (VRC),87
1186,8/16/2021,7 am - 6 pm,Vital Records Control (VRC),96
1187,5/2/2022,7 am - 6 pm,Vital Records Control (VRC),37
1188,TBD,TBD,TBD,TBD
1189,5/3/2022,7 am - 6 pm,Vital Records Control (VRC),98
1190,TBD,TBD,TBD,TBD
1191,TBD,TBD,TBD,TBD
1192,6/9/2021,7 am - 6 pm,Vital Records Control (VRC),86
1193,3/4/2022,7 am - 6 pm,Vital Records Control (VRC),260
1194,TBD,TBD,TBD,TBD
1195,9/21/2021,7 am - 6 pm,Vital Records Control (VRC),112
1196,TBD,TBD,TBD,TBD
1197,TBD,TBD,TBD,TBD
1198,7/8/2021,7 am - 6 pm,Iron Mountain ,45
1199,TBD,TBD,TBD,TBD
1200,TBD,TBD,TBD,TBD
1201,5/13/2021,7 am - 6 pm,Vital Records Control (VRC),306
1202,TBD,TBD,TBD,TBD
1203,TBD,TBD,TBD,TBD
1204,TBD,TBD,TBD,TBD
1205,4/29/2021,7 am - 6 pm,Vital Records Control (VRC),120
1206,6/30/2021,7 am - 6 pm,Vital Records Control (VRC),117
1207,5/20/2021,7 am - 6 pm,Vital Records Control (VRC),138
1209,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),160
1210,4/21/2022,7 am - 6 pm,Vital Records Control (VRC),208
1211,TBD,TBD,TBD,TBD
1212,4/29/2021,7 am - 6 pm,Vital Records Control (VRC),91
1213,4/14/2021,7 am - 6 pm,Vital Records Control (VRC),100
1214,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),80
1215,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),67
1216,3/24/2022,7 am - 6 pm,Vital Records Control (VRC),1
1217,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),84
1218,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),0
1219,TBD,TBD,TBD,TBD
1220,TBD,TBD,TBD,TBD
1221,4/28/2022,7 am - 6 pm,Vital Records Control (VRC),39
1222,5/14/2021,7 am - 6 pm,Vital Records Control (VRC),232
1223,TBD,TBD,TBD,TBD
1224,5/20/2021,7 am - 6 pm,Vital Records Control (VRC),209
1225,TBD,TBD,TBD,TBD
1226,4/22/2022,7 am - 6 pm,Vital Records Control (VRC),72
1227,4/7/2021,7 am - 6 pm,Vital Records Control (VRC),136
1228,TBD,TBD,TBD,TBD
1229,6/23/2021,7 am - 6 pm,Vital Records Control (VRC),106
1230,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),0
1231,TBD,TBD,TBD,TBD
1232,TBD,TBD,TBD,TBD
1233,TBD,TBD,TBD,TBD
1234,4/14/2022,7 am - 6 pm,Vital Records Control (VRC),98
1235,7/19/2021,7 am - 6 pm,Iron Mountain ,19
1236,TBD,TBD,TBD,TBD
1237,TBD,TBD,TBD,TBD
1238,TBD,TBD,TBD,TBD
1239,TBD,TBD,TBD,TBD
1240,5/26/2021,7 am - 5 pm,Iron Mountain ,110
1241,TBD,TBD,TBD,TBD
1242,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),120
1243,TBD,TBD,TBD,TBD
1244,TBD,TBD,TBD,TBD
1245,3/30/2021,7 am - 6 pm,Vital Records Control (VRC),102
1247,TBD,TBD,TBD,TBD
1248,TBD,TBD,TBD,TBD
1249,3/28/2022,7 am - 6 pm,Vital Records Control (VRC),100
1252,TBD,TBD,TBD,TBD
1253,TBD,TBD,TBD,TBD
1254,3/14/2022,7 am - 6 pm,Vital Records Control (VRC),101
1255,TBD,TBD,TBD,TBD
1256,TBD,TBD,TBD,TBD
1257,4/6/2022,7 am - 6 pm,Vital Records Control (VRC),100
1259,TBD,TBD,TBD,TBD
1260,6/11/2021,7 am - 6 pm,Vital Records Control (VRC),167
1261,TBD,TBD,TBD,TBD
1263,TBD,TBD,TBD,TBD
1264,TBD,TBD,TBD,TBD
1265,TBD,TBD,TBD,TBD
1266,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),187
1267,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),66
1268,TBD,TBD,TBD,TBD
1270,TBD,TBD,TBD,TBD
1271,TBD,TBD,TBD,TBD
1272,5/25/2021,7 am - 6 pm,Vital Records Control (VRC),118
1273,TBD,TBD,TBD,TBD
1274,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),33
1275,TBD,TBD,TBD,TBD
1276,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),122
1277,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),91
1279,TBD,TBD,TBD,TBD
1280,TBD,TBD,TBD,TBD
1281,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),102
1282,4/26/2022,7 am - 6 pm,Vital Records Control (VRC),99
1283,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),101
1284,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),113
1285,TBD,TBD,TBD,TBD
1286,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),99
1287,TBD,TBD,TBD,TBD
1288,TBD,TBD,TBD,TBD
1289,6/6/2022,7 am - 6 pm,Vital Records Control (VRC),77
1290,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),34
1291,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),40
1292,TBD,TBD,TBD,TBD
1293,5/12/2021,7 am - 6 pm,Vital Records Control (VRC),250
1294,TBD,TBD,TBD,TBD
1295,5/6/2022,7 am - 6 pm,Vital Records Control (VRC),64
1296,10/11/2021,7 am - 6 pm,Vital Records Control (VRC),53
1297,5/14/2021,7 am - 5 pm,Iron Mountain ,195
1298,TBD,TBD,TBD,TBD
1299,6/11/2021,7 am - 6 pm,Vital Records Control (VRC),387
1300,TBD,TBD,TBD,TBD
1301,TBD,TBD,TBD,TBD
1302,TBD,TBD,TBD,TBD
1303,3/24/2022,7 am - 6 pm,Vital Records Control (VRC),81
1304,TBD,TBD,TBD,TBD
1305,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),160
1306,5/20/2022,7 am - 6 pm,Vital Records Control (VRC),100
1307,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),99
1308,TBD,TBD,TBD,TBD
1309,TBD,TBD,TBD,TBD
1310,TBD,TBD,TBD,TBD
1311,4/19/2021,7 am - 6 pm,Vital Records Control (VRC),155
1312,TBD,TBD,TBD,TBD
1313,TBD,TBD,TBD,TBD
1314,TBD,TBD,TBD,TBD
1315,TBD,TBD,TBD,TBD
1316,TBD,TBD,TBD,TBD
1317,8/27/2021,7 am - 6 pm,Vital Records Control (VRC),91
1318,TBD,TBD,TBD,TBD
1319,TBD,TBD,TBD,TBD
1320,5/31/2022,7 am - 6 pm,Vital Records Control (VRC),81
1321,TBD,TBD,TBD,TBD
1322,4/15/2022,7 am - 6 pm,Vital Records Control (VRC),48
1323,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),117
1324,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),44
1325,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),42
1326,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),30
1327,TBD,TBD,TBD,TBD
1328,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),124
1329,TBD,TBD,TBD,TBD
1330,TBD,TBD,TBD,TBD
1331,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),166
1332,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),95
1333,TBD,TBD,TBD,TBD
1334,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),0
1335,4/7/2022,7 am - 6 pm,Vital Records Control (VRC),48
1336,4/14/2022,7 am - 6 pm,Vital Records Control (VRC),68
1337,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),139
1338,10/12/2021,7 am - 6 pm,Vital Records Control (VRC),160
1339,TBD,TBD,TBD,TBD
1340,TBD,TBD,TBD,TBD
1341,TBD,TBD,TBD,TBD
1342,TBD,TBD,TBD,TBD
1344,TBD,TBD,TBD,TBD
1345,TBD,TBD,TBD,TBD
1346,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),29
1347,TBD,TBD,TBD,TBD
1348,TBD,TBD,TBD,TBD
1349,4/7/2021,7 am - 6 pm,Vital Records Control (VRC),176
1350,4/7/2022,7 am - 6 pm,Vital Records Control (VRC),80
1351,TBD,TBD,TBD,TBD
1352,TBD,TBD,TBD,TBD
1353,6/1/2021,7 am - 6 pm,Vital Records Control (VRC),264
1354,TBD,TBD,TBD,TBD
1355,TBD,TBD,TBD,TBD
1356,TBD,TBD,TBD,TBD
1357,TBD,TBD,TBD,TBD
1358,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),31
1359,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),43
1360,6/14/2021,7 am - 6 pm,Vital Records Control (VRC),46
1361,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),0
1362,5/17/2021,7 am - 6 pm,Vital Records Control (VRC),174
1363,2/28/2022,7 am - 6 pm,Vital Records Control (VRC),46
1364,3/9/2022,7 am - 6 pm,Vital Records Control (VRC),136
1365,TBD,TBD,TBD,TBD
1366,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),88
1367,4/5/2021,7 am - 6 pm,Vital Records Control (VRC),310
1368,6/13/2022,7 am - 6 pm,Vital Records Control (VRC),219
1369,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),0
1370,TBD,TBD,TBD,TBD
1371,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),183
1372,TBD,TBD,TBD,TBD
1373,5/3/2022,7 am - 6 pm,Vital Records Control (VRC),98
1374,TBD,TBD,TBD,TBD
1375,TBD,TBD,TBD,TBD
1376,TBD,TBD,TBD,TBD
1377,TBD,TBD,TBD,TBD
1378,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
1379,TBD,TBD,TBD,TBD
1380,TBD,TBD,TBD,TBD
1381,TBD,TBD,TBD,TBD
1382,TBD,TBD,TBD,TBD
1383,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),47
1384,TBD,TBD,TBD,TBD
1385,TBD,TBD,TBD,TBD
1386,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),69
1387,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),41
1388,TBD,TBD,TBD,TBD
1389,TBD,TBD,TBD,TBD
1390,5/10/2021,7 am - 5 pm,Iron Mountain ,186
1391,3/31/2021,7 am - 6 pm,Vital Records Control (VRC),148
1392,TBD,TBD,TBD,TBD
1393,TBD,TBD,TBD,TBD
1394,TBD,TBD,TBD,TBD
1395,TBD,TBD,TBD,TBD
1396,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),115
1397,6/18/2021,7 am - 6 pm,Iron Mountain ,195
1398,TBD,TBD,TBD,TBD
1399,TBD,TBD,TBD,TBD
1400,3/17/2022,7 am - 6 pm,Vital Records Control (VRC),171
1401,TBD,TBD,TBD,TBD
1403,TBD,TBD,TBD,TBD
1404,TBD,TBD,TBD,TBD
1405,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),115
1406,3/14/2022,7 am - 6 pm,Vital Records Control (VRC),1
1407,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),109
1408,TBD,TBD,TBD,TBD
1409,7/8/2021,7 am - 6 pm,Vital Records Control (VRC),49
1410,TBD,TBD,TBD,TBD
1411,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),0
1412,TBD,TBD,TBD,TBD
1413,8/27/2021,7 am - 6 pm,Vital Records Control (VRC),37
1414,5/5/2022,7 am - 6 pm,Vital Records Control (VRC),60
1415,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),0
1416,6/13/2022,7 am - 6 pm,Vital Records Control (VRC),76
1417,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),0
1418,TBD,TBD,TBD,TBD
1419,TBD,TBD,TBD,TBD
1420,TBD,TBD,TBD,TBD
1421,TBD,TBD,TBD,TBD
1422,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),90
1423,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),25
1424,TBD,TBD,TBD,TBD
1425,TBD,TBD,TBD,TBD
1426,TBD,TBD,TBD,TBD
1427,TBD,TBD,TBD,TBD
1428,9/23/2021,7 am - 6 pm,Vital Records Control (VRC),84
1429,9/30/2021,7 am - 6 pm,Vital Records Control (VRC),66
1430,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),120
1431,TBD,TBD,TBD,TBD
1432,6/16/2022,7 am - 6 pm,Vital Records Control (VRC),173
1433,TBD,TBD,TBD,TBD
1434,TBD,TBD,TBD,TBD
1435,TBD,TBD,TBD,TBD
1436,3/15/2021,7 am - 6 pm,Vital Records Control (VRC),80
1437,5/25/2022,7 am - 6 pm,Vital Records Control (VRC),124
1438,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
1439,TBD,TBD,TBD,TBD
1440,9/1/2021,7 am - 6 pm,Vital Records Control (VRC),0
1441,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),62
1442,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
1443,TBD,TBD,TBD,TBD
1444,TBD,TBD,TBD,TBD
1445,TBD,TBD,TBD,TBD
1446,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),0
1447,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),147
1448,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),100
1449,6/20/2022,7 am - 6 pm,Vital Records Control (VRC),126
1450,6/9/2021,7 am - 6 pm,Iron Mountain ,69
1451,TBD,TBD,TBD,TBD
1452,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),126
1453,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),245
1454,TBD,TBD,TBD,TBD
1455,TBD,TBD,TBD,TBD
1456,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),0
1457,TBD,TBD,TBD,TBD
1458,TBD,TBD,TBD,TBD
1459,TBD,TBD,TBD,TBD
1460,TBD,TBD,TBD,TBD
1461,TBD,TBD,TBD,TBD
1462,10/15/2021,7 am - 6 pm,Vital Records Control (VRC),104
1463,TBD,TBD,TBD,TBD
1464,TBD,TBD,TBD,TBD
1465,TBD,TBD,TBD,TBD
1466,4/6/2022,7 am - 6 pm,Vital Records Control (VRC),166
1467,TBD,TBD,TBD,TBD
1468,TBD,TBD,TBD,TBD
1469,TBD,TBD,TBD,TBD
1470,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1471,6/20/2022,7 am - 6 pm,Vital Records Control (VRC),31
1472,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),80
1473,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),23
1474,7/12/2021,7 am - 6 pm,Vital Records Control (VRC),42
1475,7/16/2021,7 am - 6 pm,Vital Records Control (VRC),0
1476,TBD,TBD,TBD,TBD
1477,TBD,TBD,TBD,TBD
1478,TBD,TBD,TBD,TBD
1479,TBD,TBD,TBD,TBD
1480,TBD,TBD,TBD,TBD
1481,TBD,TBD,TBD,TBD
1482,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),75
1483,8/25/2021,7 am - 6 pm,Vital Records Control (VRC),0
1485,TBD,TBD,TBD,TBD
1486,TBD,TBD,TBD,TBD
1487,TBD,TBD,TBD,TBD
1488,2/25/2022,7 am - 6 pm,Vital Records Control (VRC),69
1489,TBD,TBD,TBD,TBD
1490,TBD,TBD,TBD,TBD
1491,TBD,TBD,TBD,TBD
1492,TBD,TBD,TBD,TBD
1493,5/18/2021,7 am - 6 pm,Vital Records Control (VRC),132
1494,8/16/2021,7 am - 6 pm,Vital Records Control (VRC),191
1495,TBD,TBD,TBD,TBD
1496,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),197
1497,TBD,TBD,TBD,TBD
1498,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
1499,6/18/2021,7 am - 6 pm,Vital Records Control (VRC),144
1500,8/12/2021,7 am - 6 pm,Vital Records Control (VRC),0
1501,4/23/2021,7 am - 6 pm,Vital Records Control (VRC),181
1502,TBD,TBD,TBD,TBD
1503,TBD,TBD,TBD,TBD
1504,6/17/2022,7 am - 6 pm,Vital Records Control (VRC),39
1505,TBD,TBD,TBD,TBD
1506,TBD,TBD,TBD,TBD
1507,5/12/2022,7 am - 6 pm,Vital Records Control (VRC),172
1508,TBD,TBD,TBD,TBD
1509,TBD,TBD,TBD,TBD
1510,TBD,TBD,TBD,TBD
1511,TBD,TBD,TBD,TBD
1512,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1513,4/1/2021,7 am - 6 pm,Vital Records Control (VRC),64
1514,4/27/2022,7 am - 6 pm,Vital Records Control (VRC),124
1515,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),102
1516,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),78
1517,TBD,TBD,TBD,TBD
1518,TBD,TBD,TBD,TBD
1519,9/9/2021,7 am - 6 pm,Vital Records Control (VRC),128
1520,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),118
1521,TBD,TBD,TBD,TBD
1522,TBD,TBD,TBD,TBD
1523,TBD,TBD,TBD,TBD
1524,TBD,TBD,TBD,TBD
1525,TBD,TBD,TBD,TBD
1526,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),7
1527,TBD,TBD,TBD,TBD
1528,TBD,TBD,TBD,TBD
1529,9/28/2021,7 am - 6 pm,Vital Records Control (VRC),200
1530,TBD,TBD,TBD,TBD
1531,TBD,TBD,TBD,TBD
1532,TBD,TBD,TBD,TBD
1533,4/22/2022,7 am - 6 pm,Vital Records Control (VRC),10
1534,TBD,TBD,TBD,TBD
1535,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),12
1536,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),1
1537,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),80
1538,8/12/2021,7 am - 6 pm,Vital Records Control (VRC),61
1539,TBD,TBD,TBD,TBD
1540,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),34
1541,3/9/2021,7 am - 6 pm,Vital Records Control (VRC),217
1542,TBD,TBD,TBD,TBD
1543,TBD,TBD,TBD,TBD
1544,TBD,TBD,TBD,TBD
1545,TBD,TBD,TBD,TBD
1546,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),25
1547,TBD,TBD,TBD,TBD
1548,TBD,TBD,TBD,TBD
1549,9/16/2021,7 am - 6 pm,Iron Mountain ,182
1550,TBD,TBD,TBD,TBD
1551,TBD,TBD,TBD,TBD
1552,4/21/2022,7 am - 6 pm,Vital Records Control (VRC),332
1553,TBD,TBD,TBD,TBD
1554,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),37
1555,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),77
1556,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),152
1557,TBD,TBD,TBD,TBD
1558,4/22/2022,7 am - 6 pm,Vital Records Control (VRC),142
1559,TBD,TBD,TBD,TBD
1560,5/23/2022,7 am - 6 pm,Vital Records Control (VRC),159
1561,5/13/2021,7 am - 6 pm,Vital Records Control (VRC),145
1562,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),132
1563,3/15/2022,7 am - 6 pm,Vital Records Control (VRC),100
1564,TBD,TBD,TBD,TBD
1565,TBD,TBD,TBD,TBD
1566,9/7/2021,7 am - 6 pm,Vital Records Control (VRC),96
1567,TBD,TBD,TBD,TBD
1568,3/14/2022,7 am - 6 pm,Vital Records Control (VRC),6
1569,TBD,TBD,TBD,TBD
1570,TBD,TBD,TBD,TBD
1571,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),100
1572,TBD,TBD,TBD,TBD
1573,TBD,TBD,TBD,TBD
1574,TBD,TBD,TBD,TBD
1575,3/28/2022,7 am - 6 pm,Vital Records Control (VRC),18
1576,TBD,TBD,TBD,TBD
1577,TBD,TBD,TBD,TBD
1578,3/29/2022,7 am - 6 pm,Vital Records Control (VRC),115
1579,TBD,TBD,TBD,TBD
1580,TBD,TBD,TBD,TBD
1581,TBD,TBD,TBD,TBD
1583,TBD,TBD,TBD,TBD
1584,5/23/2022,7 am - 6 pm,Vital Records Control (VRC),173
1585,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),20
1586,TBD,TBD,TBD,TBD
1587,5/26/2022,7 am - 6 pm,Vital Records Control (VRC),29
1588,3/11/2022,7 am - 6 pm,Vital Records Control (VRC),217
1589,3/10/2021,7 am - 6 pm,Vital Records Control (VRC),131
1590,3/23/2021,7 am - 6 pm,Vital Records Control (VRC),43
1591,TBD,TBD,TBD,TBD
1592,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),92
1593,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),94
1594,10/15/2021,7 am - 6 pm,Vital Records Control (VRC),169
1595,6/13/2022,7 am - 6 pm,Vital Records Control (VRC),197
1596,TBD,TBD,TBD,TBD
1597,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),37
1598,5/16/2022,7 am - 6 pm,Vital Records Control (VRC),75
1599,5/10/2022,7 am - 6 pm,Vital Records Control (VRC),211
1600,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),0
1601,TBD,TBD,TBD,TBD
1602,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),43
1603,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),78
1604,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),214
1605,5/21/2021,7 am - 6 pm,Vital Records Control (VRC),197
1606,3/28/2022,7 am - 6 pm,Vital Records Control (VRC),65
1607,7/13/2022,7 am - 6 pm,Vital Records Control (VRC),99
1608,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
1609,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
