STORE_NBR,Region,Store Name,Final Archetype Assignment
7181,4,LADYS ISLAND SC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
7188,4,DARLINGTON SC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
7243,4,BURGAW NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
202,5,FRISCO CUSTER & 121 TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
206,5,MCKINNEY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
211,5,HILLSBORO TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
217,5,LEWISVILLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
220,5,BURLESON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
228,5,CLEBURNE TX.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
248,5,MEXIA TX.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
251,5,MINEOLA TX.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
259,5,ROCKWALL TX.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
260,5,WAXAHACHIE TX.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
265,5,"TERRELL, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
266,5,"SOUTHLAKE, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
284,5,MANSFIELD TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
286,5,ENNIS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
320,5,MARLIN TX EF,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
353,5,GRAHAM TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
371,5,GRANBURY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
412,5,ATHENS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
421,5,DECATUR TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
426,5,THE COLONY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
467,5,DENTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
471,5,"LANCASTER, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
516,5,"GUN BARREL CITY, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
561,5,EASTLAND TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
565,5,CORSICANA TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
590,5,BENBROOK TX/FT WORTH,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
610,5,STEPHENVILLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
746,5,TEMPLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
789,5,MESQUITE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
804,5,MINERAL WELLS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
807,5,"N RICHLAND HILLS, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
827,5,CANTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
880,5,IRVING TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
896,5,GRAND PRARIE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
939,5,WACO TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
940,5,"WESTWORTH VILLAGE, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
963,5,WEATHERFORD TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
972,5,LAKE WORTH TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1022,5,TYLER (W) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1044,5,TYLER TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1055,5,GARLAND TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1117,5,PLANO TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1118,5,BALCH SPRINGS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1178,5,BEDFORD TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1216,5,CARROLLTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1254,5,BELLMEAD TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1455,5,FT WORTH TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1800,5,GARLAND TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1801,5,ARLINGTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2086,5,"PLANO, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2105,5,"FARMERS BRANCH, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2427,5,"DALLAS, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2463,5,FRISCO STONEBROOK & 423 TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2649,5,"IRVING (NORTH), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2667,5,"DALLAS (E), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2688,5,"TYLER, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2834,5,FT WORTH GOLDEN TRIANGLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2883,5,PLANO (N) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2918,5,"ALLEN, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2926,5,"PLANO(C), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2973,5,"MURPHY, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2978,5,"FORT WORTH (S), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2980,5,"FT WORTH (N), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2996,5,"DALLAS (NW), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3014,5,DALLAS S TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3044,5,FORT WORTH SE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3224,5,"GARLAND (SE), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3225,5,"ROWLETT, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3274,5,N RICHLAND HILLS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3284,5,"ARLINGTON (SW), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3285,5,CEDAR HILL TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3286,5,HICKORY CREEK/DENTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3406,5,DALLAS (PRESTWD) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3431,5,HUDSON OAKS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3432,5,"DESOTO, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3433,5,RED OAK TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3482,5,PLANO COIT/190 TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3631,5,CROWLEY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3764,5,"LINDALE, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3773,5,"FORT WORTH (W), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3777,5,"FRISCO (W), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4164,5,Kaufman TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4165,5,Fort Worth Jacksboro & River Oaks TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4215,5,"QUINLAN, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4240,5,"HIGHLAND VILLAGE, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4279,5,"MIDLOTHIAN, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4503,5,GRAND PRAIRIE PIONEER PKWY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4509,5,"BENBROOK, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4627,5,"DENTON (NW), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5080,5,HURST TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5092,5,LEWISVILLE (SE) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5147,5,DALLAS (W) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5191,5,"FORNEY, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5210,5,"WYLIE, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5211,5,MCKINNEY (SW) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5247,5,"ROANOKE, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5288,5,"SEAGOVILLE, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5311,5,"MCKINNEY (NW), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5312,5,FT WORTH (121) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5316,5,SAGINAW TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5359,5,AZLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5389,5,WACO (WOODWAY) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5416,5,ARLINGTON (N) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5672,5,LUCAS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5673,5,SACHSE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5707,5,"CROSS ROADS, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5764,5,"FORT WORTH (HASLET), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5810,5,DALLAS CLARK & WHEATLAND TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5823,5,"DALLAS (SKILL), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5866,5,"FRISCO, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5889,5,"DALLAS (WEBB CHAPEL), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5987,5,ROYSE CITY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
6300,5,PROSPER TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
6467,5,TYLER (HWY 31) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
6929,5,TEMPLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
6963,5,ANNA TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
7156,5,HEWITT TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
7178,5,PRINCETON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
8930,5,DALLAS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
77,6,TAYLOR TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
194,6,BAYTOWN TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
280,6,ROCKDALE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
292,6,LOCKHART TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
293,6,NAVASOTA TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
297,6,PORTER TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
321,6,BRENHAM TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
322,6,BRYAN TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
330,6,VICTORIA TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
344,6,EL CAMPO TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
385,6,CUERO TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
404,6,SAN MARCOS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
437,6,SEALY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
446,6,MADISONVILLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
462,6,ALVIN TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
463,6,BEEVILLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
473,6,GIDDINGS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
475,6,ROUND ROCK TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
482,6,W. COLUMBIA TX EF,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
503,6,COLUMBUS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
504,6,GALVESTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
522,6,CROSBY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
524,6,KENEDY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
527,6,ANGLETON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
529,6,TEXAS CITY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
546,6,"RICHMOND, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
567,6,CALDWELL TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
703,6,TOMBALL TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
744,6,ATASCOCITA TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
752,6,PASADENA TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
765,6,"SAN ANTONIO, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
768,6,KATY FRY RD AND I10 TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
772,6,HOUSTON (ALIEF) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
808,6,LAKE JACKSON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
846,6,LAGRANGE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
849,6,HOUST/HUMBLE/ALBIDE,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
865,6,NEW BRAUNFELS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
872,6,PEARLAND TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
915,6,STAFFORD/MISSOURI CITY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
951,6,HEMPSTEAD TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1040,6,HOUSTON (SPENCER) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1042,6,BASTROP TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1062,6,WEBSTER TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1067,6,HALLETSVILLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1098,6,PORT LAVACA TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1103,6,HOUSTON (CORNERSTONE) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1129,6,"AUSTIN (NW), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1137,6,HOUSTON (UVALDE) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1150,6,COLLEGE STATION TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1185,6,AUSTIN (N) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1186,6,LIBERTY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1253,6,AUSTIN (S) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1279,6,HOUSTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1347,6,SAN ANTONIO (E) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1405,6,"BAY CITY, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1409,6,HOUSTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1803,6,SAN ANTONIO NACOGDOCHES & THOUSAND OAKS TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1837,6,HUMBLE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2066,6,"HOUSTON, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2133,6,"AUSTIN (MID W), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2257,6,"HOUSTON, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2404,6,"SAN ANTONIO, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2439,6,BAYTOWN TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2505,6,"MISSOURI CITY, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2718,6,"HOUSTON (C), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2724,6,"PASADENA, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2769,6,SAN ANTONIO WALZEM & PARKCREST TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2991,6,"CEDAR PARK, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2993,6,"SUGAR LAND, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3169,6,Manor TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3170,6,Elgin TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3226,6,"KATY, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3296,6,"HOUSTON, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3297,6,HOUSTON ELDRIDGE TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3298,6,"HOUSTON, TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3302,6,"HOUSTON (W TOLLWAY), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3391,6,SCHERTZ TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3425,6,HOUSTON (ALMEDA GENOA) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3500,6,HOUSTON TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3510,6,PEARLAND TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3569,6,AUSTIN (NE) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3572,6,PEARLAND TX 11-12-02,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3584,6,"HOUSTON (GALLERIA), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3640,6,HOUSTON(NW I-610) TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3827,6,"HOUSTON (GRAND PKWY), TX","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4055,6,SAN ANTONIO UNIVERSAL CITY TX,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
