store nbr,firearm trans id,serial_nbr,certification date,sent to nics date,VA Create Date,VA Approval,State Transaction Number ,Correction,
1934,1577148,4303884,6/9/2023,6/9/2023,6/9/2023,6/9/2023,D6643227,Section A,
1934,1654351,MPR0468352,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6857351,Section A,
1934,1657175,"4373310, MPR0433545",11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6863152,Section A,
1934,1669391,V1819454,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6887989,Section A,
1934,1680736,1089326,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905612,Section A,
1934,1686330,P477524,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6914239,Section A,
1934,1689663,213948U,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6916865,Section A,
1934,1695366,V1646492,1/1/2024,1/1/2024,1/1/2024,1/1/2024,D6929003,Section A,
1934,1708531,410A22-002336,2/7/2024,2/7/2024,2/7/2024,2/7/2024,D6980464,Section A,
1934,1708873,P840780,2/8/2024,2/8/2024,2/8/2024,2/8/2024,D6982129,Section A,
1934,1709369,12A21-012644,2/9/2024,2/10/2024,2/10/2024,2/10/2024,D6986244,Section A,
1934,1712252,N506146,2/17/2024,2/17/2024,2/17/2024,2/17/2024,D6995909,Section A,
1934,1722766,4481031,3/10/2024,3/16/2024,3/10/2024,3/10/2024,D7030941,Section A & C,
1934,1724211,V1593470,3/15/2024,3/15/2024,3/15/2024,3/15/2024,D7038327,Section A,
1934,1731322,7CA430670T,4/3/2024,4/3/2024,4/3/2024,4/3/2024,D7065098,Section A,
1934,1736404,KRA124685,4/20/2024,4/20/2024,4/20/2024,4/20/2024,D7086258,Section A,
1934,1744260,R117272,5/15/2024,5/15/2024,5/15/2024,5/15/2024,D7116919,Section A,
1934,1746479,4318954,5/24/2024,5/24/2024,5/24/2024,5/24/2024,D7128511,Section A,
2089,1591221,FFSB03094G,8/5/2023,8/5/2023,8/5/2023,8/5/2023,D6709249,Section A,
2089,1594998,P791495,8/14/2023,8/14/2023,8/14/2023,8/14/2023,D6718332,Section A,
2089,1598001,7CA433141T,8/24/2023,8/24/2023,8/24/2023,8/24/2023,D6729856,Section A,
2089,1608958,WTT029277,9/14/2023,9/14/2023,9/14/2023,9/14/2023,D6754456,Section A,
2089,1623119,1102626,10/12/2023,10/12/2023,10/12/2023,10/12/2023,D6789880,Section A,
2089,1623949,12A21-013510,10/13/2023,10/14/2023,10/13/2023,10/13/2023,D6792759,Section A & C,
2089,1627676,MV0885732,10/20/2023,10/20/2023,10/20/2023,10/20/2023,D6803480,Section A,
2089,1631765,MPR0464128,10/28/2023,10/28/2023,10/28/2023,10/28/2023,D6813971,Section A,
2089,1635027,P719926,11/2/2023,11/2/2023,11/2/2023,11/2/2023,D6822722,Section A,
2089,1644500,P847576,11/11/2023,11/11/2023,11/11/2023,11/11/2023,D6837688,Section A,
2089,1654281,P883268,11/22/2023,11/22/2023,11/22/2023,11/22/2023,D6857120,Section A,
2089,1655915,57-H21PT-041885,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6860582,Section A,
2089,1661042,P955622,11/30/2023,11/30/2023,11/30/2023,11/30/2023,D6871187,Section A,
2089,1665648,4420334,12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6879802,Section A,
2089,1675318,12P23-000529,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6898725,Section A,
2089,1686962,20A22-003715,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6914308,Section A,
2089,1688594,MV0932091,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916538,Section A,
2089,1695250,MV0983578,12/31/2023,12/31/2023,12/31/2023,12/31/2023,D6928888,Section A,
2089,1713937,21PA12T-10452,2/18/2024,2/18/2024,2/18/2024,2/18/2024,D6997562,Section A,
2089,1720016,UM0046892,3/3/2024,3/3/2024,3/3/2024,3/3/2024,D7019988,Section A,
2089,1724286,MV1025679,3/15/2024,3/15/2024,3/15/2024,3/15/2024,D7038407,Section A,
2089,1734602,410S23-002603,4/14/2024,4/14/2024,4/14/2024,4/14/2024,D7079164,Section A,
2089,1736815,410A24-000089,4/20/2024,4/20/2024,4/20/2024,4/20/2024,D7088353,Section A,
2337,1581207,4372029,6/25/2023,6/25/2023,6/25/2023,6/25/2023,D6663007,Section A,
2337,1617303,12S21-007119,10/5/2023,10/5/2023,10/5/2023,10/5/2023,D6780600,Section A,
2337,1640880,MPR0447459,11/8/2023,11/8/2023,11/8/2023,11/8/2023,D6830157,Section A,
2437,1577913,0023-26553,6/12/2023,6/12/2023,6/12/2023,6/12/2023,D6646139,Section A,
2437,1612671,P985132,9/23/2023,9/23/2023,9/23/2023,9/23/2023,D6766163,Section A,
2437,1615987,P840702,10/1/2023,10/1/2023,10/1/2023,10/1/2023,D6776348,Section A,
2437,1635610,R017493,11/3/2023,11/3/2023,11/3/2023,11/3/2023,D6824703,Section A,
2437,1646401,1234186H,11/14/2023,11/16/2023,11/16/2023,11/16/2023,D6843120,Section A,
2437,1694820,MV0774237,12/31/2023,12/31/2023,12/31/2023,12/31/2023,D6928434,Section A,
2437,1698779,216139U,1/10/2024,1/10/2024,1/10/2024,1/10/2024,D6940859,Section A,
2437,1704419,4180312,1/27/2024,1/27/2024,1/27/2024,1/27/2024,D6964996,Section A,
2520,1577428,KRA127015,6/10/2023,6/10/2023,6/10/2023,6/10/2023,D6644786,Section A,
2520,1581524,4372032,6/27/2023,6/27/2023,6/27/2023,6/27/2023,D6664253,Section A,
2520,1582969,410S22-002070,7/3/2023,7/3/2023,7/3/2023,7/3/2023,D6671431,Section A,
2520,1599573,1220365H,8/28/2023,8/28/2023,8/28/2023,8/28/2023,D6734663,Section A,
2520,1606233,212999H,9/7/2023,9/7/2023,9/7/2023,9/7/2023,D6746304,Section A,
2520,1607128,KW2201616,9/9/2023,9/9/2023,9/9/2023,9/9/2023,D6749442,Section A,
2520,1647006,1102990,11/15/2023,11/15/2023,11/15/2023,11/15/2023,D6841575,Section A,
2520,1650693,4445271,11/19/2023,11/19/2023,11/19/2023,11/19/2023,D6850093,Section A,
2520,1656628,MPR0454692,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6861324,Section A,
2520,1680878,MV0999682,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905699,Section A,
2520,1683264,V1858993,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6909735,Section A,
2520,1684534,KW2301484,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6911358,Section A,
2520,1685481,4391956,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6913132,Section A,
2520,1691398,KRA133589,12/26/2023,12/26/2023,12/26/2023,12/26/2023,D6918483,Section A,
2520,1695723,4461450,1/2/2024,1/2/2024,1/2/2024,1/2/2024,D6929698,Section A,
2520,1721151,V1682207,3/7/2024,3/7/2024,3/7/2024,3/7/2024,D7024383,Section A,
2520,1722113,KRA135154,3/9/2024,3/9/2024,3/9/2024,3/9/2024,D7029317,Section A,
2520,1724060,V1883229,3/15/2024,3/15/2024,3/15/2024,3/15/2024,D7037600,Section A,
2520,1729505,21570XC,3/29/2024,3/29/2024,3/29/2024,3/29/2024,D7058077,Section A,
2520,1734894,4356455,4/15/2024,4/15/2024,4/15/2024,4/15/2024,D7079620,Section A,
2520,1747065,20A22-003442,5/27/2024,5/27/2024,5/27/2024,5/27/2024,D7130169,Section A,
2564,1578726,1213511H,6/16/2023,6/17/2023,6/16/2023,6/16/2023,D6650993,Section A & C,
2564,1594960,61-06-031875-22,8/14/2023,8/14/2023,8/14/2023,8/14/2023,D6718186,Section A,
2564,1598243,P757953,8/25/2023,8/25/2023,8/25/2023,8/25/2023,D6730836,Section A,
2564,1620262,4171834,10/7/2023,10/7/2023,10/7/2023,10/7/2023,D6783801,Section A,
2564,1648865,V1634069,11/17/2023,11/17/2023,11/17/2023,11/17/2023,D6846092,Section A,
2564,1652532,4024801,11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6853669,Section A,
2564,1662447,218319V,12/2/2023,12/2/2023,12/2/2023,12/2/2023,D6874548,Section A,
2564,1664696,1102228,12/4/2023,12/4/2023,12/4/2023,12/4/2023,D6877313.R1,"Section A, B, & C",
2564,1665310,4389999,12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6878619,Section A,
2564,1666026,1098868,12/6/2023,12/6/2023,12/6/2023,12/6/2023,D6880579,Section A,
2564,1667104,410S21-010705,12/16/2023,12/22/2023,12/21/2023,12/21/2023,D6910658,Section A & C,
2564,1676883,4375882,12/16/2023,12/16/2023,12/16/2023,12/16/2023,D6901080,Section A,
2564,1690188,1112899,12/24/2023,12/28/2023,12/24/2023,12/24/2023,D6917215,Section A & C,
2564,1704481,MPR0456444,1/27/2024,1/27/2024,1/27/2024,1/27/2024,D6964651,Section A,
2564,1710406,UM0042651,2/12/2024,2/12/2024,2/12/2024,2/12/2024,D6987554,Section A,
2565,1577744,4052817,6/11/2023,6/11/2023,6/11/2023,6/11/2023,D6645595,Section A,
2565,1587686,WTT030296,7/21/2023,7/21/2023,7/21/2023,7/21/2023,D6691514,Section A,
2565,1590464,4329464,8/2/2023,8/2/2023,8/2/2023,8/2/2023,D6705585,Section A,
2565,1593651,23P4109957,8/10/2023,8/10/2023,8/10/2023,8/10/2023,D6714104,Section A,
2565,1598199,1189697H,8/25/2023,8/25/2023,8/25/2023,8/25/2023,D6730624,Section A,
2565,1603618,FFSB03207G,9/5/2023,9/5/2023,9/5/2023,9/5/2023,D6744121,Section A,
2565,1613402,MV0789298,9/25/2023,9/25/2023,9/25/2023,9/25/2023,D6767021,Section A,
2565,1613791,"4360372, 4221843",9/26/2023,9/26/2023,9/26/2023,9/26/2023,D6768379,Section A,
2565,1617642,MPR0455617,10/6/2023,10/6/2023,10/6/2023,10/6/2023,D6781636,Section A,
2565,1629376,410S22-002200,10/23/2023,10/23/2023,10/23/2023,10/23/2023,D6806441,Section A,
2565,1632456,12A22-000542,10/28/2023,10/28/2023,10/28/2023,10/28/2023,D6815916,Section A,
2565,1635923,21P4107380,11/4/2023,11/4/2023,11/4/2023,11/4/2023,D6824846,Section A,
2565,1644247,7CA435631T,11/11/2023,11/11/2023,11/11/2023,11/11/2023,D6837242,Section A,
2565,1650974,MPR0470648,11/19/2023,11/20/2023,11/19/2023,11/19/2023,D6851202,Section A & C,
2565,1655621,P839150,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6860220,Section A,
2565,1660023,P789181,11/29/2023,11/29/2023,11/29/2023,11/29/2023,D6868505,Section A,
2565,1660475,4211479,11/30/2023,11/30/2023,11/30/2023,11/30/2023,D6869432,Section A,
2565,1662910,P839641,12/2/2023,12/2/2023,12/2/2023,12/2/2023,D6875534,Section A,
2565,1672576,1252774H,12/13/2023,12/13/2023,12/13/2023,12/13/2023,D6892631,Section A,
2565,1678493,"MV0994054, KRA123414",12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6902290,Section A,
2565,1680942,213455T,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905935,Section A,
2565,1684765,0022-01686,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6911739,Section A,
2565,1685138,21195YC,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6912601,Section A,
2565,1688197,12A22-002409,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916090,Section A,
2565,1694914,1105696,12/31/2023,12/31/2023,12/31/2023,12/31/2023,D6928631,Section A,
2565,1701865,12S23-000356,1/20/2024,1/20/2024,1/20/2024,1/20/2024,D6954661,Section A,
2565,1708164,"MPR0496363, MPR0470648, 410A22-006440, 21PA12T-10032",2/6/2024,2/6/2024,2/6/2024,2/6/2024,D6978816,Section A,
2565,1712217,P587578,2/17/2024,2/17/2024,2/17/2024,2/17/2024,D6996105,Section A,
2565,1717389,KW2105189,2/26/2024,2/26/2024,2/26/2024,2/26/2024,D7009098,Section A,
2565,1720189,V1888451,3/3/2024,3/3/2024,3/3/2024,3/3/2024,D7020194,Section A,
2565,1722968,MV0727622,3/11/2024,3/11/2024,3/11/2024,3/11/2024,D7031591,Section A,
2565,1727750,R118549,3/23/2024,3/29/2024,3/29/2024,3/29/2024,D7058753,Section A,
2565,1734695,4392393,4/14/2024,4/14/2024,4/14/2024,4/14/2024,D7079404,Section A,
2565,1741705,1271079H,5/5/2024,5/5/2024,5/5/2024,5/5/2024,D7106332,Section A,
2565,1742416,KRA123563,5/8/2024,5/8/2024,5/8/2024,5/8/2024,D7109018,Section A,
2645,1577650,410A22-003368,6/11/2023,6/11/2023,6/11/2023,6/11/2023,D6645409,Section A,
2645,1582062,KW2203198,6/30/2023,6/30/2023,6/30/2023,6/30/2023,D6668040,Section A,
2645,1583011,12P21-000599,7/3/2023,7/3/2023,7/3/2023,7/3/2023,D6671693,Section A & B,
2645,1586031,FFSB00638G,7/13/2023,7/13/2023,7/13/2023,7/13/2023,D6681555,Section A,
2645,1586535,GB835767,7/15/2023,7/15/2023,7/15/2023,7/15/2023,D6685338,Section A,
2645,1601758,213301F,9/2/2023,9/13/2023,9/2/2023,9/3/2023,D6742530,Section A & C,
2645,1611977,P329812,9/22/2023,9/22/2023,9/22/2023,9/22/2023,D6763810,Section A,
2645,1629349,P793128,10/23/2023,10/23/2023,10/23/2023,10/23/2023,D6806336,Section A,
2645,1630178,"BH01632G, WTT031587",10/25/2023,10/25/2023,10/25/2023,10/25/2023,D6809153,Section A,
2645,1643300,211175G,11/10/2023,11/10/2023,11/10/2023,11/10/2023,D6835227,Section A,
2645,1647813,"3974900, 22P4107740",11/16/2023,11/16/2023,11/16/2023,11/16/2023,D6843556,Section A,
2645,1648563,65LRS02952,11/17/2023,11/17/2023,11/17/2023,11/17/2023,D6845416,Section A,
2645,1659271,P428461,11/28/2023,11/28/2023,11/28/2023,11/28/2023,D6866458,Section A,
2645,1664108,1049676,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876712,Section A,
2645,1670173,KRA121785,12/10/2023,12/10/2023,12/10/2023,12/10/2023,D6888641,Section A,
2645,1670481,P803473,12/10/2023,12/10/2023,12/10/2023,12/10/2023,D6888992,Section A,
2645,1675405,KRA094612,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6898752,Section A,
2645,1675488,4163582,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6898818,Section A,
2645,1677876,4391964,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6901804,Section A,
2645,1678286,218080B,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6902107,Section A,
2645,1680340,20S21-001416,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6904451,Section A,
2645,1685742,4360124,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6913591,Section A,
2645,1692634,12P22-000137,12/28/2023,12/28/2023,12/28/2023,12/28/2023,D6921687,Section A,
2645,1705047,410A22-005832,1/28/2024,1/28/2024,1/28/2024,1/28/2024,D6966145,Section A,
2645,1713770,1229752H,2/18/2024,2/18/2024,2/18/2024,2/18/2024,D6997192,Section A,
2645,1718370,1056882,2/29/2024,2/29/2024,2/29/2024,2/29/2024,D7013384,Section A,
2645,1732627,4416053,4/7/2024,4/12/2024,4/7/2024,4/9/2024,D7072357,Section A & C,
2645,1736114,4122031,4/19/2024,4/19/2024,4/19/2024,4/19/2024,D7085049,Section A,
2645,1740021,12P22-000530,4/30/2024,4/30/2024,4/30/2024,4/30/2024,D7100009,Section A,
2645,1743552,4445420,5/12/2024,5/12/2024,5/12/2024,5/12/2024,D7113949,Section A,
2646,1603166,P803310,9/4/2023,9/4/2023,9/4/2023,9/4/2023,D6743135,Section A,
2646,1629902,P809108,10/24/2023,10/26/2023,10/24/2023,10/24/2023,D6808290,Section A & C,
2646,1630687,4359973,10/26/2023,10/29/2023,10/26/2023,10/26/2023,D6811074,"Section A, B, & C",
2646,1681207,"4363859, P988575",12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6906321,Section A,
2647,1586071,410S22-003683,7/13/2023,7/13/2023,7/13/2023,7/13/2023,D6681993,Section A,
2647,1588101,4334570,7/22/2023,7/22/2023,7/22/2023,7/22/2023,D6694348,Section A,
2647,1589451,P803284,7/29/2023,7/30/2023,7/29/2023,7/29/2023,D6701361,Section A & C,
2647,1589979,4163583,7/31/2023,7/31/2023,7/31/2023,7/31/2023,D6702853,Section A,
2647,1590284,4369046,8/1/2023,8/1/2023,8/1/2023,8/1/2023,D6704312,Section A,
2647,1592887,WTT026359,8/7/2023,8/7/2023,8/7/2023,8/7/2023,D6710657,Section A,
2647,1595927,4392554,8/18/2023,8/18/2023,8/18/2023,8/18/2023,D6722480,Section A,
2647,1602090,4307254,9/2/2023,9/2/2023,9/2/2023,9/2/2023,D6742093,Section A,
2647,1613403,410S23-001421,9/25/2023,9/25/2023,9/25/2023,9/25/2023,D6766998,Section A,
2647,1616595,P840654,10/3/2023,10/3/2023,10/3/2023,10/3/2023,D6777853,Section A,
2647,1621918,"7CA431683T, 4211482, 21P4105330",10/9/2023,10/9/2023,10/9/2023,10/9/2023,D6785870,Section A,
2647,1627608,MPR0454984,10/20/2023,10/20/2023,10/20/2023,10/20/2023,D6803156,Section A,
2647,1628829,21602WA,10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6805806,Section A,
2647,1636897,4419440,11/5/2023,11/5/2023,11/5/2023,11/5/2023,D6826759,Section A,
2647,1646437,P946704,11/14/2023,11/14/2023,11/14/2023,11/14/2023,D6840179,Section A,
2647,1658978,MPR0467428,11/27/2023,11/27/2023,11/27/2023,11/27/2023,D6865881,Section A,
2647,1664312,V1826558,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876881,Section A,
2647,1667551,P712258,12/8/2023,12/8/2023,12/8/2023,12/8/2023,D6884294,Section A,
2647,1684988,P849365,12/22/2023,12/23/2023,12/23/2023,12/23/2023,D6915171,Section A,
2647,1685264,KW2203692,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6912521,Section A,
2647,1686999,"4460341, 4460340",12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6914345,Section A,
2647,1690691,4390093,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917392,Section A,
2647,1701966,4257638,1/20/2024,1/20/2024,1/20/2024,1/20/2024,D6955323,Section A,
2647,1705089,4351167,1/28/2024,1/28/2024,1/28/2024,1/28/2024,D6966171,Section A,
2647,1705172,4364103,1/29/2024,1/29/2024,1/29/2024,1/29/2024,D6966301,Section A,
2647,1711433,12S23-001570,2/15/2024,2/15/2024,2/15/2024,2/15/2024,D6992030,Section A,
2647,1730904,410A22-005009,4/1/2024,4/1/2024,4/1/2024,4/1/2024,D7062667,Section A,
2647,1743056,1112755,5/10/2024,5/11/2024,5/10/2024,5/10/2024,D7112418,Section A & C,
2662,1580660,3969292,6/23/2023,6/23/2023,6/23/2023,6/23/2023,D6660721,Section A,
2662,1588462,GB841183,7/24/2023,7/24/2023,7/24/2023,7/24/2023,D6695597,Section A,
2662,1590250,219605V,8/1/2023,8/1/2023,8/1/2023,8/1/2023,D6704115,Section A,
2662,1610280,1077067,9/17/2023,9/17/2023,9/17/2023,9/17/2023,D6758493,Section A,
2662,1613880,P392391,9/26/2023,9/26/2023,9/26/2023,9/26/2023,D6768857,Section A,
2662,1628782,MPR0475028,10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6805715,Section A,
2662,1629014,"21PA12HK-5844, P461620",10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6806042,Section A,
2662,1655295,P693319,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6859571,Section A,
2662,1680315,410A22-004087,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905015,Section A,
2662,1680576,1105755,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905123,Section A,
2662,1680638,1104009,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905243,Section A,
2662,1684800,4353848,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6911884,Section A,
2662,1685299,4418766,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6912867,Section A,
2662,1723173,410A22-006043,3/12/2024,3/12/2024,3/12/2024,3/12/2024,D7032522,Section A,
2662,1742957,0024-93004,5/10/2024,5/10/2024,5/10/2024,5/10/2024,D7111917,Section A,
2761,1580518,P792732,6/22/2023,6/22/2023,6/22/2023,6/22/2023,D6659670,Section A,
2761,1599818,WTT028525,8/29/2023,8/29/2023,8/29/2023,8/29/2023,D6735453,Section A & B,
2761,1602317,V1769617,9/3/2023,9/3/2023,9/3/2023,9/3/2023,D6742300,Section A,
2761,1630929,MV0999443,10/26/2023,10/26/2023,10/26/2023,10/26/2023,D6811686,Section A,
2761,1643558,R000610,11/10/2023,11/10/2023,11/10/2023,11/10/2023,D6835391,Section A,
2761,1664297,KW2205011,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876871,Section A,
2761,1672321,N673762,12/12/2023,12/12/2023,12/12/2023,12/12/2023,D6892402,Section A,
2761,1691464,4306301,12/26/2023,12/26/2023,12/26/2023,12/26/2023,D6918616,Section A,
2761,1693594,214809K,12/29/2023,12/29/2023,12/29/2023,12/29/2023,D6924978,Section A,
2761,1694461,"4312113, 4368854",12/30/2023,12/30/2023,12/30/2023,12/30/2023,D6927771,Section A,
2761,1697066,"4466983, 1260133H",1/5/2024,1/5/2024,1/5/2024,1/5/2024,D6934979,Section A,
2761,1697697,"4466082, V1826629",1/6/2024,1/6/2024,1/6/2024,1/6/2024,D6937098,Section A,
2761,1714763,R056119,2/21/2024,2/25/2024,2/25/2024,2/25/2024,D7008630,Section A,
2761,1728026,4392814,3/24/2024,3/24/2024,3/24/2024,3/24/2024,D7051396,Section A,
2762,1610229,12S22-002715,9/17/2023,9/17/2023,9/17/2023,9/17/2023,D6758385,Section A,
2762,1629845,7CA433133T,10/24/2023,10/24/2023,10/24/2023,10/24/2023,D6808083,Section A,
2762,1706878,410S23-002274,2/3/2024,2/9/2024,2/3/2024,2/3/2024,D6974399,Section A & C,
2762,1727198,KRA124523,3/22/2024,3/22/2024,3/22/2024,3/22/2024,D7047798,Section A,
2762,1733943,216640R,4/12/2024,4/12/2024,4/12/2024,4/12/2024,D7076934,Section A,
2762,1739617,4354705,4/29/2024,4/29/2024,4/29/2024,4/29/2024,D7098205,Section A,
2807,1632026,MPR0384861,10/28/2023,10/31/2023,10/31/2023,10/31/2023,D6819362,Section A,
2807,1648578,217551R,11/17/2023,11/25/2023,11/25/2023,11/25/2023,D6862466,Section A,
2807,1656673,MPR0454389,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6861642,Section A,
2807,1665037,MV0547242,12/4/2023,12/4/2023,12/4/2023,12/4/2023,D6878158,Section A,
2807,1671194,P327066,12/11/2023,12/11/2023,12/11/2023,12/11/2023,D6890847,Section A,
2807,1676142,4392020,12/16/2023,12/16/2023,12/16/2023,12/16/2023,D6900391,Section A,
2807,1676600,MV1019020,12/16/2023,12/18/2023,12/16/2023,12/16/2023,D6900769,Section A & C,
2807,1679406,P774065,12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6903294,Section A,
2807,1685764,"410S23-001728, 12A21-009051",12/22/2023,12/23/2023,12/22/2023,12/22/2023,D6913600,Section A & C,
2807,1690091,1104114,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917142,Section A,
3077,1746631,12A21-011122,5/25/2024,5/25/2024,5/25/2024,5/25/2024,D7129300,Section A,
3219,1583071,V1769370,7/3/2023,7/3/2023,7/3/2023,7/3/2023,D6671930,Section A,
3219,1585982,"12A22-002347, 219226V",7/13/2023,7/13/2023,7/13/2023,7/13/2023,D6681156,Section A,
3219,1588615,MV0928260,7/25/2023,7/25/2023,7/25/2023,7/25/2023,D6696349,Section A,
3219,1589765,"28A22-002248, 20A21-007858, 410A22-004197",7/30/2023,7/30/2023,7/30/2023,7/30/2023,D6702441,Section A,
3219,1590032,"0022-48452, 4251356",7/31/2023,7/31/2023,7/31/2023,7/31/2023,D6703175,Section A,
3219,1593624,MV0978467,8/10/2023,8/10/2023,8/10/2023,8/10/2023,D6713966,Section A,
3219,1601073,12A22-002348,9/1/2023,9/1/2023,9/1/2023,9/1/2023,D6739965,Section A,
3219,1621923,4273511,10/9/2023,10/9/2023,10/9/2023,10/9/2023,D6785873,Section A,
3219,1626347,410A22-006528,10/18/2023,10/18/2023,10/18/2023,10/18/2023,D6799032,Section A,
3219,1629027,12P22-002381,10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6806056,Section A,
3219,1641034,4060028,11/8/2023,11/9/2023,11/8/2023,11/8/2023,D6830668,Section A & C,
3219,1652580,410A22-005616,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876606,Section A,
3219,1666211,4345110,12/6/2023,12/6/2023,12/6/2023,12/6/2023,D6881175,Section A,
3219,1674345,12P23-001726,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6896515,Section A,
3219,1692654,KRA133359,12/28/2023,12/28/2023,12/28/2023,12/28/2023,D6921752,Section A,
3219,1695623,410A22-006529,1/1/2024,1/1/2024,1/1/2024,1/1/2024,D6929210,Section A,
3219,1700959,MPR0499755,1/17/2024,1/17/2024,1/17/2024,1/17/2024,D6950652,Section A,
3219,1710113,410A23-000602,2/11/2024,2/11/2024,2/11/2024,2/11/2024,D6986962,Section A,
3219,1711229,7CA437991T,2/14/2024,2/14/2024,2/14/2024,2/14/2024,D6990997,Section A,
3219,1719936,4193947,3/3/2024,3/3/2024,3/3/2024,3/3/2024,D7019775,Section A,
3219,1722116,410S23-000590,3/9/2024,3/9/2024,3/9/2024,3/9/2024,D7029375,Section A,
3219,1726901,V1845390,3/21/2024,3/25/2024,3/21/2024,3/21/2024,D7045699,Section A & C,
3219,1728575,MV0994864,3/25/2024,3/25/2024,3/25/2024,3/25/2024,D7053411,Section A,
3219,1731552,V1845056,4/4/2024,4/4/2024,4/4/2024,4/4/2024,D7066323,Section A,
3219,1734623,7CA437947T,4/14/2024,4/14/2024,4/14/2024,4/14/2024,D7079211,Section A,
3219,1737394,MV1007673,4/22/2024,4/22/2024,4/22/2024,4/22/2024,D7090023,Section A,
3219,1737935,410A23-000543,4/24/2024,4/24/2024,4/24/2024,4/24/2024,D7092357,Section A,
3219,1738418,GB873919,4/26/2024,4/26/2024,4/26/2024,4/26/2024,D7094446,Section A,
3219,1739690,12P24-000258,4/29/2024,4/29/2024,4/29/2024,4/29/2024,D7098482,Section A,
3219,1741433,4474153,5/4/2024,5/4/2024,5/4/2024,5/4/2024,D7105823,Section A,
3219,1747139,410S24-000150,5/27/2024,5/27/2024,5/27/2024,5/27/2024,D7130353,Section A,
3243,1582762,4278331,7/2/2023,7/2/2023,7/2/2023,7/2/2023,D6670974,Section A,
3243,1583082,4343502,7/3/2023,7/3/2023,7/3/2023,7/3/2023,D6671949,Section A,
3243,1585054,4363857,7/8/2023,7/8/2023,7/8/2023,7/8/2023,D6676716,Section A,
3243,1594420,MPR0463941,8/12/2023,8/12/2023,8/12/2023,8/12/2023,D6717390,Section A,
3243,1602619,MPR0462937,9/3/2023,9/3/2023,9/3/2023,9/3/2023,D6742657,Section A,
3243,1607917,FFSB02224G,9/11/2023,9/11/2023,9/11/2023,9/11/2023,D6750661,Section A,
3243,1608443,MV0913547,9/12/2023,9/12/2023,9/12/2023,9/12/2023,D6752465,Section A,
3243,1612822,MPR0434922,9/23/2023,9/23/2023,9/23/2023,9/23/2023,D6766356,Section A,
3243,1615180,4392553,9/29/2023,9/29/2023,9/29/2023,9/29/2023,D6773656,Section A,
3243,1615276,V1848772,9/30/2023,10/3/2023,9/30/2023,9/30/2023,D6774115,Section A & C,
3243,1617509,FFSB62875,10/5/2023,10/5/2023,10/5/2023,10/5/2023,D6781241,Section A,
